timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.379082266796,"[[-0.09642287 -0.04181556 -0.14955217 -0.14933215]
 [ 0.00386568  0.00213626  0.          0.        ]]",[-5.31639767 -5.03249121],-4.27856,"[ 1.07845725  2.07179743  0.27089737  0.84661795 -1.29275115 -1.28937371
 -0.73583436  0.35964543  2.81498664  1.52311382  0.        ]",[-0.57106435 -0.35866046],[-5.51432318 -5.43283213]
1,-0.373250228722,"[[-0.13602143 -0.08148566 -0.14955217 -0.14933215]
 [-3.95056358 -3.95595951  0.          0.        ]]",[-4.69037962 -4.27557039],-4.29664,"[ 1.07130212  2.06844506  0.21035654  0.72373102 -1.29274938 -1.28937196
 -0.84129424 -0.18188872  2.79798334  1.39920439  0.        ]",[-0.57106435 -0.35866046],[-4.17342791 -4.36867937]
2,-0.353503265993,"[[-0.25392469 -0.19953165 -0.14955217 -0.14933215]
 [-7.82689109 -7.83570875  0.          0.        ]]",[-3.83405876 -3.31420135],-4.15517,"[ 1.03573145  2.04581387  0.03240442  0.36116017 -1.29274762 -1.28937021
 -0.94467107 -0.71270356  2.70618828  1.0424497   0.        ]",[-0.57106435 -0.35866046],[-4.37350199 -3.35681478]
3,-0.313743909697,"[[ -0.44858863  -0.39440167  -0.14955217  -0.14933215]
 [-11.62696437 -11.63860294   0.           0.        ]]",[-2.5938077  -2.07791471],-3.93792,"[ 0.93153689  1.96784502 -0.24851023 -0.2162897  -1.29274586 -1.28936846
 -1.04601407 -1.23300241  2.43106198  0.5254026   0.        ]",[-0.57106435 -0.35866046],[-3.10012745 -1.79143936]
4,-0.24658894271,"[[ -0.71850939  -0.66457268  -0.14955217  -0.14933215]
 [-15.35296874 -15.36603014   0.           0.        ]]",[-0.51539254  0.3258709 ],-3.53372,"[ 0.70051879  1.78153961 -0.59419982 -0.93782224 -1.2927441  -1.28936671
 -1.1453815  -1.74297396  1.85800301  0.04595193  0.        ]",[-0.57106435 -0.35866046],[-0.22211774  0.56810588]
5,-0.161792211161,"[[ -1.03136676  -0.94626221  -0.14955217  -0.14933215]
 [-15.93085027 -12.8113976    0.           0.        ]]",[ 1.20049477  1.73584044],-2.81975,"[ 0.32792166  1.50428748 -0.90166626 -1.5415506  -1.29274234 -1.28936495
 -1.16079162 -1.39345526  1.11084644 -0.08213329  0.        ]",[-0.57106435 -0.35866046],[ 0.62452239  2.22133804]
6,-0.0884976300371,"[[ -1.32205833  -1.16021709  -0.14955217  -0.14933215]
 [-13.14736645  -8.59814553   0.           0.        ]]",[ 2.01231146  2.08277154],-1.95399,"[-0.08880679  1.25015469 -1.07287463 -1.86947664 -1.29274057 -1.2893632
 -1.08655773 -0.81701123  0.51492414  0.1409431   0.        ]",[-0.57106435 -0.35866046],[ 1.50030892  0.96248656]
7,-0.0501661581056,"[[-1.5427132  -1.29223943 -0.14955217 -0.14933215]
 [-8.93197238 -4.61739344  0.          0.        ]]",[ 1.95119274  1.81556165],-1.83121,"[-0.42862282  1.08011275 -1.11964156 -2.0077878  -1.29273881 -1.28936145
 -0.97413651 -0.27237754  0.17746917  0.449461    0.        ]",[-0.57106435 -0.35866046],[ 0.98616882  1.38753803]
8,-0.0472926178448,"[[-1.68043707 -1.3439491  -0.14955217 -0.14933215]
 [-4.85390429 -0.56710007  0.          0.        ]]",[ 1.53237247  1.10748196],-1.95508,"[-0.64285732  1.01155725 -1.1110042  -2.04790541 -1.29273705 -1.2893597
 -0.86537782  0.28177051  0.02352824  0.65653527  0.        ]",[-0.57106435 -0.35866046],[ 2.4198547   0.67626791]
9,-0.0483243996008,"[[-1.73685365 -1.32832021 -0.14955217 -0.14933215]
 [-0.80125168  2.12101428  0.          0.        ]]",[ 0.98580432  0.3699961 ],-1.99198,"[-0.72991208  1.03237152 -1.09907096 -2.03662119 -1.29273529 -1.28935795
 -0.75729709  0.64954944 -0.02760636  0.70844539  0.        ]",[-0.57106435 -0.35866046],[ 1.53574596  0.16012419]
