timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.115839211056,"[[-0.08491642 -0.01451895  0.16498361 -0.12651243]
 [-0.00109252  0.0009251   0.          0.        ]]",[-3.32283163 -1.74760056],-3.65139,"[ 1.04108681  1.8520184   0.32150638  1.05654013  1.43232138 -1.10175574
 -0.66829069  0.35071959  0.12211935  1.64155677  0.        ]",[-0.79212576 -0.59513289],[-3.44968334 -2.48656775]
1,-0.103632430186,"[[-0.12461312 -0.05421303  0.16498361 -0.12651243]
 [-3.95541895 -3.95714638  0.          0.        ]]",[-2.10728312 -0.61208034],-3.59066,"[ 1.0344736   1.85019365  0.25944938  0.94733686  1.43231996 -1.10175495
 -0.77333295 -0.22037223  0.10751866  1.50323238  0.        ]",[-0.79212576 -0.59513289],[-1.98799614 -0.7568577 ]
2,-0.0678000797862,"[[-0.24261606 -0.16262301  0.16498361 -0.12651243]
 [-7.83199163 -6.87413058  0.          0.        ]]",[-0.37245136  0.54101169],-3.32534,"[ 1.00017049  1.8345258   0.07717297  0.65079077  1.43231855 -1.10175416
 -0.87630967 -0.64125028  0.02389244  1.11430707  0.        ]",[-0.79212576 -0.59513289],[-1.20309599  0.62814837]
3,-0.0152499830113,"[[ -0.43740383  -0.27376975   0.16498361  -0.12651243]
 [-11.63413218  -4.2492798    0.           0.        ]]",[ 1.14907634  0.62566316],-2.82507,"[ 0.89684946  1.80239415 -0.21104706  0.35222181  1.43231713 -1.10175337
 -0.97730907 -0.26252238 -0.1939155   0.60040116  0.        ]",[-0.79212576 -0.59513289],[ 1.07172695  1.23125026]
4,-0.0291926522177,"[[-0.62810263 -0.31819805  0.16498361 -0.12651243]
 [-7.44964655 -0.20702921  0.          0.        ]]",[ 1.14548898 -0.19944352],-2.67425,"[ 0.74278754  1.78507913 -0.46888843  0.23524246  1.43231572 -1.10175258
 -0.86615195  0.32071569 -0.451745    0.22850291  0.        ]",[-0.79212576 -0.59513289],[ 1.81324928  0.29313693]
5,-0.050668791692,"[[-0.73593016 -0.31066688  0.16498361 -0.12651243]
 [-3.34676521  0.95626472  0.          0.        ]]",[ 0.93997735 -0.52799106],-2.68878,"[ 0.63456212  1.7881887  -0.60041159  0.25495854  1.4323143  -1.10175179
 -0.75716266  0.488562   -0.59596386  0.07075257  0.        ]",[-0.79212576 -0.59513289],[ 0.66735256  0.3855503 ]
6,-0.0552335843323,"[[-0.77571888 -0.27642467  0.16498361 -0.12651243]
 [-0.64111769  2.46293474  0.          0.        ]]",[ 0.50822902 -1.04462886],-2.81733,"[ 0.59109026  1.80142325 -0.64592476  0.34518764  1.43231289 -1.101751
 -0.68528953  0.70595242 -0.62522854  0.03560856  0.        ]",[-0.79212576 -0.59513289],[ 0.76385491 -1.09169694]
7,-0.0506328280531,"[[-0.75808044 -0.26739466  0.16498361 -0.12651243]
 [ 2.39484887 -1.54656635  0.          0.        ]]",[ 0.45678693 -0.23933877],-2.83544,"[ 0.61058735  1.804661   -0.62595903  0.36913298  1.43231147 -1.10175021
 -0.60464185  0.12743907 -0.59149956  0.06592531  0.        ]",[-0.79212576 -0.59513289],[ 0.82814712 -0.96418741]
8,-0.0414045274453,"[[-0.677774   -0.33633603  0.16498361 -0.12651243]
 [ 5.62504395 -5.33493199  0.          0.        ]]",[ 0.18246013  0.5676924 ],-2.63965,"[ 0.69471971  1.77727944 -0.53090273  0.18796045  1.43231006 -1.10174942
 -0.51883472 -0.41916759 -0.53447851  0.1395558   0.        ]",[-0.79212576 -0.59513289],[-0.40675741  1.90980545]
9,-0.0288476243475,"[[-0.58254922 -0.40224023  0.16498361 -0.12651243]
 [ 3.90316704 -1.26904625  0.          0.        ]]",[-0.36246306 -0.34359735],-2.75053,"[ 0.78407555  1.74550022 -0.4100061   0.01879321  1.43230864 -1.10174863
 -0.56457444  0.1674815  -0.45970398  0.24323216  0.        ]",[-0.79212576 -0.59513289],[-0.47949931 -0.69685498]
