timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.252271401501,"[[-0.06946993  0.07479456 -0.02202856 -0.10593584]
 [ 0.00132261  0.0033761   0.          0.        ]]",[-4.19231367 -4.40547419],-5.39128,"[ 1.04134603  1.79229069  0.29170072  1.31088974 -0.19443031 -0.91861239
 -0.62981304  0.35237927  1.81380052  1.54148548  0.        ]",[-0.92571992 -0.71026069],[-4.66780563 -3.35363225]
1,-0.246937323577,"[[-0.10911883  0.03514899 -0.02202856 -0.10593584]
 [-3.95304934 -3.95474723  0.          0.        ]]",[-3.505476   -3.65241003],-5.36761,"[ 1.0357555   1.79518964  0.23065725  1.20533843 -0.19443027 -0.91861205
 -0.74063412 -0.23742223  1.80791496  1.40485452  0.        ]",[-0.92571992 -0.71026069],[-3.40998119 -3.11548689]
2,-0.229702241537,"[[-0.22707072 -0.08287309 -0.02202856 -0.10593584]
 [-7.82925102 -7.83453125  0.          0.        ]]",[-2.46600437 -2.78620219],-5.1808,"[ 1.0045712   1.79144052  0.05099442  0.89089728 -0.19443023 -0.91861172
 -0.84926443 -0.81555024  1.74556915  1.00502119  0.        ]",[-0.92571992 -0.71026069],[-2.05936064 -2.80571682]
3,-0.197521502874,"[[ -0.42177957  -0.27772001  -0.02202856  -0.10593584]
 [-11.62907035 -11.63747377   0.           0.        ]]",[-0.61442876 -0.98448336],-4.96321,"[ 0.90659054  1.74498572 -0.23384605  0.38055621 -0.19443019 -0.91861138
 -0.95575406 -1.38222757  1.50396208  0.40384187  0.        ]",[-0.92571992 -0.71026069],[-0.6612079  -0.93838016]
4,-0.149949521386,"[[ -0.67829199  -0.54542627  -0.02202856  -0.10593584]
 [-14.01442987 -15.12150503   0.           0.        ]]",[ 1.82546127  1.47070897],-4.66707,"[ 0.69516619  1.60279889 -0.57096587 -0.27173474 -0.19443015 -0.91861105
 -1.02260337 -1.90138277  0.96165949 -0.1836419   0.        ]",[-0.92571992 -0.71026069],[ 1.82057028  2.23850576]
5,-0.105641525922,"[[ -0.91613366  -0.80513541  -0.02202856  -0.10593584]
 [ -9.78367034 -10.86359491   0.           0.        ]]",[ 2.34792113  1.75766087],-3.5251,"[ 0.42676144  1.38721935 -0.82725273 -0.81075839 -0.19443011 -0.91861071
 -0.90403596 -1.2669095   0.32223789 -0.41999139  0.        ]",[-0.92571992 -0.71026069],[ 2.16378455  1.31465924]
6,-0.0816622889019,"[[-1.07018986 -0.98053216 -0.02202856 -0.10593584]
 [-5.6355948  -6.68999591  0.          0.        ]]",[ 2.07232141  1.28867972],-3.38709,"[ 0.22289865  1.20554234 -0.95716377 -1.10373087 -0.19443007 -0.91861037
 -0.78778583 -0.64500001 -0.1034288  -0.38997008  0.        ]",[-0.92571992 -0.71026069],[ 1.56973001  1.66818553]
7,-0.0729844945433,"[[-1.14209898 -1.07328631 -0.02202856 -0.10593584]
 [-1.5687577  -2.59905476  0.          0.        ]]",[ 1.30794096  0.37524506],-3.36991,"[ 0.12127668  1.09988935 -1.00696536 -1.23167167 -0.19443003 -0.91861004
 -0.67381245 -0.0354075  -0.29946755 -0.32063198  0.        ]",[-0.92571992 -0.71026069],[ 1.51941641  0.41821768]
8,-0.0709292894017,"[[-1.1334679  -1.10814712 -0.02202856 -0.10593584]
 [ 2.41861014 -0.89270298  0.          0.        ]]",[ 0.37076035 -0.30752966],-3.3657,"[ 0.13366403  1.05871734 -1.0013664  -1.2746017  -0.19442999 -0.9186097
 -0.56206625  0.21885656 -0.31298759 -0.29769287  0.        ]",[-0.92571992 -0.71026069],[ 0.18462065  0.26446754]
9,-0.0717114814171,"[[-1.0782491  -1.11531869 -0.02202856 -0.10593584]
 [ 3.1009957   0.17200074  0.          0.        ]]",[-0.11531329 -0.83608854],-3.37758,"[ 0.21169492  1.05015585 -0.96309803 -1.28307477 -0.19442995 -0.91860937
 -0.54294223  0.37750839 -0.2304099  -0.30535396  0.        ]",[-0.92571992 -0.71026069],[ 0.20471468 -1.14365486]
