timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.160706051743,[-0.19407219 -0.33731601],[ 1.203022    1.92307091],-1.74652,"[ 1.0540347   1.86734009  0.16277261 -1.08457673  0.67604737  0.72814053
  0.33113492 -0.38425658  0.68549349 -0.89846073  0.        ]","[[-0.01711092 -0.04627174  0.07816887  0.08356597]
 [ 0.00266828 -0.00035838  0.          0.        ]]",[-0.50110138  1.40084377]
1,-0.1606437401,[-0.19407219 -0.33731601],[ 1.04769385  1.6644758 ],-1.62286,"[ 1.05326223  1.86869941  0.13248248 -0.96796715  0.67604663  0.7281397
  0.24840327  0.22491065  0.68600838 -0.89657798  0.        ]","[[-0.0369625  -0.00654325  0.07816887  0.08356597]
 [-1.98121497  3.96000535  0.          0.        ]]",[ 1.25104994  2.36878615]
2,-0.153352919325,[-0.19407219 -0.33731601],[ 0.34975043  1.09552205],-1.56785,"[ 1.05328401  1.86062493  0.13316011 -0.62178817  0.6760459   0.72813887
  0.41494232  0.8216608   0.68434259 -0.7728656   0.        ]","[[-0.03651819  0.11158249  0.07816887  0.08356597]
 [ 2.01236296  7.83964499  0.          0.        ]]",[ 0.79737991  1.45856499]
3,-0.13266216171,[-0.19407219 -0.33731601],[-0.64452398  0.27150467],-1.42498,"[ 1.05336209  1.80802911  0.2422489  -0.06269375  0.67604516  0.72813804
  0.54477069  1.40664711  0.6350349  -0.43466854  0.        ]","[[  0.03496472   0.30653383   0.07816887   0.08356597]
 [  5.12562913  11.64281749   0.           0.        ]]",[ 0.18765097  1.35004507]
4,-0.103501260727,[-0.19407219 -0.33731601],[-1.5434196  -0.60387504],-1.27569,"[ 1.03939265  1.6580829   0.40778141  0.65257256  0.67604443  0.72813721
  0.57146849  1.9801882   0.45554152  0.00631148  0.        ]","[[  0.14389948   0.57680243   0.07816887   0.08356597]
 [  5.76584928  15.37161127   0.           0.        ]]",[ 0.56358412 -0.82347343]
5,-0.0782091767153,[-0.19407219 -0.33731601],[-2.11611962 -0.84574771],-0.86266,"[ 0.99811356  1.42755901  0.61140393  1.25427328  0.67604369  0.72813638
  0.65978765  1.43171129  0.14116872  0.38660347  0.        ]","[[  0.28046573   0.84845802   0.07816887   0.08356597]
 [  7.88373641  11.80582723   0.           0.        ]]",[-2.30772727 -2.29720834]
6,-0.07017591035,[-0.19407219 -0.33731601],[-1.99140227 -0.71388841],-1.07321,"[ 0.94257881  1.2230485   0.77893833  1.58728519  0.67604296  0.72813554
  0.48836799  0.78688127 -0.15699414  0.58150714  0.        ]","[[ 0.39689953  1.04251266  0.07816887  0.08356597]
 [ 3.77315066  7.6136058   0.          0.        ]]",[-1.30070507 -0.08652351]
7,-0.0685167103069,[-0.19407219 -0.33731601],[-1.74077904 -0.76335311],-1.0018,"[ 0.92232534  1.05087746  0.82786382  1.77707966  0.67604222  0.72813471
  0.32026532  0.71116084 -0.33199964  0.61945355  0.        ]","[[ 0.43191864  1.18984576  0.07816887  0.08356597]
 [-0.25789713  7.12133057  0.          0.        ]]",[-2.34258272 -0.60228419]
8,-0.0633590812369,[-0.19407219 -0.33731601],[-1.29135108 -0.46698964],-0.991007,"[ 0.94794443  0.90637281  0.76513679  1.885952    0.67604149  0.72813388
  0.15548793  0.32279642 -0.38213565  0.57401573  0.        ]","[[ 0.38711689  1.30693987  0.07816887  0.08356597]
 [-4.20920616  4.59646388  0.          0.        ]]",[-2.11327047 -0.59447332]
9,-0.0534150933044,[-0.19407219 -0.33731601],[-0.69062096 -0.01491475],-1.06619,"[ 1.00444143  0.82094808  0.58729441  1.93108928  0.67604075  0.72813305
 -0.00604487 -0.05315767 -0.30023575  0.46927833  0.        ]","[[ 0.26406905  1.37434632  0.07816887  0.08356597]
 [-8.08271136  2.15227988  0.          0.        ]]",[-0.89294261  0.14061762]
