timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.255685815193,"[[-0.06078438  0.06991578  0.04607357  0.19131044]
 [-0.00445656  0.00397238  0.          0.        ]]",[ 2.24479342  1.43363631],-2.52409,"[ 1.05513717  1.58311692  0.03550803 -0.34632766  0.3967503   1.66438991
 -0.14137607 -0.32446105  0.95141058 -1.76835864  0.        ]",[-0.27981564 -0.18268883],[ 2.5242291   1.12426474]
1,-0.245914073176,"[[-0.02119747  0.10970685  0.04607357  0.19131044]
 [ 3.94999136  3.96194824  0.          0.        ]]",[ 1.882388    1.04591119],-2.46967,"[ 1.05743224  1.57884303  0.095796   -0.24471566  0.39674975  1.6643824
  0.04723549  0.25930412  0.94934754 -1.6461576   0.        ]",[-0.27981564 -0.18268883],[ 2.82569089  1.87508917]
2,-0.215316389431,"[[ 0.09669466  0.22787142  0.04607357  0.19131044]
 [ 7.82635395  7.84157805  0.          0.        ]]",[ 1.2847836   0.49442169],-2.29309,"[ 1.05113099  1.5551141   0.27526796  0.05379473  0.3967492   1.66437488
  0.23212266  0.83151325  0.90432441 -1.28802673  0.        ]",[-0.27981564 -0.18268883],[ 1.97540984  0.33348679]
3,-0.163558084538,"[[  0.29135798   0.3963785    0.04607357   0.19131044]
 [ 11.62739109   9.00523577   0.           0.        ]]",[ 0.58504975  0.03625304],-2.13073,"[ 0.9980471   1.4933061   0.56596758  0.4645068   0.39674865  1.66436737
  0.41341703  1.00314004  0.72436959 -0.7689084   0.        ]",[-0.27981564 -0.18268883],[-0.15524561  0.25480736]
4,-0.100891173879,"[[  0.51543881   0.58481801   0.04607357   0.19131044]
 [ 10.78354241   9.83593399   0.           0.        ]]",[-0.00109627 -0.38815191],-1.74263,"[ 0.87370858  1.3872936   0.87946146  0.89006896  0.3967481   1.66435986
  0.37316812  1.12565761  0.38097809 -0.29832704  0.        ]",[-0.27981564 -0.18268883],[ 0.04633224 -0.50549413]
5,-0.0401081971056,"[[  0.73082343   0.75949776   0.04607357   0.19131044]
 [ 10.75499048   7.63935032   0.           0.        ]]",[-0.5867424  -0.70238614],-1.49797,"[ 0.69600684  1.25739325  1.1455523   1.24009538  0.39674755  1.66435235
  0.37180579  0.80167952 -0.03803565 -0.01808488  0.        ]",[-0.27981564 -0.18268883],[-0.5985924  -1.42654645]
6,-0.0105044579327,"[[ 0.92004544  0.87104474  0.04607357  0.19131044]
 [ 8.1756944   3.52905715  0.          0.        ]]",[-0.68719143 -0.74225998],-1.47323,"[ 0.49933934  1.16034884  1.34088278  1.43610553  0.396747    1.66434483
  0.24878254  0.19544739 -0.40380816  0.08330813  0.        ]",[-0.27981564 -0.18268883],[-0.47472372 -2.22134548]
7,-0.0397069474815,"[[ 1.06310534  0.90120146  0.04607357  0.19131044]
 [ 6.13703069 -0.49994568  0.          0.        ]]",[-0.69213629 -0.54520142],-1.55809,"[ 0.32989378  1.13241362  1.46013989  1.48500045  0.39674645  1.66433732
  0.15154548 -0.39879502 -0.63924811  0.1033152   0.        ]",[-0.27981564 -0.18268883],[ 0.03788101 -1.06194803]
8,-0.0580678817252,"[[ 1.1861432   0.85157265  0.04607357  0.19131044]
 [ 6.16664252 -4.44977094  0.          0.        ]]",[-0.72596914 -0.15341616],-1.64245,"[ 0.17277188  1.17800754  1.54101247  1.40356939  0.3967459   1.66432981
  0.15295767 -0.98135826 -0.78337821  0.12201461  0.        ]",[-0.27981564 -0.18268883],[-0.53581669  0.01949056]
9,-0.0689468577677,"[[ 1.28698088  0.76424169  0.04607357  0.19131044]
 [ 3.924613   -4.28386187  0.          0.        ]]",[-0.60279715 -0.08054477],-1.70122,"[ 0.03789739  1.2534639   1.59140756  1.24887765  0.39674535  1.6643223
  0.04602068 -0.95688589 -0.86819061  0.14737637  0.        ]",[-0.27981564 -0.18268883],[-2.09108718 -0.53162042]
