timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.179410850527,[-0.64472306 -0.42043495],[ 0.27783582  1.40484667],-2.47325,"[ 1.00149218  1.21179333  0.11357664 -0.30545045  0.32150874  0.52361833
 -0.1745633  -0.28267561  1.11392172 -0.3793753   0.        ]","[[ 0.01167141  0.05720514  0.03800041  0.06066427]
 [-0.00323517  0.00054025  0.          0.        ]]",[ 0.51761389  1.3964325 ]
1,-0.1764283672,[-0.64472306 -0.42043495],[-0.27418247  0.95078862],-2.49727,"[ 1.00084653  1.20821658  0.14513586 -0.22203038  0.32150851  0.52361789
 -0.06995818  0.38286959  1.1074565  -0.27933999  0.        ]","[[ 0.03213631  0.09693569  0.03800041  0.06066427]
 [ 2.04292043  3.95932393  0.          0.        ]]",[-0.57461831  2.04626086]
2,-0.170179573555,[-0.64472306 -0.42043495],[-0.33151457  0.76736528],-2.51868,"[ 0.99980756  1.18677573  0.17230899  0.02360528  0.32150828  0.52361745
 -0.18830745  1.03552076  1.07976763 -0.08924881  0.        ]","[[ 0.04976749  0.21507252  0.03800041  0.06066427]
 [-0.27208316  7.84141618  0.          0.        ]]",[ 0.39226769  1.46883787]
3,-0.159967470717,[-0.64472306 -0.42043495],[-0.84742093  0.45869452],-2.54249,"[ 0.99900485  1.11680942  0.18797024  0.41374938  0.32150804  0.52361702
 -0.10876592  1.67499925  1.00439113  0.16617791  0.        ]","[[  0.05993595   0.41006512   0.03800041   0.06066427]
 [  1.28380686  11.64517168   0.           0.        ]]",[-0.66860504  1.07444374]
4,-0.144415969717,[-0.64472306 -0.42043495],[-0.7690537   0.26260006],-2.47879,"[ 0.99909969  0.95346178  0.18623438  0.89904081  0.32150781  0.52361658
 -0.24533558  2.30206997  0.84918226  0.44644973  0.        ]","[[  0.05880871   0.68039291   0.03800041   0.06066427]
 [ -1.38759872  15.37515982   0.           0.        ]]",[-0.41906675 -0.57255158]
5,-0.127619252691,[-0.64472306 -0.42043495],[-0.18114814  0.53233618],-2.38535,"[ 1.00142798  0.71326331  0.11826287  1.3019151   0.32150758  0.52361614
 -0.32863062  1.86983895  0.66815067  0.59303452  0.        ]","[[  0.01471016   0.96210098   0.03800041   0.06066427]
 [ -3.01691413  12.80419627   0.           0.        ]]",[ 0.03630829  0.20310022]
6,-0.110088077942,[-0.64472306 -0.42043495],[-0.08067705  0.37607563],-2.32935,"[ 1.00021693  0.44255109  0.02836198  1.55457861  0.32150734  0.5236157
 -0.31822345  1.96239983  0.48536614  0.64777614  0.        ]","[[ -0.04358595   1.22370932   0.03800041   0.06066427]
 [ -2.81334709  13.35480499   0.           0.        ]]",[-0.14959917  0.11535763]
7,-0.0894972910763,[-0.64472306 -0.42043495],[ 0.14958073  0.15961836],-2.23798,"[ 0.99362895  0.13614536 -0.06644754  1.67374908  0.32150711  0.52361526
 -0.34562311  1.99474699  0.27906307  0.65124887  0.        ]","[[ -0.10523024   1.49273639   0.03800041   0.06066427]
 [ -3.34930851  13.54725192   0.           0.        ]]",[ 0.24468222  0.38387799]
8,-0.0649725562742,[-0.64472306 -0.42043495],[ 0.04213493 -0.36304063],-2.14155,"[ 0.98279603 -0.19340254 -0.15296953  1.63587012  0.32150688  0.52361482
 -0.29271168  2.20515267  0.04224241  0.6063709   0.        ]","[[ -0.16183288   1.77623891   0.03800041   0.06066427]
 [ -2.31432889  14.79884438   0.           0.        ]]",[ 0.23539398  0.25844614]
9,-0.0359608054899,[-0.64472306 -0.42043495],[-0.18015301 -0.80146247],-2.04877,"[ 0.97340494 -0.52423703 -0.20831678  1.41343952  0.32150664  0.52361438
 -0.24270447  2.32790936 -0.23032174  0.50504909  0.        ]","[[ -0.19830564   2.07954246   0.03800041   0.06066427]
 [ -1.33615763  15.52909004   0.           0.        ]]",[ 0.03928487 -0.63170613]
