timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.371065701024,"[[-0.08023816 -0.00813337 -0.1503528   0.07379863]
 [-0.00328056  0.00237303  0.          0.        ]]",[ 1.27233696  2.7590425 ],-3.56558,"[ 0.99651045  1.21451153 -0.02713249 -0.44739945 -1.29519964  0.6330029
 -0.17153019 -0.28296251  2.86160484 -0.84423867  0.        ]",[-0.64910799 -0.42692956],[ 1.11023067  2.88734435]
1,-0.368794834075,"[[-0.04062807  0.03162602 -0.1503528   0.07379863]
 [ 3.95112989  3.96037939  0.          0.        ]]",[ 1.33845663  2.39350128],-3.58304,"[ 0.99996271  1.21396361  0.03370291 -0.36363721 -1.2951974   0.63300233
  0.02901028  0.38217372  2.86776517 -0.69545198  0.        ]",[-0.64910799 -0.42692956],[ 0.96318343  1.6822229 ]
2,-0.359695818847,"[[ 0.07582484  0.14976012 -0.1503528   0.07379863]
 [ 7.68176688  7.84010111  0.          0.        ]]",[ 1.41031301  1.99785376],-3.61151,"[ 0.99700456  1.20145956  0.21276768 -0.11589479 -1.29519517  0.63300176
  0.2182025   1.03415361  2.83996167 -0.25810139  0.        ]",[-0.64910799 -0.42692956],[ 0.55529628  3.45641024]
3,-0.338595380994,"[[  0.24996346   0.3447241   -0.1503528    0.07379863]
 [  9.72537727  11.64361027   0.           0.        ]]",[ 1.45003879  1.5049777 ],-3.46832,"[ 0.95628346  1.14575999  0.47684502  0.28177358 -1.29519294  0.63300119
  0.32184027  1.67332336  2.66393335  0.37841114  0.        ]",[-0.64910799 -0.42692956],[ 1.19595299  0.89083558]
4,-0.2979444547,"[[  0.48222893   0.61065822  -0.1503528    0.07379863]
 [ 13.48886228  14.9387885    0.           0.        ]]",[-0.01303297  0.38141525],-3.31318,"[ 0.8365159   1.00323738  0.80981295  0.77791004 -1.29519071  0.63300062
  0.51269827  2.22706378  2.20969947  1.05603786  0.        ]",[-0.64910799 -0.42692956],[ 0.12307699  1.34375881]
5,-0.233350637413,"[[  0.75422226   0.94618842  -0.1503528    0.07379863]
 [ 13.71001816  18.60198916   0.           0.        ]]",[-0.98704982 -0.8659851 ],-3.07076,"[ 0.60962435  0.72907261  1.14982835  1.27892467 -1.29518848  0.63300005
  0.52391337  2.8426401   1.46043642  1.44956755  0.        ]",[-0.64910799 -0.42692956],[-0.7226274  -0.90962601]
6,-0.163163234803,"[[  0.99705219   1.27839827  -0.1503528    0.07379863]
 [ 10.58313118  14.63222344   0.           0.        ]]",[-0.72774369 -1.00312948],-2.70107,"[ 0.34106095  0.38237375  1.38856964  1.58730916 -1.29518625  0.63299948
  0.36533847  2.17552459  0.75660284  1.33489758  0.        ]",[-0.64910799 -0.42692956],[-0.66625625 -0.66781957]
7,-0.108500243996,"[[  1.18018602   1.54160736  -0.1503528    0.07379863]
 [  7.73950541  11.6984683    0.           0.        ]]",[-0.57461309 -1.22413683],-2.33798,"[ 0.107141    0.07947901  1.51905735  1.67583865 -1.29518401  0.63299891
  0.2211287   1.68251268  0.33422299  0.97675499  0.        ]",[-0.64910799 -0.42692956],[-1.00856934 -0.44471707]
8,-0.0755299027581,"[[ 1.29374563  1.75559018 -0.1503528   0.07379863]
 [ 3.62995108  9.70645327  0.          0.        ]]",[-0.24724659 -1.33478999],-1.91555,"[-0.04767148 -0.16947441  1.5762797   1.64085871 -1.29518178  0.63299834
  0.01271954  1.34775916  0.14993462  0.61283065  0.        ]",[-0.64910799 -0.42692956],[ 0.32394005 -0.54149457]
9,-0.0612706673204,"[[ 1.37849735  1.92627662 -0.1503528   0.07379863]
 [ 4.84115364  7.36997882  0.          0.        ]]",[-0.50700641 -1.5013988 ],-1.71144,"[-0.16663849 -0.36156794  1.60659143  1.54499785 -1.29517955  0.63299777
  0.07414364  0.95512192  0.08252912  0.30703597  0.        ]",[-0.64910799 -0.42692956],[-0.6324253  -2.24524662]
10,-0.0598443139119,"[[ 1.44924975  2.03248603 -0.1503528   0.07379863]
 [ 2.24264028  3.26464691  0.          0.        ]]",[-0.33331287 -1.08130002],-1.76329,"[-0.26750787 -0.47547092  1.62359842  1.45612509 -1.29517732  0.6329972
 -0.05763573  0.26523555  0.06255669  0.09882943  0.        ]",[-0.64910799 -0.42692956],[-0.08258678 -0.99121861]
11,-0.0599979455303,"[[ 1.49038061  2.05775161 -0.1503528   0.07379863]
 [ 1.87165907 -0.72479297  0.          0.        ]]",[-0.26841146 -0.54624254],-1.83265,"[-0.3265819  -0.50174888  1.62997444  1.4318088  -1.29517509  0.63299663
 -0.07644941 -0.4051755   0.04927158  0.02384216  0.        ]",[-0.64910799 -0.42692956],[-1.05048272 -0.15274727]
