timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.57099217 -0.52278262],"[[ 0.00213457 -0.04496532  0.18099316  0.01045251]
 [-0.0011722   0.00424999  0.          0.        ]]",[-0.69031086 -1.3184537 ],"[ 1.00605297  2.02263397  0.27512125  1.02474955  1.57000948  0.08223399
 -0.77041919  0.36694091  0.03720361  0.27850496  0.        ]",-2.23128,-0.0325424930535,[-0.54221272 -1.25578094]
1,[-0.57099217 -0.52278262],"[[-0.02527202 -0.08459835  0.18099316  0.01045251]
 [-2.73040794 -3.95436325  0.          0.        ]]",[ 0.78090857 -1.15993603],"[ 1.00556846  2.01896196  0.23300759  0.92166483  1.57000837  0.08223397
 -0.8406625  -0.23363575  0.03209637  0.16706713  0.        ]",-2.13588,-0.037794251108,[ 0.1522526  -0.84313726]
2,[-0.57099217 -0.52278262],"[[-0.04832873 -0.20264018  0.18099316  0.01045251]
 [ 0.41425749 -7.83687423  0.          0.        ]]",[ 0.50693609 -1.87137865],"[ 1.0042728   1.99480633  0.19759936  0.61732031  1.57000727  0.08223395
 -0.75972654 -0.82266653  0.00742603 -0.0269773   0.        ]",-2.0842,-0.0496220187608,[ 0.21455638 -0.44351965]
3,[-0.57099217 -0.52278262],"[[ -1.99911044e-02  -3.97556420e-01   1.80993156e-01   1.04525057e-02]
 [  2.41283129e+00  -1.16420602e+01   0.00000000e+00   0.00000000e+00]]",[ 0.49192176  0.50322565],"[ 1.00575011  1.91251115  0.24112099  0.13272465  1.57000616  0.08223394
 -0.7082881  -1.3999655  -0.0433896  -0.18667787  0.        ]",-2.14865,-0.0603107146412,[ 0.23724724  0.20158345]
4,[-0.57099217 -0.52278262],"[[ 0.04730307 -0.60809975  0.18099316  0.01045251]
 [ 4.31031273 -9.41966392  0.          0.        ]]",[-0.56069021 -0.00283875],"[ 1.00434684  1.76763914  0.34450778 -0.34726273  1.57000506  0.08223392
 -0.65945154 -1.06279657 -0.10782898 -0.26590971  0.        ]",-2.18462,-0.0653507696925,[-0.16680488  0.26537102]
5,[-0.57099217 -0.52278262],"[[ 0.11039649 -0.79472645  0.18099316  0.01045251]
 [ 2.00665864 -9.24361107  0.          0.        ]]",[ 0.05832318  1.13343054],"[ 0.99675937  1.59561659  0.4411508  -0.71834776  1.57000395  0.0822339
 -0.71874155 -1.03608647 -0.1802083  -0.31826586  0.        ]",-2.20731,-0.0690660287028,[ 0.05294558  0.60709625]
6,[-0.57099217 -0.52278262],"[[ 0.15243253 -0.93803515  0.18099316  0.01045251]
 [ 2.19635918 -5.10106346  0.          0.        ]]",[-0.76137826 -0.33645729],"[ 0.98834902  1.43954224  0.50518891 -0.96004717  1.57000284  0.08223389
 -0.71385892 -0.40760424 -0.24919291 -0.36352326  0.        ]",-2.21402,-0.0731989963492,[-0.06708917  0.19897127]
7,[-0.57099217 -0.52278262],"[[ 0.1657015  -1.05240079  0.18099316  0.01045251]
 [-0.85934313 -6.33141621  0.          0.        ]]",[ 0.47015722  1.46163568],"[ 0.98513946  1.30237878  0.52532262 -1.12222371  1.57000174  0.08223387
 -0.79250472 -0.59426575 -0.32193379 -0.43131973  0.        ]",-2.20334,-0.0802392129327,[ 0.44662556  0.64430922]
8,[-0.57099217 -0.52278262],"[[ 0.16733806 -1.13804874  0.18099316  0.01045251]
 [ 1.01680885 -2.24698352  0.          0.        ]]",[-0.41779804  0.69712442],"[ 0.98472487  1.19349024  0.52780273 -1.22440652  1.57000063  0.08223385
 -0.74421707  0.02539972 -0.38584013 -0.49070908  0.        ]",-2.22532,-0.0869764280808,[ 0.31052607 -0.09661335]
9,[-0.57099217 -0.52278262],"[[ 0.17087818 -1.15484243  0.18099316  0.01045251]
 [-0.65721876  0.55826255  0.          0.        ]]",[ 0.81243276 -0.43780963],"[ 0.98381473  1.17159775  0.53316536 -1.24242895  1.56999953  0.08223384
 -0.78730206  0.4509947  -0.39673547 -0.49583051  0.        ]",-2.11148,-0.0877297109679,[ 0.56291687 -0.65572578]
