timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.01241795  2.06779605  0.09298746  0.80196429  0.3158257  -0.39851187
 -0.83813335  0.3668351   1.18834411  0.54919292  0.        ]","[[-0.07142496 -0.0891945   0.0359055  -0.04661619]
 [ 0.00074505  0.00423688  0.          0.        ]]",[-0.42984005 -3.21275795],-2.49192,-0.173807310497,[-0.37860984 -0.33420274],[-1.43707442 -2.91999173]
1,"[ 1.01040256  2.06168706  0.06704694  0.69544977  0.31582559 -0.39851173
 -0.88321404 -0.21717668  1.17766269  0.46881421  0.        ]","[[-0.08845542 -0.12883182  0.0359055  -0.04661619]
 [-1.69814364 -3.95477691  0.          0.        ]]",[-1.91238312 -2.12750692],-2.4702,-0.171695202163,[-0.37860984 -0.33420274],[-1.19395137 -2.75347853]
2,"[ 0.99685413  2.0304953  -0.04406418  0.38217678  0.31582549 -0.39851159
 -0.98725716 -0.78949898  1.11728727  0.18845063  0.        ]","[[-0.16175745 -0.24685435  0.0359055  -0.04661619]
 [-5.61904226 -7.83454877  0.          0.        ]]",[-0.24487688 -0.92283183],-2.37219,-0.164265335176,[-0.37860984 -0.33420274],[-0.458473   -2.52441907]
3,"[ 0.95737296  1.93936401 -0.22426636 -0.1054179   0.31582539 -0.39851146
 -1.00998646 -1.30558501  0.94546593 -0.2304621   0.        ]","[[ -0.28273187  -0.43864748   0.0359055   -0.04661619]
 [ -6.47562165 -11.33309943   0.           0.        ]]",[ 1.77037613 -2.88753072],-2.09917,-0.152572007552,[-0.37860984 -0.33420274],[ 0.29515037 -2.02027011]
4,"[ 0.91525966  1.73788521 -0.35233307 -0.70461359  0.31582529 -0.39851132
 -0.90159069 -1.85678742  0.67542179 -0.56410722  0.        ]","[[ -0.37125902  -0.7028003    0.0359055   -0.04661619]
 [ -2.39073287 -15.06971412   0.           0.        ]]",[ 1.30095105 -1.1047554 ],-1.93013,-0.139622347791,[-0.37860984 -0.33420274],[ 0.28786698 -1.12977064]
5,"[ 0.91111158  1.37309904 -0.36319845 -1.28997272  0.31582518 -0.39851118
 -0.79534298 -2.39705092  0.3797168  -0.69527092  0.        ]","[[ -0.37890086  -1.04094183   0.0359055   -0.04661619]
 [  1.61320965 -18.73219257   0.           0.        ]]",[-0.0578495   0.42070282],-1.82317,-0.123426897396,[-0.37860984 -0.33420274],[-0.31830284  0.06788492]
6,"[ 0.92674273  0.9048988  -0.3208889  -1.61907022  0.31582508 -0.39851105
 -0.80230508 -2.0965993   0.09766887 -0.66263457  0.        ]","[[ -0.34926958  -1.39515035   0.0359055   -0.04661619]
 [  1.35082722 -16.69545112   0.           0.        ]]",[-0.13463046  0.41207963],-1.72566,-0.103594064033,[-0.37860984 -0.33420274],[-0.38157454  0.79311401]
7,"[ 0.93726721  0.46188547 -0.29006006 -1.63474853  0.31582498 -0.39851091
 -0.81718591 -1.80712967 -0.145669   -0.53804167  0.        ]","[[ -0.32788011  -1.70937086   0.0359055   -0.04661619]
 [  0.79002642 -14.73314747   0.           0.        ]]",[-0.86161391  1.17536384],-1.49862,-0.0843494368381,[-0.37860984 -0.33420274],[-0.31233385  1.35881066]
8,"[ 0.92815779  0.11838929 -0.31686071 -1.4570632   0.31582487 -0.39851077
 -0.90812803 -1.17994841 -0.35073424 -0.38331806  0.        ]","[[ -0.34646565  -1.96137515   0.0359055   -0.04661619]
 [ -2.63715513 -10.48147863   0.           0.        ]]",[ 0.15904761  1.41248575],-1.28453,-0.0705765756555,[-0.37860984 -0.33420274],[ 0.21093705  1.37605929]
9,"[ 0.90359992 -0.09273481 -0.38227775 -1.25002102  0.31582477 -0.39851064
 -0.89005562 -0.56524718 -0.49182709 -0.24702002  0.        ]","[[-0.39237666 -2.12919515  0.0359055  -0.04661619]
 [-1.95611225 -6.31440758  0.          0.        ]]",[ 0.17313403  2.06494732],-1.15703,-0.0646174404368,[-0.37860984 -0.33420274],[ 0.37114483  0.96727794]
