timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.01577589  2.07605683  0.33209689  0.91881102  1.13334316 -0.31639981
 -0.85202785  0.36583231  0.42075477  0.8376959   0.        ]","[[ 0.09370994 -0.03940616  0.13020394 -0.0369259 ]
 [-0.00213172 -0.00140495  0.          0.        ]]",[-1.79620475 -2.28229199],-1.7992,-0.0948805447691,[-0.33136883 -0.29342413],[-1.4504832  -2.48265553]
1,"[ 1.02009418  2.07273074  0.27171977  0.81051783  1.13334235 -0.3163997
 -0.95758646 -0.21512699  0.42416611  0.70892441  0.        ]","[[ 0.05399263 -0.07914638  0.13020394 -0.0369259 ]
 [-3.95644191 -3.95943061  0.          0.        ]]",[-0.49447217 -0.32217174],-1.74147,-0.0889028875325,[-0.33136883 -0.29342413],[-0.86854422 -2.20336103]
2,"[ 1.02081662  2.05671854  0.12244078  0.56357916  1.13334153 -0.31639959
 -1.0077024  -0.39075517  0.40442742  0.4002645   0.        ]","[[-0.04397257 -0.17034027  0.13020394 -0.0369259 ]
 [-5.83383855 -5.15597074  0.          0.        ]]",[-0.31815976 -0.88677102],-1.61151,-0.0777222777836,[-0.33136883 -0.29342413],[-0.20265397 -2.01697516]
3,"[ 1.00046553  2.01086939 -0.07161972  0.19963879  1.13334071 -0.31639948
 -1.03818887 -0.89108304  0.31286961 -0.00665715  0.        ]","[[-0.17210761 -0.30766024  0.13020394 -0.0369259 ]
 [-6.97590564 -8.56466245  0.          0.        ]]",[ 2.75999774 -0.57281638],-1.37369,-0.072815670034,[-0.33136883 -0.29342413],[ 0.70405424 -1.41135192]
4,"[ 0.96862822  1.90434263 -0.21796016 -0.28252396  1.13333989 -0.31639937
 -0.92888776 -1.1993249   0.14393775 -0.36632546  0.        ]","[[ -0.2705447   -0.50002386   0.13020394  -0.0369259 ]
 [ -2.88144133 -10.66469237   0.           0.        ]]",[ 2.08737809 -0.07983275],-1.32688,-0.0802772463672,[-0.33136883 -0.29342413],[ 0.89638162 -0.79144591]
5,"[ 0.96157295  1.73204328 -0.24340869 -0.76220111  1.13333907 -0.31639926
 -0.82176414 -1.21493561 -0.019872   -0.54638688  0.        ]","[[ -0.28791145  -0.71438506   0.13020394  -0.0369259 ]
 [  1.13145653 -10.77105322   0.           0.        ]]",[ 0.51855071 -0.94506166],-1.38202,-0.0877751804237,[-0.33136883 -0.29342413],[ 0.63182598 -0.30214757]
6,"[ 0.9782554   1.46915514 -0.18017987 -1.2181644   1.13333826 -0.31639915
 -0.767573   -1.73298445 -0.17623272 -0.60802221  0.        ]","[[ -0.2449143   -0.96521832   0.13020394  -0.0369259 ]
 [  3.16147418 -14.30048861   0.           0.        ]]",[ 0.53409545  2.01617916],-1.44354,-0.0904204088679,[-0.33136883 -0.29342413],[ 0.3288289   0.66103292]
7,"[ 1.00314801  1.16574601 -0.055107   -1.52657178  1.13333744 -0.31639904
 -0.71286351 -1.11030997 -0.29934501 -0.57412147  0.        ]","[[ -0.1611236   -1.20866479   0.13020394  -0.0369259 ]
 [  5.21091074 -10.05826567   0.           0.        ]]",[ 0.7271425   0.00915111],-1.30367,-0.0874255336687,[-0.33136883 -0.29342413],[-0.15945551  0.66764009]
8,"[ 1.02161491  0.89522072  0.14514411 -1.66729718  1.13333662 -0.31639893
 -0.6388016  -1.07582727 -0.34790799 -0.45327525  0.        ]","[[-0.02906988 -1.40747353  0.13020394 -0.0369259 ]
 [ 7.98530222 -9.82334296  0.          0.        ]]",[-1.14264204  0.22766255],-1.22578,-0.0765821512098,[-0.33136883 -0.29342413],[-0.89079845  1.01310599]
9,"[ 1.01635832  0.63448583  0.32547039 -1.70295559  1.1333358  -0.31639882
 -0.74866557 -0.91483044 -0.41031693 -0.34075389  0.        ]","[[ 0.08934424 -1.59293464  0.13020394 -0.0369259 ]
 [ 3.86972135 -8.72648867  0.          0.        ]]",[-1.50470736  1.75100545],-1.13392,-0.0679875534695,[-0.33136883 -0.29342413],[-0.78403509  1.25160158]
10,"[ 1.01050497  0.44755727  0.38140704 -1.67080973  1.13333498 -0.31639871
 -0.85637924 -0.3081911  -0.49933439 -0.30557931  0.        ]","[[ 0.12625419 -1.72599653  0.13020394 -0.0369259 ]
 [-0.16531124 -4.59350693  0.          0.        ]]",[ 0.30099225  1.22552775],-1.03984,-0.0694323585936,[-0.33136883 -0.29342413],[-0.29673651  0.76981211]
11,"[ 1.00883966  0.37643543  0.39451624 -1.645659    1.13333417 -0.3163986
 -0.82450489  0.28632309 -0.53820706 -0.29449052  0.        ]","[[ 0.13492759 -1.77722797  0.13020394 -0.0369259 ]
 [ 1.02870342 -0.54313251  0.          0.        ]]",[-0.5221963   1.16616923],-1.01518,-0.0709956153995,[-0.33136883 -0.29342413],[-0.32866749  0.0516485 ]
12,"[ 1.00891274  0.41657937  0.39395358 -1.66074685  1.13333335 -0.31639849
 -0.8802348   0.86912924 -0.51266452 -0.29667733  0.        ]","[[ 0.13455521 -1.74825221  0.13020394 -0.0369259 ]
 [-1.05898857  3.42747747  0.          0.        ]]",[ 0.44627845 -0.42937483],-0.966145,-0.0695023328186,[-0.33136883 -0.29342413],[-0.148325   -0.80497789]
13,"[ 1.00954608  0.48745507  0.38904974 -1.6817518   1.13333253 -0.31639838
 -0.83251801  0.6095848  -0.46986046 -0.30097217  0.        ]","[[ 0.13130983 -1.69744407  0.13020394 -0.0369259 ]
 [ 0.72849199  1.6592261   0.          0.        ]]",[-0.29947123 -1.15277075],-1.01957,-0.0673131724686,[-0.33136883 -0.29342413],[-0.37217799 -0.56482965]
14,"[ 1.00905076  0.47783886  0.39288614 -1.67931653  1.13333171 -0.31639827
 -0.86452712  0.02359981 -0.47398169 -0.29841823  0.        ]","[[ 0.13384882 -1.70431522  0.13020394 -0.0369259 ]
 [-0.47060456 -2.3330366   0.          0.        ]]",[-1.20949422 -0.0584639 ],-1.08345,-0.067321767555,[-0.33136883 -0.29342413],[-0.23135272  0.3035183 ]
15,"[ 1.01693446  0.41022252  0.31859797 -1.65850687  1.13333089 -0.31639816
 -0.96993337 -0.00351495 -0.55658267 -0.34258001  0.        ]","[[ 0.08481949 -1.75282946  0.13020394 -0.0369259 ]
 [-4.41920283 -2.51776697  0.          0.        ]]",[ 1.25580177 -0.37285623],-1.01759,-0.0762039357729,[-0.33136883 -0.29342413],[ 0.33930725  0.48764491]
16,"[ 1.02122233  0.32104772  0.24588026 -1.6209527   1.13333008 -0.31639805
 -0.86193982 -0.21296862 -0.65340888 -0.37183068  0.        ]","[[ 0.03702478 -1.81750222  0.13020394 -0.0369259 ]
 [-0.37372329 -3.94475547  0.          0.        ]]",[ 0.09768088 -0.51895572],-1.07313,-0.0855061091865,[-0.33136883 -0.29342413],[ 0.03778216  0.81756878]
