timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.59480613 -0.56662315],"[[-0.02123472  0.08653016 -0.01167807  0.01351009]
 [ 0.00041455  0.00074282  0.          0.        ]]",[-1.02128718 -3.4124831 ],"[ 1.00392104  2.00765152  0.24721706  1.38106263 -0.10399736  0.10852817
 -0.75952839  0.36616373  1.70935147  0.36485198  0.        ]",-3.8259,-0.221582520798,[-1.54809594 -3.40264225]
1,[-0.59480613 -0.56662315],"[[-0.06090162  0.04683243 -0.01167807  0.01351009]
 [-3.95394069 -3.95732932  0.          0.        ]]",[-2.33525167 -3.33197097],"[ 1.00142224  2.01143581  0.18626274  1.27824811 -0.10399734  0.10852815
 -0.86107208 -0.23717525  1.70987801  0.2230689   0.        ]",-3.84072,-0.222488418492,[-1.07769871 -3.22777152]
2,[-0.59480613 -0.56662315],"[[-0.17887112 -0.07124078 -0.01167807  0.01351009]
 [-7.83011896 -7.83706395  0.          0.        ]]",[-0.01340392 -3.95526399],"[ 0.97978824  2.00937237  0.00622642  0.97194733 -0.10399732  0.10852813
 -0.96060821 -0.82857294  1.66804266 -0.19486034  0.        ]",-3.60373,-0.224425925563,[-0.17288154 -3.03545833]
3,[-0.59480613 -0.56662315],"[[ -0.33443816  -0.26615321  -0.01167807   0.01351009]
 [ -7.72698823 -11.64149097   0.           0.        ]]",[ 1.34374732 -2.19646957],"[ 0.91926319  1.96259875 -0.22497296  0.47395399 -0.1039973   0.10852811
 -0.95795956 -1.40849079  1.4964622  -0.75352594  0.        ]",-3.50999,-0.224803765467,[ 0.75647342 -2.59939146]
4,[-0.59480613 -0.56662315],"[[ -4.47743745e-01  -5.36413314e-01  -1.16780672e-02   1.35100872e-02]
 [ -3.61731092e+00  -1.53720722e+01   0.00000000e+00   0.00000000e+00]]",[ 1.41448921 -1.91789362],"[ 0.85303343  1.81194416 -0.38599808 -0.1699078  -0.10399728  0.10852809
 -0.85242677 -1.97715097  1.19988574 -1.19976266  0.        ]",-3.2628,-0.220231242614,[ 1.01584268 -2.09313464]
5,[-0.59480613 -0.56662315],"[[ -4.79674503e-01  -8.80542893e-01  -1.16780672e-02   1.35100872e-02]
 [  4.10787439e-01  -1.90286671e+01   0.00000000e+00   0.00000000e+00]]",[ 0.92977638 -1.33291089],"[ 0.83112319  1.4929879  -0.42992113 -0.84490419 -0.10399726  0.10852806
 -0.7489889  -2.53453118  0.85861258 -1.4101223   0.        ]",-3.06489,-0.207821722119,[ 0.56834483 -1.78347909]
6,[-0.59480613 -0.56662315],"[[ -4.34631682e-01  -1.29707464e+00  -1.16780672e-02   1.35100872e-02]
 [  4.08128237e+00  -2.26124998e+01   0.00000000e+00   0.00000000e+00]]",[ 1.02842224 -1.74977204],"[ 0.86162286  0.96846904 -0.36776208 -1.34249544 -0.10399724  0.10852804
 -0.65473398 -3.08081692  0.52340577 -1.37621888  0.        ]",-2.90621,-0.184782623591,[ 0.50708801 -1.28870976]
7,[-0.59480613 -0.56662315],"[[ -3.14116862e-01  -1.78456713e+00  -1.16780672e-02   1.35100872e-02]
 [  7.95740053e+00  -2.61249381e+01   0.00000000e+00   0.00000000e+00]]",[ 0.63579722 -1.40451831],"[ 0.9291956   0.27783173 -0.19534684 -1.38004732 -0.10399722  0.10852802
 -0.55519888 -3.61621541  0.23374546 -1.09938923  0.        ]",-2.71111,-0.148599181616,[ 0.82510257 -1.0376122 ]
8,[-0.59480613 -0.56662315],"[[ -1.31306257e-01  -2.34160336e+00  -1.16780672e-02   1.35100872e-02]
 [  1.03158760e+01  -2.95671598e+01   0.00000000e+00   0.00000000e+00]]",[ 1.22248311 -1.29714018],"[  9.91057477e-01  -4.15819136e-01   7.84994323e-02  -7.05411555e-01
  -1.03997199e-01   1.08528002e-01  -4.94635393e-01  -4.14090480e+00
   5.81990926e-04  -6.00394140e-01   0.00000000e+00]",-2.2731,-0.097915763006,[ 1.84982634 -1.43995309]
9,[-0.59480613 -0.56662315],"[[  1.12678373e-01  -2.96679782e+00  -1.16780672e-02   1.35100872e-02]
 [  1.40702403e+01  -3.29410320e+01   0.00000000e+00   0.00000000e+00]]",[ 3.12609619 -3.66341404],"[ 0.99453482 -0.82815458  0.4528143   0.70528784 -0.10399718  0.10852798
 -0.39822684 -4.65516815 -0.16385297  0.0853769   0.        ]",-2.00194,-0.033914321131,[ 3.28881693 -2.7229259 ]
