timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.55968368 -0.50573623],"[[-0.08060489 -0.06556443  0.15537663  0.02828944]
 [ 0.00085131  0.00134193  0.          0.        ]]",[ 0.49650455 -0.5144171 ],"[ 1.00127384  2.02282977  0.14681146  0.96827056  1.34782938  0.23531523
 -0.77219394  0.36652741  0.24468571 -0.1360014   0.        ]",-2.21142,-0.0745934560105,[ 0.28132954 -1.59581876]
1,[-0.55968368 -0.50573623],"[[-0.06087356 -0.0859822   0.15537663  0.02828944]
 [ 1.96573697 -2.03632457  0.          0.        ]]",[ 0.56817545 -0.71683052],"[ 1.00340094  2.02061707  0.17705738  0.91516303  1.3478286   0.23531517
 -0.72160089  0.05764324  0.24578829 -0.11513704  0.        ]",-2.19617,-0.0733703796528,[ 0.02072251 -1.42877436]
2,[-0.55968368 -0.50573623],"[[  6.13206466e-04  -1.54790884e-01   1.55376631e-01   2.82894447e-02]
 [  4.17558074e+00  -4.83521111e+00   0.00000000e+00   0.00000000e+00]]",[-0.40144277 -0.92732259],"[ 1.00622589  2.00879841  0.27148988  0.7370056   1.34782782  0.23531512
 -0.66470055 -0.36663213  0.24634234 -0.05617404  0.        ]",-2.23372,-0.0698483768837,[-0.38548899 -1.20043552]
3,[-0.55968368 -0.50573623],"[[ 0.0673764  -0.28736861  0.15537663  0.02828944]
 [ 2.50627772 -8.41064987  0.          0.        ]]",[-0.74987368 -1.52141493],"[ 1.0027644   1.96724716  0.3740104   0.39983306  1.34782704  0.23531507
 -0.70768237 -0.90862275  0.2328356  -0.06099208  0.        ]",-2.23558,-0.0689433871678,[-0.23263985 -0.81766486]
4,[-0.55968368 -0.50573623],"[[  0.08725415  -0.49362735   0.15537663   0.02828944]
 [ -0.50854654 -12.20260067   0.           0.        ]]",[ 1.08468132  0.60431514],"[ 1.00042183  1.85515406  0.40446585 -0.09681981  1.34782626  0.23531502
 -0.78530929 -1.48343321  0.17735543 -0.25383593  0.        ]",-2.20557,-0.0776294481573,[ 0.51914245 -0.15107512]
5,[-0.55968368 -0.50573623],"[[ 0.11686549 -0.71126138  0.15537663  0.02828944]
 [ 3.45657296 -9.56954945  0.          0.        ]]",[ 0.10741124  0.62036712],"[ 0.99581919  1.67911906  0.44973281 -0.56366445  1.34782548  0.23531497
 -0.68321322 -1.0842958   0.08965072 -0.42120538  0.        ]",-2.2701,-0.0857366960313,[ 0.05096501 -0.13115901]
6,[-0.55968368 -0.50573623],"[[ 0.18956554 -0.87610642  0.15537663  0.02828944]
 [ 3.8122789  -6.92376785  0.          0.        ]]",[-0.39121817 -0.67435949],"[ 0.97889621  1.51122106  0.56012205 -0.86485473  1.3478247   0.23531492
 -0.67405413 -0.68322892  0.02813061 -0.43154668  0.        ]",-2.24313,-0.0839480155518,[-0.22132832 -0.15896612]
7,[-0.55968368 -0.50573623],"[[ 0.24953139 -1.039992    0.15537663  0.02828944]
 [ 2.18964659 -9.45636375  0.          0.        ]]",[-1.27543153 -0.23790135],"[ 0.95897534  1.31968422  0.65004945 -1.11044473  1.34782392  0.23531487
 -0.71583426 -1.06713766 -0.0491237  -0.46014584  0.        ]",-2.2451,-0.0839261125414,[ 0.00727415  0.44627231]
8,[-0.55968368 -0.50573623],"[[  0.25318867  -1.2366813    0.15537663   0.02828944]
 [ -1.81071979 -10.21008463   0.           0.        ]]",[ 1.1948471   1.46273089],"[ 0.95758725  1.06468308  0.655493   -1.32513031  1.34782314  0.23531482
 -0.81883743 -1.18139154 -0.19103912 -0.60387932  0.        ]",-2.13712,-0.094835681442,[ 0.71536815  0.91118735]
9,[-0.55968368 -0.50573623],"[[ 0.25702352 -1.39913621  0.15537663  0.02828944]
 [ 2.1810716  -6.04924667  0.          0.        ]]",[ 0.25635816  0.41744092],"[ 0.95611059  0.83997278  0.66119531 -1.43104124  1.34782236  0.23531477
 -0.71605454 -0.55066153 -0.32269462 -0.69331705  0.        ]",-2.18197,-0.103729132482,[ 0.40243334  0.58605009]
10,[-0.55968368 -0.50573623],"[[ 0.31038707 -1.50233718  0.15537663  0.02828944]
 [ 3.15207797 -4.27675008  0.          0.        ]]",[ 0.5192632  -0.16812609],"[ 0.93332547  0.6934993   0.73991449 -1.46326915  1.34782158  0.23531471
 -0.69105236 -0.2819736  -0.37879523 -0.66056416  0.        ]",-2.11252,-0.101826957612,[ 0.19145909  0.43363434]
11,[-0.55968368 -0.50573623],"[[ 0.39342292 -1.5937049   0.15537663  0.02828944]
 [ 5.1448929  -4.8580644   0.          0.        ]]",[-0.31259972  1.077373  ],"[ 0.88967448  0.56290192  0.85966599 -1.46869406  1.3478208   0.23531466
 -0.63974016 -0.37009337 -0.4106867  -0.57836108  0.        ]",-2.10644,-0.0953527395302,[-0.25412583  0.69761044]
12,[-0.55968368 -0.50573623],"[[ 0.48288073 -1.65017022  0.15537663  0.02828944]
 [ 3.80533988 -0.80199776  0.          0.        ]]",[-1.11396112 -0.39714867],"[ 0.83179297  0.48225986  0.98411304 -1.46116465  1.34782002  0.23531461
 -0.67423146  0.24475475 -0.41441941 -0.4739806   0.        ]",-2.08961,-0.086316915376,[-0.28622085 -0.00836873]
13,[-0.55968368 -0.50573623],"[[ 0.5185253  -1.68182224  0.15537663  0.02828944]
 [-0.22746945 -2.35803562  0.          0.        ]]",[ 0.12812811  0.52347787],"[ 0.8056906   0.43719704  1.03216308 -1.45331563  1.34781924  0.23531456
 -0.77807006  0.00887913 -0.42562245 -0.43757505  0.        ]",-1.99155,-0.0835253845226,[ 0.16601369  0.44827515]
14,[-0.55968368 -0.50573623],"[[ 0.5191058  -1.70771866  0.15537663  0.02828944]
 [ 0.28382499 -0.23866837  0.          0.        ]]",[ 0.23899932 -0.14476006],"[ 0.80525121  0.40044447  1.03293734 -1.44496165  1.34781846  0.23531451
 -0.76490474  0.33014834 -0.44796632 -0.44886174  0.        ]",-1.96605,-0.0853068008368,[ 0.1562707   0.04088259]
15,[-0.55968368 -0.50573623],"[[ 0.53421746 -1.71819694  0.15537663  0.02828944]
 [ 1.22421003 -0.80726289  0.          0.        ]]",[-0.95747228 -0.6925528 ],"[ 0.79366318  0.3856093   1.05301275 -1.44108811  1.34781768  0.23531446
 -0.74069098  0.24395653 -0.45042294 -0.43235047  0.        ]",-2.0679,-0.0839848305603,[-0.00109854  0.16834074]
16,[-0.55968368 -0.50573623],"[[ 0.52044051 -1.76169016  0.15537663  0.02828944]
 [-2.58924246 -3.53297933  0.          0.        ]]",[ 0.28669767  1.12760623],"[ 0.80423934  0.32429658  1.03471668 -1.4219896   1.3478169   0.23531441
 -0.83888146 -0.16922774 -0.49511358 -0.4697867   0.        ]",-1.99777,-0.0889930706902,[ 0.48674256  0.8157447 ]
17,[-0.55968368 -0.50573623],"[[ 0.4805491  -1.79192143  0.15537663  0.02828944]
 [-1.40381557  0.4964223   0.          0.        ]]",[ 0.57051576  0.39981903],"[ 0.83343956  0.28197478  0.98093549 -1.40585814  1.34781612  0.23531436
 -0.80835819  0.44157885 -0.54209002 -0.53307805  0.        ]",-1.966,-0.0963992238543,[ 0.63095313  0.08240658]
