timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.18339506 -0.16680279],"[[ 0.08571584  0.05043995  0.19846723  0.06631295]
 [ 0.00396646 -0.00480823  0.          0.        ]]",[ 2.0641727 -0.6012651],"[ 1.07472836  2.12229647  0.19479661  1.062543    1.72109884  0.55636366
 -0.96212327  0.3636751  -0.14325114 -0.21737962  0.        ]",-0.46065,-0.0440069029468,[ 0.74168438 -0.98088378]
1,[-0.18339506 -0.16680279],"[[ 0.12549418  0.02644233  0.19846723  0.06631295]
 [ 3.96068942 -2.38700936  0.          0.        ]]",[ 0.38919138  1.57035253],"[ 1.0687809   2.12356711  0.25415968  0.98892172  1.72109507  0.55636325
 -0.84663556  0.02850107 -0.14837642 -0.1667748   0.        ]",-0.506635,-0.0383403648101,[ 0.6130566  -0.89602649]
2,[-0.18339506 -0.16680279],"[[ 0.21935352  0.01889842  0.19846723  0.06631295]
 [ 5.4203907   1.61926823  0.          0.        ]]",[-0.6795997  -1.44537073],"[  1.04594972e+00   2.12379745e+00   3.92884822e-01   9.65765724e-01
   1.72109130e+00   5.56362851e-01  -8.04029774e-01   5.92181361e-01
  -1.74837338e-01  -1.20445572e-03   0.00000000e+00]",-0.58777,-0.0195488987897,[ 0.13440982 -1.17093527]
3,[-0.18339506 -0.16680279],"[[ 0.29972757  0.01124519  0.19846723  0.06631295]
 [ 2.62631103 -2.37129538  0.          0.        ]]",[ 1.20204229  0.39511269],"[ 1.01670293  2.1239507   0.50943934  0.94227085  1.72108753  0.55636245
 -0.88558116  0.03071135 -0.20730838  0.1368524   0.        ]",-0.535858,-0.00360450934636,[ 0.34102464 -0.97485566]
4,[-0.18339506 -0.16680279],"[[ 0.3914168  -0.02002795  0.19846723  0.06631295]
 [ 6.52961882 -0.76137815  0.          0.        ]]",[ 0.61283333 -1.22684196],"[ 0.97266969  2.12375406  0.63886665  0.8462615   1.72108376  0.55636204
 -0.77165259  0.25722575 -0.24815909  0.26961344  0.        ]",-0.616368,-0.0122712332856,[-0.0828146  -1.11385667]
5,[-0.18339506 -0.16680279],"[[ 0.54505245 -0.074841    0.19846723  0.06631295]
 [ 8.82629693 -4.70677079  0.          0.        ]]",[ 0.24938618 -1.51820664],"[ 0.87442954  2.12014897  0.84442386  0.6781867   1.72107998  0.55636164
 -0.70461764 -0.29788912 -0.33535729  0.48037202  0.        ]",-0.704638,-0.0383797082877,[-0.15548    -0.93864399]
6,[-0.18339506 -0.16680279],"[[ 0.72974047 -0.20777206  0.19846723  0.06631295]
 [ 9.63979979 -8.57343708  0.          0.        ]]",[-0.82366595 -1.01235815],"[ 0.71877541  2.09423672  1.06686296  0.2744326   1.72107621  0.55636124
 -0.68087294 -0.84192689 -0.44034119  0.65731484  0.        ]",-0.84592,-0.0621604401969,[-0.11895099 -0.74320209]
7,[-0.18339506 -0.16680279],"[[  0.88794636  -0.41725162   0.19846723   0.06631295]
 [  6.19222667 -12.36190803   0.           0.        ]]",[ 0.54880265 -0.41313093],"[ 0.55661423  2.00520893  1.23060187 -0.33643352  1.72107244  0.55636084
 -0.78149845 -1.37496129 -0.50746907  0.71044531  0.        ]",-0.868897,-0.0716482699204,[ 0.16613537 -0.47399062]
8,[-0.18339506 -0.16680279],"[[  1.03235072  -0.67845345   0.19846723   0.06631295]
 [  8.24141448 -13.75360479   0.           0.        ]]",[ 0.53733109 -0.94499077],"[ 0.38897393  1.81734465  1.35476086 -1.01905264  1.72106867  0.55636043
 -0.72168706 -1.57076945 -0.55864811  0.67924728  0.        ]",-0.921651,-0.0725308866407,[ 0.12515453 -0.31845525]
9,[-0.18339506 -0.16680279],"[[  1.21688556  -0.98833998   0.19846723   0.06631295]
 [ 10.20554484 -17.22343372   0.           0.        ]]",[ 0.47531165  1.01515369],"[ 0.15321798  1.50096867  1.47409938 -1.65618185  1.72106489  0.55636003
 -0.66435835 -2.05896661 -0.65581938  0.63242879  0.        ]",-0.936194,-0.0771911702379,[ 0.59147251  0.20287591]
10,[-0.18339506 -0.16680279],"[[  1.43783225  -1.28965964   0.19846723   0.06631295]
 [ 11.88368081 -12.92281147   0.           0.        ]]",[ 1.620623   -0.07670929],"[-0.15027641  1.12344072  1.55386265 -2.04186964  1.72106112  0.55635963
 -0.61537717 -1.45386987 -0.80727975  0.60235037  0.        ]",-0.912578,-0.0907973142128,[ 0.80737209 -0.01486886]
11,[-0.18339506 -0.16680279],"[[  1.71285855  -1.54859699   0.19846723   0.06631295]
 [ 15.60669164 -12.97064774   0.           0.        ]]",[ 0.79400939 -0.0960948 ],"[-0.53909285  0.76997887  1.55198796 -2.16163841  1.72105735  0.55635922
 -0.50671113 -1.46059786 -1.01969689  0.6168495   0.        ]",-1.17,-0.115779085945,[ 1.27827954  0.06685919]
12,[-0.18339506 -0.16680279],"[[  2.05343448  -1.80924371   0.19846723   0.06631295]
 [ 18.44155807 -13.09352263   0.           0.        ]]",[ 1.37838018  1.09629079],"[-0.9965157   0.41216731  1.39567273 -2.07552169  1.72105358  0.55635882
 -0.42396792 -1.47788364 -1.28079489  0.60072172  0.        ]",-1.39183,-0.146526777733,[ 1.73238218  0.04045367]
