timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.00518243  2.06623055  0.06977673  1.29249405  1.1032841  -0.19701079
 -0.82677925  0.36597913  0.46246719  0.47925838  0.        ]","[[-0.09385831  0.08746654  0.12660365 -0.02311047]
 [ 0.00084865 -0.00315973  0.          0.        ]]",[ 0.17812653 -3.08145265],-1.79276,-0.0839718957934,[-0.40356597 -0.38258058],[-0.47585833 -2.57199502]
1,"[ 1.00613538  2.07004446  0.08060467  1.18601307  1.10328342 -0.19701074
 -0.80817382 -0.22079888  0.46232136  0.44916732  0.        ]","[[-0.08675614  0.04767338  0.12660365 -0.02311047]
 [ 0.7070124  -3.96295801  0.          0.        ]]",[ 0.70195483 -2.75907908],-1.78142,-0.0835549470083,[-0.40356597 -0.38258058],[-0.58714503 -2.32419825]
2,"[ 1.01023465  2.06812264  0.14456668  0.86916072  1.10328274 -0.19701068
 -0.73534161 -0.79607796  0.45925024  0.40545123  0.        ]","[[-0.04488012 -0.0705372   0.12660365 -0.02311047]
 [ 3.47138016 -7.84515813  0.          0.        ]]",[-0.46311112 -1.08156985],-1.90104,-0.0827783347293,[-0.40356597 -0.38258058],[-1.00453329 -1.96252823]
3,"[ 1.01171065  2.02183409  0.22165512  0.35415803  1.10328206 -0.19701062
 -0.78538053 -1.35969945  0.43559978  0.29512028  0.        ]","[[  5.49193380e-03  -2.65602428e-01   1.26603647e-01  -2.31104719e-02]
 [  1.57211681e+00  -1.16486929e+01   0.00000000e+00   0.00000000e+00]]",[ 0.05466068 -0.93521034],-1.87879,-0.0798295288079,[-0.40356597 -0.38258058],[-0.80208284 -1.25303197]
4,"[ 1.01061194  1.87427469  0.27263421 -0.30561585  1.10328138 -0.19701057
 -0.78047454 -1.87426422  0.3568065   0.0803901   0.        ]","[[  0.03880305  -0.53341695   0.12660365  -0.02311047]
 [  1.75831283 -15.12118422   0.           0.        ]]",[ 0.24366563  0.38523558],-1.85179,-0.0745366766114,[-0.40356597 -0.38258058],[-0.68915325 -0.3639093 ]
5,"[ 1.00657226  1.6227275   0.34059223 -0.89832478  1.1032807  -0.19701051
 -0.75601833 -1.6039101   0.22956398 -0.09736627  0.        ]","[[  0.0832822   -0.81753551   0.12660365  -0.02311047]
 [  2.68654636 -13.29674303   0.           0.        ]]",[-0.90458311  0.65601791],-1.80998,-0.0691370347337,[-0.40356597 -0.38258058],[-0.73019069  0.08723146]
6,"[ 1.00421107  1.35196256  0.36692648 -1.27467485  1.10328002 -0.19701045
 -0.85174803 -1.17982258  0.07946735 -0.24661814  0.        ]","[[  0.10055788  -1.05475568   0.12660365  -0.02311047]
 [ -0.9469316  -10.43484402   0.           0.        ]]",[-0.11413337 -0.19959727],-1.67077,-0.0673422662839,[-0.40356597 -0.38258058],[-0.22492349  0.36099035]
7,"[ 1.00728859  1.07279038  0.33142143 -1.50296638  1.10327934 -0.1970104
 -0.86316329 -1.26630424 -0.10791394 -0.40070884  0.        ]","[[  0.07727229  -1.26930816   0.12660365  -0.02311047]
 [ -1.38021877 -11.01846148   0.           0.        ]]",[-0.72343644  2.03967467],-1.70491,-0.0726899900672,[-0.40356597 -0.38258058],[-0.04031089  0.93303949]
8,"[ 1.01139563  0.825285    0.2457044  -1.60366362  1.10327866 -0.19701034
 -0.93790701 -0.64713681 -0.31063326 -0.52844299  0.        ]","[[ 0.0212037  -1.44775427  0.12660365 -0.02311047]
 [-4.21716751 -6.84008407  0.          0.        ]]",[-0.11350617  1.06571385],-1.6103,-0.0843222139273,[-0.40356597 -0.38258058],[ 0.51745373  0.64162022]
9,"[ 1.00840748  0.68973742  0.11103162 -1.62293778  1.10327798 -0.19701028
 -0.94757041 -0.04030115 -0.47847022 -0.63117991  0.        ]","[[-0.0668205  -1.54346789  0.12660365 -0.02311047]
 [-4.58396499 -2.74492518  0.          0.        ]]",[-0.037928   -0.03987128],-1.61,-0.0985407896291,[-0.40356597 -0.38258058],[ 0.97347814 -0.02041811]
