timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.02660936  2.08013161  0.28433055  1.01826817  0.35277322  1.66997157
 -0.86961443  0.36590237  1.13597932 -1.47549379  0.        ]","[[ 0.07365676  0.00468988  0.04009542  0.19234381]
 [-0.00127165  0.00242845  0.          0.        ]]",[ 2.48897255 -2.32259831],-2.10382,-0.244477903481,[-0.30514461 -0.26450372],[ 2.62555361 -2.06212997]
1,"[ 1.02118389  2.07928251  0.34436324  0.90843458  0.35277308  1.6699694
 -0.76294081 -0.21172397  1.13300593 -1.43614313  0.        ]","[[ 0.11333753 -0.03500532  0.04009542  0.19234381]
 [ 3.95616686 -3.95874131  0.          0.        ]]",[ 2.07603786 -2.49900743],-2.03886,-0.241386496129,[-0.30514461 -0.26450372],[ 2.54978108 -2.02752042]
2,"[ 0.99155282  2.06369733  0.52098585  0.58315127  0.35277295  1.66996722
 -0.65837751 -0.77790715  1.1167629  -1.3203729   0.        ]","[[ 0.23138151 -0.15313665  0.04009542  0.19234381]
 [ 7.8353181  -7.84143885  0.          0.        ]]",[ 3.26730176 -1.61745063],-1.91542,-0.23177191273,[-0.30514461 -0.26450372],[ 2.39658213 -2.02836442]
3,"[ 0.89955291  1.9958433   0.80079076  0.0611622   0.35277281  1.66996505
 -0.55588024 -1.3328596   1.06632149 -1.13698916  0.        ]","[[  0.42623927  -0.3481495    0.04009542   0.19234381]
 [ 11.63782437 -11.64712502   0.           0.        ]]",[ 1.94225731 -1.75590247],-1.8357,-0.21466921256,[-0.30514461 -0.26450372],[ 2.22189665 -2.01125598]
4,"[ 0.68960362  1.81984003  1.14727639 -0.5993315   0.35277267  1.66996287
 -0.45540212 -1.87677033  0.95119949 -0.9099238   0.        ]","[[  0.69639509  -0.61851697   0.04009542   0.19234381]
 [ 15.36542404 -15.37710307   0.           0.        ]]",[ 2.46317235  0.05041004],-1.73706,-0.188982218759,[-0.30514461 -0.26450372],[ 2.13799763 -1.98155928]
5,"[ 0.30703279  1.52517985  1.48330723 -1.19815193  0.35277254  1.6699607
 -0.35693135 -1.80330977  0.73779014 -0.64425151  0.        ]","[[  1.04035491  -0.92100616   0.04009542   0.19234381]
 [ 19.01855431 -14.87335275   0.           0.        ]]",[ 1.54710919 -2.43130838],-1.47625,-0.151588189393,[-0.30514461 -0.26450372],[ 2.07214975 -1.95969331]
6,"[-0.26707533  1.11115739  1.68224204 -1.62547573  0.3527724   1.66995853
 -0.26034762 -2.33766016  0.41136371 -0.42489403  0.        ]","[[  1.4566748   -1.25524159   0.04009542   0.19234381]
 [ 22.6016787  -18.53779078   0.           0.        ]]",[ 1.36818736 -1.56629695],-1.19958,-0.106259141497,[-0.30514461 -0.26450372],[ 2.40608668 -1.82321692]
7,"[-0.96769984  0.54712023  1.58754364 -1.75060742  0.35277226  1.66995635
 -0.16564462 -2.86125657  0.01011598 -0.40132574  0.        ]","[[  1.94395702  -1.66202626   0.04009542   0.19234381]
 [ 26.11503098 -22.1285134    0.           0.        ]]",[ 1.21719539 -0.07796631],-1.01814,-0.0745399648489,[-0.30514461 -0.26450372],[ 2.84512877 -1.67981446]
8,"[-1.60774858 -0.03815561  1.08095925 -1.37897591  0.35277213  1.66995418
 -0.07280309 -2.84197183 -0.3749102  -0.61418964  0.        ]","[[  2.50081395  -2.10327133   0.04009542   0.19234381]
 [ 29.55932485 -21.99632512   0.           0.        ]]",[ 4.61580519 -1.39829511],-0.674722,-0.0919255982823,[-0.30514461 -0.26450372],[ 3.20157599 -1.75163448]
9,"[-1.89805939 -0.51298534  0.19637162 -0.47189903  0.35277199  1.669952
  0.01821327 -3.3554196  -0.59430312 -1.04831329  0.        ]","[[  3.12587949  -2.57852614   0.04009542   0.19234381]
 [ 32.93590769 -25.51750374   0.           0.        ]]",[ 2.40291143 -3.71209495],-1.09086,-0.141275547371,[-0.30514461 -0.26450372],[ 3.50622082 -2.16739297]
