timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.00451077  2.0655304   0.32123893  0.99897538 -1.59509322 -1.62551048
 -0.81220147  0.36701433  3.05809841  2.45639248  0.        ]","[[ 0.0614303  -0.02951611 -0.18456884 -0.18803188]
 [ 0.00141593  0.00200553  0.          0.        ]]",[-6.38115236 -0.68406023],-6.37087,-0.441100166765,[-0.48586774 -0.4570674 ],[-5.86672497 -0.83404911]
1,"[ 1.00697999  2.06386269  0.26047565  0.9269766  -1.59509177 -1.62550895
 -0.91575644 -0.0365505   3.05937243  2.3366897   0.        ]","[[ 0.02177838 -0.05663719 -0.18456884 -0.18803188]
 [-3.95344475 -2.70509615  0.          0.        ]]",[-4.93728121  0.30395731],-6.31153,-0.436292219323,[-0.48586774 -0.4570674 ],[-5.41520214 -0.61591911]
2,"[ 1.00040991  2.05929015  0.07974315  0.81710771 -1.59509031 -1.62550743
 -1.01730356  0.15107929  3.03905791  2.02748093  0.        ]","[[-0.09620147 -0.09811099 -0.18456884 -0.18803188]
 [-7.8316278  -1.44648078  0.          0.        ]]",[-4.11596807 -1.52685816],-6.02797,-0.422375718036,[-0.48586774 -0.4570674 ],[-4.72935581 -0.75810874]
3,"[ 0.94438928  2.04643667 -0.21293643  0.63709365 -1.59508885 -1.6255059
 -1.1167908  -0.43470578  2.93112106  1.53578747  0.        ]","[[ -0.29095547  -0.16646591  -0.18456884  -0.18803188]
 [-11.6311464   -5.3759097    0.           0.        ]]",[-3.96700052 -0.32887207],-5.58265,-0.39491249744,[-0.48586774 -0.4570674 ],[-3.74072981 -0.46901637]
4,"[ 0.77781644  2.00824759 -0.58892741  0.32782729 -1.5950874  -1.62550438
 -1.2143424  -0.61272676  2.62372053  0.91769967  0.        ]","[[ -0.56095804  -0.28596574  -0.18456884  -0.18803188]
 [-15.35674707  -6.57007003   0.           0.        ]]",[-2.13476284 -0.39482276],-4.77211,-0.34609051208,[-0.48586774 -0.4570674 ],[-2.22284508 -0.25388819]
5,"[ 0.43508133  1.93533262 -0.97892838 -0.03451068 -1.59508594 -1.62550285
 -1.30997094 -0.8261205   2.03992836  0.38803485  0.        ]","[[ -0.90473542  -0.43172976  -0.18456884  -0.18803188]
 [-19.00891028  -8.00151047   0.           0.        ]]",[ 0.28792066  0.69607359],-3.86649,-0.271913547337,[-0.48586774 -0.4570674 ],[-0.18363973  0.19179416]
6,"[-0.04618762  1.84647896 -1.23777763 -0.33975808 -1.59508448 -1.62550132
 -1.27034241 -0.39160365  1.323734    0.21701895  0.        ]","[[ -1.26972962  -0.56251573  -0.18456884  -0.18803188]
 [-17.49549826  -5.08678712   0.           0.        ]]",[ 2.18503558 -0.55883214],-3.05298,-0.186294089048,[-0.48586774 -0.4570674 ],[ 0.92647862 -0.01760209]
7,"[-0.49879189  1.74414646 -1.30674324 -0.60470232 -1.59508302 -1.6254998
 -1.15768519 -0.70659317  0.72573926  0.39717073  0.        ]","[[ -1.57647173  -0.68545107  -0.18456884  -0.18803188]
 [-13.1930568   -7.1997274    0.           0.        ]]",[ 1.47892684 -0.62729694],-2.56628,-0.11393121548,[-0.48586774 -0.4570674 ],[ 1.43240631  0.67766964]
8,"[-0.82766592  1.57825625 -1.2673409  -0.92410225 -1.59508157 -1.62549827
 -1.0472564  -1.055776    0.3193143   0.77317641  0.        ]","[[-1.79801892 -0.85294664 -0.18456884 -0.18803188]
 [-8.97571537 -9.54203693  0.          0.        ]]",[ 0.82959871  0.08350305],-2.37329,-0.0756993980603,[-0.48586774 -0.4570674 ],[ 1.43417716  1.614663  ]
9,"[-1.03469279  1.36395765 -1.20183693 -1.21231789 -1.59508011 -1.62549675
 -0.95668375 -0.9784486   0.10814682  1.18158354  0.        ]","[[-1.94282852 -1.038583   -0.18456884 -0.18803188]
 [-5.51669197 -9.02333085  0.          0.        ]]",[ 0.88597724  3.06054317],-2.55042,-0.0868913060099,[-0.48586774 -0.4570674 ],[ 1.06800175  2.16603565]
10,"[-1.13646151  1.18684171 -1.15664924 -1.37701192 -1.59507865 -1.62549522
 -0.86207127 -0.36167047  0.04120217  1.46020473  0.        ]","[[-2.01691032 -1.17753852 -0.18456884 -0.18803188]
 [-1.90338138 -4.88600632  0.          0.        ]]",[ 1.21897446  0.31281106],-2.4777,-0.108337833586,[-0.48586774 -0.4570674 ],[ 0.64082527  1.81225264]
11,"[-1.13374734  1.07398737 -1.15797429 -1.45405821 -1.5950772  -1.62549369
 -0.75748385 -0.16274839  0.04977734  1.55474778  0.        ]","[[-2.01490285 -1.26187071 -0.18456884 -0.18803188]
 [ 2.09088321 -3.55164484  0.          0.        ]]",[-0.07255206  1.77381745],-2.62582,-0.117187669305,[-0.48586774 -0.4570674 ],[ 0.08979872  1.67867124]
12,"[-1.0811998   1.03223508 -1.18232081 -1.47758871 -1.59507574 -1.62549217
 -0.76610844  0.43802941  0.07802312  1.528775    0.        ]","[[-1.97639012 -1.29246934 -0.18456884 -0.18803188]
 [ 1.76149138  0.47834975  0.          0.        ]]",[ 1.50269402  1.679403  ],-2.52783,-0.115844736255,[-0.48586774 -0.4570674 ],[-0.00455314  0.86586702]
13,"[-0.97703053  1.09915981 -1.22349268 -1.43859845 -1.59507428 -1.62549064
 -0.6634343   1.02677138  0.12846162  1.35656264  0.        ]","[[-1.90181708 -1.24327828 -0.18456884 -0.18803188]
 [ 5.68268768  4.42761035  0.          0.        ]]",[-0.82866766  0.48013714],-2.34253,-0.102847016533,[-0.48586774 -0.4570674 ],[-0.73231733 -0.37393162]
14,"[-0.86284139  1.24037349 -1.25854559 -1.333189   -1.59507283 -1.62548912
 -0.75225578  1.29725618  0.20714764  1.1163271   0.        ]","[[-1.82219826 -1.13652144 -0.18456884 -0.18803188]
 [ 2.29051492  6.24201735  0.          0.        ]]",[ 0.27311301 -0.81737191],-2.12557,-0.087865679606,[-0.48586774 -0.4570674 ],[-0.51868057 -1.1128875 ]
15,"[-0.78076728  1.35556759 -1.27763325 -1.22144525 -1.59507137 -1.62548759
 -0.72512667  0.79631578  0.28688     0.93724988  0.        ]","[[-1.76599303 -1.04539596 -0.18456884 -0.18803188]
 [ 3.32658575  2.88173131  0.          0.        ]]",[-1.99390009 -0.79114031],-2.15526,-0.0817293295713,[-0.48586774 -0.4570674 ],[-0.8214469 -0.6914404]
16,"[-0.74220689  1.38695384 -1.28490478 -1.18651562 -1.59506991 -1.62548606
 -0.83043039  0.32098619  0.32484531  0.87561242  0.        ]","[[-1.73981192 -1.01975244 -0.18456884 -0.18803188]
 [-0.69505792 -0.30675975  0.          0.        ]]",[-1.33740304 -0.4693653 ],-2.23153,-0.0816139580771,[-0.48586774 -0.4570674 ],[-0.3662934   0.03599924]
17,"[-0.82072684  1.35671694 -1.2689582  -1.22019814 -1.59506845 -1.62548454
 -0.9336609   0.04500462  0.25719712  0.97237992  0.        ]","[[-1.79326882 -1.04446212 -0.18456884 -0.18803188]
 [-4.63752738 -2.15803251  0.          0.        ]]",[ 1.40421721  0.08551315],-2.26911,-0.0814071206989,[-0.48586774 -0.4570674 ],[ 0.33827305  0.66731703]
18,"[-0.89639383  1.30767615 -1.24928969 -1.27092845 -1.595067   -1.62548301
 -0.82765718  0.1016886   0.193785    1.08903777  0.        ]","[[-1.84540128 -1.08380772 -0.18456884 -0.18803188]
 [-0.58917807 -1.77779867  0.          0.        ]]",[-0.38954416  0.93057847],-2.33533,-0.0848370638607,[-0.48586774 -0.4570674 ],[-0.03301695  0.63038361]
19,"[-0.93536408  1.3099057  -1.23745757 -1.26872134 -1.59506554 -1.62548149
 -0.86773717  0.65630257  0.16756017  1.12616242  0.        ]","[[-1.87254292 -1.08203644 -0.18456884 -0.18803188]
 [-2.11987848  1.94252834  0.          0.        ]]",[ 1.0620311   0.51781987],-2.23193,-0.0859392433105,[-0.48586774 -0.4570674 ],[ 0.23103474 -0.1196968 ]
20,"[-0.93862723  1.3829884  -1.23641221 -1.19103384 -1.59506408 -1.62547996
 -0.76304945  0.95606402  0.17681821  1.06233074  0.        ]","[[-1.87482604 -1.02301093 -0.18456884 -0.18803188]
 [ 1.87821322  3.95331739  0.          0.        ]]",[ 0.15183941 -0.0171474 ],-2.15962,-0.0815982519423,[-0.48586774 -0.4570674 ],[-0.26045749 -0.85920477]
21,"[-0.87647061  1.47509343 -1.2548838  -1.07692734 -1.59506263 -1.62547844
 -0.74829308  0.93425195  0.2444338   0.91531463  0.        ]","[[-1.83160752 -0.94541258 -0.18456884 -0.18803188]
 [ 2.44175833  3.80700607  0.          0.        ]]",[-0.29578867 -1.58563353],-2.07816,-0.0765602691181,[-0.48586774 -0.4570674 ],[-0.43625411 -1.09596443]
