timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.06609482  2.09578846  0.13680064  0.6480249  -1.00237805 -1.55669781
 -0.93690106  0.36375233  2.29596101  1.80902264  0.        ]","[[ 0.02373383 -0.09438716 -0.1172287  -0.18084244]
 [-0.00233201  0.00304508  0.          0.        ]]",[-4.95652753 -2.00300188],-3.92738,-0.371030249538,[-0.22257653 -0.22419734],[-3.80707836 -2.10135913]
1,"[ 1.06631371  2.08951998  0.07704626  0.5315806  -1.00237709 -1.55669527
 -1.04896549 -0.19848937  2.28864581  1.69191733  0.        ]","[[-0.01598757 -0.13403929 -0.1172287  -0.18084244]
 [-3.95665322 -3.95507118  0.          0.        ]]",[-2.55107324 -1.95571168],-3.81385,-0.364376090242,[-0.22257653 -0.22419734],[-3.41074586 -1.79807854]
2,"[ 1.05367416  2.05814652 -0.09991298  0.18935807 -1.00237613 -1.55669272
 -1.15881721 -0.74960134  2.22876359  1.35157404  0.        ]","[[-0.1340118  -0.25206768 -0.1172287  -0.18084244]
 [-7.8329057  -7.83483693  0.          0.        ]]",[-2.6759297  -0.47365906],-3.53693,-0.342296630053,[-0.22257653 -0.22419734],[-2.76522398 -1.36002171]
3,"[ 0.98989075  1.97806    -0.38470404 -0.29494994 -1.00237517 -1.55669018
 -1.26652908 -0.99375406  2.02588312  0.86179119  0.        ]","[[ -0.32880321  -0.42600999  -0.1172287   -0.18084244]
 [-11.63366252  -9.5536489    0.           0.        ]]",[-2.08719108 -1.56303845],-2.93252,-0.301030253831,[-0.22257653 -0.22419734],[-1.87887383 -0.89489919]
4,"[ 0.81765453  1.81518076 -0.74695415 -0.87385906 -1.00237421 -1.55668763
 -1.37211209 -1.52908791  1.57841501  0.36873208  0.        ]","[[ -0.59885484  -0.65489603  -0.1172287   -0.18084244]
 [-15.35931274 -13.32235103   0.           0.        ]]",[-1.12090018  0.39687568],-2.27848,-0.234973728057,[-0.22257653 -0.22419734],[-0.50076985 -0.00851059]
5,"[ 0.47677316  1.57430659 -1.11623038 -1.39429323 -1.00237325 -1.55668509
 -1.47568966 -1.26809934  0.8981239   0.1288118   0.        ]","[[ -0.94271083  -0.90290939  -0.1172287   -0.18084244]
 [-19.01421328 -11.4850333    0.           0.        ]]",[ 1.07883429  0.89967583],-1.70268,-0.146259727045,[-0.22257653 -0.22419734],[ 0.88819063  0.59656793]
6,"[ 0.04713977  1.35126775 -1.33998972 -1.70056336 -1.00237229 -1.55668254
 -1.35296909 -0.72980629  0.28448918  0.26429443  0.        ]","[[ -1.27955072  -1.09458821  -0.1172287   -0.18084244]
 [-14.68397718  -7.69551616   0.           0.        ]]",[ 1.96629595  0.8547184 ],-1.29062,-0.0673361783614,[-0.22257653 -0.22419734],[ 1.41537166  0.7965135 ]
7,"[-0.30605037  1.20127059 -1.40213137 -1.84226737 -1.00237133 -1.55668
 -1.23264261 -0.2274935  -0.0784264   0.53862385  0.        ]","[[ -1.53063277  -1.213018    -0.1172287   -0.18084244]
 [-10.43820428  -4.1592938    0.           0.        ]]",[ 2.30100008  0.49120692],-1.05609,-0.0431309600503,[-0.22257653 -0.22419734],[ 1.59983659  0.67177397]
8,"[-0.5443495   1.11876552 -1.3912579  -1.90181758 -1.00237037 -1.55667745
 -1.11466728  0.06038279 -0.26173846  0.76969729  0.        ]","[[-1.69763073 -1.27586985 -0.1172287  -0.18084244]
 [-6.27538279 -2.13267914  0.          0.        ]]",[ 1.33086869 -0.14257281],-0.961825,-0.0633640052769,[-0.22257653 -0.22419734],[ 1.56972957  0.57382566]
9,"[-0.66350461  1.05479821 -1.3698511  -1.9397128  -1.00236941 -1.55667491
 -0.99900233 -0.01393143 -0.33760963  0.91703291  0.        ]","[[-1.7821896  -1.32377235 -0.1172287  -0.18084244]
 [-2.19407617 -2.65584211  0.          0.        ]]",[ 2.51323885  0.78025253],-0.992689,-0.080326333178,[-0.22257653 -0.22419734],[ 1.4510591   0.70266622]
10,"[-0.66874438  1.02569007 -1.36865528 -1.9546516  -1.00236845 -1.55667236
 -0.88564467  0.43226683 -0.34093726  0.94360396  0.        ]","[[-1.78593913 -1.34537275 -0.1172287  -0.18084244]
 [ 1.80582267  0.4853387   0.          0.        ]]",[ 1.24507375  0.81020127],-0.981781,-0.0832264369737,[-0.22257653 -0.22419734],[ 0.9863683   0.25659567]
11,"[-0.56256641  1.08185892 -1.3886827  -1.92452772 -1.00236749 -1.55666982
 -0.77453328  0.88648544 -0.27666832  0.81216218  0.        ]","[[-1.71048515 -1.30358313 -0.1172287  -0.18084244]
 [ 5.72646544  3.68298412  0.          0.        ]]",[ 0.8694334  -2.28259989],-0.815954,-0.0680781248882,[-0.22257653 -0.22419734],[ 0.37701988 -0.38104719]
12,"[-0.35169588  1.12602416 -1.40328399 -1.89704822 -1.00236653 -1.55666727
 -0.68021844  0.31359852 -0.12936276  0.62321537  0.        ]","[[-1.56256572 -1.27038867 -0.1172287  -0.18084244]
 [ 9.05443032 -0.3500639   0.          0.        ]]",[-0.89057662 -1.03567455],-0.945728,-0.0492471631483,[-0.22257653 -0.22419734],[-0.02017465 -0.14848065]
13,"[-0.1467012   1.06383819 -1.38594755 -1.93476196 -1.00236557 -1.55666473
 -0.78513919 -0.24771582  0.01043947  0.54102643  0.        ]","[[-1.41862277 -1.31703697 -0.1172287  -0.18084244]
 [ 5.35218952 -4.3016428   0.          0.        ]]",[-1.80339341 -0.55179659],-1.04278,-0.0496821067224,[-0.22257653 -0.22419734],[ 0.06869388  0.3937692 ]
14,"[-0.05355935  0.91843974 -1.36757535 -1.99768553 -1.00236462 -1.55666218
 -0.9002744  -0.54584593  0.04774866  0.59086784  0.        ]","[[-1.35234024 -1.42412738 -0.1172287  -0.18084244]
 [ 1.28951688 -6.40044042  0.          0.        ]]",[ 0.81444812  0.64118113],-1.12834,-0.0569022413133,[-0.22257653 -0.22419734],[ 0.28781784  0.90793723]
15,"[ 0.02665836  0.77877975 -1.34625829 -2.02637299 -1.00236366 -1.55665964
 -0.80966783 -0.16729327  0.0786568   0.64567051  0.        ]","[[-1.294473   -1.52539807 -0.1172287  -0.18084244]
 [ 4.48662487 -3.73548292  0.          0.        ]]",[-0.48091398  1.32186336],-1.11696,-0.0640144352804,[-0.22257653 -0.22419734],[-0.26229623  0.60339791]
16,"[ 0.12157406  0.73134836 -1.31413754 -2.02922956 -1.0023627  -1.55665709
 -0.86613999  0.40572187  0.1400523   0.63132762  0.        ]","[[-1.22473369 -1.55963368 -0.1172287  -0.18084244]
 [ 2.49393109  0.29846372  0.          0.        ]]",[ 0.12755038  1.0754357 ],-1.05066,-0.0681657717921,[-0.22257653 -0.22419734],[-0.51039171  0.13000637]
