timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.04890772  2.08832741  0.14107577  0.82101263 -0.17707525  1.59349289
 -0.90712552  0.36475778  1.58969165 -1.56896992  0.        ]","[[ 0.00513461 -0.0488561  -0.0212125   0.18347147]
 [-0.00300932  0.00116381  0.          0.        ]]",[ 2.85972897 -1.91213642],-2.28303,-0.297768404161,[-0.23965669 -0.24610995],[ 2.2815392  -2.13243055]
1,"[ 1.04747746  2.08452414  0.20095354  0.70745456 -0.17707518  1.59349056
 -0.79764657 -0.2047875   1.58890951 -1.53110673  0.        ]","[[ 0.04478098 -0.08857632 -0.0212125   0.18347147]
 [ 3.95446639 -3.95997809  0.          0.        ]]",[ 2.69813558 -1.47416855],-2.24476,-0.295213796229,[-0.23965669 -0.24610995],[ 2.25615883 -2.13226652]
2,"[ 1.029823    2.06032051  0.37818928  0.37271253 -0.1770751   1.59348824
 -0.69033317 -0.76304817  1.57929897 -1.41891342  0.        ]","[[ 0.1627914  -0.20673204 -0.0212125   0.18347147]
 [ 7.83366468 -7.84263771  0.          0.        ]]",[ 2.27160764 -2.14755593],-2.0806,-0.287086216133,[-0.23965669 -0.24610995],[ 2.12286997 -2.21525764]
3,"[ 0.95751774  1.97905814  0.662186   -0.15972361 -0.17707503  1.59348591
 -0.58513961 -1.31023229  1.53995462 -1.2391169   0.        ]","[[  0.35761671  -0.40176833  -0.0212125    0.18347147]
 [ 11.63623678 -11.64826698   0.           0.        ]]",[ 1.88547062 -2.07366662],-1.91013,-0.272091676545,[-0.23965669 -0.24610995],[ 1.91387022 -2.34486055]
4,"[ 0.77348303  1.78698171  1.02067773 -0.82354798 -0.17707495  1.59348359
 -0.48201765 -1.84652543  1.43982373 -1.01215601  0.        ]","[[  0.62774163  -0.67215787  -0.0212125    0.18347147]
 [ 15.36392553 -15.37816468   0.           0.        ]]",[ 2.29304703 -4.33366325],-1.59697,-0.248523298421,[-0.23965669 -0.24610995],[ 1.71270514 -2.43554115]
5,"[ 0.41886106  1.43032232  1.38104799 -1.4756548  -0.17707488  1.59348126
 -0.38091675 -2.37209205  1.24688586 -0.78403434  0.        ]","[[  0.97168669  -1.01639775  -0.0212125    0.18347147]
 [ 19.01855751 -19.0334856    0.           0.        ]]",[ 1.81878811 -2.5123058 ],-1.52033,-0.215287987266,[-0.23965669 -0.24610995],[ 1.68533778 -2.44554472]
6,"[-0.13324575  0.8883607   1.61901164 -1.87774994 -0.1770748   1.59347893
 -0.28178745 -2.88709346  0.94650842 -0.63349244  0.        ]","[[  1.38800887e+00  -1.43300763e+00  -2.12124973e-02   1.83471469e-01]
 [  2.26019196e+01  -2.26153654e+01   0.00000000e+00   0.00000000e+00]]",[ 1.69018011 -2.70728472],-1.30579,-0.174355636266,[-0.23965669 -0.24610995],[ 2.03115749 -2.2943821 ]
7,"[-0.8290415   0.21974908  1.57467383 -1.73141826 -0.17707473  1.59347661
 -0.18458925 -3.39172884  0.56795888 -0.6618355   0.        ]","[[  1.87529826e+00  -1.92053195e+00  -2.12124973e-02   1.83471469e-01]
 [  2.61154760e+01  -2.61252050e+01   0.00000000e+00   0.00000000e+00]]",[ 2.138501   -2.38266296],-0.904912,-0.137413991672,[-0.23965669 -0.24610995],[ 2.7446599  -1.98154449]
8,"[-1.49208141 -0.39990724  1.11748613 -0.8052866  -0.17707465  1.59347428
 -0.08930112 -3.88629021  0.20722957 -0.95177978  0.        ]","[[  2.43216783e+00  -2.47754902e+00  -2.12124973e-02   1.83471469e-01]
 [  2.95599866e+01  -2.95650531e+01   0.00000000e+00   0.00000000e+00]]",[ 2.53788145 -2.67363854],-0.732094,-0.135122173033,[-0.23965669 -0.24610995],[ 3.29152751 -2.07068539]
9,"[-1.83551576 -0.69484213  0.26061098  0.84950423 -0.17707457  1.59347196
  0.00408074 -3.48237257  0.0203771  -1.49499278  0.        ]","[[  3.05723658e+00  -3.10268667e+00  -2.12124973e-02   1.83471469e-01]
 [  3.29355886e+01  -2.67559253e+01   0.00000000e+00   0.00000000e+00]]",[ 3.57557141 -2.08477767],-0.902789,-0.182769312942,[-0.23965669 -0.24610995],[ 3.4209621  -2.31377935]
