timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.0907299  -0.04810744],"[[-0.01380844 -0.05527065 -0.09922196 -0.08320129]
 [ 0.00048837  0.00147891  0.          0.        ]]",[-1.21342274 -3.44380644],"[ 1.10191059  2.12283765 -0.03598556  0.63650107 -0.86751006 -0.74232946
 -0.94414766  0.34668263  2.03111296  0.68777688  0.        ]",-2.36257,-0.317741912297,[-1.58903754 -2.67550874]
1,[-0.0907299  -0.04810744],"[[-0.0534739  -0.09495377 -0.09922196 -0.08320129]
 [-3.95387715 -3.95660428  0.          0.        ]]",[-1.5522592  -4.13127601],"[ 1.10005039  2.11871678 -0.09571055  0.5175849  -0.86750825 -0.74232809
 -1.08963386 -0.19307803  2.02321725  0.58433289  0.        ]",-2.32933,-0.313971235328,[-1.44983709 -2.55417395]
2,[-0.0907299  -0.04810744],"[[-0.17144287 -0.21301252 -0.09922196 -0.08320129]
 [-7.83015017 -7.83634025  0.          0.        ]]",[-0.30734892 -2.74883631],"[ 1.0816271   2.09374324 -0.27222582  0.16718467 -0.86750644 -0.74232672
 -1.232246   -0.72215406  1.96376566  0.28378898  0.        ]",-2.14396,-0.300759515968,[-1.13274968 -2.34688973]
3,[-0.0907299  -0.04810744],"[[ -0.33867922  -0.40790572  -0.09922196  -0.08320129]
 [ -8.89004374 -11.640292     0.           0.        ]]",[-1.00929469 -3.32982117],"[ 1.02294887  2.01174173 -0.51576014 -0.38964423 -0.86750463 -0.74232535
 -1.27123762 -1.2408933   1.77801665 -0.12247049  0.        ]",-1.81979,-0.275396636478,[-0.54811192 -1.94585419]
4,[-0.0907299  -0.04810744],"[[ -0.55440372  -0.67811123  -0.09922196  -0.08320129]
 [-12.670067   -15.36780987   0.           0.        ]]",[-1.42454211 -0.20013394],"[ 0.89349823  1.81974872 -0.80834734 -1.08277111 -0.86750282 -0.74232398
 -1.41030702 -1.74920426  1.38722507 -0.51943159  0.        ]",-1.46575,-0.232574439974,[ 0.24818031 -1.35618186]
5,[-0.0907299  -0.04810744],"[[ -0.8450049   -0.99034756  -0.09922196  -0.08320129]
 [-16.37795493 -15.85414695   0.           0.        ]]",[ 0.60513645 -0.27784483],"[ 0.63386559  1.50202101 -1.14213042 -1.71055098 -0.86750101 -0.74232261
 -1.54672103 -1.81551631  0.77461436 -0.72055436  0.        ]",-1.04553,-0.168173896696,[ 0.99442673 -0.74412298]
6,[-0.0907299  -0.04810744],"[[ -1.14531622  -1.31531758  -0.09922196  -0.08320129]
 [-13.66221821 -16.64023521   0.           0.        ]]",[ 3.38653176 -0.27250731],"[ 0.28445913  1.09418975 -1.38751249 -2.10521022 -0.8674992  -0.74232124
 -1.44679874 -1.92270339  0.17742755 -0.55157579  0.        ]",-0.692103,-0.0947499907269,[ 1.32198036 -0.30021998]
7,[-0.0907299  -0.04810744],"[[ -1.37617141  -1.65564514  -0.09922196  -0.08320129]
 [ -9.43722126 -17.39003442   0.           0.        ]]",[ 2.71213101  1.47361202],"[-0.02093915  0.62875633 -1.49339529 -2.19192779 -0.86749739 -0.74231987
 -1.29134941 -2.02493991 -0.15697191 -0.14076565  0.        ]",-0.558347,-0.0284942510539,[ 1.38519681 -0.09209311]
8,[-0.0907299  -0.04810744],"[[ -1.5233585   -1.96026625  -0.09922196  -0.08320129]
 [ -5.29490062 -13.08641924   0.           0.        ]]",[ 2.43954727  0.10091168],"[-0.22417433  0.22194748 -1.52013992 -1.97766439 -0.86749558 -0.7423185
 -1.138943   -1.43806029 -0.22184591  0.24548867  0.        ]",-0.419694,-0.020214341617,[ 1.30697739 -0.13974953]
9,[-0.0907299  -0.04810744],"[[ -1.58850025  -2.21538847  -0.09922196  -0.08320129]
 [ -1.23263639 -12.42798129   0.           0.        ]]",[-0.49068147 -0.84687498],"[-0.31484017 -0.08310554 -1.52159275 -1.59969947 -0.86749377 -0.74231712
 -0.98948284 -1.34826617 -0.14612936  0.49645055  0.        ]",-0.508456,-0.0519757159144,[ 1.26778507 -0.13468677]
10,[-0.0907299  -0.04810744],"[[ -1.6324043   -2.49512329  -0.09922196  -0.08320129]
 [ -3.15146768 -15.53515586   0.           0.        ]]",[ 0.40599444 -0.90535602],"[-0.37591131 -0.35528932 -1.51896447 -1.00774331 -0.86749196 -0.74231575
 -1.06007733 -1.77197492  0.01175408  0.69497674  0.        ]",-0.72663,-0.0817710888261,[ 1.28681636 -0.03812909]
