timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[ 0.03332266 -0.0557207 ],"[[ 0.01560585 -0.08424246  0.1461208   0.07775411]
 [ 0.00221787  0.00288714  0.          0.        ]]",[-1.91792574 -0.12767257],"[ 1.07336936  1.65578793 -0.04502581  0.3933098   1.27315162  0.6183926
 -0.77170742  0.280948    0.17304346 -0.57594428  0.        ]",-0.471681,-0.105156937683,[ 0.29149458 -0.85995537]
1,[ 0.03332266 -0.0557207 ],"[[-0.02403883 -0.08924202  0.1461208   0.07775411]
 [-3.95351587 -0.50116768  0.          0.        ]]",[ 2.02941603 -0.93779383],"[ 1.07312973  1.65522733 -0.10563882  0.3816976   1.27314069  0.6183898
 -1.04392563  0.21280723  0.16989156 -0.64211625  0.        ]",-0.434855,-0.112071223481,[ 0.32088968 -0.83251381]
2,[ 0.03332266 -0.0557207 ],"[[-0.06261962 -0.13643803  0.1461208   0.07775411]
 [ 0.0819949  -4.20608019  0.          0.        ]]",[-0.57935737 -1.63928724],"[ 1.07080211  1.64857821 -0.1645706   0.27238644  1.27312977  0.618387
 -0.76620629 -0.28803744  0.15875272 -0.74063899  0.        ]",-0.449111,-0.122351985976,[ 0.3483479  -0.79985714]
3,[ 0.03332266 -0.0557207 ],"[[-0.08397645 -0.25944309  0.1461208   0.07775411]
 [-2.21007495 -8.0815147   0.          0.        ]]",[ 0.13205068 -0.32394894],"[ 1.06862317  1.61840209 -0.19713705 -0.00857901  1.27311885  0.6183842
 -0.92393632 -0.81193218  0.12872856 -0.87080952  0.        ]",-0.50491,-0.135769465739,[ 0.39690161 -0.75012678]
4,[ 0.03332266 -0.0557207 ],"[[-0.12249524 -0.43233997  0.1461208   0.07775411]
 [-1.64370791 -9.20442849  0.          0.        ]]",[-1.3869712  -0.44589932],"[ 1.06310487  1.54534977 -0.25571589 -0.38728206  1.27310793  0.61838141
 -0.88495489 -0.96372694  0.05734237 -1.05581887  0.        ]",-0.567552,-0.155096635958,[ 0.45391688 -0.6979447 ]
5,[ 0.03332266 -0.0557207 ],"[[ -0.19473324  -0.63230031   0.1461208    0.07775411]
 [ -5.56713084 -10.78633991   0.           0.        ]]",[ 0.5495501  -0.26994536],"[ 1.04725942  1.41894251 -0.36475969 -0.78824828  1.273097    0.61837861
 -1.15494847 -1.17756812 -0.08003339 -1.28109945  0.        ]",-0.605976,-0.180009696289,[ 0.55571818 -0.59691548]
6,[ 0.03332266 -0.0557207 ],"[[ -0.28316028  -0.85661593   0.1461208    0.07775411]
 [ -3.28317397 -11.64236231   0.           0.        ]]",[-0.47178071  0.23955014],"[ 1.01820434  1.22972315 -0.49608289 -1.17201346  1.27308608  0.61837581
 -0.99776462 -1.29327788 -0.28864247 -1.48730091  0.        ]",-0.76788,-0.20567564533,[ 0.63027483 -0.51228297]
7,[ 0.03332266 -0.0557207 ],"[[ -0.3669116   -1.07762776   0.1461208    0.07775411]
 [ -5.0859913  -10.46275432   0.           0.        ]]",[ 1.13910266 -2.11050518],"[ 0.98107544  1.00319869 -0.61739981 -1.46387462  1.27307516  0.61837301
 -1.1218226  -1.13380488 -0.52562817 -1.61526566  0.        ]",-0.739583,-0.226126635305,[ 0.63705611 -0.49338412]
8,[ 0.03332266 -0.0557207 ],"[[ -0.42792018  -1.32454236   0.1461208    0.07775411]
 [ -1.0283728  -14.21617538   0.           0.        ]]",[ 0.14913971 -1.55618737],"[ 0.94829079  0.71671357 -0.7033985  -1.67131436  1.27306424  0.61837021
 -0.84258094 -1.64118829 -0.77152902 -1.65032809  0.        ]",-0.856827,-0.239493888433,[ 0.65068895 -0.44694775]
9,[ 0.03332266 -0.0557207 ],"[[ -0.44236572  -1.64577103   0.1461208    0.07775411]
 [ -0.41832392 -17.89442592   0.           0.        ]]",[-1.39846377  0.55923013],"[ 0.93983055  0.31916561 -0.72342444 -1.73506733  1.27305332  0.61836741
 -0.8005943  -2.13838791 -1.01094699 -1.56600723  0.        ]",-0.960298,-0.242613417003,[ 0.65736818 -0.41148892]
10,[ 0.03332266 -0.0557207 ],"[[ -0.49037832  -1.97788265   0.1461208    0.07775411]
 [ -4.36983696 -15.32533399   0.           0.        ]]",[ 2.34802456 -0.94492279],"[ 0.90985394 -0.0813185  -0.78898808 -1.55109633  1.2730424   0.61836462
 -1.07252231 -1.79106857 -1.24090329 -1.39609577  0.        ]",-0.733939,-0.241095318184,[ 0.6459434  -0.41094786]
11,[ 0.03332266 -0.0557207 ],"[[ -0.53720279  -2.31888712   0.1461208    0.07775411]
 [ -0.32598307 -18.76362288   0.           0.        ]]",[ 0.65372221  0.76676645],"[ 0.87789982 -0.43598703 -0.85133116 -1.11915935  1.27303148  0.61836182
 -0.79422793 -2.2558146  -1.38983508 -1.145354    0.        ]",-0.799221,-0.230316155325,[ 0.65067112 -0.37393028]
12,[ 0.03332266 -0.0557207 ],"[[ -0.51769986  -2.65997056   0.1461208    0.07775411]
 [  2.26783498 -15.35605739   0.           0.        ]]",[ 1.19186602  1.25283992],"[ 0.89152362 -0.69297422 -0.82555867 -0.49029253  1.27302056  0.61835902
 -0.61572343 -1.79515818 -1.41298297 -0.87143082  0.        ]",-0.638526,-0.209306391257,[ 0.63378489 -0.37470233]
13,[ 0.03332266 -0.0557207 ],"[[ -0.43307036  -2.92431221   0.1461208    0.07775411]
 [  6.18216707 -11.09230055   0.           0.        ]]",[ 0.29984939 -0.44859402],"[ 0.94527941 -0.8055479  -0.71053391  0.08698844  1.27300964  0.61835622
 -0.34634459 -1.21878168 -1.36968458 -0.66874875  0.        ]",-0.673116,-0.189081857495,[ 0.62396234 -0.37839973]
14,[ 0.03332266 -0.0557207 ],"[[-0.29874099 -3.09378964  0.1461208   0.07775411]
 [ 7.24737835 -2.36211578  0.          0.        ]]",[-1.55543047 -0.04285861],"[ 1.01195287 -0.83345038 -0.51887406  0.47812422  1.27299872  0.61835342
 -0.27303741 -0.03865357 -1.32913354 -0.53969094  0.        ]",-0.774473,-0.175580135865,[ 0.60024297 -0.4124701 ]
15,[ 0.03332266 -0.0557207 ],"[[-0.19495543 -3.08627677  0.1461208   0.07775411]
 [ 3.1447845   1.71178055  0.          0.        ]]",[ 0.05928575 -0.73364312],"[ 1.04713982 -0.83296275 -0.36505627  0.4606323   1.2729878   0.61835063
 -0.55537013  0.51204684 -1.32951185 -0.5596158   0.        ]",-0.731116,-0.17684472591,[ 0.58594972 -0.43747759]
