timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.00006853  2.04549227  0.22256141  0.92588207 -1.48816433  1.32910184
 -0.78082081  0.36607524  3.02443601 -1.4052187   0.        ]","[[-0.0212247  -0.07457777 -0.17228707  0.15273605]
 [ 0.00496229 -0.00302941  0.          0.        ]]",[ 1.22168594 -3.34882614],-5.18959,-0.416042681849,[-0.53684807 -0.50692439],[ 1.41167462 -2.50100732]
1,"[ 1.00014801  2.0401053   0.28381088  0.82221998 -1.48816329  1.32910105
 -0.67844103 -0.23167068  3.02447445 -1.36156781  0.        ]","[[ 0.01857955 -0.114381   -0.17228707  0.15273605]
 [ 3.96228254 -3.96408598  0.          0.        ]]",[ 1.75325564 -2.37042719],-5.15475,-0.414482113058,[-0.53684807 -0.50692439],[ 1.38584256 -2.4704597 ]
2,"[ 0.98623872  2.0108483   0.46499844  0.51771025 -1.48816226  1.32910025
 -0.57808617 -0.81757254  3.01667781 -1.23247771  0.        ]","[[ 0.1367448  -0.23261799 -0.17228707  0.15273605]
 [ 7.84133358 -7.84665682  0.          0.        ]]",[ 2.29086429 -4.40882073],-4.8317,-0.409190061927,[-0.53684807 -0.50692439],[ 1.54636502 -2.5424087 ]
3,"[ 0.91765035  1.92027137  0.75638787  0.0355872  -1.48816122  1.32909945
 -0.47971341 -1.39184835  2.97827068 -1.02490042  0.        ]","[[  0.33172211  -0.42773372  -0.17228707   0.15273605]
 [ 11.6437709  -11.6521895    0.           0.        ]]",[ 3.02470914 -2.52688533],-4.74009,-0.398384528477,[-0.53684807 -0.50692439],[ 1.71157491 -2.58332443]
4,"[ 0.7335485   1.71389149  1.12666685 -0.56098577 -1.48816019  1.32909866
 -0.3832776  -1.95469307  2.87520336 -0.76114373  0.        ]","[[  0.60199649  -0.69820066  -0.17228707   0.15273605]
 [ 15.37133938 -15.38198068   0.           0.        ]]",[ 1.92990295 -1.6436272 ],-4.6667,-0.379501079864,[-0.53684807 -0.50692439],[ 1.98725915 -2.546767  ]
5,"[ 0.37021188  1.33822707  1.50345113 -1.138732   -1.48815915  1.32909786
 -0.28873154 -2.50628041  2.67181126 -0.49278338  0.        ]","[[  0.94608873  -1.04251573  -0.17228707   0.15273605]
 [ 19.0258626  -19.03718804   0.           0.        ]]",[ 3.03309234 -1.92132239],-4.33734,-0.350054651913,[-0.53684807 -0.50692439],[ 2.41734505 -2.4883287 ]
6,"[-0.20379001  0.77508103  1.76084447 -1.47910977 -1.48815811  1.32909707
 -0.19602931 -3.04678228  2.35050481 -0.30952997  0.        ]","[[  1.36255594  -1.45919855  -0.17228707   0.15273605]
 [ 22.60911603 -22.61895859   0.           0.        ]]",[ 2.80816922 -1.51764397],-4.14425,-0.309462629113,[-0.53684807 -0.50692439],[ 2.97219992 -2.48340106]
7,"[-0.93596475  0.08876906  1.73450102 -1.31262047 -1.48815708  1.32909627
 -0.10513356 -3.57641187  1.94066843 -0.32849845  0.        ]","[[  1.84998802  -1.94679383  -0.17228707   0.15273605]
 [ 26.12254271 -26.12871434   0.           0.        ]]",[ 3.8963626  -2.42619505],-3.7758,-0.26295768228,[-0.53684807 -0.50692439],[ 3.88308883 -2.51485181]
8,"[-1.6441626  -0.53687003  1.28670187 -0.43676214 -1.48815604  1.32909547
 -0.01602528 -4.09548056  1.54425767 -0.64783627  0.        ]","[[  2.40699725  -2.50388064  -0.17228707   0.15273605]
 [ 29.5668777  -29.56852877   0.           0.        ]]",[ 4.58054291 -2.08465351],-3.35942,-0.228833309899,[-0.53684807 -0.50692439],[ 5.21568203 -2.58057308]
9,"[-2.026585   -0.8186154   0.42322001  1.08809884 -1.48815501  1.32909468
  0.07129893 -3.654875    1.33019582 -1.26344348  0.        ]","[[  3.03220159  -3.12908799  -0.17228707   0.15273605]
 [ 32.94225226 -26.64883528   0.           0.        ]]",[ 6.11163802 -2.77343658],-3.05343,-0.237701466484,[-0.53684807 -0.50692439],[ 5.88504791 -2.84131289]
10,"[-1.78519211 -0.80270055 -0.59153008  1.51084407 -1.48815397  1.32909388
  0.156888    0.70627477  1.38848093 -1.37814079  0.        ]","[[  3.72424331  -3.29123431  -0.17228707   0.15273605]
 [ 36.25055831   2.25135283   0.           0.        ]]",[ 2.93718375 -1.15001452],-3.78335,-0.249695988717,[-0.53684807 -0.50692439],[ 3.6422708  -1.58737874]
11,"[-0.8645962  -0.81640013 -1.24291639  1.2697813  -1.48815294  1.32909309
  0.24076062  1.16127157  1.31801518 -1.1782949   0.        ]","[[  4.48178288  -3.19856506  -0.17228707   0.15273605]
 [ 39.49251766   5.26649988   0.           0.        ]]",[ 1.84249846 -1.38037621],-3.59667,-0.231678705257,[-0.53684807 -0.50692439],[ 2.61127448 -1.61360574]
12,"[ 0.32837027 -0.81793531 -1.02252856  1.0339113  -1.4881519   1.32909229
  0.32296387  0.90573256  1.17196402 -1.1980272   0.        ]","[[  5.30351379  -3.10837067  -0.17228707   0.15273605]
 [ 42.66995034   3.57311288   0.           0.        ]]",[ 1.22699436 -1.34308651],-3.41986,-0.219713681801,[-0.53684807 -0.50692439],[ 1.89697909 -1.65162218]
13,"[ 0.99356219 -0.8132915   0.10920794  0.89325992 -1.48815087  1.3290915
  0.40353762  0.65595237  1.15575324 -1.36115336  0.        ]","[[  6.18816105  -3.05450507  -0.17228707   0.15273605]
 [ 45.7843979    1.91788706   0.           0.        ]]",[ 2.22773138 -1.88246009],-3.4137,-0.228539801224,[-0.53684807 -0.50692439],[ 2.3638854  -1.82201624]
