timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.61733556 -0.25443479],"[ 1.28769296  0.98544857  0.13886226  0.75184119 -0.84975403  0.3441287
  1.81737931 -0.22564149  1.73434349 -0.07038272  0.        ]",[-3.26706886 -1.36051559],"[[ 0.03626275  0.0740795  -0.09746613  0.03996653]
 [ 0.00086764 -0.00061653  0.          0.        ]]",-2.34852,-0.307686785502,[-3.72157941 -1.61976203]
1,[-0.61733556 -0.25443479],"[ 1.28859828  0.98831869  0.08124323  0.6755712  -0.84975384  0.34412865
  1.71256991 -0.58219738  1.73838925 -0.14911571  0.        ]",[-3.29210472 -0.69866598],"[[ -3.39516297e-03   3.43548681e-02  -9.74661263e-02   3.99665256e-02]
 [ -3.95349527e+00  -3.95866076e+00   0.00000000e+00   0.00000000e+00]]",-2.22029,-0.309618928113,[-3.41687637 -2.22815912]
2,[-0.61733556 -0.25443479],"[ 1.27838358  0.9844321  -0.08974384  0.44867673 -0.84975366  0.34412861
  1.60983249 -0.93169622  1.72064906 -0.38265215  0.        ]",[-3.30565071 -0.21630639],"[[-0.12135588 -0.0837447  -0.09746613  0.03996653]
 [-7.8296886  -7.83836719  0.          0.        ]]",-2.34533,-0.31340240523,[-3.8075813 -0.0806813]
3,[-0.61733556 -0.25443479],"[ 1.21974755  0.95020234 -0.36554764  0.14843488 -0.84975347  0.34412856
  1.50908477 -0.94635687  1.61010672 -0.72351901  0.        ]",[-3.22476387 -1.04762089],"[[ -0.3160871   -0.24214505  -0.09746613   0.03996653]
 [-11.630817    -8.00111412   0.           0.        ]]",-2.27042,-0.313707151063,[-2.96563228 -0.70358018]
4,[-0.61733556 -0.25443479],"[ 1.05664854  0.86853887 -0.71758351 -0.18948574 -0.84975329  0.34412851
  1.41034369 -1.18290033  1.33120277 -1.09257349  0.        ]",[-3.15549994 -1.23102534],"[[ -0.58608057  -0.42851336  -0.09746613   0.03996653]
 [-15.35623971 -10.62693102   0.           0.        ]]",-1.88339,-0.304397346144,[-2.54866374 -1.56356532]
5,[-0.61733556 -0.25443479],"[ 0.72979618  0.69363676 -1.07859886 -0.59757379 -0.84975311  0.34412846
  1.31353826 -1.52046378  0.82196998 -1.34955836  0.        ]",[-3.13503003 -0.39490515],"[[ -0.92984825  -0.67864978  -0.09746613   0.03996653]
 [-19.0086349  -14.37415028   0.           0.        ]]",-1.62225,-0.276341073853,[-2.38950249 -0.53749895]
6,[-0.61733556 -0.25443479],"[ 0.20856038  0.39329965 -1.33043972 -0.99237176 -0.84975292  0.34412841
  1.21858244 -1.6863224   0.17385687 -1.2697518   0.        ]",[-3.15059328  1.12733722],"[[ -1.34596303  -0.98460693  -0.09746613   0.03996653]
 [-22.59124866 -16.21531704   0.           0.        ]]",-1.24234,-0.22161213315,[-4.17238481  1.08048101]
7,[-0.61733556 -0.25443479],"[-0.46166108  0.05589562 -1.31732679 -1.22472375 -0.84975274  0.34412836
  1.12543268 -1.30041414 -0.3153112  -0.79759668  0.        ]",[-3.13064623  1.95074797],"[[ -1.83305032  -1.26593305  -0.09746613   0.03996653]
 [-26.10572337 -11.93144364   0.           0.        ]]",-1.99492,-0.146349331588,[-3.41113524  1.66206055]
8,[-0.61733556 -0.25443479],"[-1.11652919 -0.20013431 -0.90635876 -1.30211218 -0.84975256  0.34412832
  1.03414203 -0.92207653 -0.43763776 -0.14677714  0.        ]",[-3.18350697  3.73940182],"[[ -2.38972427  -1.46242492  -0.09746613   0.03996653]
 [-29.55005677  -7.73160753   0.           0.        ]]",-2.61252,-0.0693488143762,[-3.70954998  3.93646351]
9,[-0.61733556 -0.25443479],"[-1.48003707 -0.35096176 -0.09788266 -1.31336884 -0.84975237  0.34412827
  0.94468381 -0.55115646 -0.17728896  0.43166083  0.        ]",[-3.39435554  6.99731207],"[[ -3.01459165  -1.57574628  -0.09746613   0.03996653]
 [-32.92525519  -3.61411048   0.           0.        ]]",-1.04347,-0.0585344264267,[-4.90307634  5.70422409]
10,[-0.61733556 -0.25443479],"[-1.27545307 -0.39332902  0.86385883 -1.31209496 -0.84975219  0.34412822
  0.85702644 -0.18749947  0.35934187  0.72811758  0.        ]",[-3.87122345  9.16914272],"[[ -3.70628151  -1.60752684  -0.09746613   0.03996653]
 [-36.23251001   0.42276127   0.           0.        ]]",0.434407,-0.128556347144,[-4.53796287  8.10036577]
11,[-0.61733556 -0.25443479],"[-0.44375815 -0.32911387  1.49457399 -1.31326579 -0.849752    0.34412817
  0.77113731  0.16905003  0.97639198  0.61017059  0.        ]",[-4.00872755  9.63865566],"[[ -4.4634473   -1.55936181  -0.09746613   0.03996653]
 [-39.47305142   4.38073429   0.           0.        ]]",1.07785,-0.19837976,[-4.20079593  9.95068683]
12,[-0.61733556 -0.25443479],"[ 0.65151277 -0.16094729  1.30775351 -1.29511432 -0.84975182  0.34412812
  0.68698397  0.51864189  1.40577181  0.06653309  0.        ]",[-3.62520123  6.26170444],"[[ -5.28476696e+00  -1.43281232e+00  -9.74661263e-02   3.99665256e-02]
 [ -4.26481035e+01   8.26147253e+00   0.00000000e+00   0.00000000e+00]]",-0.685077,-0.251421523874,[-3.43084145  6.88348137]
13,[-0.61733556 -0.25443479],"[ 1.27954562  0.10207762  0.25183217 -1.20242077 -0.84975164  0.34412807
  0.60453214  0.8614055   1.36897674 -0.711275    0.        ]",[-3.07137465 -2.09633064],"[[ -6.16894340e+00  -1.22940813e+00  -9.74661263e-02   3.99665256e-02]
 [ -4.57589592e+01   1.20664127e+01   0.00000000e+00   0.00000000e+00]]",-2.17509,-0.276311266072,[-3.47404057 -3.29818852]
14,[-0.61733556 -0.25443479],"[ 0.83516084  0.34200734 -0.98765711 -1.03909698 -0.84975145  0.34412803
  0.5237686   0.48404787  0.70427821 -1.28244557  0.        ]",[-3.05565786 -3.49762225],"[[ -7.11469411e+00  -1.03010972e+00  -9.74661263e-02   3.99665256e-02]
 [ -4.88061169e+01   7.87745547e+00   0.00000000e+00   0.00000000e+00]]",-1.59684,-0.256588127236,[-3.85430867 -3.29083417]
15,[-0.61733556 -0.25443479],"[-0.46777485  0.47008986 -1.31559525 -0.91304412 -0.84975127  0.34412798
  0.44457521  0.11419405 -0.26939487 -1.02782614  0.        ]",[-2.9153409  -3.59316301],"[[ -8.12079319e+00  -9.13754695e-01  -9.74661263e-02   3.99665256e-02]
 [ -5.17940343e+01   3.77179605e+00   0.00000000e+00   0.00000000e+00]]",-2.07014,-0.180887383559,[-3.06984202 -3.65397235]
16,[-0.61733556 -0.25443479],"[-1.45181874  0.506602   -0.2574259  -0.87093672 -0.84975108  0.34412793
  0.3669156  -0.24828647 -0.60975016  0.09309938  0.        ]",[-2.81197834 -1.54784   ],"[[ -9.18606968e+00  -8.78692296e-01  -9.74661263e-02   3.99665256e-02]
 [ -5.47240834e+01  -2.52014155e-01   0.00000000e+00   0.00000000e+00]]",-2.46098,-0.0879559779115,[-3.64444124 -1.94674771]
17,[-0.61733556 -0.25443479],"[-0.98196082  0.45997771  1.21045926 -0.92418129 -0.8497509   0.34412788
  0.29075198 -0.60349173  0.26852942  0.97720173  0.        ]",[-3.72474098  7.96920824],"[[ -1.03093802e+01  -9.23296903e-01  -9.74661263e-02   3.99665256e-02]
 [ -5.75976899e+01  -4.19506374e+00   0.00000000e+00   0.00000000e+00]]",1.51171,-0.156274522353,[-3.78166149  9.04613499]
18,[-0.61733556 -0.25443479],"[ 0.55777949  0.41328345  1.36559734 -0.97285378 -0.84975072  0.34412783
  0.21602899 -0.23813168  1.42243111  0.45421974  0.        ]",[-3.58905935  5.90347195],"[[ -1.14896232e+01  -9.66507819e-01  -9.74661263e-02   3.99665256e-02]
 [ -6.04169423e+01  -1.39290127e-01   0.00000000e+00   0.00000000e+00]]",0.16783,-0.261242259341,[-4.01109951  6.9627683 ]
19,[-0.61733556 -0.25443479],"[ 1.27100667  0.45347606 -0.14434369 -0.93122635 -0.84975053  0.34412778
  0.14283005  0.12010239  1.38075329 -0.87254318  0.        ]",[-2.98344088 -3.23815751],"[[ -1.27256745e+01  -9.29395818e-01  -9.74661263e-02   3.99665256e-02]
 [ -6.31786932e+01   3.83737987e+00   0.00000000e+00   0.00000000e+00]]",-2.21725,-0.290871126232,[-4.18209243 -1.79735449]
20,[-0.61733556 -0.25443479],"[ 0.06616004  0.49183763 -1.35642716 -0.88832783 -0.84975035  0.34412774
  0.07114362 -0.24208443  0.10715107 -1.27497906  0.        ]",[-2.90116882 -3.76166677],"[[ -1.40163824e+01  -8.92989024e-01  -9.74661263e-02   3.99665256e-02]
 [ -6.58833783e+01  -1.83168305e-01   0.00000000e+00   0.00000000e+00]]",-1.63769,-0.220489903812,[-3.10665315 -4.55515658]
21,[-0.61733556 -0.25443479],"[ -1.40824680e+00   4.46205047e-01  -4.08428504e-01  -9.38999945e-01
  -8.49750164e-01   3.44127687e-01   8.26705364e-04  -5.96989444e-01
  -6.10373838e-01  -2.46311502e-05   0.00000000e+00]",[-2.79580426 -1.58815479],"[[ -1.53606651e+01  -9.36183709e-01  -9.74661263e-02   3.99665256e-02]
 [ -6.85363921e+01  -4.12288322e+00   0.00000000e+00   0.00000000e+00]]",-2.57145,-0.0889776609788,[-3.24388148 -2.6703517 ]
22,[-0.61733556 -0.25443479],"[-0.79344918  0.31059037  1.34637827 -1.06546059 -0.84974998  0.34412764
 -0.06816158 -0.94467093  0.52935225  0.95854819  0.        ]",[-3.92527056  8.9771719 ],"[[ -1.67575039e+01  -1.05736975e+00  -9.74661263e-02   3.99665256e-02]
 [ -7.11392775e+01  -7.98241257e+00   0.00000000e+00   0.00000000e+00]]",1.07373,-0.175377268761,[-3.48042823  8.38099219]
23,[-0.61733556 -0.25443479],"[ 1.01050829  0.16913611  0.95825213 -1.16509521 -0.8497498   0.34412759
 -0.13585326 -0.57183231  1.52961036 -0.14193199  0.        ]",[-3.38272238  4.34040117],"[[ -1.82059179e+01  -1.17549645e+00  -9.74661263e-02   3.99665256e-02]
 [ -7.36932431e+01  -3.84362371e+00   0.00000000e+00   0.00000000e+00]]",-2.11553,-0.274598003132,[-2.69817464  3.79037219]
24,[-0.61733556 -0.25443479],"[ 0.81043688  0.12432265 -1.01066891 -1.1906983  -0.84974961  0.34412754
 -0.20214302 -0.20618128  0.56999491 -1.23854446  0.        ]",[-2.90257215 -3.03022766],"[[ -1.97048809e+01  -1.21164666e+00  -9.74661263e-02   3.99665256e-02]
 [ -7.61943149e+01   2.15377932e-01   0.00000000e+00   0.00000000e+00]]",-1.67783,-0.239319140019,[-3.00336911 -3.27211411]
25,[-0.61733556 -0.25443479],"[-1.12977584  0.08007905 -0.89133703 -1.21337747 -0.84974943  0.34412749
 -0.26707055 -0.56100668 -0.51858227 -0.25310817  0.        ]",[-2.7397356  -2.14942646],"[[ -2.12533410e+01  -1.24686175e+00  -9.74661263e-02   3.99665256e-02]
 [ -7.86439909e+01  -3.72345183e+00   0.00000000e+00   0.00000000e+00]]",-3.04258,-0.0902444591853,[-1.45694445 -2.28047599]
26,[-0.61733556 -0.25443479],"[-1.00900163 -0.06541543  1.18669884 -1.27084301 -0.84974924  0.34412745
 -0.33079127 -0.90861572  0.49810017  0.84740552  0.        ]",[-3.91172409  8.97669888],"[[ -2.28503370e+01  -1.36005061e+00  -9.74661263e-02   3.99665256e-02]
 [ -8.10481348e+01  -7.58217562e+00   0.00000000e+00   0.00000000e+00]]",1.04614,-0.157979347948,[-4.19002798  8.41410533]
27,[-0.61733556 -0.25443479],"[ 1.01538123 -0.21040453  0.95141942 -1.30365918 -0.84974906  0.3441274
 -0.39330222 -0.53574465  1.40836668 -0.30374759  0.        ]",[-3.44352818  5.40553617],"[[ -2.44949682e+01  -1.47016821e+00  -9.74661263e-02   3.99665256e-02]
 [ -8.34066350e+01  -3.44302776e+00   0.00000000e+00   0.00000000e+00]]",-1.16894,-0.259314761181,[-3.7283605   6.87788374]
28,[-0.61733556 -0.25443479],"[ 0.58601042 -0.24778315 -1.17689981 -1.3083361  -0.84974888  0.34412735
 -0.45449744 -0.17008649  0.24214933 -1.08864096  0.        ]",[-2.90029407 -2.32663846],"[[ -2.61862714e+01  -1.49830561e+00  -9.74661263e-02   3.99665256e-02]
 [ -8.57154936e+01   6.16051791e-01   0.00000000e+00   0.00000000e+00]]",-1.61429,-0.196078614382,[-2.5652539  -3.49780769]
29,[-0.61733556 -0.25443479],"[-1.40645516 -0.28399031 -0.41357282 -1.31141401 -0.84974869  0.3441273
 -0.51444298 -0.52490455 -0.3185504   0.24872247  0.        ]",[-2.9888258   1.47300911],"[[ -2.79232685e+01  -1.52550623e+00  -9.74661263e-02   3.99665256e-02]
 [ -8.79772029e+01  -3.32269521e+00   0.00000000e+00   0.00000000e+00]]",-2.80785,-0.0474197439314,[-2.2167336   0.54548344]
30,[-0.61733556 -0.25443479],"[-0.29533858 -0.34234487  1.52514088 -1.31338316 -0.84974851  0.34412725
 -0.5732508  -0.32127422  1.05530124  0.54370297  0.        ]",[-3.87233353  8.68026733],"[[ -2.97050772e+01  -1.56928320e+00  -9.74661263e-02   3.99665256e-02]
 [ -9.01959871e+01  -1.06224676e+00   0.00000000e+00   0.00000000e+00]]",0.81258,-0.206351940106,[-3.56846165  8.98905684]
31,[-0.61733556 -0.25443479],"[ 1.27944541 -0.31693471 -0.08039175 -1.3129781  -0.84974832  0.3441272
 -0.63083793  0.04060264  1.01991964 -0.92007487  0.        ]",[-3.01165962 -1.04938567],"[[ -3.15308020e+01  -1.55022611e+00  -9.74661263e-02   3.99665256e-02]
 [ -9.23687160e+01   2.95485645e+00   0.00000000e+00   0.00000000e+00]]",-2.09041,-0.246301232498,[-3.27652671 -0.62584258]
32,[-0.61733556 -0.25443479],"[-0.65891466 -0.27159483 -1.24494771 -1.3105192  -0.84974814  0.34412716
 -0.68723849 -0.18446301 -0.35873874 -0.49783984  0.        ]",[-2.84210873 -2.05908632],"[[ -3.33995235e+01  -1.51619904e+00  -9.74661263e-02   3.99665256e-02]
 [ -9.44966764e+01   4.56459851e-01   0.00000000e+00   0.00000000e+00]]",-2.62506,-0.103611854255,[-3.55259979 -1.35304714]
33,[-0.61733556 -0.25443479],"[-1.1155634  -0.31195528  1.07979199 -1.31281607 -0.84974796  0.34412711
 -0.74258576 -0.53837884  0.49298352  0.76688149  0.        ]",[-3.79843712  8.20635796],"[[ -3.53104031e+01  -1.54649103e+00  -9.74661263e-02   3.99665256e-02]
 [ -9.65848979e+01  -3.47227002e+00   0.00000000e+00   0.00000000e+00]]",0.971532,-0.147504901344,[-3.51057928  8.53666456]
34,[-0.61733556 -0.25443479],"[ 1.15831046 -0.35010651  0.70048301 -1.31336573 -0.84974777  0.34412706
 -0.79687445 -0.17173918  1.30330797 -0.52628703  0.        ]",[-3.38083363  3.66660643],"[[ -3.72626580e+01  -1.57510396e+00  -9.74661263e-02   3.99665256e-02]
 [ -9.86331803e+01   5.97702196e-01   0.00000000e+00   0.00000000e+00]]",-1.94913,-0.253679599102,[-3.48849696  4.5695599 ]
35,[-0.61733556 -0.25443479],"[-0.08119936 -0.28079634 -1.36686249 -1.31119707 -0.84974759  0.34412701
 -0.84999754  0.1877968  -0.15206879 -0.83212458  0.        ]",[-2.9931531  -1.91127861],"[[ -3.92554372e+01  -1.52310861e+00  -9.74661263e-02   3.99665256e-02]
 [ -1.00637486e+02   4.58881834e+00   0.00000000e+00   0.00000000e+00]]",-2.25886,-0.147190489596,[-2.47249331 -2.70481566]
36,[-0.61733556 -0.25443479],"[-1.35456379 -0.21220167  0.71456509 -1.30391511 -0.84974741  0.34412696
 -0.90202953 -0.17303176  0.17858915  0.74328172  0.        ]",[-3.48138523  6.17828274],"[[ -4.12878781e+01  -1.47152301e+00  -9.74661263e-02   3.99665256e-02]
 [ -1.02600626e+02   5.83354179e-01   0.00000000e+00   0.00000000e+00]]",0.295384,-0.1157092992,[-2.75049053  6.54887564]
37,[-0.61733556 -0.25443479],"[ 1.02742075 -0.14375052  0.93417075 -1.29149683 -0.84974722  0.34412691
 -0.95307029  0.18681504  1.43047401 -0.29438107  0.        ]",[-3.45379686  4.0436101 ],"[[ -4.33592181e+01  -1.41977956e+00  -9.74661263e-02   3.99665256e-02]
 [ -1.04526368e+02   4.57791971e+00   0.00000000e+00   0.00000000e+00]]",-1.80471,-0.262581318625,[-4.25317971  2.53227365]
38,[-0.61733556 -0.25443479],"[ 0.01590955  0.02654523 -1.36183736 -1.237498   -0.84974704  0.34412686
 -1.00301121  0.53962664 -0.06849059 -1.03237897  0.        ]",[-3.16319275 -1.19424105],"[[ -4.54686561e+01  -1.28892660e+00  -9.74661263e-02   3.99665256e-02]
 [ -1.06410615e+02   8.49438946e+00   0.00000000e+00   0.00000000e+00]]",-2.43558,-0.179036653381,[-3.1596873  -1.98706064]
39,[-0.61733556 -0.25443479],"[-1.32670886  0.18817094  0.77199269 -1.15338487 -0.84974685  0.34412682
 -1.05191758  0.17203811  0.0203983   0.80657503  0.        ]",[-3.36685872  4.7042079 ],"[[ -4.76153764e+01  -1.15997890e+00  -9.74661263e-02   3.99665256e-02]
 [ -1.08255830e+02   4.41388647e+00   0.00000000e+00   0.00000000e+00]]",0.889829,-0.118272166179,[-3.09558841  6.27684543]
40,[-0.61733556 -0.25443479],"[ 1.13989386  0.3394097   0.74017828 -1.04133179 -0.84974667  0.34412677
 -1.09991492  0.52505336  1.57341344 -0.25486436  0.        ]",[-3.38869715  1.89072561],"[[ -4.97986674e+01  -1.03238086e+00  -9.74661263e-02   3.99665256e-02]
 [ -1.10066750e+02   8.33261600e+00   0.00000000e+00   0.00000000e+00]]",-2.13311,-0.284786493021,[-2.94208987  0.52106792]
41,[-0.61733556 -0.25443479],"[-0.35221562  0.53946841 -1.34314154 -0.83033012 -0.84974649  0.34412672
 -1.14690231  0.69998305 -0.17515385 -1.13280371  0.        ]",[-3.34965611  0.01045021],"[[ -5.20177906e+01  -8.46237889e-01  -9.74661263e-02   3.99665256e-02]
 [ -1.11839565e+02   1.02744654e+01   0.00000000e+00   0.00000000e+00]]",-2.87768,-0.195723196105,[-2.99142088 -0.32707723]
42,[-0.61733556 -0.25443479],"[-1.00293692  0.71282519  1.19213415 -0.5624256  -0.8497463   0.34412667
 -1.19295134  0.56840951  0.07315401  0.98762083  0.        ]",[-3.49390697  5.0185461 ],"[[ -5.42720107e+01  -6.55391944e-01  -9.74661263e-02   3.99665256e-02]
 [ -1.13576978e+02   8.81390374e+00   0.00000000e+00   0.00000000e+00]]",1.31971,-0.148482281553,[-3.04830715  4.96256631]
