timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.61677235 -0.27792889],"[ 1.2888354   0.99396881  0.04391697  0.4885143   1.60786488  1.58610972
  1.825517   -0.2252452   0.04865986 -1.14608845  0.        ]",[-3.06699467 -6.63668346],"[[-0.02881782 -0.07092255  0.18657563  0.1832227 ]
 [-0.00051266  0.00499749  0.          0.        ]]",-1.9491,-0.198376122808,[-3.4639554  -7.02046371]
1,[-0.61677235 -0.27792889],"[ 1.28615166  0.98916828 -0.01366432  0.4126931   1.60786419  1.58610906
  1.7206339  -0.57867031  0.04031388 -1.22440839  0.        ]",[-3.04068279 -6.59483671],"[[-0.06850314 -0.110536    0.18657563  0.1832227 ]
 [-3.95486246 -3.95315603  0.          0.        ]]",-1.82819,-0.210744324363,[-3.71678306 -6.09009462]
2,[-0.61677235 -0.27792889],"[ 1.26530725  0.96255682 -0.18358375  0.18928962  1.60786351  1.5861084
  1.61782196 -0.92509947 -0.01365448 -1.45114223  0.        ]",[-3.03804421 -6.65026855],"[[-0.18649172 -0.22852647  0.18657563  0.1832227 ]
 [-7.83112915 -7.83295988  0.          0.        ]]",-1.7031,-0.246421711669,[-3.1100394  -7.31414273]
3,[-0.61677235 -0.27792889],"[ 1.18960246  0.87925519 -0.45475513 -0.16488223  1.60786282  1.58610773
  1.51703178 -1.26466561 -0.19099644 -1.78429937  0.        ]",[-3.01130152 -6.61441708],"[[ -0.38124008  -0.42334203   0.18657563   0.1832227 ]
 [-11.63117431 -11.63590411   0.           0.        ]]",-1.70337,-0.300194668991,[-2.83211433 -6.56374901]
4,[-0.61677235 -0.27792889],"[ 1.00488383  0.68841422 -0.79485439 -0.603864    1.60786214  1.58610707
  1.41820521 -1.59749256 -0.57683767 -2.10364895  0.        ]",[-3.00417066 -6.46578932],"[[ -0.65124509  -0.69345952   0.18657563   0.1832227 ]
 [-15.35718964 -15.36337686   0.           0.        ]]",-1.1654,-0.36057557333,[-3.29617213 -6.80585218]
5,[-0.61677235 -0.27792889],"[ 0.65613165  0.33990322 -1.13278038 -1.03031967  1.60786145  1.58610641
  1.32127619 -1.92369651 -1.16384463 -2.19412183  0.        ]",[-3.1926651  -5.89138126],"[[ -0.99505074  -1.03738264   0.18657563   0.1832227 ]
 [-19.01166562 -19.01668104   0.           0.        ]]",-0.806885,-0.407994116492,[-3.82522489 -5.04756527]
6,[-0.61677235 -0.27792889],"[ 0.12009289 -0.18385698 -1.34853407 -1.28416306  1.60786077  1.58610575
  1.22618077 -2.24339528 -1.73087589 -1.86091117  0.        ]",[-3.55011606 -4.86532164],"[[ -1.41125105  -1.45364106   0.18657563   0.1832227 ]
 [-22.59701249 -22.5971381    0.           0.        ]]",-0.811954,-0.416894516236,[-3.57552669 -3.96636668]
7,[-0.61677235 -0.27792889],"[-0.54819272 -0.82386339 -1.28968305 -1.1672699   1.60786008  1.58610508
  1.13287972 -2.55672794 -1.88874763 -1.20938135  0.        ]",[-3.94066048 -3.97571015],"[[ -1.89848072  -1.9407928    0.18657563   0.1832227 ]
 [-26.11470904 -26.10630787   0.           0.        ]]",-1.33016,-0.367138992851,[-4.28639004 -2.55892107]
8,[-0.61677235 -0.27792889],"[-1.17627746 -1.40968922 -0.83470316 -0.52952974  1.6078594   1.58610442
  1.04138845 -2.86387919 -1.50049759 -0.78969425  0.        ]",[-4.14036608 -4.17197466],"[[ -2.45538518  -2.49743178   0.18657563   0.1832227 ]
 [-29.56417397 -29.54626108   0.           0.        ]]",-1.58887,-0.275780043242,[-5.19271006 -4.14925079]
9,[-0.61677235 -0.27792889],"[-1.48834916 -1.67747222 -0.00281575  0.5874459   1.60785871  1.58610376
  0.95179961 -2.60611187 -1.13782833 -1.04301495  0.        ]",[-3.99938869 -5.40384102],"[[ -3.08057178  -3.12219952   0.18657563   0.1832227 ]
 [-32.94191351 -26.65943926   0.           0.        ]]",-1.77725,-0.25261250817,[-4.53213992 -5.64821366]
