timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.55947161 -0.02479871],"[ 1.27495748  0.91217554  0.07698773  0.35196535  0.52875193 -1.61484244
  1.69237733 -0.21931866  0.77761567  1.17970256  0.        ]",[-2.49366951  0.38357267],"[[-0.01083133 -0.05123771  0.0611596  -0.18697935]
 [-0.00222183  0.00275031  0.          0.        ]]",-1.73418,-0.2327141158,[-2.69624762  1.15670338]
1,[-0.55947161 -0.02479871],"[ 1.27326559  0.91381426  0.01896652  0.42807684  0.52875177 -1.61484103
  1.58801346  0.18849922  0.77689922  1.155286    0.        ]",[-2.45372343 -0.62066042],"[[-0.05058127 -0.01143997  0.0611596  -0.18697935]
 [-3.95959073  3.96381799  0.          0.        ]]",-2.14905,-0.22959760203,[-1.72034887  0.0127701 ]
2,[-0.55947161 -0.02479871],"[ 1.25536953  0.91090002 -0.1523712   0.57916828  0.52875161 -1.61483962
  1.48575464  0.18577974  0.76723478  1.0566914   0.        ]",[-2.43254852 -1.08206689],"[[-0.16867771  0.06757146  0.0611596  -0.18697935]
 [-7.83714591  3.93740454  0.          0.        ]]",-2.13936,-0.216513533151,[-2.39451271 -1.070649  ]
3,[-0.55947161 -0.02479871],"[ 1.18446664  0.90654583 -0.4265051   0.65208608  0.52875144 -1.61483821
  1.38555916 -0.22976441  0.71903021  0.83689453  0.        ]",[-2.40785575 -1.2124145 ],"[[ -0.36354032   0.10582407   0.0611596   -0.18697935]
 [-11.63646845  -0.0987053    0.           0.        ]]",-2.25332,-0.185621560888,[-2.12504806 -2.44925466]
4,[-0.55947161 -0.02479871],"[ 1.00602738  0.91119475 -0.77188876  0.57264556  0.52875128 -1.6148368
  1.28734575 -0.63708778  0.5623869   0.49875377  0.        ]",[-2.38583779 -1.46267164],"[[ -0.63363542   0.06415553   0.0611596   -0.18697935]
 [-15.36063826  -4.05496872   0.           0.        ]]",-2.04674,-0.131329111029,[-3.18033148 -3.35939338]
5,[-0.55947161 -0.02479871],"[ 0.66406653  0.91184888 -1.11802702  0.34314695  0.52875112 -1.61483539
  1.19107393 -1.03634286  0.20320457  0.13625437  0.        ]",[-2.37572002 -1.61563122],"[[ -0.97747499  -0.05585229   0.0611596   -0.18697935]
 [-19.01118975  -7.93286864   0.           0.        ]]",-2.04582,-0.0519635663821,[-2.96580434 -0.49043292]
6,[-0.55947161 -0.02479871],"[ 0.13350529  0.87855864 -1.34476769  0.0092514   0.52875095 -1.61483398
  1.09667697 -1.2199348  -0.38959295 -0.05379035  0.        ]",[-2.36739588 -1.44711661],"[[ -1.39361174  -0.23240176   0.0611596   -0.18697935]
 [-22.59065174  -9.71607229   0.           0.        ]]",-2.00951,-0.0539755998135,[-1.97359304 -4.01218158]
7,[-0.55947161 -0.02479871],"[-0.53327544  0.77461814 -1.29809316 -0.40724844  0.52875079 -1.61483257
  1.00414416 -1.60756902 -1.0900774   0.15791196  0.        ]",[-2.43170881  0.27268788],"[[ -1.88062705  -0.46450028   0.0611596   -0.18697935]
 [-26.09943059 -13.48110979   0.           0.        ]]",-1.53534,-0.16907006522,[-2.67475934 -0.63611987]
8,[-0.55947161 -0.02479871],"[-1.16667862  0.55518291 -0.85299289 -0.86370132  0.52875062 -1.61483116
  0.91338062 -1.83909041 -1.55315864  0.86501723  0.        ]",[-2.65129519  3.23045182],"[[ -2.4371436   -0.75668679   0.0611596   -0.18697935]
 [-29.54112242 -15.72985669   0.           0.        ]]",-0.565997,-0.278359171003,[-3.70420933  2.73976134]
9,[-0.55947161 -0.02479871],"[-1.49213486  0.27792813 -0.02353039 -1.18891037  0.52875046 -1.61482975
  0.82432571 -1.39891347 -1.42209515  1.72963617  0.        ]",[-2.8897953   5.47945118],"[[ -3.06184778  -1.02838998   0.0611596   -0.18697935]
 [-32.91802633 -11.45450004   0.           0.        ]]",0.18272,-0.350200785385,[-1.69292733  5.01247812]
10,[-0.55947161 -0.02479871],"[-1.24515934  0.05674849  0.9316281  -1.34399646  0.5287503  -1.61482834
  0.73704683 -0.96732709 -0.77538568  2.23701464  0.        ]",[-3.12897801  6.75125647],"[[ -3.75341559  -1.215423     0.0611596   -0.18697935]
 [-36.22758612  -7.2625757    0.           0.        ]]",1.26073,-0.36922191438,[-3.75582137  6.23847985]
11,[-0.55947161 -0.02479871],"[-0.38861845 -0.0736804   1.52358782 -1.40342769  0.52875013 -1.61482693
  0.65152309 -0.54416784  0.00659028  2.12803098  0.        ]",[-3.15914798  7.02847099],"[[ -4.51050748  -1.31943867   0.0611596   -0.18697935]
 [-39.47059347  -3.15250012   0.           0.        ]]",1.72814,-0.333583596405,[-3.58885755  7.33586325]
12,[-0.55947161 -0.02479871],"[ 0.69378005 -0.10256098  1.28192495 -1.4137169   0.52874997 -1.61482552
  0.56772659 -0.12927169  0.48310528  1.47174765  0.        ]",[-2.89725065  5.87057447],"[[ -5.33180267  -1.34205805   0.0611596   -0.18697935]
 [-42.64810589   0.87731801   0.           0.        ]]",0.598004,-0.247044728149,[-3.55472939  5.47274558]
13,[-0.55947161 -0.02479871],"[ 1.27191107 -0.02987165  0.19084902 -1.38586966  0.5287498  -1.61482411
  0.48562625  0.27752251  0.3538411   0.63428735  0.        ]",[-2.58295989  2.66111112],"[[ -6.21600292  -1.28487054   0.0611596   -0.18697935]
 [-45.76130205   4.8284433    0.           0.        ]]",-0.606,-0.118585749024,[-3.80165462  2.64412232]
14,[-0.55947161 -0.02479871],"[ 0.77364738  0.13701667 -1.03155257 -1.29618607  0.52874964 -1.6148227
  0.40518859  0.67636023 -0.36783909  0.14679167  0.        ]",[-2.38342094 -0.49487126],"[[ -7.1618344   -1.14943544   0.0611596   -0.18697935]
 [-48.81145058   8.70228942   0.           0.        ]]",-1.92103,-0.0472755867739,[-1.54623323 -0.08671348]
15,[-0.55947161 -0.02479871],"[-0.53885404  0.33109117 -1.29619718 -1.13969724  0.52874948 -1.61482129
  0.32638985  0.62434232 -1.26270515  0.45811113  0.        ]",[-2.41961575 -0.50361276],"[[ -8.16804287  -0.98045941   0.0611596   -0.18697935]
 [-51.79945248   8.19705026   0.           0.        ]]",-2.24151,-0.207323825324,[-1.67426769 -0.86444527]
16,[-0.55947161 -0.02479871],"[-1.47124161  0.46458117 -0.18496627 -0.99062917  0.52874931 -1.61481988
  0.24915939  0.25631939 -1.54703609  1.52699954  0.        ]",[-2.6179018   1.40598905],"[[ -9.23341302  -0.85238323   0.0611596   -0.18697935]
 [-54.72798628   4.62250704   0.           0.        ]]",-0.279307,-0.340664081597,[-2.55948854  1.50854499]
17,[-0.55947161 -0.02479871],"[-0.9369742   0.58675914  1.26528775 -0.81323946  0.52874915 -1.61481847
  0.17339651  0.65565961 -0.75551763  2.39751819  0.        ]",[-2.81960487  2.61207724],"[[-10.35679908  -0.72101618   0.0611596   -0.18697935]
 [-57.60087079   8.50123179   0.           0.        ]]",1.25579,-0.393106382097,[-3.09674341  2.8456442 ]
18,[-0.55947161 -0.02479871],"[ 0.60350335  0.74478293  1.34431891 -0.48892684  0.52874899 -1.61481706
  0.09915183  1.04700014  0.40907581  2.09032794  0.        ]",[-2.72973394  0.79180121],"[[-11.53706394  -0.51285178   0.0611596   -0.18697935]
 [-60.41618557  12.30225923   0.           0.        ]]",0.165203,-0.338120555829,[-1.85330159  2.59497092]
19,[-0.55947161 -0.02479871],"[ 1.24553703  0.87944805 -0.20693033  0.01476481  0.52874882 -1.61481565
  0.02636773  1.43031638  0.70572862  0.81592985  0.        ]",[-2.46948719 -2.50804639],"[[ -1.27730771e+01  -2.29445216e-01   6.11595995e-02  -1.86979350e-01]
 [ -6.31761163e+01   1.60253535e+01   0.00000000e+00   0.00000000e+00]]",-1.92586,-0.181673958492,[-1.13772322 -2.8841949 ]
