timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.54970014 -0.01131979],"[ 1.26366112  0.9105619   0.00238333  0.27132445  1.22385145  0.7913681
  1.62484779 -0.21235933  0.29356484 -0.61375508  0.        ]",[-2.19240713 -3.25231481],"[[-0.06439033 -0.06845891  0.14170925  0.0912928 ]
 [ 0.00392693  0.00293627  0.          0.        ]]",-1.07438,-0.130824812987,[-2.79520187 -3.76477992]
1,[-0.54970014 -0.01131979],"[ 1.25905376  0.90596852 -0.05541122  0.19702543  1.22385048  0.7913677
  1.5202194  -0.64021294  0.28280954 -0.69100374  0.        ]",[-2.16552448 -3.16156554],"[[-0.10398772 -0.10811318  0.14170925  0.0912928 ]
 [-3.95051002 -3.9551763   0.          0.        ]]",-1.74301,-0.140866631257,[-1.20015697 -1.82112571]
2,[-0.54970014 -0.01131979],"[ 1.2326076   0.88018925 -0.2257329  -0.02178315  1.22384951  0.79136729
  1.41765731 -1.05959706  0.22218607 -0.91376817  0.        ]",[-2.14952254 -3.07851744],"[[-0.22189011 -0.22614365  0.14170925  0.0912928 ]
 [-7.82686074 -7.83494021  0.          0.        ]]",-1.00375,-0.17007969536,[-2.03484255 -3.67178503]
3,[-0.54970014 -0.01131979],"[ 1.14822182  0.79892781 -0.49605071 -0.368757    1.22384855  0.79136688
  1.31711224 -1.47067235  0.03612227 -1.23774156  0.        ]",[-2.16289663 -2.94479847],"[[ -0.4165539   -0.42099842   0.14170925   0.0912928 ]
 [-11.62698572 -11.63784563   0.           0.        ]]",-0.979031,-0.214755675132,[-1.79283255 -3.35387492]
4,[-0.54970014 -0.01131979],"[ 0.95314419  0.61215896 -0.83179713 -0.79907235  1.22384758  0.79136648
  1.21852619 -1.8735883  -0.35580109 -1.54081751  0.        ]",[-2.21416473 -2.72876167],"[[ -0.6864759   -0.69115437   0.14170925   0.0912928 ]
 [-15.3530763  -15.36528075   0.           0.        ]]",-0.393523,-0.266162483792,[-2.75125172 -3.45301838]
5,[-0.54970014 -0.01131979],"[ 0.5950471   0.27048852 -1.15931489 -1.21760942  1.22384661  0.79136607
  1.12183319 -2.26848501 -0.93957202 -1.61006307  0.        ]",[-2.30297947 -2.37446547],"[[ -1.03020001  -1.0351152    0.14170925   0.0912928 ]
 [-19.00762389 -19.01854819   0.           0.        ]]",-0.643859,-0.308687628339,[-1.30770244 -2.44850292]
6,[-0.54970014 -0.01131979],"[ 0.05480713 -0.24359192 -1.35686326 -1.46772312  1.22384565  0.79136566
  1.02696938 -2.65550445 -1.49028719 -1.25994324  0.        ]",[-2.43785763 -1.48947954],"[[ -1.44632019  -1.4514106    0.14170925   0.0912928 ]
 [-22.59304181 -22.59896864   0.           0.        ]]",-0.682248,-0.320683555334,[-1.51810923  0.03498136]
7,[-0.54970014 -0.01131979],"[-0.60778792 -0.82162609 -1.27290929 -1.3816221   1.22384468  0.79136526
  0.93390187 -2.59183169 -1.64346323 -0.62933183  0.        ]",[-2.51417947 -0.65389824],"[[ -1.93347227  -1.89748092   0.14170925   0.0912928 ]
 [-26.11057138 -22.00998258   0.           0.        ]]",-0.393097,-0.286119698391,[-2.31894625 -1.38280367]
8,[-0.54970014 -0.01131979],"[-1.21722816 -1.3444603  -0.79138633 -0.9075964   1.22384371  0.79136485
  0.84266523 -2.97240575 -1.3059136  -0.18742206  0.        ]",[-2.60690212  0.33711541],"[[ -2.49028068  -2.37300544   0.14170925   0.0912928 ]
 [-29.55890548 -25.53081231   0.           0.        ]]",-0.905033,-0.209206475278,[-3.4518993   0.31274814]
9,[-0.54970014 -0.01131979],"[-1.499965   -1.66420957  0.05822495 -0.11169151  1.22384275  0.79136444
  0.7532769  -2.78368597 -0.90541983 -0.29880796  0.        ]",[-2.59112024 -0.04368106],"[[ -3.11536248  -2.86610285   0.14170925   0.0912928 ]
 [-32.93738448 -23.78500603   0.           0.        ]]",-1.29189,-0.149734830198,[-3.22224129  0.19295621]
10,[-0.54970014 -0.01131979],"[-1.20503991 -1.71100043  1.001349    0.52151966  1.22384178  0.79136403
  0.66577781 -0.6716158  -0.92401432 -0.56528676  0.        ]",[-2.3780694  -1.86537111],"[[ -3.80729855  -3.20623361   0.14170925   0.0912928 ]
 [-36.24446016  -4.24586049   0.           0.        ]]",-1.69935,-0.174507282589,[-2.82538584 -1.68113136]
