timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.49594235  0.00419457],"[ 1.24745453  0.94128169  0.14843076  0.19108623 -0.2640915  -1.2101452
  1.49480881 -0.20003458  1.30647759  0.94197994  0.        ]",[-1.99988484  0.06914049],"[[ 0.030928   -0.07032848 -0.03011838 -0.13943072]
 [-0.00138099 -0.00241696  0.          0.        ]]",-0.918623,-0.276928495348,[-2.93601736  0.03480607]
1,[-0.49594235  0.00419457],"[ 1.2480597   0.94140441  0.08994056  0.19350111 -0.26409136 -1.21014373
  1.38753408 -0.18396424  1.30527734  0.89119133  0.        ]",[-1.99757981 -0.0263842 ],"[[-0.00879042 -0.06897814 -0.03011838 -0.13943072]
 [-3.95728963  0.13698237  0.          0.        ]]",-0.976131,-0.272759760181,[-2.80528488 -0.82308001]
2,[-0.49594235  0.00419457],"[ 1.2370257   0.93809794 -0.08340701  0.13996035 -0.26409122 -1.21014227
  1.28241691 -0.55981316  1.28604     0.71830994  0.        ]",[-1.96977687  0.32219121],"[[-0.12682876 -0.09894968 -0.03011838 -0.13943072]
 [-7.83364743 -3.12327315  0.          0.        ]]",-1.03567,-0.257644570923,[-1.36226441  0.53623497]
3,[-0.49594235  0.00419457],"[ 1.17732801  0.93175871 -0.36271023  0.06782653 -0.26409108 -1.21014081
  1.17932154 -0.30773418  1.20914814  0.44958431  0.        ]",[-1.96616602 -0.22851449],"[[ -0.32164645  -0.13947607  -0.03011838  -0.13943072]
 [-11.63545887  -0.93664916   0.           0.        ]]",-1.01819,-0.231126153783,[-1.11089146  1.07597943]
4,[-0.49594235  0.00419457],"[ 1.01342521  0.93534051 -0.71866923  0.10551083 -0.26409094 -1.21013935
  1.07824781  0.15105172  1.04991407  0.15824368  0.        ]",[-1.97683549 -1.15091383],"[[ -0.59175257  -0.11827968  -0.03011838  -0.13943072]
 [-15.36272747   3.04302682   0.           0.        ]]",-1.02185,-0.19689581999,[-2.46186192 -1.84366505]
5,[-0.49594235  0.00419457],"[ 0.68679202  0.93825209 -1.08268536  0.1421256  -0.2640908  -1.21013789
  0.97925728 -0.31218606  0.75016279 -0.13665953  0.        ]",[-1.92499936 -0.92838633],"[[ -0.93563307  -0.09773599  -0.03011838  -0.13943072]
 [-19.01318152  -0.97526524   0.           0.        ]]",-1.05216,-0.150039713201,[-2.33402485 -0.17051139]
6,[-0.49594235  0.00419457],"[ 0.167738    0.93446123 -1.33474562  0.09567613 -0.26409067 -1.21013642
  0.88218847 -0.38760994  0.2573473  -0.33609773  0.        ]",[-1.89500403 -0.99228108],"[[ -1.35181175  -0.12380581  -0.03011838  -0.13943072]
 [-22.59277414  -1.6295206    0.           0.        ]]",-0.836597,-0.0919901228006,[-2.79117797 -1.32513598]
7,[-0.49594235  0.00419457],"[-0.4976631   0.91940157 -1.31731614 -0.0316915  -0.26409053 -1.21013496
  0.78707073 -0.84015917 -0.37959503 -0.25970192  0.        ]",[-1.84774566 -0.27999717],"[[ -1.83886002  -0.19578326  -0.03011838  -0.13943072]
 [-26.10042138  -5.55509767   0.           0.        ]]",-0.636442,-0.0717205974675,[-1.76216993  0.16602754]
8,[-0.49594235  0.00419457],"[-1.14553621  0.88611068 -0.89693592 -0.21130498 -0.26409039 -1.2101335
  0.69377934 -0.75144583 -0.95185049  0.23301379  0.        ]",[-1.88911462  0.22448996],"[[ -2.39538576  -0.29916515  -0.03011838  -0.13943072]
 [-29.54072254  -4.78557208   0.           0.        ]]",-0.217678,-0.144502564702,[-2.47739389  0.13238539]
9,[-0.49594235  0.00419457],"[-1.50211247  0.84644783 -0.07569685 -0.36227084 -0.26409025 -1.21013204
  0.602331   -0.67978136 -1.14519711  1.05461578  0.        ]",[-1.98059559  0.93127096],"[[ -3.02003567e+00  -3.88640529e-01  -3.01183777e-02  -1.39430722e-01]
 [ -3.29130598e+01  -4.16393377e+00   0.00000000e+00   0.00000000e+00]]",0.421249,-0.234841524582,[-1.72702007  1.37096354]
10,[-0.49594235  0.00419457],"[-1.29417366  0.82406938  0.89752168 -0.43245832 -0.26409011 -1.21013058
  0.51266117 -0.21342358 -0.78004293  1.85969983  0.        ]",[-2.1062417   0.98710895],"[[ -3.71147532e+00  -4.31331856e-01  -3.01183777e-02  -1.39430722e-01]
 [ -3.62198130e+01  -1.18586051e-01   0.00000000e+00   0.00000000e+00]]",0.424863,-0.307676962609,[-3.02518983 -0.10311908]
11,[-0.49594235  0.00419457],"[-0.46554866  0.82052112  1.53206824 -0.44287765 -0.26408997 -1.21012911
  0.4248151  -0.25978524  0.04970847  2.22220666  0.        ]",[-2.15967941  1.52481246],"[[ -4.46837432e+00  -4.37739330e-01  -3.01183777e-02  -1.39430722e-01]
 [ -3.94593122e+01  -5.20744112e-01   0.00000000e+00   0.00000000e+00]]",1.24895,-0.345477697727,[-2.83267138  2.96285138]
12,[-0.49594235  0.00419457],"[ 0.6208802   0.83642375  1.33721673 -0.39472221 -0.26408983 -1.21012765
  0.3386701   0.19836004  0.93076207  1.84731693  0.        ]",[-2.15634584  0.6979686 ],"[[ -5.28943506e+00  -4.08281120e-01  -3.01183777e-02  -1.39430722e-01]
 [ -4.26360824e+01   3.45336358e+00   0.00000000e+00   0.00000000e+00]]",-1.41734,-0.334319788157,[-1.23159349 -0.54208699]
13,[-0.49594235  0.00419457],"[ 1.23979865  0.85957062  0.26429367 -0.31681696 -0.2640897  -1.21012619
  0.25429471 -0.05647294  1.28326046  0.84773222  0.        ]",[-2.04116964  0.29669997],"[[ -6.17337493e+00  -3.61392695e-01  -3.01183777e-02  -1.39430722e-01]
 [ -4.57475947e+01   1.24285706e+00   0.00000000e+00   0.00000000e+00]]",-1.21533,-0.266182057579,[-1.00074745 -1.37412883]
14,[-0.49594235  0.00419457],"[ 0.79351239  0.85242153 -0.98962865 -0.34202014 -0.26408956 -1.21012473
  0.17159452 -0.51525359  0.6912668  -0.15027744  0.        ]",[-1.90627468 -0.17382236],"[[ -7.11892465e+00  -3.76465293e-01  -3.01183777e-02  -1.39430722e-01]
 [ -4.87973311e+01  -2.73676015e+00   0.00000000e+00   0.00000000e+00]]",-1.24119,-0.140939977283,[-0.99223496 -0.13855712]
15,[-0.49594235  0.00419457],"[-0.50102479  0.82142569 -1.31632566 -0.44022838 -0.26408942 -1.21012327
  0.09131602 -0.57162889 -0.51220047 -0.16789685  0.        ]",[-1.8692168   0.04448339],"[[ -8.12457378e+00  -4.36108810e-01  -3.01183777e-02  -1.39430722e-01]
 [ -5.17577626e+01  -3.22578113e+00   0.00000000e+00   0.00000000e+00]]",-0.3175,-0.0792225123698,[-1.13336768  2.4525251 ]
16,[-0.49594235  0.00419457],"[-1.47416386  0.80770125 -0.24091551 -0.47913981 -0.26408928 -1.2101218
  0.01175472 -0.10704811 -1.13995689  0.95682664  0.        ]",[-2.03151035  0.35375676],"[[ -9.18916796e+00  -4.60192286e-01  -3.01183777e-02  -1.39430722e-01]
 [ -5.46917463e+01   8.04142318e-01   0.00000000e+00   0.00000000e+00]]",-0.47038,-0.223972491939,[-1.24201393 -2.04937969]
17,[-0.49594235  0.00419457],"[-1.00396835  0.79350723  1.24462792 -0.51703518 -0.26408914 -1.21012034
 -0.06615472 -0.56452764 -0.43458298  2.10021576  0.        ]",[-2.13670397  1.90993059],"[[ -1.03118276e+01  -4.83926464e-01  -3.01183777e-02  -1.39430722e-01]
 [ -5.75648138e+01  -3.16418434e+00   0.00000000e+00   0.00000000e+00]]",1.1638,-0.329367736213,[-2.18879504  2.39779967]
18,[-0.49594235  0.00419457],"[ 0.52456597  0.77922493  1.39832749 -0.55306869 -0.264089   -1.21011888
 -0.14260241 -0.09987905  0.89568155  1.86317371  0.        ]",[-2.15574241  1.31417012],"[[ -1.14914111e+01  -5.06772362e-01  -3.01183777e-02  -1.39430722e-01]
 [ -6.03839768e+01   8.66324141e-01   0.00000000e+00   0.00000000e+00]]",-0.0909709,-0.333418204483,[-1.96725995  1.80900276]
