timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.49178287 -0.0053896 ],"[ 1.24063387  0.94326085  0.24338034  0.17278776  0.35563541 -0.68291231
  1.48681365 -0.19838186  0.88059048  0.64286931  0.        ]",[-1.93846428 -0.78451526],"[[ 0.09531511 -0.07780909  0.04152786 -0.07843594]
 [ 0.00024944  0.00399271  0.          0.        ]]",-1.02378,-0.190532477718,[-2.35625361 -1.81798001]
1,[-0.49178287 -0.0053896 ],"[ 1.24476045  0.93818189  0.18510629  0.10227064  0.35563521 -0.68291181
  1.37929922 -0.65608085  0.88121662  0.56418072  0.        ]",[-1.91028118 -0.25621173],"[[ 0.05564487 -0.11744244  0.04152786 -0.07843594]
 [-3.95411746 -3.95414127  0.          0.        ]]",-1.10227,-0.184990365075,[-1.53724243 -1.49774538]
2,[-0.49178287 -0.0053896 ],"[ 1.24421504  0.9109654   0.01140293 -0.10531894  0.35563501 -0.6829113
  1.27390801 -1.10471922  0.85363464  0.33268793  0.        ]",[-1.87860346  0.27512434],"[[-0.06232902 -0.23545242  0.04152786 -0.07843594]
 [-7.83040499 -7.83392552  0.          0.        ]]",-1.07957,-0.168246914354,[-1.54239305  0.4096991 ]
3,[-0.49178287 -0.0053896 ],"[ 1.20153827  0.85622639 -0.27142018 -0.34189306  0.35563481 -0.6829108
  1.17053725 -0.89901499  0.73870938  0.01062686  0.        ]",[-1.86750221 -0.0389148 ],"[[ -0.25708334  -0.3742828    0.04152786  -0.07843594]
 [-11.63239087  -6.05502557   0.           0.        ]]",-1.15619,-0.144473246166,[-1.57580379  0.77929928]
4,[-0.49178287 -0.0053896 ],"[ 1.05955415  0.80871023 -0.63795507 -0.48708834  0.35563461 -0.6829103
  1.06919556 -0.52813965  0.50978477 -0.31194695  0.        ]",[-1.85643172 -0.67580187],"[[ -0.52712907  -0.46320388   0.04152786  -0.07843594]
 [-15.35975614  -2.84774076   0.           0.        ]]",-1.1655,-0.123081303491,[-1.92665035 -1.23269154]
5,[-0.49178287 -0.0053896 ],"[ 0.75571628  0.74692383 -1.02378667 -0.63687176  0.35563441 -0.68290979
  0.96992294 -0.97926237  0.11445718 -0.57977649  0.        ]",[-1.80785048 -0.26921737],"[[ -0.8709574   -0.55930189   0.04152786  -0.07843594]
 [-19.01102782  -6.74900567   0.           0.        ]]",-1.32667,-0.113620504083,[-1.01411627 -0.2374352 ]
6,[-0.49178287 -0.0053896 ],"[ 0.25310457  0.63610218 -1.31119068 -0.84322645  0.35563421 -0.68290929
  0.87256742 -1.07225229 -0.45581425 -0.64868393  0.        ]",[-1.78633928  0.0044339 ],"[[ -1.28710388  -0.70235142   0.04152786  -0.07843594]
 [-22.59179355  -7.55318169   0.           0.        ]]",-1.14007,-0.131655973347,[-2.03244429  0.29488206]
7,[-0.49178287 -0.0053896 ],"[-0.41191655  0.5099137  -1.33971528 -1.01976498  0.355634   -0.68290879
  0.77710764 -0.91960161 -1.03779911 -0.38027518  0.        ]",[-1.81374025  0.40493831],"[[ -1.77416683  -0.84017121   0.04152786  -0.07843594]
 [-26.10283769  -6.2330837    0.           0.        ]]",-1.21132,-0.173735812117,[-2.13862948  0.91444788]
8,[-0.49178287 -0.0053896 ],"[-1.08390675  0.421463   -0.96472634 -1.11846044  0.3556338  -0.68290828
  0.68352098 -0.48621058 -1.40925275  0.20092865  0.        ]",[-1.879601    0.79365277],"[[ -2.3307608   -0.92723013   0.04152786  -0.07843594]
 [-29.54499125  -2.48517137   0.           0.        ]]",-1.17101,-0.220468563638,[-0.82761777  0.93833445]
9,[-0.49178287 -0.0053896 ],"[-1.48764684  0.40890222 -0.17929598 -1.13111473  0.3556336  -0.68290778
  0.61034871 -0.05040828 -1.41380237  0.9165079   0.        ]",[-1.97802663  0.90789211],"[[ -2.94866467  -0.93912129   0.04152786  -0.07843594]
 [-32.23629361   1.2835942    0.           0.        ]]",-0.565783,-0.257941058001,[-1.13247862  0.40135315]
10,[-0.49178287 -0.0053896 ],"[-1.35402962  0.45215777  0.79014443 -1.08617061  0.3556334  -0.68290728
  0.52011502  0.13099466 -1.00096784  1.53258266  0.        ]",[-2.06400657  1.01571357],"[[ -3.62669012  -0.89771071   0.04152786  -0.07843594]
 [-35.55512764   2.8523448    0.           0.        ]]",-0.103523,-0.277511939056,[-1.72521348 -0.28625541]
11,[-0.49178287 -0.0053896 ],"[-0.59596999  0.49772868  1.49111928 -1.03442416  0.3556332  -0.68290677
  0.43169255 -0.00595481 -0.2375964   1.75301333  0.        ]",[-2.09589386  1.41086876],"[[ -4.37042282  -0.85254757   0.04152786  -0.07843594]
 [-38.80734514   1.66802341   0.           0.        ]]",0.452849,-0.26946079535,[-2.62223391  0.86238044]
12,[-0.49178287 -0.0053896 ],"[ 0.48713255  0.56238338  1.41921574 -0.95218998  0.355633   -0.68290627
  0.3449893   0.3858011   0.52532763  1.34116397  0.        ]",[-2.09336948  0.56172669],"[[ -5.17856722e+00  -7.85196497e-01   4.15278606e-02  -7.84359431e-02]
 [ -4.19963298e+01   5.05587824e+00   0.00000000e+00   0.00000000e+00]]",-0.160285,-0.229261789779,[-2.13713245  0.46675723]
13,[-0.49178287 -0.0053896 ],"[ 1.2094947   0.66591627  0.44382762 -0.79352472  0.3556328  -0.68290577
  0.26003228  0.58869204  0.8073665   0.42866512  0.        ]",[-2.00733399 -0.72754467],"[[ -6.04984610e+00  -6.66474837e-01   4.15278606e-02  -7.84359431e-02]
 [ -4.51210878e+01   6.81045478e+00   0.00000000e+00   0.00000000e+00]]",-0.172079,-0.165169093132,[-2.23572298  0.94608472]
14,[-0.49178287 -0.0053896 ],"[ 0.922522    0.79008274 -0.84571615 -0.53590108  0.35563259 -0.68290526
  0.17674973  1.007008    0.33401108 -0.46346655  0.        ]",[-1.95208001 -2.21909094],"[[ -6.98300224e+00  -4.93968640e-01   4.15278606e-02  -7.84359431e-02]
 [ -4.81842584e+01   1.04280015e+01   0.00000000e+00   0.00000000e+00]]",-1.41069,-0.116112704377,[-2.34076752 -0.87267695]
15,[-0.49178287 -0.0053896 ],"[-0.30223538  0.87962766 -1.35898187 -0.25418713  0.35563239 -0.68290476
  0.09517795  0.58417237 -0.70897519 -0.66134085  0.        ]",[-1.91548157 -2.05158067],"[[ -7.97678838e+00  -3.22094723e-01   4.15278606e-02  -7.84359431e-02]
 [ -5.11845060e+01   6.77138146e+00   0.00000000e+00   0.00000000e+00]]",-1.70375,-0.157000413011,[-1.08012578 -2.70697301]
