timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.63593274 -0.30734083],"[ 1.28906816  1.00168778  0.03522523  0.73692309  0.62374855 -1.04404213
  1.83044594 -0.22539206  0.72868119  0.82008522  0.        ]",[-3.37163782 -1.31920075],"[[-0.0346416   0.05332702  0.07289808 -0.12038412]
 [-0.00398943  0.00277627  0.          0.        ]]",-3.49535,-0.181467616661,[-3.72240889 -1.94954476]
1,[-0.63593274 -0.30734083],"[ 1.28605615  1.00346678 -0.02242798  0.66076734  0.62374845 -1.04404188
  1.72551753 -0.57681572  0.72630234  0.74110753  0.        ]",[-3.37705374 -0.83259606],"[[-0.07439567  0.01366959  0.07289808 -0.12038412]
 [-3.95825498 -3.9553338   0.          0.        ]]",-3.7355,-0.173093762434,[-2.18139176 -0.70058404]
2,[-0.63593274 -0.30734083],"[ 1.26423266  0.99786841 -0.19228686  0.4570717   0.62374835 -1.04404163
  1.62265113 -0.81602271  0.69179014  0.51752785  0.        ]",[-3.33350992 -0.70976508],"[[-0.19245532 -0.09246893  0.07289808 -0.12038412]
 [-7.8348176  -6.64954019  0.          0.        ]]",-3.45985,-0.148534267207,[-3.64579606 -0.48696943]
3,[-0.63593274 -0.30734083],"[ 1.18693213  0.96408142 -0.46303785  0.17127249  0.62374825 -1.04404138
  1.52180592 -0.97539436  0.5591796   0.19032815  0.        ]",[-3.23715115 -0.95426452],"[[ -0.3872817   -0.24346983   0.07289808  -0.12038412]
 [-11.63521435  -8.44455648   0.           0.        ]]",-3.40492,-0.109973752838,[-3.76342508  0.58559645]
4,[-0.63593274 -0.30734083],"[ 1.00014981  0.9043138  -0.80201187 -0.09142779  0.62374815 -1.04404113
  1.42290602 -0.75453397  0.27932254 -0.14310313  0.        ]",[-3.10494041 -2.40025139],"[[ -0.65738081  -0.38740272   0.07289808  -0.12038412]
 [-15.36230488  -5.95699238   0.           0.        ]]",-3.27876,-0.0711792107693,[-3.43194549 -2.55257563]
5,[-0.63593274 -0.30734083],"[ 0.649293    0.80946367 -1.13769366 -0.36177287  0.62374805 -1.04404088
  1.32601345 -1.09544799 -0.18336842 -0.37918722  0.        ]",[-3.08969307 -2.30557418],"[[ -1.00126146  -0.54506852   0.07289808  -0.12038412]
 [-19.01375102  -9.7967331    0.           0.        ]]",-3.16662,-0.075571276894,[-3.12900047 -2.38654668]
6,[-0.63593274 -0.30734083],"[ 0.11192749  0.61747957 -1.3499251  -0.71518688  0.62374795 -1.04404063
  1.23100334 -1.42957054 -0.81245964 -0.34077592  0.        ]",[-3.15415812 -0.5914191 ],"[[ -1.41745786  -0.77876213   0.07289808  -0.12038412]
 [-22.59425815 -13.55998351   0.           0.        ]]",-2.97366,-0.139504118167,[-3.56875316 -1.35389934]
7,[-0.63593274 -0.30734083],"[-0.55592224  0.28710575 -1.28680569 -1.06648463  0.62374785 -1.04404038
  1.13781304 -1.75701221 -1.36220276  0.13874124  0.        ]",[-3.37079954  2.99496341],"[[ -1.90457461  -1.08696622   0.07289808  -0.12038412]
 [-26.10618689 -17.2479909    0.           0.        ]]",-3.19064,-0.214630121708,[-3.73910848  3.12322624]
8,[-0.63593274 -0.30734083],"[-1.18123213 -0.09351021 -0.82814973 -1.25528055  0.62374775 -1.04404013
  1.04637459 -1.37478289 -1.47967793  0.88274797  0.        ]",[-3.66407609  5.78511953],"[[ -2.46127305  -1.38873333   0.07289808  -0.12038412]
 [-29.55209781 -12.94291982   0.           0.        ]]",-2.52384,-0.267372271045,[-3.2807841   5.58326948]
9,[-0.63593274 -0.30734083],"[-1.48862583 -0.3822084   0.00511454 -1.2858988   0.62374765 -1.04403988
  0.95676696 -1.00004683 -1.12795202  1.47857014  0.        ]",[-4.00157738  8.81035614],"[[ -3.08619844  -1.60524565   0.07289808  -0.12038412]
 [-32.92901481  -8.72224287   0.           0.        ]]",-1.27572,-0.284932864545,[-3.19442829  7.86628292]
