timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.66228545 -0.48035783],"[ 1.29207939  1.06127226  0.15937432  0.87930175 -0.03756351 -0.93270149
  1.87379644 -0.22736888  1.18682468  0.87798197  0.        ]",[-3.98766327  0.23866788],"[[ 0.05233227  0.08150512 -0.00369924 -0.10747889]
 [ 0.00252807 -0.00470987  0.          0.        ]]",-4.78393,-0.24782525506,[-5.07225474 -0.96365328]
1,[-0.66228545 -0.48035783],"[ 1.29387195  1.06453137  0.10193803  0.80593967 -0.03756351 -0.93270135
  1.76839412 -0.55014234  1.19245669  0.79974589  0.        ]",[-3.97046089  0.88068211],"[[  1.27066639e-02   4.31434102e-02  -3.69924470e-03  -1.07478888e-01]
 [ -3.95192432e+00  -3.81875562e+00   0.00000000e+00   0.00000000e+00]]",-5.31957,-0.242469430447,[-3.09070738  0.49209372]
2,[-0.66228545 -0.48035783],"[ 1.28628377  1.06568696 -0.06885065  0.6985591  -0.03756351 -0.93270121
  1.66501649 -0.37872109  1.1856307   0.60632619  0.        ]",[-3.79342699 -0.6769672 ],"[[ -1.05245913e-01  -1.29082083e-02  -3.69924470e-03  -1.07478888e-01]
 [ -7.83041846e+00  -1.79316089e+00   0.00000000e+00   0.00000000e+00]]",-4.94172,-0.228391193169,[ -3.63930981e+00   3.00834088e-03]
3,[-0.66228545 -0.48035783],"[ 1.23183218  1.06421075 -0.34508145  0.6308129  -0.0375635  -0.93270107
  1.56370387 -0.37458274  1.12726717  0.33316619  0.        ]",[-3.65099525 -1.98214507],"[[ -2.99991046e-01  -4.82807848e-02  -3.69924470e-03  -1.07478888e-01]
 [ -1.16314405e+01  -1.74426068e+00   0.00000000e+00   0.00000000e+00]]",-4.63667,-0.206616620385,[-3.92770223 -2.62719442]
4,[-0.66228545 -0.48035783],"[ 1.07397725  1.05557195 -0.69912217  0.48908225 -0.0375635  -0.93270093
  1.464435   -0.70662309  0.94721005 -0.02443575  0.        ]",[-3.49233699 -2.857934  ],"[[ -5.69987100e-01  -1.22532336e-01  -3.69924470e-03  -1.07478888e-01]
 [ -1.53557882e+01  -5.66780802e+00   0.00000000e+00   0.00000000e+00]]",-4.46963,-0.173360889778,[-3.62867989 -3.10190133]
5,[-0.66228545 -0.48035783],"[ 0.75235099  1.01473542 -1.06485089  0.20392097 -0.0375635  -0.93270079
  1.36712156 -1.03207731  0.5478752  -0.38160327  0.        ]",[-3.36352539 -3.21579599],"[[ -9.13733423e-01  -2.74474313e-01  -3.69924470e-03  -1.07478888e-01]
 [ -1.90067747e+01  -9.51353141e+00   0.00000000e+00   0.00000000e+00]]",-4.16074,-0.129004839539,[-4.21962824 -3.34732185]
6,[-0.66228545 -0.48035783],"[ 0.23451465  0.89711864 -1.32490578 -0.199696   -0.03756349 -0.93270065
  1.2717094  -1.35105508 -0.09101017 -0.52028657  0.        ]",[-3.30439115 -2.82636499],"[[ -1.32978246e+00  -5.02563441e-01  -3.69924470e-03  -1.07478888e-01]
 [ -2.25864313e+01  -1.32827276e+01   0.00000000e+00   0.00000000e+00]]",-4.38517,-0.0958941839713,[-2.86138756 -2.86925191]
7,[-0.66228545 -0.48035783],"[-0.43646245  0.6468684  -1.32318492 -0.65834511 -0.03756349 -0.93270051
  1.17813423 -1.66365611 -0.78100136 -0.19615358  0.        ]",[-3.44986963  0.55405009],"[[ -1.81673117e+00  -8.05281101e-01  -3.69924470e-03  -1.07478888e-01]
 [ -2.60971695e+01  -1.69765758e+01   0.00000000e+00   0.00000000e+00]]",-4.44759,-0.12423020727,[-4.57766741  0.004742  ]
8,[-0.66228545 -0.48035783],"[-1.09830893  0.26977974 -0.92440847 -1.01881361 -0.03756349 -0.93270037
  1.08631669 -1.63330266 -1.10739207  0.56901579  0.        ]",[-3.72443342  5.1983304 ],"[[ -2.37323442e+00  -1.14121584e+00  -3.69924470e-03  -1.07478888e-01]
 [ -2.95419665e+01  -1.66179106e+01   0.00000000e+00   0.00000000e+00]]",-3.54571,-0.187650237077,[-3.71850581  6.078588  ]
9,[-0.66228545 -0.48035783],"[-1.47495626 -0.10762558 -0.12407578 -1.17409146 -0.03756349 -0.93270023
  0.99627398 -1.26995981 -0.84060877  1.32495042  0.        ]",[ -4.38002872  10.08652401],"[[ -2.99796956e+00  -1.43049834e+00  -3.69924470e-03  -1.07478888e-01]
 [ -3.29201765e+01  -1.23244809e+01   0.00000000e+00   0.00000000e+00]]",-1.95278,-0.235378377339,[-3.964234    9.77434063]
10,[-0.66228545 -0.48035783],"[-1.28550742 -0.38558488  0.83910362 -1.18900115 -0.03756348 -0.93270009
  0.90803955 -0.91373241 -0.19634771  1.64341109  0.        ]",[ -5.18610096  13.40926933],"[[ -3.68958909e+00  -1.63475561e+00  -3.69924470e-03  -1.07478888e-01]
 [ -3.62305450e+01  -8.11512889e+00   0.00000000e+00   0.00000000e+00]]",-0.146337,-0.250295303691,[ -4.92405973  12.70250109]
11,[-0.66228545 -0.48035783],"[-0.46299563 -0.54913826  1.48297371 -1.16027159 -0.03756348 -0.93269995
  0.82158604 -0.56448528  0.43555307  1.41316674  0.        ]",[ -5.38293505  14.49465084],"[[ -4.44674587e+00  -1.75565340e+00  -3.69924470e-03  -1.07478888e-01]
 [ -3.94740975e+01  -3.98825842e+00   0.00000000e+00   0.00000000e+00]]",0.450863,-0.22997391554,[ -5.10111505  15.07299285]
12,[-0.66228545 -0.48035783],"[ 0.63652169 -0.60145884  1.31559506 -1.14503354 -0.03756348 -0.93269981
  0.7368806  -0.22207391  0.72043786  0.80096295  0.        ]",[ -4.74974394  12.05950069],"[[ -5.26811577e+00  -1.79482446e+00  -3.69924470e-03  -1.07478888e-01]
 [ -4.26520668e+01   5.78378721e-02   0.00000000e+00   0.00000000e+00]]",-1.50232,-0.17715110862,[ -4.89682416  10.73936501]
13,[-0.66228545 -0.48035783],"[ 1.28209903 -0.54674141  0.27265287 -1.16089757 -0.03756347 -0.93269967
  0.65389036  0.11365429  0.49547789  0.14705251  0.        ]",[-3.5579133   5.87525845],"[[ -6.15239956e+00  -1.75386636e+00  -3.69924470e-03  -1.07478888e-01]
 [ -4.57656858e+01   4.02496247e+00   0.00000000e+00   0.00000000e+00]]",-3.5942,-0.0976807755115,[-3.72932807  6.21650535]
14,[-0.66228545 -0.48035783],"[ 0.85668914 -0.38501938 -0.97207227 -1.18905096 -0.03756347 -0.93269953
  0.5725844   0.44285143 -0.16010088 -0.14209854  0.        ]",[-3.12712455 -1.92351723],"[[ -7.09832194e+00  -1.63434041e+00  -3.69924470e-03  -1.07478888e-01]
 [ -4.88161145e+01   7.91491323e+00   0.00000000e+00   0.00000000e+00]]",-4.35351,-0.0376075301758,[-3.53942178 -1.43481681]
