timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.57124549 -0.03334531],"[ 1.27349162  0.9120065   0.00390985  0.30435466 -0.90796512 -0.21296739
  1.70093358 -0.22070997  1.7500876   0.09821354  0.        ]",[-2.52987432 -0.24614672],"[[-0.06060059 -0.07984901 -0.10465552 -0.02469272]
 [ 0.00193192 -0.00352365  0.          0.        ]]",-1.73309,-0.313405521337,[-1.97150284 -0.14930543]
1,[-0.57124549 -0.03334531],"[ 1.26907587  0.91135518 -0.05378469  0.29292348 -0.90796473 -0.21296733
  1.59662112 -0.28094385  1.74340638  0.04340135  0.        ]",[-2.51662254 -0.40455011],"[[-0.10025059 -0.08583494 -0.10465552 -0.02469272]
 [-3.95376255 -0.59310855  0.          0.        ]]",-1.64812,-0.31230629199,[-2.64274805 -1.16200368]
2,[-0.57124549 -0.03334531],"[ 1.24316378  0.90382702 -0.22372705  0.19494347 -0.90796434 -0.21296728
  1.49440566 -0.68411379  1.70306522 -0.13872269  0.        ]",[-2.5048933  -0.13106941],"[[-0.21821655 -0.13729191 -0.10465552 -0.02469272]
 [-7.82994281 -4.53943764  0.          0.        ]]",-1.42228,-0.307433520096,[-3.4391429  -1.40159967]
3,[-0.57124549 -0.03334531],"[ 1.15952789  0.86966511 -0.49353842 -0.0481757  -0.90796396 -0.21296723
  1.39420693 -1.07929888  1.56397952 -0.44260362  0.        ]",[-2.48573446  0.04343209],"[[ -0.41293844  -0.26689143  -0.10465552  -0.02469272]
 [-11.62965245  -8.40761164   0.           0.        ]]",-1.48642,-0.294218849568,[-2.31816797  1.05266778]
4,[-0.57124549 -0.03334531],"[ 0.96517059  0.81568907 -0.8289802  -0.27775721 -0.90796357 -0.21296718
  1.29590496 -0.65759818  1.28480611 -0.75459094  0.        ]",[-2.42257595 -1.32148552],"[[ -0.68293358  -0.39362932  -0.10465552  -0.02469272]
 [-15.35743894  -4.27990368   0.           0.        ]]",-1.37029,-0.270628303405,[-2.86003925  1.10704832]
5,[-0.57124549 -0.03334531],"[ 0.6074007   0.79178515 -1.15679745 -0.35662515 -0.90796318 -0.21296713
  1.1995518  -0.24422495  0.89355046 -0.97016775  0.        ]",[-2.41153693 -2.15931726],"[[ -1.02674334  -0.43863096  -0.10465552  -0.02469272]
 [-19.01132818  -0.233706     0.           0.        ]]",-1.26271,-0.239184240526,[-2.4017741  -1.68462955]
6,[-0.57124549 -0.03334531],"[ 0.06678046  0.76587955 -1.35565317 -0.43271346 -0.9079628  -0.21296707
  1.10518009 -0.64805856  0.37034289 -1.01557027  0.        ]",[-2.36643696 -2.03816676],"[[ -1.4428758   -0.48296559  -0.10465552  -0.02469272]
 [-22.59008102  -4.18652936   0.           0.        ]]",-1.14537,-0.194478189911,[-2.33062845 -0.53269838]
7,[-0.57124549 -0.03334531],"[-0.59714105  0.69620613 -1.27446405 -0.60414067 -0.90796241 -0.21296702
  1.01264335 -0.85481801 -0.21219859 -0.74237292  0.        ]",[-2.33402944 -1.41317725],"[[ -1.92988501e+00  -5.87002682e-01  -1.04655515e-01  -2.46927221e-02]
 [ -2.60992518e+01  -6.21034406e+00   0.00000000e+00   0.00000000e+00]]",-1.0963,-0.134715452931,[-1.89600148 -1.03878681]
8,[-0.57124549 -0.03334531],"[-1.20909222  0.56387927 -0.79723094 -0.84852072 -0.90796202 -0.21296697
  0.92192907 -1.24644908 -0.59179668 -0.08102198  0.        ]",[-2.39720201  1.39876676],"[[ -2.48638281e+00  -7.49672604e-01  -1.04655515e-01  -2.46927221e-02]
 [ -2.95393141e+01  -1.00437305e+01   0.00000000e+00   0.00000000e+00]]",-1.0362,-0.0880321948483,[-1.80058699  1.68292935]
9,[-0.57124549 -0.03334531],"[-1.49547285  0.40985041  0.04772458 -1.05424292 -0.90796164 -0.21296692
  0.83292553 -0.82117868 -0.48215851  0.73282901  0.        ]",[-2.56267786  4.16628504],"[[ -3.11103435e+00  -9.08783737e-01  -1.04655515e-01  -2.46927221e-02]
 [ -3.29145039e+01  -5.88108418e+00   0.00000000e+00   0.00000000e+00]]",0.226075,-0.124871740891,[-3.67457526  3.30460243]
