timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.52674311 -0.01977559],"[ 1.26326833  0.91424717  0.16427949  0.28723954 -1.53375394  0.71735889
  1.61115252 -0.21074839  2.176713   -0.41024938  0.        ]",[-2.23864794 -0.70200908],"[[ 0.04564329 -0.0557837  -0.17731591  0.08304224]
 [ 0.00038313  0.00382837  0.          0.        ]]",-0.81483,-0.39530231688,[-1.42713293 -0.57759103]
1,[-0.52674311 -0.01977559],"[ 1.264683    0.91223014  0.1061508   0.24454745 -1.53375223  0.71735853
  1.50636995 -0.45979077  2.17563672 -0.47711058  0.        ]",[-2.22835231 -0.48253658],"[[ 0.00596925 -0.0786389  -0.17731591  0.08304224]
 [-3.9546236  -2.28173575  0.          0.        ]]",-0.350712,-0.397447735508,[-3.21458509 -0.43861619]
2,[-0.52674311 -0.01977559],"[ 1.25603771  0.90320963 -0.06645132  0.12808986 -1.53375052  0.71735816
  1.40365331 -0.64394379  2.15300792 -0.67061512  0.        ]",[-2.22267938 -0.43222243],"[[-0.11202259 -0.14123042 -0.17731591  0.08304224]
 [-7.83166221 -3.97178466  0.          0.        ]]",-0.603859,-0.402066810059,[-1.346796   -1.32017297]
3,[-0.52674311 -0.01977559],"[ 1.20013343  0.87227355 -0.3452359  -0.08894064 -1.53374882  0.7173578
  1.3029871  -1.06665678  2.04874908 -0.98220076  0.        ]",[-2.20859694 -0.08956277],"[[ -0.30677836  -0.25958964  -0.17731591   0.08304224]
 [-11.63131523  -7.85119763   0.           0.        ]]",-0.275412,-0.404034900594,[-2.45302563  1.23884914]
4,[-0.52674311 -0.01977559],"[ 1.04094124  0.82484627 -0.70193905 -0.2946523  -1.53374711  0.71735744
  1.20422722 -0.61808875  1.81006273 -1.32122784  0.        ]",[-2.22126198 -0.97338486],"[[ -0.57680597  -0.37530982  -0.17731591   0.08304224]
 [-15.35902136  -3.73451203   0.           0.        ]]",-0.22959,-0.396478808078,[-1.45444709 -0.97502216]
5,[-0.52674311 -0.01977559],"[ 0.71885652  0.76295647 -1.06929309 -0.48613687 -1.5337454   0.71735708
  1.10749303 -1.03050006  1.40195963 -1.59285462  0.        ]",[-2.20330811 -0.69372839],"[[ -0.92061943  -0.48797539  -0.17731591   0.08304224]
 [-19.01027305  -7.51938121   0.           0.        ]]",0.347502,-0.372675041852,[-2.59965966 -0.81232436]
6,[-0.52674311 -0.01977559],"[ 0.20242186  0.63300931 -1.32837299 -0.76969449 -1.53374369  0.71735672
  1.01264315 -1.36450512  0.804568   -1.64762952  0.        ]",[-2.1695137  -0.10379077],"[[ -1.33674354  -0.66911917  -0.17731591   0.08304224]
 [-22.59040574 -10.58469063   0.           0.        ]]",0.492692,-0.319689174889,[-1.50748819 -0.26122464]
7,[-0.52674311 -0.01977559],"[-0.46449982  0.43039984 -1.32168177 -1.06210291 -1.53374198  0.71735636
  0.91961894 -1.45405306  0.20459659 -1.31138264  0.        ]",[-2.13566804  0.82256615],"[[ -1.82377895  -0.88906     -0.17731591   0.08304224]
 [-26.10163219 -11.40652173   0.           0.        ]]",0.334526,-0.231563395477,[-1.85239662  1.55704095]
8,[-0.52674311 -0.01977559],"[-1.11963985  0.22736394 -0.91367972 -1.25528814 -1.53374027  0.717356
  0.82838488 -0.99758084 -0.10127036 -0.64763693  0.        ]",[-2.14383316  1.79959631],"[[ -2.38036381  -1.07516009  -0.17731591   0.08304224]
 [-29.54529229  -7.21729771   0.           0.        ]]",-0.0502756,-0.118056515574,[-1.91918844  0.72984966]
9,[-0.52674311 -0.01977559],"[-1.48851508  0.09200866 -0.101994   -1.34579327 -1.53373856  0.71735564
  0.73897922 -0.66660242  0.03687449  0.07430569  0.        ]",[-2.19960237  3.14120126],"[[ -3.00512952  -1.18903119  -0.17731591   0.08304224]
 [-32.91994126  -4.17977788   0.           0.        ]]",0.638454,-0.0237830388006,[-2.27402298  3.84717675]
10,[-0.52674311 -0.01977559],"[-1.29369     0.03917157  0.86991776 -1.37415834 -1.53373685  0.71735528
  0.6513582  -0.2255168   0.57962346  0.55690397  0.        ]",[-2.26788568  3.71792507],"[[ -3.69671329  -1.23201326  -0.17731591   0.08304224]
 [-36.22722998  -0.13175839   0.           0.        ]]",1.48322,-0.139236815559,[-3.57919436  3.13264071]
