timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.6400463  -0.42267042],"[ 1.28498975  1.02581767  0.22697721  0.57939132 -0.51985856 -0.63973794
  1.84918898 -0.22527631  1.51593213  0.63444726  0.        ]",[-3.76893234  1.66691327],"[[ 0.09820724 -0.04866063 -0.05929258 -0.07364994]
 [ 0.00373279  0.00419864  0.          0.        ]]",-3.60868,-0.283002400327,[-3.54854266  2.20849622]
1,[-0.6400463  -0.42267042],"[ 1.28930596  1.02736348  0.16962977  0.65577176 -0.5198585  -0.63973785
  1.74398643  0.11935429  1.51777477  0.60994577  0.        ]",[-3.69977474  0.08367917],"[[ 0.05857521 -0.00883421 -0.05929258 -0.07364994]
 [-3.95375385  3.96523772  0.          0.        ]]",-3.97206,-0.282088006013,[-3.31748035  0.45779871]
2,[-0.6400463  -0.42267042],"[  1.28923695e+00   1.02220334e+00  -1.53595317e-03   8.41135550e-01
  -5.19858432e-01  -6.39737765e-01   1.64088753e+00   2.70367855e-01
   1.51829107e+00   5.21811236e-01   0.00000000e+00]",[-3.62233067 -1.56722236],"[[-0.05941254  0.08788535 -0.05929258 -0.07364994]
 [-7.83210983  5.70092412  0.          0.        ]]",-3.63805,-0.278242239518,[-4.13580265 -2.60995741]
3,[-0.6400463  -0.42267042],"[ 1.2470024   1.00993629 -0.28033495  0.98041827 -0.51985837 -0.63973767
  1.53988659 -0.08383381  1.49761828  0.31867589  0.        ]",[-3.53101921 -2.24863672],"[[ -0.25417553   0.1610579   -0.05929258  -0.07364994]
 [-11.63154828   1.6298801    0.           0.        ]]",-3.67672,-0.268348525615,[-3.30507646 -2.28046329]
4,[-0.6400463  -0.42267042],"[ 1.10494525  1.01151075 -0.6418435   0.96631748 -0.5198583  -0.63973759
  1.44088341 -0.4310322   1.39507474 -0.0213705   0.        ]",[-3.45012999 -2.91019392],"[[ -0.52417349   0.15361715  -0.05929258  -0.07364994]
 [-15.35583858  -2.36067144   0.           0.        ]]",-3.21259,-0.248931937923,[-4.56286313 -3.33623517]
5,[-0.6400463  -0.42267042],"[ 0.79989126  1.02437077 -1.02285603  0.80148341 -0.51985823 -0.6397375
  1.34384    -0.7713602   1.10960931 -0.42922697  0.        ]",[-3.3610487  -3.48547673],"[[ -0.86791756   0.06715744  -0.05929258  -0.07364994]
 [-19.00640894  -6.27225796   0.           0.        ]]",-3.27896,-0.216488171522,[-3.80197584 -3.03851308]
6,[-0.6400463  -0.42267042],"[ 0.29431652  1.02109802 -1.30758622  0.48736003 -0.51985817 -0.63973741
  1.24871271 -1.10493743  0.56033168 -0.73282494  0.        ]",[-3.28528285 -3.60335207],"[[ -1.28394923  -0.09675595  -0.05929258  -0.07364994]
 [-22.58490097 -10.10625539   0.           0.        ]]",-3.08315,-0.169464937,[-3.7275584  -3.86179882]
7,[-0.6400463  -0.42267042],"[-0.37560826  0.95162961 -1.33794632  0.0390251  -0.5198581  -0.63973732
  1.15544728 -1.4318684  -0.18594    -0.66179816  0.        ]",[-3.23877954 -3.24309945],"[[ -1.77084657  -0.33658356  -0.05929258  -0.07364994]
 [-26.09335555 -13.86386582   0.           0.        ]]",-3.1723,-0.120078247145,[-3.04087123 -3.49188358]
8,[-0.6400463  -0.42267042],"[-1.05383342  0.75134028 -0.97103721 -0.48971761 -0.51985804 -0.63973723
  1.06397684 -1.75224482 -0.78838215 -0.0261324   0.        ]",[-3.38601971  0.75980073],"[[ -2.32723323  -0.65080838  -0.05929258  -0.07364994]
 [-29.53428774 -17.54614445   0.           0.        ]]",-3.39422,-0.119090067102,[-3.2279039   0.05002658]
9,[-0.6400463  -0.42267042],"[-1.46513363  0.41082947 -0.18919441 -0.93792404 -0.51985797 -0.63973714
  0.97421345 -1.70442224 -0.77151381  0.91689559  0.        ]",[-3.94137383  8.48239231],"[[ -2.95179536  -0.99621894  -0.05929258  -0.07364994]
 [-32.91100557 -16.99649961   0.           0.        ]]",-0.878133,-0.176746313136,[-4.03708719  8.04824802]
