timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.01042805 -0.01403283],"[ 1.0835232   1.15154198  0.06208821 -0.19250399 -1.22099632 -1.12915637
  0.2353928  -0.03808987  1.89141017  0.86163201  0.        ]",[-0.14939234  0.03775547],"[[ 0.01513262 -0.07246192 -0.14229426 -0.12632745]
 [-0.00439597 -0.0036122   0.          0.        ]]",-0.494658,-0.3724880374,[ 0.37254754 -1.30031184]
1,[-0.01042805 -0.01403283],"[ 1.08303784  1.14684776  0.08435457 -0.25757191 -1.2209665  -1.12913119
  0.36998818 -0.55531568  1.88995367  0.85326191  0.        ]",[-0.14814994  0.03676423],"[[ 0.02984761 -0.11226703 -0.14229426 -0.12632745]
 [ 1.47097664 -3.96369874  0.          0.        ]]",-0.157668,-0.371858337782,[ 0.71556871  1.12049014]
2,[-0.01042805 -0.01403283],"[ 1.07830963  1.14035083  0.17124609 -0.32066762 -1.22093669 -1.129106
  0.62543419 -0.02803496  1.88873511  0.90405338  0.        ]",[-0.14859487  0.03704976],"[[ 0.08736096 -0.15103666 -0.14229426 -0.12632745]
 [ 4.27104246  0.07328706  0.          0.        ]]",-0.286172,-0.374275560646,[ 0.85608511  0.25604302]
3,[-0.01042805 -0.01403283],"[ 1.0541042   1.14246166  0.34865353 -0.30180215 -1.22090688 -1.12908082
  0.92663952  0.1040306   1.87801025  1.0737499   0.        ]",[-0.1488086   0.03689354],"[[ 0.20590885 -0.13942607 -0.14229426 -0.12632745]
 [ 7.5727531   1.08441071  0.          0.        ]]",-0.263667,-0.382357607206,[-0.27355281 -0.29329344]
4,[-0.01042805 -0.01403283],"[ 1.00127334  1.14411138  0.55109599 -0.28581184 -1.22087707 -1.12905565
  0.81427559 -0.05039327  1.84097246  1.26661641  0.        ]",[-0.1493268   0.03729519],"[[ 0.34500812 -0.12960009 -0.14229426 -0.12632745]
 [ 6.34127402 -0.09787628  0.          0.        ]]",-0.0641342,-0.389833960554,[ 0.57240287  1.24264951]
5,[-0.01042805 -0.01403283],"[ 0.91703403  1.14939282  0.75590342 -0.22415936 -1.22084726 -1.12903047
  1.00925532  0.46693639  1.76655999  1.48172896  0.        ]",[-0.15101504  0.03867204],"[[ 0.49327869 -0.09181838 -0.14229426 -0.12632745]
 [ 8.47866474  3.86285068  0.          0.        ]]",-0.0839608,-0.396129704911,[-0.20299185  0.33834554]
6,[-0.01042805 -0.01403283],"[ 0.79605956  1.1547205   0.95893279 -0.07670446 -1.22081746 -1.12900529
  0.92063153  0.63197861  1.63018875  1.72363823  0.        ]",[-0.15239494  0.04005769],"[[  6.53107355e-01  -1.88296844e-03  -1.42294255e-01  -1.26327446e-01]
 [  7.50744240e+00   5.12647328e+00   0.00000000e+00   0.00000000e+00]]",-0.20203,-0.400006781221,[ 0.7992923   0.14714339]
7,[-0.01042805 -0.01403283],"[ 0.62575059  1.14763185  1.15965798  0.09922626 -1.22078765 -1.12898012
  1.19551061  0.69465806  1.41920372  1.95400697  0.        ]",[-0.15355852  0.04086841],"[[  0.83348896   0.10546199  -0.14229426  -0.12632745]
 [ 10.52069873   5.60641896   0.           0.        ]]",-0.162945,-0.398668727761,[ 1.03791766  0.48377209]
8,[-0.01042805 -0.01403283],"[ 0.34313839  1.11952012  1.37514071  0.30978251 -1.22075785 -1.12895495
  1.53733208  0.93014448  1.06910185  2.16224262  0.        ]",[-0.15512796  0.04229712],"[[  1.08149997   0.23568048  -0.14229426  -0.12632745]
 [ 14.26796848   7.40940339   0.           0.        ]]",0.0901141,-0.387470225193,[-0.30307304  0.54957089]
9,[-0.01042805 -0.01403283],"[-0.01023603  1.05216684  1.51661129  0.57217503 -1.22072806 -1.12892978
  1.40213041  1.19523267  0.6243116   2.23372399  0.        ]",[-0.15729247  0.04449683],"[[  1.35199429   0.40423333  -0.14229426  -0.12632745]
 [ 12.78644649   9.43910023   0.           0.        ]]",0.106687,-0.361825255245,[-0.11723939  0.06864509]
