timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.6002301  -0.23398785],"[ 1.28515572  0.98397927  0.1812446   0.57561593  0.65343419  1.20053138
  1.81250301 -0.22512371  0.70387775 -0.70577629  0.        ]",[-2.77697229 -4.8855958 ],"[[ 0.06528786 -0.01294947  0.07638843  0.13881002]
 [ 0.00229686  0.00397798  0.          0.        ]]",-1.36148,-0.183752998022,[-4.39213851 -4.37536074]
1,[-0.6002301  -0.23398785],"[ 1.28765871  0.98225074  0.12370809  0.49941909  0.65343406  1.200531
  1.70773522 -0.58361735  0.70560484 -0.78448118  0.        ]",[-2.76052904 -4.80924273],"[[ 0.02565828 -0.05258309  0.07638843  0.13881002]
 [-3.95209637 -3.95415392  0.          0.        ]]",-1.5336,-0.192897422939,[-2.66821718 -4.83006522]
2,[-0.6002301  -0.23398785],"[ 1.28220321  0.96476756 -0.04750845  0.27394712  0.65343394  1.20053062
  1.60503723 -0.93501504  0.68108499 -1.01683565  0.        ]",[-2.76602578 -4.67324495],"[[-0.09227516 -0.17059334  0.07638843  0.13881002]
 [-7.82837141 -7.8339405   0.          0.        ]]",-1.11728,-0.218941125761,[-2.88193244 -5.66681408]
3,[-0.6002301  -0.23398785],"[ 1.23128304  0.89619477 -0.32497464 -0.08690254  0.65343382  1.20053024
  1.50436045 -1.2794519   0.5476645  -1.37272012  0.        ]",[-2.76474333 -4.50870371],"[[ -0.28696793  -0.36542839   0.07638843   0.13881002]
 [-11.62836127 -11.63687474   0.           0.        ]]",-1.04715,-0.257176332378,[-3.51379807 -3.73872085]
4,[-0.6002301  -0.23398785],"[ 1.07810729  0.72416298 -0.68183381 -0.54143714  0.6534337   1.20052986
  1.40564715 -1.6170535   0.20452717 -1.74542932  0.        ]",[-2.79110575 -4.10895872],"[[ -0.55691548  -0.63556526   0.07638843   0.13881002]
 [-15.35424402 -15.36434468   0.           0.        ]]",-0.797529,-0.297965104808,[-2.72710432 -3.8392737 ]
5,[-0.6002301  -0.23398785],"[ 0.76152335  0.39496071 -1.05270717 -0.99656317  0.65343358  1.20052948
  1.30883084 -1.94793699 -0.37072113 -1.91984023  0.        ]",[-2.9272871  -3.02760291],"[[ -0.90066037  -0.97950772   0.07638843   0.13881002]
 [-19.0085295  -19.01764569   0.           0.        ]]",-0.260639,-0.325485495627,[-3.39752659 -2.95873651]
6,[-0.6002301  -0.23398785],"[ 0.24756854 -0.11528891 -1.3204008  -1.2937754   0.65343346  1.2005291
  1.21384565 -2.27222006 -0.98529806 -1.66761757  0.        ]",[-3.2206471 -1.7006793],"[[ -1.3167961   -1.39578526   0.07638843   0.13881002]
 [-22.59370266 -22.59807931   0.           0.        ]]",-0.238109,-0.319456588322,[-2.95427956 -1.32943806]
7,[-0.6002301  -0.23398785],"[-0.42276082 -0.75588641 -1.32770468 -1.23019361  0.65343334  1.20052872
  1.12064874 -2.59004075 -1.23612071 -1.03203915  0.        ]",[-3.54962516 -0.56939805],"[[ -1.80395897  -1.88295517   0.07638843   0.13881002]
 [-26.11138019 -26.10717234   0.           0.        ]]",-0.348843,-0.263660627989,[-3.20999613 -1.37620551]
8,[-0.6002301  -0.23398785],"[-1.08887342 -1.36349298 -0.9365838  -0.64166083  0.65343322  1.20052834
  1.0292512  -2.90158333 -0.90495739 -0.53859881  0.        ]",[-3.76882482 -0.5659281 ],"[[ -2.36079921  -2.43960997   0.07638843   0.13881002]
 [-29.56114358 -29.54696162   0.           0.        ]]",-1.15151,-0.170003375039,[-3.51099923 -1.36457522]
9,[-0.6002301  -0.23398785],"[-1.47460708 -1.67426179 -0.13891331  0.45215951  0.6534331   1.20052796
  0.93974313 -2.66190632 -0.49172726 -0.72065919  0.        ]",[-3.64064598 -2.49776959],"[[ -2.98593151  -3.06438929   0.07638843   0.13881002]
 [-32.93959079 -26.90070948   0.           0.        ]]",-2.00132,-0.145830628591,[-2.95909114 -2.3553608 ]
10,[-0.6002301  -0.23398785],"[-1.29629608 -1.67104116  0.82907305  0.80012618  0.65343298  1.20052758
  0.85215573 -0.12897716 -0.53210148 -0.8795719   0.        ]",[-3.04090834 -2.93187141],"[[ -3.67789012  -3.24553838   0.07638843   0.13881002]
 [-36.24554448   1.06547932   0.           0.        ]]",-2.95486,-0.171727102444,[-4.00311744 -2.40487851]
11,[-0.6002301  -0.23398785],"[-0.48179236 -1.6775401   1.48444394  0.6622391   0.65343285  1.2005272
  0.76627085  0.17551504 -0.5464151  -0.84792348  0.        ]",[-3.20634556 -1.54279065],"[[ -4.43532521  -3.17367834   0.07638843   0.13881002]
 [-39.48723808   4.42739165   0.           0.        ]]",-3.07979,-0.168253129401,[-4.2799122  -0.23576688]
12,[-0.6002301  -0.23398785],"[ 0.61831221 -1.67668401  1.32963727  0.50800833  0.65343273  1.20052682
  0.68208341  0.0923764  -0.54413735 -0.8515389   0.        ]",[-3.25024486 -1.81853318],"[[ -5.25695226  -3.09347978   0.07638843   0.13881002]
 [-42.66486298   3.50945442   0.           0.        ]]",-2.1083,-0.168594664105,[-3.07677529 -1.63542504]
13,[-0.6002301  -0.23398785],"[ 1.27418949 -1.67189327  0.29166379  0.41314334  0.65343261  1.20052644
  0.59956306 -0.07649505 -0.58730916 -0.85645893  0.        ]",[-3.17135191 -2.91728425],"[[ -6.14150044  -3.04402954   0.07638843   0.13881002]
 [-45.7795651    1.64493756   0.           0.        ]]",-0.819025,-0.172727697012,[-2.61374583 -1.7925929 ]
14,[-0.6002301  -0.23398785],"[ 0.8620752  -1.66861249 -0.96080973  0.36978942  0.65343249  1.20052606
  0.51867714 -0.15881749 -0.63504251 -0.79777165  0.        ]",[-3.00739074 -4.46212244],"[[ -7.08772361  -3.02135791   0.07638843   0.13881002]
 [-48.83257674   0.7360118    0.           0.        ]]",-0.112046,-0.168803468461,[-3.26515009 -3.66573778]
15,[-0.6002301  -0.23398785],"[-0.4325634  -1.66694933 -1.32523069  0.35070722  0.65343237  1.20052568
  0.43939252 -0.19656743 -0.61024196 -0.70619938  0.        ]",[-2.97458839 -4.72110653],"[[ -8.09440059  -3.01136001   0.07638843   0.13881002]
 [-51.82514799   0.31921295   0.           0.        ]]",-1.16079,-0.154244553241,[-3.34478434 -4.53613533]
16,[-0.6002301  -0.23398785],"[-1.4430994  -1.66619442 -0.29347218  0.34252314  0.65343225  1.20052529
  0.36167739 -0.21321668 -0.51193674 -0.67893886  0.        ]",[-2.97841978 -3.74158835],"[[ -9.16033461  -3.00706811   0.07638843   0.13881002]
 [-54.75847957   0.13538764   0.           0.        ]]",-3.15891,-0.141617854215,[-2.90685736 -4.85489367]
17,[-0.6002301  -0.23398785],"[-1.00882818 -1.66586892  1.18750637  0.33907971  0.65343213  1.20052491
  0.28550069 -0.22036434 -0.43860291 -0.76367519  0.        ]",[-3.39408255 -0.33211988],"[[ -1.02843527e+01  -3.00526158e+00   7.63884295e-02   1.38810018e-01]
 [ -5.76337436e+01   5.64697454e-02   0.00000000e+00   0.00000000e+00]]",-2.95215,-0.148190668555,[-4.25403983  0.4465386 ]
18,[-0.6002301  -0.23398785],"[ 0.52742233 -1.66221803  1.38245164  0.30315043  0.65343201  1.20052453
  0.21083588 -0.06014181 -0.47394846 -0.87793339  0.        ]",[-3.39806175 -0.79533935],"[[-11.46530367  -2.98638383   0.07638843   0.13881002]
 [-60.4519422    1.82549233   0.           0.        ]]",-2.14032,-0.167440818189,[-3.95446604 -0.26322355]
19,[-0.6002301  -0.23398785],"[ 1.27534158 -1.65649122 -0.11019314  0.25437961  0.65343189  1.20052415
  0.13764721 -0.15757007 -0.60479432 -0.89699054  0.        ]",[-3.15461111 -3.235255  ],"[[-12.70205928  -2.96066806   0.07638843   0.13881002]
 [-63.21442405   0.74978335   0.           0.        ]]",-0.231398,-0.179861221937,[-3.85072192 -3.12600063]
