timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.64201891 -0.30678657],"[ 1.28437025  1.00505392  0.21757764  0.55647417 -0.72674759  1.54582917
  1.83282139 -0.22542116  1.6547682  -0.9429865   0.        ]",[-3.33636689 -3.84284425],"[[ 0.09112083 -0.0431773  -0.08325368  0.17868338]
 [-0.0046635   0.0025131   0.          0.        ]]",-1.14833,-0.335676983506,[-3.31840579 -3.81897402]
1,[-0.64201891 -0.30678657],"[ 1.28830518  1.00170427  0.15997066  0.48043593 -0.72674746  1.54582858
  1.72786992 -0.57596706  1.65687934 -1.0219866   0.        ]",[-3.31249547 -3.28343892],"[[ 0.05135338 -0.08283994 -0.08325368  0.17868338]
 [-3.95892435 -3.95559023  0.          0.        ]]",-0.897475,-0.342374492929,[-3.64076176 -3.93974219]
2,[-0.64201891 -0.30678657],"[ 1.2870446   0.97933354 -0.01140491  0.25608449 -0.72674734  1.54582799
  1.62499138 -0.91957415  1.63337661 -1.25484802  0.        ]",[-3.29534459 -2.71231031],"[[-0.06671545 -0.20087862 -0.08325368  0.17868338]
 [-7.83508763 -7.83534673  0.          0.        ]]",-0.893008,-0.359957172624,[-3.56307021 -2.96078111]
3,[-0.64201891 -0.30678657],"[ 1.24285317  0.90264087 -0.29012174 -0.10116014 -0.72674721  1.5458274
  1.5241367  -1.25637444  1.50140891 -1.61147628  0.        ]",[-3.2563138  -2.11960053],"[[ -0.26154172  -0.39574146  -0.08325368   0.17868338]
 [-11.63500151 -11.63824773   0.           0.        ]]",-0.996581,-0.380919540106,[-3.72647566 -0.26685865]
4,[-0.64201891 -0.30678657],"[ 1.09823532  0.74344192 -0.65084779 -0.50288599 -0.72674709  1.54582681
  1.42522597 -1.32939506  1.1777036  -1.97765205  0.        ]",[-3.16713142 -2.34164071],"[[ -0.53163102  -0.63677932  -0.08325368   0.17868338]
 [-15.36167627 -12.46274666   0.           0.        ]]",-0.858008,-0.393013098768,[-2.50782586 -2.14096191]
5,[-0.64201891 -0.30678657],"[ 0.79042545  0.47412704 -1.02982278 -0.89279814 -0.72674696  1.54582622
  1.32825954 -1.65803414  0.64176345 -2.17698839  0.        ]",[-3.12296152 -0.94953376],"[[ -0.87551682  -0.92326625  -0.08325368   0.17868338]
 [-19.01509846 -16.17350177   0.           0.        ]]",-0.511749,-0.382742553566,[-3.04919916 -0.02951858]
6,[-0.64201891 -0.30678657],"[ 0.28266639  0.0947689  -1.3107866  -1.18040888 -0.72674684  1.54582563
  1.23313052 -1.63979268  0.03413126 -2.01998943  0.        ]",[-3.12399817 -0.09781237],"[[ -1.29177774  -1.24467084  -0.08325368   0.17868338]
 [-22.59929411 -15.96754045   0.           0.        ]]",-0.0545382,-0.338005727296,[-3.50996578 -0.9053302 ]
7,[-0.64201891 -0.30678657],"[-0.38769743 -0.36978127 -1.33558298 -1.28101752 -0.72674671  1.54582504
  1.13985168 -1.92898476 -0.35109704 -1.48238866  0.        ]",[-3.38008738  1.34647393],"[[ -1.77902095  -1.596785    -0.08325368   0.17868338]
 [-26.11378271 -19.2328944    0.           0.        ]]",-0.727127,-0.254897392646,[-3.33418247  1.72814481]
8,[-0.64201891 -0.30678657],"[-1.06326245 -0.81626186 -0.9622102  -1.15369612 -0.72674659  1.54582445
  1.04836561 -1.54425542 -0.28153676 -0.86158156  0.        ]",[-3.45576596  1.85732794],"[[ -2.33588312  -1.93785792  -0.08325368   0.17868338]
 [-29.56072594 -14.88882156   0.           0.        ]]",-2.66007,-0.154730432289,[-3.0399921   2.20723394]
9,[-0.64201891 -0.30678657],"[-1.46805792 -1.11653615 -0.17546542 -0.92175216 -0.72674646  1.54582386
  0.95872869 -1.16712472  0.10287033 -0.52534763  0.        ]",[-3.59130979  3.19423223],"[[ -2.9609854   -2.19290984  -0.08325368   0.17868338]
 [-32.93799991 -10.63054301   0.           0.        ]]",-3.69391,-0.102291668953,[-3.08341921  3.44823707]
10,[-0.64201891 -0.30678657],"[-1.31281476 -1.29035768  0.79615451 -0.70884656 -0.72674634  1.54582327
  0.8709025  -0.79745334  0.52099747 -0.54758636  0.        ]",[-3.77902198  5.02664661],"[[ -3.65294827  -2.36364117  -0.08325368   0.17868338]
 [-36.24705157  -6.45648776   0.           0.        ]]",-2.12136,-0.143495505962,[-4.21737118  4.06350247]
11,[-0.64201891 -0.30678657],"[-0.51377028 -1.3694549   1.47208061 -0.58324336 -0.72674621  1.54582268
  0.78484422 -0.43508726  0.77938349 -0.81282688  0.        ]",[-3.8699975   5.51735163],"[[ -4.41042343  -2.4517193   -0.08325368   0.17868338]
 [-39.48949409  -2.36491757   0.           0.        ]]",-2.01834,-0.204346652734,[-4.00758017  4.24109039]
12,[-0.64201891 -0.30678657],"[ 0.59024148 -1.37545144  1.34603133 -0.57275812 -0.72674609  1.54582209
  0.70051407 -0.07985539  0.81027152 -1.16770242  0.        ]",[-3.69759393  3.80473566],"[[ -5.23209402  -2.45877494  -0.08325368   0.17868338]
 [-42.66682617   1.64609849   0.           0.        ]]",-1.6184,-0.250807674664,[-4.52397608  4.60493049]
13,[-0.64201891 -0.30678657],"[ 1.27090622 -1.31152862  0.326145   -0.67735726 -0.72674596  1.5458215
  0.61787887  0.26842899  0.5996575  -1.47454183  0.        ]",[-3.32980108  0.80584484],"[[ -6.1166708   -2.38639836  -0.08325368   0.17868338]
 [-45.78029724   5.57866859   0.           0.        ]]",-0.831572,-0.275101960445,[-3.19302512 -0.11391534]
14,[-0.64201891 -0.30678657],"[ 0.88847895 -1.20877315 -0.93570083 -0.81797172 -0.72674584  1.54582091
  0.53689883  0.21932823  0.17931348 -1.52562044  0.        ]",[-3.00177717 -2.53244352],"[[ -7.06288987  -2.28039035  -0.08325368   0.17868338]
 [-48.83140732   5.02425943   0.           0.        ]]",-0.291553,-0.261795820958,[-3.03917871 -2.05973104]
15,[-0.64201891 -0.30678657],"[-0.39764662 -1.14635383 -1.33334736 -0.89022023 -0.72674571  1.54582032
  0.457514   -0.13938797 -0.14312962 -1.11919138  0.        ]",[-2.8920567 -2.818887 ],"[[ -8.06952591  -2.22054618  -0.08325368   0.17868338]
 [-51.82241413   0.973902     0.           0.        ]]",-0.811241,-0.192862515874,[-3.58975709 -3.64762258]
16,[-0.64201891 -0.30678657],"[-1.43286235 -1.16791181 -0.3290231  -0.86625916 -0.72674559  1.54581973
  0.37966517 -0.49089682  0.0814473  -0.5745005   0.        ]",[-3.20483589  0.40571463],"[[ -9.13540069  -2.24089172  -0.08325368   0.17868338]
 [-54.75554903  -2.9950757    0.           0.        ]]",-3.85347,-0.1088344543,[-3.18632091 -0.42710042]
17,[-0.64201891 -0.30678657],"[-1.03389741 -1.24548877  1.16166214 -0.77110357 -0.72674546  1.54581914
  0.3033246  -0.63448957  0.66343864 -0.57818024  0.        ]",[-3.84472513  5.32408762],"[[-10.25936939  -2.3170613   -0.08325368   0.17868338]
 [-57.63185668  -4.6164193    0.           0.        ]]",-1.0811,-0.164531581795,[-4.10506246  5.61128729]
