timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.55416644 -0.01730336],"[ 1.27052114  0.90563933  0.07555579  0.60119022 -1.14145775 -1.5203917
  1.65662612 -0.21625143  1.91011142  1.20775234  0.        ]",[-2.47204566  1.35303557],"[[-0.0131743   0.09420506 -0.13184753 -0.17584183]
 [-0.00186148 -0.00382815  0.          0.        ]]",-1.97784,-0.387624849857,[-2.36919749 -0.13533317]
1,[-0.55416644 -0.01730336],"[ 1.26870357  0.9062916   0.01748324  0.59091189 -1.14145701 -1.52039029
  1.55219446 -0.27281978  1.91104441  1.15276508  0.        ]",[-2.46434736  1.27038825],"[[-0.05289965  0.08876816 -0.13184753 -0.17584183]
 [-3.95750277 -0.5380874   0.          0.        ]]",-1.81736,-0.383623483915,[-2.20911041  0.30978403]
2,[-0.55416644 -0.01730336],"[ 1.25045539  0.9060951  -0.15402828  0.59406392 -1.14145627 -1.52038888
  1.44981053 -0.14165764  1.90160827  1.00170958  0.        ]",[-2.44711733  0.67306876],"[[-0.1709597   0.09043535 -0.13184753 -0.17584183]
 [-7.83558976  0.70066971  0.          0.        ]]",-1.2427,-0.371642304402,[-1.57716662  1.8048558 ]
3,[-0.55416644 -0.01730336],"[ 1.17902259  0.89785374 -0.42842388  0.69513699 -1.14145554 -1.52038747
  1.34942358  0.27627329  1.85749532  0.79158212  0.        ]",[-2.41399407 -0.64382184],"[[ -0.36582259   0.14405183  -0.13184753  -0.17584183]
 [-11.63804258   4.64780732   0.           0.        ]]",-1.12333,-0.352148000374,[-2.99937468 -0.09966379]
4,[-0.55416644 -0.01730336],"[ 0.99995789  0.87621525 -0.77397589  0.8593556  -1.1414548  -1.52038606
  1.25106552  0.22488158  1.74519031  0.528828    0.        ]",[-2.37093544 -1.41648948],"[[ -0.63596344   0.23213845  -0.13184753  -0.17584183]
 [-15.36365167   4.16244046   0.           0.        ]]",-1.28089,-0.321891008918,[-1.60048584 -0.59221185]
5,[-0.55416644 -0.01730336],"[ 0.65746149  0.85619834 -1.11987419  0.9673602  -1.14145406 -1.52038465
  1.15467124 -0.03201746  1.50412541  0.21867563  0.        ]",[-2.32945061 -1.86145413],"[[ -0.97987031   0.29104408  -0.13184753  -0.17584183]
 [-19.01488195   1.73616595   0.           0.        ]]",-1.06378,-0.273441934115,[-3.01352016 -1.81706077]
6,[-0.55416644 -0.01730336],"[ 0.12677334  0.85819398 -1.34564678  0.95763923 -1.14145333 -1.52038324
  1.06020212 -0.45482081  1.06652168 -0.05277501  0.        ]",[-2.30199075 -1.92211378],"[[ -1.39607054   0.28570314  -0.13184753  -0.17584183]
 [-22.59319538  -2.2569865    0.           0.        ]]",-0.944821,-0.199241300209,[-2.22745459 -1.30016354]
7,[-0.55416644 -0.01730336],"[-0.5393534   0.88493006 -1.29715055  0.80216604 -1.14145259 -1.52038183
  0.96760735 -0.86926419  0.42411335 -0.09876511  0.        ]",[-2.28549385 -1.53908575],"[[ -1.88312478   0.20129094  -0.13184753  -0.17584183]
 [-26.10051545  -6.17118532   0.           0.        ]]",-0.735853,-0.0934346155118,[-1.94700366 -1.55163163]
8,[-0.55416644 -0.01730336],"[-1.17112414  0.91044412 -0.84969357  0.49734191 -1.14145185 -1.52038042
  0.87684549 -1.27547977 -0.25005755  0.30556181  0.        ]",[-2.32840705 -0.10612473],"[[ -2.43962823   0.03937369  -0.13184753  -0.17584183]
 [-29.53841126 -10.00768158   0.           0.        ]]",-0.383909,-0.0450036514626,[-2.42811053 -0.60310896]
9,[-0.55416644 -0.01730336],"[-1.49432296  0.8895819  -0.01823781  0.0776375  -1.14145112 -1.52037901
  0.78784847 -1.50718256 -0.55370363  1.18463903  0.        ]",[-2.52269983  2.63260531],"[[ -3.06421766  -0.18273771  -0.13184753  -0.17584183]
 [-32.90946056 -12.19600301   0.           0.        ]]",0.883325,-0.195576641096,[-2.78981914  2.93362663]
10,[-0.55416644 -0.01730336],"[-1.24557642  0.81552171  0.93757716 -0.28942588 -1.14145038 -1.5203776
  0.70052743 -1.06207525 -0.15486815  2.08564212  0.        ]",[-2.74120569  4.49667501],"[[ -3.75559219  -0.38448176  -0.13184753  -0.17584183]
 [-36.21702866  -7.99220794   0.           0.        ]]",1.97537,-0.326063772052,[-4.42175111  4.50976838]
11,[-0.55416644 -0.01730336],"[-0.38888094  0.74871193  1.5284376  -0.49246452 -1.14144965 -1.52037619
  0.61493554 -0.62565889  0.75290785  2.41160517  0.        ]",[-2.82258582  5.18313646],"[[ -4.51246209  -0.50297317  -0.13184753  -0.17584183]
 [-39.45910073  -3.87049053   0.           0.        ]]",0.543234,-0.405571944496,[-2.60087095  3.26338253]
12,[-0.55416644 -0.01730336],"[ 0.6918409   0.72458183  1.2843583  -0.55314683 -1.14144891 -1.52037478
  0.53105195 -0.19778499  1.61269153  1.93202787  0.        ]",[-2.73248386  4.25993395],"[[ -5.33352478  -0.53983919  -0.13184753  -0.17584183]
 [-42.63646667   0.17054904   0.           0.        ]]",0.0133132,-0.418615819887,[-1.72795772  4.16472003]
13,[-0.55416644 -0.01730336],"[ 1.26765349  0.75267427  0.19084387 -0.48198045 -1.14144817 -1.52037337
  0.44884776  0.22167421  1.85181192  0.918337    0.        ]",[-2.52186823  1.52241778],"[[ -6.21749661  -0.49668096  -0.13184753  -0.17584183]
 [-45.75022063   4.13211641   0.           0.        ]]",-0.866099,-0.358551713478,[-2.43434361  0.57443113]
14,[-0.55416644 -0.01730336],"[ 0.76833265  0.81178795 -1.03250062 -0.30260851 -1.14144744 -1.52037196
  0.36829948  0.45440367  1.24214132  0.03857633  0.        ]",[-2.3657341 -1.2877655],"[[ -7.16311338  -0.39198471  -0.13184753  -0.17584183]
 [-48.80125181   6.33012196   0.           0.        ]]",-1.44913,-0.228047843034,[-1.57991075 -1.36230939]
15,[-0.55416644 -0.01730336],"[-0.54305602  0.85028795 -1.29588125 -0.14984091 -1.1414467  -1.52037055
  0.28940043  0.02239173  0.11740758  0.02428858  0.        ]",[-2.32548428 -1.37692463],"[[ -8.16912249  -0.30631868  -0.13184753  -0.17584183]
 [-51.7898133    2.25000345   0.           0.        ]]",-0.693785,-0.0378187861667,[-2.70157465 -0.05116456]
16,[-0.55416644 -0.01730336],"[-1.47343121  0.86601548 -0.18207011 -0.07229989 -1.14144596 -1.52036914
  0.21201585 -0.00329291 -0.5466772   1.09399855  0.        ]",[-2.511235  -0.2622804],"[[ -9.23432825  -0.26375224  -0.13184753  -0.17584183]
 [-54.7210096    2.007426     0.           0.        ]]",0.0505388,-0.181650607024,[-2.71992946 -0.33936265]
17,[-0.55416644 -0.01730336],"[-0.93853945  0.8745894   1.26983344 -0.02391069 -1.14144523 -1.52036773
  0.13617064 -0.1493074   0.07375305  2.27991122  0.        ]",[-2.75445199  2.41595149],"[[-10.35757268  -0.23743992  -0.13184753  -0.17584183]
 [-57.59389682   0.62839865   0.           0.        ]]",1.42828,-0.35866813678,[-3.06499519  2.36193064]
18,[-0.55416644 -0.01730336],"[ 0.60048849  0.88898065  1.3478164   0.07299748 -1.14144449 -1.52036632
  0.06177525  0.26908427  1.41057794  2.19490157  0.        ]",[-2.69166374  1.84431362],"[[-11.53772482  -0.18522465  -0.13184753  -0.17584183]
 [-60.41186783   4.57987858   0.           0.        ]]",0.134336,-0.428882975853,[-2.41081694  2.83867856]
19,[-0.55416644 -0.01730336],"[ 1.24099567  0.90948753 -0.20623882  0.31868689 -1.14144376 -1.52036491
 -0.01114452  0.67906539  1.87757041  0.8586252   0.        ]",[-2.41680622 -1.49750733],"[[ -1.27736747e+01  -5.47742340e-02  -1.31847526e-01  -1.75841829e-01]
 [ -6.31739444e+01   8.45192642e+00   0.00000000e+00   0.00000000e+00]]",-1.75306,-0.359069516922,[-1.45329868 -2.39686543]
20,[-0.55416644 -0.01730336],"[-0.01310104  0.90797053 -1.36403526  0.56082789 -1.14144302 -1.5203635
 -0.08255144  0.24217611  0.81347416 -0.12392326  0.        ]",[-2.33401942 -2.46091795],"[[-14.0642906    0.07286896  -0.13184753  -0.17584183]
 [-65.87871708   4.3257498    0.           0.        ]]",-1.25159,-0.158522961179,[-2.29396586 -3.03102488]
21,[-0.55416644 -0.01730336],"[-1.43683193  0.90219671 -0.33673831  0.6475934  -1.14144228 -1.52036209
 -0.15254942 -0.18624661 -0.47705326  0.70394467  0.        ]",[-2.41887426 -1.7231133 ],"[[-15.40846747   0.11878876  -0.13184753  -0.17584183]
 [-68.53012154   0.27953503   0.           0.        ]]",-0.406618,-0.120237259121,[-2.24269664 -1.94461173]
22,[-0.55416644 -0.01730336],"[-0.74541528  0.90675905  1.39656146  0.58299502 -1.14144155 -1.52036068
 -0.22115759 -0.60621784  0.06538497  2.28405449  0.        ]",[-2.71009612  2.05171084],"[[-16.80514438   0.08458241  -0.13184753  -0.17584183]
 [-71.12888249  -3.68686066   0.           0.        ]]",0.931172,-0.359226094234,[-3.39764528  1.15899165]
23,[-0.55416644 -0.01730336],"[ 1.0317365   0.90972769  0.91621534  0.51996139 -1.14144081 -1.52035926
 -0.28849122 -0.17928052  1.67971215  1.91574023  0.        ]",[-2.58611417  1.23629832],"[[ -1.82533115e+01   5.13003457e-02  -1.31847526e-01  -1.75841829e-01]
 [ -7.36793662e+01   3.45322533e-01   0.00000000e+00   0.00000000e+00]]",-1.76365,-0.424751459922,[-1.90119216  0.46782461]
24,[-0.55416644 -0.01730336],"[ 0.74411308  0.90759052 -1.05317697  0.56811714 -1.14144007 -1.52035785
 -0.35447394  0.01607657  1.480121    0.17938599  0.        ]",[-2.32804489 -2.04606628],"[[-19.75197505   0.07671991  -0.13184753  -0.17584183]
 [-76.17868007   2.19036023   0.           0.        ]]",-1.47962,-0.268911764025,[-2.15825164 -2.30246603]
25,[-0.55416644 -0.01730336],"[-1.18082364  0.9072156  -0.83743971  0.57499064 -1.14143934 -1.52035644
 -0.41909068 -0.40789949 -0.2408388   0.29590019  0.        ]",[-2.37965941 -1.68720746],"[[-21.3001062    0.08035193  -0.13184753  -0.17584183]
 [-78.62625375  -1.813855     0.           0.        ]]",-0.468209,-0.0428252106269,[-1.55990638 -0.78194242]
26,[-0.55416644 -0.01730336],"[-0.96852372  0.9113378   1.24566967  0.44798189 -1.1414386  -1.52035503
 -0.48243574 -0.73197908 -0.0928907   2.17322207  0.        ]",[-2.72977114  2.17794085],"[[ -2.28967051e+01   1.33623679e-02  -1.31847526e-01  -1.75841829e-01]
 [ -8.10256586e+01  -4.87460567e+00   0.00000000e+00   0.00000000e+00]]",0.845835,-0.340147783086,[-2.15909711  1.41758566]
27,[-0.55416644 -0.01730336],"[ 1.03510655  0.91021605  0.9109445   0.34021219 -1.14143786 -1.52035362
 -0.54460434 -0.30234416  1.7172286   1.85805147  0.        ]",[-2.62471604  1.69523764],"[[ -2.45408451e+01  -4.34207688e-02  -1.31847526e-01  -1.75841829e-01]
 [ -8.33805018e+01  -8.16949271e-01   0.00000000e+00   0.00000000e+00]]",-0.442448,-0.422859869183,[-2.63632953  2.26302578]
28,[-0.55416644 -0.01730336],"[ 0.51550621  0.91119536 -1.20803346  0.38493948 -1.14143713 -1.52035221
 -0.6055409   0.11883919  1.22683708  0.00266614  0.        ]",[-2.34150124 -2.11545396],"[[ -2.62316139e+01  -1.98476612e-02  -1.31847526e-01  -1.75841829e-01]
 [ -8.56886785e+01   3.16088705e+00   0.00000000e+00   0.00000000e+00]]",-1.64376,-0.225688236256,[-1.50588133 -3.40267126]
