timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.60132682 -0.22577654],"[ 1.28795061  0.98237295  0.10047933  0.64988642 -1.59247098 -1.38844779
  1.81150252 -0.22592427  2.24633831  1.10449643  0.        ]",[-3.81564665  3.17330384],"[[ 0.00963909  0.02655061 -0.18325412 -0.15999778]
 [ 0.00292825 -0.00479217  0.          0.        ]]",-2.42925,-0.426373389034,[-4.11939275  3.33659098]
1,[-0.60132682 -0.22577654],"[ 1.28738902  0.97992623  0.04285742  0.72606606 -1.59247024 -1.38844725
  1.70666173  0.13331169  2.24609715  1.0798827   0.        ]",[-3.68003941  1.08291709],"[[-0.03000888  0.06619899 -0.18325412 -0.15999778]
 [-3.9545444   3.95642305  0.          0.        ]]",-3.15782,-0.424818844215,[-3.3407761   0.57993375]
2,[-0.60132682 -0.22577654],"[ 1.27281878  0.96419078 -0.12788634  0.91969687 -1.59246951 -1.38844672
  1.60391199  0.33458974  2.2401757   0.99557858  0.        ]",[-3.58108664 -0.66993326],"[[-0.14801431  0.16759604 -0.18325412 -0.15999778]
 [-7.83309085  6.17587154  0.          0.        ]]",-3.15779,-0.418930008204,[-3.42155374 -0.82964886]
3,[-0.60132682 -0.22577654],"[ 1.20715551  0.93914335 -0.40209212  1.08764435 -1.59246877 -1.38844619
  1.50325004  0.02570747  2.20985146  0.80644528  0.        ]",[-3.51669645 -1.08074951],"[[ -0.34279991   0.25694046  -0.18325412  -0.15999778]
 [-11.63283224   2.76989641   0.           0.        ]]",-2.51756,-0.40431709873,[-4.207648   -0.13539129]
4,[-0.60132682 -0.22577654],"[ 1.03510926  0.92083633 -0.74957588  1.17906445 -1.59246803 -1.38844566
  1.40454965 -0.02777532  2.10836119  0.51043558  0.        ]",[-3.47923183 -1.76280963],"[[ -0.61283754   0.30642164  -0.18325412  -0.15999778]
 [-15.35853349   2.18015374   0.           0.        ]]",-2.50113,-0.376369067114,[-3.18971116 -2.40544162]
5,[-0.60132682 -0.22577654],"[ 0.69914551  0.91944233 -1.10142227  1.18539209 -1.5924673  -1.38844513
  1.30783712 -0.39068939  1.86341872  0.15444851  0.        ]",[-3.4017911  -2.23182631],"[[ -0.95663668   0.30987397  -0.18325412  -0.15999778]
 [-19.00920108  -1.82161749   0.           0.        ]]",-2.40955,-0.32888754855,[-2.95172808 -1.88739878]
6,[-0.60132682 -0.22577654],"[ 0.17175504  0.94653728 -1.33861917  1.04499685 -1.59246656 -1.3884446
  1.21304294 -0.74643058  1.39056566 -0.15563155  0.        ]",[-3.30273438 -2.59711409],"[[ -1.37272279   0.23408419  -0.18325412  -0.15999778]
 [-22.5874581   -5.74429568   0.           0.        ]]",-2.12743,-0.251880856449,[-3.84357018 -1.53376526]
7,[-0.60132682 -0.22577654],"[-0.49760369  0.97851688 -1.306816    0.75373028 -1.59246583 -1.38844407
  1.12012687 -1.09512005  0.69620547 -0.19011263  0.        ]",[-3.1771965  -2.61430001],"[[ -1.8596623    0.08062047  -0.18325412  -0.15999778]
 [-26.09482294  -9.58921766   0.           0.        ]]",-2.09851,-0.13900674483,[-3.06276375 -2.85067956]
8,[-0.60132682 -0.22577654],"[-1.14143526  0.9680966  -0.87798649  0.31331457 -1.59246509 -1.38844353
  1.0290376  -1.43686037  0.00880353  0.28914359  0.        ]",[-3.09993649 -1.23592818],"[[ -2.41605588  -0.14897374  -0.18325412  -0.15999778]
 [-29.53323263 -13.35751602   0.           0.        ]]",-2.03318,-0.0373791636943,[-2.8538203  -1.78022774]
9,[-0.60132682 -0.22577654],"[-1.48435916  0.84847839 -0.0601484  -0.243368   -1.59246435 -1.388443
  0.93970931 -1.77173654 -0.20317783  1.24675746  0.        ]",[-3.63150549  6.2744031 ],"[[ -3.04054835  -0.45317563  -0.18325412  -0.15999778]
 [-32.90517088 -17.05012962   0.           0.        ]]",0.44275,-0.188853157336,[-4.36059763  6.96897997]
10,[-0.60132682 -0.22577654],"[-1.25629389  0.62475489  0.89546847 -0.71380886 -1.59246362 -1.38844247
  0.85202585 -1.38166053  0.35857308  2.08483098  0.        ]",[ -4.51253128  11.62141132],"[[ -3.73185952  -0.75102496  -0.18325412  -0.15999778]
 [-36.21502167 -12.74885518   0.           0.        ]]",2.97789,-0.331403807106,[ -4.20773341  12.89707173]
11,[-0.60132682 -0.22577654],"[-0.40998076  0.41111802  1.50376981 -0.98101694 -1.59246288 -1.38844194
  0.76607709 -0.99916149  1.30886329  2.18400089  0.        ]",[ -5.00090218  13.95445824],"[[ -4.48871256  -0.96368678  -0.18325412  -0.15999778]
 [-39.45939221  -8.53112669   0.           0.        ]]",2.83181,-0.412410458846,[ -5.01084206  14.11177352]
12,[-0.60132682 -0.22577654],"[ 0.6800145   0.26401569  1.2882216  -1.1091766  -1.59246215 -1.38844141
  0.68185093 -0.62410439  1.98243578  1.5059306   0.        ]",[ -4.65748692  12.37188911],"[[ -5.30980163  -1.09281708  -0.18325412  -0.15999778]
 [-42.63873977  -4.39545731   0.           0.        ]]",2.03717,-0.417502608586,[ -4.27297431  13.96287963]
13,[-0.60132682 -0.22577654],"[ 1.28247042  0.2075364   0.21616935 -1.14904231 -1.59246141 -1.38844088
  0.59932478 -0.25635658  1.91596361  0.5363142   0.        ]",[-3.79257345  6.4065876 ],"[[ -6.19383429  -1.14004239  -0.18325412  -0.15999778]
 [-45.75391621  -0.34038523   0.           0.        ]]",-0.378838,-0.345424877903,[-3.40729626  8.11779873]
14,[-0.60132682 -0.22577654],"[ 0.80883128  0.24723856 -1.01159461 -1.12151887 -1.59246067 -1.38844035
  0.51846982  0.10421091  1.13941629 -0.02674207  0.        ]",[-3.26815081 -0.09521224],"[[ -7.13953769  -1.1069603   -0.18325412  -0.15999778]
 [-48.80600938   3.63551102   0.           0.        ]]",-2.92706,-0.207410772017,[-2.51794258 -0.89607608]
15,[-0.60132682 -0.22577654],"[-0.50133588  0.29027612 -1.30564997 -1.08897552 -1.59245994 -1.38843981
  0.43927173 -0.22313458  0.19080468  0.33732544  0.        ]",[-3.09379959 -0.80812895],"[[ -8.14565082e+00  -1.07046765e+00  -1.83254125e-01  -1.59997784e-01]
 [ -5.17955598e+01   2.59464548e-02   0.00000000e+00   0.00000000e+00]]",-2.69204,-0.062569515991,[-2.72516222  0.09545569]
16,[-0.60132682 -0.22577654],"[-1.45980645  0.29543264 -0.22192407 -1.08487975 -1.5924592  -1.38843928
  0.36159642 -0.18785301 -0.00963949  1.45631044  0.        ]",[-3.51589155  4.08016539],"[[ -9.21098063  -1.06604727  -0.18325412  -0.15999778]
 [-54.72762877   0.41498796   0.           0.        ]]",-0.612,-0.221970514874,[-2.81232318  3.93846169]
17,[-0.60132682 -0.22577654],"[-0.95510188  0.35067571  1.23365931 -1.03823554 -1.59245847 -1.38843875
  0.28545585  0.17163784  0.86379864  2.20423876  0.        ]",[-4.21028423  9.28129292],"[[-10.33437308  -1.01797667  -0.18325412  -0.15999778]
 [-57.60176479   4.37901107   0.           0.        ]]",2.42972,-0.377684749659,[-3.83348098  9.94255267]
18,[-0.60132682 -0.22577654],"[ 0.58771254  0.48808682  1.34851084 -0.89763869 -1.59245773 -1.38843822
  0.21086289  0.52406021  1.93929033  1.72215803  0.        ]",[-4.05075216  6.99789715],"[[-11.5146617   -0.89140634  -0.18325412  -0.15999778]
 [-60.4174826    8.26509186   0.           0.        ]]",0.50282,-0.431842105077,[-5.43190999  7.01583747]
19,[-0.60132682 -0.22577654],"[ 1.26447311  0.68012682 -0.17993082 -0.62247383 -1.59245699 -1.38843769
  0.1377751   0.86945888  2.00371144  0.43674322  0.        ]",[-3.43632555 -1.58348203],"[[-12.75069349  -0.68788915  -0.18325412  -0.15999778]
 [-63.17638309  12.07372482   0.           0.        ]]",-2.12637,-0.356956226341,[-3.98820141  0.09296574]
20,[-0.60132682 -0.22577654],"[ 0.0312505   0.85319783 -1.36037048 -0.22921334 -1.59245626 -1.38843716
  0.0661619   0.8821243   0.83367048 -0.18652525  0.        ]",[-3.39741564 -3.13600922],"[[-14.04134199  -0.44500862  -0.18325412  -0.15999778]
 [-65.87962129  12.21338572   0.           0.        ]]",-2.692,-0.161011553028,[-2.90393222 -3.19444097]
21,[-0.60132682 -0.22577654],"[-1.41982401  0.94379119 -0.37413175  0.13632381 -1.59245552 -1.38843663
 -0.00402758  0.5017804  -0.21360284  0.82257336  0.        ]",[-3.2100358  -3.23675728],"[[-15.38551501  -0.24281493  -0.18325412  -0.15999778]
 [-68.52911716   8.01942313   0.           0.        ]]",-1.98945,-0.121426981268,[-3.4369828  -4.28753819]
22,[-0.60132682 -0.22577654],"[-0.76383177  0.97266874  1.36440917  0.36148749 -1.59245479 -1.3884361
 -0.07285895  0.12871818  0.479554    2.25617592  0.        ]",[-3.62231207  1.90970731],"[[-16.78216488  -0.12369655  -0.18325412  -0.15999778]
 [-71.1273477    3.9057537    0.           0.        ]]",0.386744,-0.363148402075,[-4.43431357  2.28295421]
23,[-0.60132682 -0.22577654],"[ 1.02995582  0.98281017  0.93012942  0.58612728 -1.59245405 -1.38843556
 -0.14042057  0.48102943  2.01779983  1.82720772  0.        ]",[-3.44992208 -1.53411961],"[[ -1.82302994e+01  -6.59915856e-03  -1.83254125e-01  -1.59997784e-01]
 [ -7.36776477e+01   7.79060767e+00   0.00000000e+00   0.00000000e+00]]",-3.83879,-0.452685494482,[-3.7209025  -1.62222902]
24,[-0.60132682 -0.22577654],"[ 0.78444744  0.97509224 -1.03320442  0.80604537 -1.59245331 -1.38843503
 -0.20657474  0.10791209  1.84688037  0.1189932   0.        ]",[-3.38212109 -3.26251149],"[[-19.72890666   0.10793798  -0.18325412  -0.15999778]
 [-76.17481961   3.67633134   0.           0.        ]]",-2.5848,-0.325944577484,[-3.40213876 -2.78261736]
25,[-0.60132682 -0.22577654],"[-1.15183433  0.9696316  -0.86558182  0.86911662 -1.59245258 -1.3884345
 -0.27142026 -0.25800025  0.12335694  0.15128045  0.        ]",[-3.119349   -3.75646996],"[[-21.27696273   0.14098367  -0.18325412  -0.15999778]
 [-78.62259337  -0.35849718   0.           0.        ]]",-2.0172,-0.0373331974068,[-3.16375463 -3.72064762]
26,[-0.60132682 -0.22577654],"[-0.9846793   0.97694554  1.20890646  0.77962064 -1.59245184 -1.38843397
 -0.33497525 -0.61667069  0.16270575  2.03790659  0.        ]",[-3.44312716  1.40180147],"[[-22.87348548   0.09413038  -0.18325412  -0.15999778]
 [-81.02165238  -4.31347137   0.           0.        ]]",-0.553223,-0.318023578003,[-3.15527341  0.49176786]
27,[-0.60132682 -0.22577654],"[ 1.03321469  0.98230726  0.92532709  0.65314269 -1.5924511  -1.38843344
 -0.39733554 -0.43240718  2.00737436  1.84218057  0.        ]",[-3.45491266  0.10548064],"[[ -2.45175362e+01   2.82439070e-02  -1.83254125e-01  -1.59997784e-01]
 [ -8.33756144e+01  -2.28164272e+00   0.00000000e+00   0.00000000e+00]]",-3.75679,-0.452817554942,[-3.48424733  0.35466862]
28,[-0.60132682 -0.22577654],"[ 0.55886473  0.98283253 -1.19233806  0.59335509 -1.59245037 -1.38843291
 -0.45845985 -0.30090017  1.59113663 -0.07474658  0.        ]",[-3.30281782 -3.17724085],"[[ -2.62081983e+01  -2.84122165e-03  -1.83254125e-01  -1.59997784e-01]
 [ -8.56829211e+01  -8.31547170e-01   0.00000000e+00   0.00000000e+00]]",-2.48817,-0.283894401785,[-3.88723161 -2.42249058]
29,[-0.60132682 -0.22577654],"[-1.41654797  0.98051985 -0.38426242  0.48535446 -1.59244963 -1.38843238
 -0.51832199 -0.65834346 -0.19047958  0.68983437  0.        ]",[-3.0488019 -2.9657948],"[[ -2.79445282e+01  -5.90210764e-02  -1.83254125e-01  -1.59997784e-01]
 [ -8.79425842e+01  -4.77298882e+00   0.00000000e+00   0.00000000e+00]]",-1.95133,-0.0997052119983,[-3.05470058 -3.41413885]
30,[-0.60132682 -0.22577654],"[-0.26742475  0.95806694  1.52960818  0.22945714 -1.5924489  -1.38843184
 -0.57701752 -1.00841074  0.97752897  2.37187869  0.        ]",[-3.93955088  7.1418643 ],"[[-29.72560788  -0.19321861  -0.18325412  -0.15999778]
 [-90.15821061  -8.63309825   0.           0.        ]]",0.915443,-0.410297706406,[-4.42407118  7.49157601]
31,[-0.60132682 -0.22577654],"[ 1.27543091  0.91343301 -0.10868947 -0.01419746 -1.59244816 -1.38843131
 -0.63465218 -0.63288539  2.173811    0.68765506  0.        ]",[-3.26198959 -1.78977633],"[[-31.55060072  -0.3243427   -0.18325412  -0.15999778]
 [-92.33379206  -4.49227306   0.           0.        ]]",-3.3629,-0.393323831206,[-2.56647645 -2.5340925 ]
32,[-0.60132682 -0.22577654],"[-0.68348351  0.84864588 -1.23355174 -0.2428604  -1.59244742 -1.38843078
 -0.69108595 -0.98255668  0.24654269  0.07687191  0.        ]",[-3.04622698 -2.66342616],"[[-33.41864655  -0.45288269  -0.18325412  -0.15999778]
 [-94.46404312  -8.3480155    0.           0.        ]]",-2.40561,-0.0562798725708,[-3.77855319 -2.88028663]
