timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.5892204  -0.12361337],"[ 1.28167258  0.95686672 -0.01869836  0.63128218  1.64956607  1.66615501
  1.78555625 -0.22551743  0.01836544 -1.18100784  0.        ]",[-2.84387255 -5.86991596],"[[-0.07326163  0.0385084   0.19133342  0.19238859]
 [ 0.00053467 -0.00418134  0.          0.        ]]",-2.42407,-0.204354194303,[-2.47600706 -6.11487535]
1,[-0.5892204  -0.12361337],"[ 1.27655125  0.95784769 -0.07615316  0.5546973   1.64956513  1.66615404
  1.68099345 -0.59601483  0.01234063 -1.25939652  0.        ]",[-2.87326026 -6.01004601],"[[ -1.12926099e-01  -1.28680323e-03   1.91333421e-01   1.92388590e-01]
 [ -3.95382019e+00  -3.96215287e+00   0.00000000e+00   0.00000000e+00]]",-2.14562,-0.216880253723,[-3.48826658 -5.24800999]
2,[-0.5892204  -0.12361337],"[ 1.2485389   0.9484056  -0.24515772  0.32777692  1.64956419  1.66615308
  1.57849722 -0.95917898 -0.03487912 -1.48751419  0.        ]",[-2.90734243 -6.18904829],"[[-0.2308934  -0.11945548  0.19133342  0.19238859]
 [-7.83002711 -7.84178566  0.          0.        ]]",-1.69004,-0.25319524402,[-3.90993512 -5.64475407]
3,[-0.5892204  -0.12361337],"[ 1.16148373  0.89287703 -0.5129154  -0.03818769  1.64956325  1.66615212
  1.47801975 -1.31514974 -0.20264998 -1.82705204  0.        ]",[-2.91102695 -6.27119446],"[[ -0.42561816  -0.31444597   0.19133342   0.19238859]
 [-11.62989346 -11.64457536   0.           0.        ]]",-1.26802,-0.308437170322,[-4.01071444 -6.05206629]
4,[-0.5892204  -0.12361337],"[ 0.96271595  0.73769763 -0.84457514 -0.50534818  1.64956231  1.66615115
  1.37950377 -1.66405687 -0.58148545 -2.16154989  0.        ]",[-2.88660288 -6.23251486],"[[ -0.69559455  -0.58473548   0.19133342   0.19238859]
 [-15.35558405 -15.37191009   0.           0.        ]]",-0.732726,-0.371272555232,[-3.47787799 -6.82584875]
5,[-0.5892204  -0.12361337],"[ 0.60034467  0.42619224 -1.16646049 -0.98454066  1.64956137  1.66615019
  1.28288251 -2.00602082 -1.17409628 -2.27402706  0.        ]",[-2.85815835 -6.08191681],"[[ -1.03936383  -0.92882794   0.19133342   0.19238859]
 [-19.00962353 -19.02507903   0.           0.        ]]",-0.694611,-0.42188897824,[-2.54582965 -5.69023352]
6,[-0.5892204  -0.12361337],"[ 0.05624548 -0.0708924  -1.35746264 -1.31900506  1.64956043  1.66614923
  1.18808858 -2.34116156 -1.76736407 -1.95491048  0.        ]",[-2.952528   -5.36059332],"[[ -1.45551897  -1.34525272   0.19133342   0.19238859]
 [-22.59455972 -22.60536665   0.           0.        ]]",-0.227969,-0.433915968735,[-2.17794288 -5.54671152]
7,[-0.5892204  -0.12361337],"[-0.60822041 -0.71014467 -1.26765776 -1.30218191  1.64955949  1.66614826
  1.09507606 -2.66961903 -1.96150908 -1.28562095  0.        ]",[-3.22067022 -4.22350645],"[[ -1.94269757  -1.8325666    0.19133342   0.19238859]
 [-26.11212876 -26.11427079   0.           0.        ]]",-0.261178,-0.385542690614,[-3.37431894 -4.72624739]
8,[-0.5892204  -0.12361337],"[-1.21585145 -1.33475146 -0.78344894 -0.7580736   1.64955855  1.6661473
  1.00385217 -2.99158069 -1.58161806 -0.81221921  0.        ]",[-3.45022702 -3.67702532],"[[ -2.49955386  -2.38936088   0.19133342   0.19238859]
 [-29.56205721 -29.55379747   0.           0.        ]]",-1.17366,-0.290324330187,[-3.12805951 -4.17599523]
9,[-0.5892204  -0.12361337],"[-1.49221658 -1.68157586  0.06323465  0.31275668  1.64955761  1.66614633
  0.91450441 -2.76328384 -1.16957958 -1.02455206  0.        ]",[-3.43747997 -4.56258869],"[[ -3.12470903  -3.0142736    0.19133342   0.19238859]
 [-32.94103533 -27.11496558   0.           0.        ]]",-1.82051,-0.255091290088,[-3.12188182 -4.09154417]
