timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.55509776 -0.10017363],"[ 1.27751511  0.93936338  0.2243906   0.7038248   0.52827748 -0.86020722
  1.76776923 -0.2245835   0.77201275  0.87386509  0.        ]",[-2.82003975 -0.47498614],"[[ 0.09331952  0.08966657  0.06158569 -0.09915721]
 [-0.00436335 -0.00096617  0.          0.        ]]",-2.57737,-0.194596698998,[-3.30147192  0.76093426]
1,[-0.55509776 -0.10017363],"[ 1.28156663  0.93518637  0.16662184  0.7617018   0.52827736 -0.86020696
  1.66324431  0.06346469  0.77483701  0.84295529  0.        ]",[-2.76772761 -1.27517021],"[[ 0.05353081  0.11989311  0.06158569 -0.09915721]
 [-3.96133071  3.01356655  0.          0.        ]]",-2.77901,-0.1916968921,[-2.93525088 -1.11090372]
2,[-0.55509776 -0.10017363],"[ 1.28066025  0.9317708  -0.0052408   0.79980811  0.52827725 -0.86020671
  1.56085845 -0.32044659  0.78235843  0.70382267  0.        ]",[-2.75727844 -1.56088614],"[[-0.06458478  0.13985288  0.06158569 -0.09915721]
 [-7.83732672 -1.0042094   0.          0.        ]]",-2.61501,-0.17908010799,[-3.31882531 -0.92061008]
3,[-0.55509776 -0.10017363],"[ 1.2370876   0.9400771  -0.28479123  0.69182019  0.52827713 -0.86020646
  1.46049492 -0.666725    0.7556233   0.41494902  0.        ]",[-2.73066092 -1.93377709],"[[ -0.25945229   0.08340864   0.06158569  -0.09915721]
 [-11.63676856  -4.62814376   0.           0.        ]]",-2.65587,-0.153286192687,[-2.93539249 -1.09884131]
4,[-0.55509776 -0.10017363],"[ 1.09339765  0.94315155 -0.64672476  0.43912474  0.52827702 -0.86020621
  1.36211905 -1.03618407  0.59916513  0.00919917  0.        ]",[-2.68952322 -2.30124116],"[[ -0.52955344  -0.04794852   0.06158569  -0.09915721]
 [-15.36096903  -8.49467407   0.           0.        ]]",-2.66703,-0.117436678141,[-1.69081582 -2.91606391]
5,[-0.55509776 -0.10017363],"[ 0.78683896  0.90165601 -1.02725546  0.04411832  0.5282769  -0.86020595
  1.26567888 -1.39831174  0.20200385 -0.39586668  0.        ]",[-2.65210652 -2.4447999 ],"[[ -0.87340244  -0.25586688   0.06158569  -0.09915721]
 [-19.01189376 -12.2844821    0.           0.        ]]",-2.58803,-0.0915695951713,[-2.11395055 -2.17191953]
6,[-0.55509776 -0.10017363],"[ 0.28054926  0.757467   -1.30998227 -0.45657273  0.52827679 -0.8602057
  1.1711144  -1.75322596 -0.45659548 -0.55867896  0.        ]",[-2.62328291 -1.603652  ],"[[ -1.28955573  -0.53882459   0.06158569  -0.09915721]
 [-22.59181354 -15.99880468   0.           0.        ]]",-2.35003,-0.12038714613,[-1.2903558  -2.82757961]
7,[-0.55509776 -0.10017363],"[-0.38851698  0.44955845 -1.33645186 -0.9712047   0.52827668 -0.86020545
  1.07835544 -2.10103565 -1.15517065 -0.22018152  0.        ]",[-2.69680929  1.4894098 ],"[[ -1.77661933  -0.89532343   0.06158569  -0.09915721]
 [-26.10338505 -19.63878452   0.           0.        ]]",-2.33381,-0.186530641026,[-3.25577068  1.83388643]
8,[-0.55509776 -0.10017363],"[-1.06371334  0.04702323 -0.96408847 -1.2923693   0.52827656 -0.86020519
  0.98731893 -1.68515921 -1.45199604  0.53279464  0.        ]",[-2.8365612   4.24601364],"[[ -2.33326543  -1.24443287   0.06158569  -0.09915721]
 [-29.5497519  -15.28648959   0.           0.        ]]",-2.4753,-0.241743231184,[-2.70368042  2.64512778]
9,[-0.55509776 -0.10017363],"[-1.46981777 -0.29279553 -0.17685268 -1.39012871  0.52827645 -0.86020494
  0.89809634 -1.27742445 -1.19462621  1.23906439  0.        ]",[-3.16836762  6.8376832 ],"[[ -2.95815146  -1.507351     0.06158569  -0.09915721]
 [-32.92745128 -11.01939355   0.           0.        ]]",-0.417065,-0.264719287133,[-3.77211732  8.38090443]
10,[-0.55509776 -0.10017363],"[-1.31757627 -0.52813316  0.79732701 -1.38129083  0.52827633 -0.86020469
  0.81066832 -0.87768066 -0.59178463  1.54540082  0.        ]",[-3.50118089  8.47664165],"[[ -3.64991048  -1.68576612   0.06158569  -0.09915721]
 [-36.23721484  -6.83592258   0.           0.        ]]",0.400208,-0.251826515979,[-3.96162524  8.93454137]
11,[-0.55509776 -0.10017363],"[-0.52194209 -0.65268527  1.47735127 -1.35148542  0.52827622 -0.86020443
  0.72500504 -0.48577095  0.0143199   1.34631577  0.        ]",[-3.58148789  8.92859364],"[[ -4.40719466  -1.7813345    0.06158569  -0.09915721]
 [-39.48017206  -2.73443669   0.           0.        ]]",0.110589,-0.205709831922,[-2.23492925  8.95322059]
