timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.50602043  0.00329848],"[ 1.25552139  0.93078218  0.10713255  0.31794538  0.49528891 -0.0831994
  1.54495586 -0.20503083  0.79231337  0.13410386  0.        ]",[-1.97275567 -1.82561886],"[[ 0.00435826 -0.01692236  0.0577628  -0.00896727]
 [-0.00218519 -0.00430224  0.          0.        ]]",-1.05295,-0.152438742362,[-2.50694979 -0.59558054]
1,[-0.50602043  0.00329848],"[ 1.25466944  0.92988403  0.04875361  0.2745894   0.49528865 -0.08319936
  1.43910157 -0.47046236  0.79012871  0.06636819  0.        ]",[-1.96529603 -1.60821581],"[[-0.03536632 -0.04065323  0.0577628  -0.00896727]
 [-3.95710859 -2.3609359   0.          0.        ]]",-1.15787,-0.151885291589,[-1.64396197 -1.22231977]
2,[-0.50602043  0.00329848],"[ 1.23931263  0.92036828 -0.12386561  0.11715971  0.4952884  -0.08319933
  1.33535651 -0.91100192  0.76009162 -0.14318558  0.        ]",[-1.9566915  -1.24535048],"[[-0.15339865 -0.12711561  0.0577628  -0.00896727]
 [-7.83323838 -6.27226744  0.          0.        ]]",-0.772362,-0.15129846544,[-1.88171333 -2.73925337]
3,[-0.50602043  0.00329848],"[ 1.17264682  0.87572012 -0.40078211 -0.17558361  0.49528814 -0.08319929
  1.23365677 -1.34281546  0.62889846 -0.477608    0.        ]",[-1.94815719 -0.85619557],"[[ -3.48186395e-01  -2.91027513e-01   5.77628006e-02  -8.96727471e-03]
 [ -1.16329602e+01  -1.01061327e+01   0.00000000e+00   0.00000000e+00]]",-0.759013,-0.154093235622,[-3.12440828 -0.07704546]
4,[-0.50602043  0.00329848],"[ 0.99986754  0.77377133 -0.75120249 -0.5180722   0.49528788 -0.08319926
  1.13391698 -1.35444806  0.32150788 -0.82971734  0.        ]",[-1.94013619 -0.82548451],"[[ -6.18233747e-01  -4.94186930e-01   5.77628006e-02  -8.96727471e-03]
 [ -1.53594624e+01  -1.02094268e+01   0.00000000e+00   0.00000000e+00]]",-1.04636,-0.164434028998,[-1.22174148 -0.95550526]
5,[-0.50602043  0.00329848],"[ 0.66411854  0.59239789 -1.1051141  -0.87584726  0.49528762 -0.08319922
  1.03615741 -1.75758384 -0.19017986 -1.04376447  0.        ]",[-1.95223045 -0.33254439],"[[ -9.62067219e-01  -7.34288130e-01   5.77628006e-02  -8.96727471e-03]
 [ -1.90119852e+01  -1.37886920e+01   0.00000000e+00   0.00000000e+00]]",-0.578252,-0.182768177837,[-1.92394815 -0.8409266 ]
6,[-0.50602043  0.00329848],"[ 0.13860887  0.28141238 -1.34197281 -1.22806511  0.49528737 -0.08319919
  0.9402748  -2.10157537 -0.81996957 -0.91827164  0.        ]",[-2.00897551  0.30394062],"[[ -1.37824623e+00  -1.04070658e+00   5.77628006e-02  -8.96727471e-03]
 [ -2.25943862e+01  -1.68428635e+01   0.00000000e+00   0.00000000e+00]]",-0.207527,-0.20222778845,[-1.7668976  -0.95093733]
7,[-0.50602043  0.00329848],"[-0.52674917 -0.17508171 -1.30581467 -1.45589856  0.49528711 -0.08319915
  0.8462171  -2.48773497 -1.26028667 -0.36039499  0.        ]",[-2.0804162   1.38681793],"[[ -1.86538783e+00  -1.41196524e+00   5.77628006e-02  -8.96727471e-03]
 [ -2.61086082e+01  -2.02714532e+01   0.00000000e+00   0.00000000e+00]]",-0.504646,-0.208548994849,[-1.37963444  0.83581741]
8,[-0.50602043  0.00329848],"[-1.16463819 -0.65590793 -0.86785875 -1.43900436  0.49528685 -0.08319912
  0.75394591 -2.06933541 -1.20664212  0.32633371  0.        ]",[-2.12119699  2.36866212],"[[ -2.42215087e+00  -1.78012401e+00   5.77628006e-02  -8.96727471e-03]
 [ -2.95560854e+01  -1.65567192e+01   0.00000000e+00   0.00000000e+00]]",-1.20352,-0.190733088581,[-1.87745165  2.89285922]
9,[-0.50602043  0.00329848],"[-1.50079054 -1.00978407 -0.03785241 -1.25741983  0.49528659 -0.08319908
  0.66353069 -1.5859611  -0.77897007  0.70813448  0.        ]",[-2.14145923  3.01909018],"[[ -3.04716907e+00  -2.06819933e+00   5.77628006e-02  -8.96727471e-03]
 [ -3.29342218e+01  -1.22650790e+01   0.00000000e+00   0.00000000e+00]]",-1.12696,-0.152258348481,[-2.48588497  1.11829493]
