timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.07236005  0.01855586],"[  1.13705868e+00   1.14372718e+00   2.36661415e-01   7.89405910e-04
   9.71633096e-01   1.43542417e+00   9.42197136e-01  -9.17538857e-02
   3.79404304e-01  -8.78193549e-01   0.00000000e+00]",[-0.67288399 -0.27640235],"[[ 0.0855646   0.02335718  0.1124696   0.16839564]
 [-0.00340603 -0.00358884  0.          0.        ]]",-0.675,-0.176597599481,[-1.23428368  0.69074883]
1,[-0.07236005  0.01855586],"[ 1.14065337  1.14243456  0.17683326  0.04591184  0.97162847  1.4354134
  0.73890834  0.25815013  0.38184296 -0.91312943  0.        ]",[-0.67524219 -0.2708987 ],"[[ 0.04579598  0.05074351  0.1124696   0.16839564]
 [-3.96027848  2.73309579  0.          0.        ]]",-0.731442,-0.181290560856,[-1.29546554  0.92714937]
2,[-0.07236005  0.01855586],"[  1.13848612e+00   1.13135053e+00  -1.14940504e-03   1.95155036e-01
   9.71623837e-01   1.43540264e+00   5.39622831e-01   7.20800134e-01
   3.82397153e-01  -1.01019458e+00   0.00000000e+00]",[-0.67742956 -0.2708883 ],"[[-0.0723284   0.14171119  0.1124696   0.16839564]
 [-7.83924549  6.35160011  0.          0.        ]]",-1.19619,-0.193989662826,[ 0.86770181  0.37332295]
3,[-0.07236005  0.01855586],"[ 1.11643717  1.093868   -0.18156622  0.4215809   0.97161921  1.43539187
  0.72390779  0.89353832  0.37161371 -1.07455136  0.        ]",[-0.67407393 -0.28960621],"[[-0.19312335  0.28229861  0.1124696   0.16839564]
 [-4.25217758  7.7026511   0.          0.        ]]",-0.831335,-0.201694881857,[-1.40882776 -0.55795014]
4,[-0.07236005  0.01855586],"[ 1.07333266  1.03761341 -0.3621913   0.62354701  0.97161458  1.4353811
  0.52502854  0.59174619  0.35218703 -1.14849396  0.        ]",[-0.6754443  -0.28627187],"[[-0.31700593  0.41266963  0.1124696   0.16839564]
 [-8.12322702  5.34229046  0.          0.        ]]",-0.890973,-0.210272865577,[-1.42884499 -0.44873975]
5,[-0.07236005  0.01855586],"[ 0.96137964  0.98844283 -0.63814653  0.75368608  0.97160995  1.43537034
  0.33006604  0.35119315  0.3057367  -1.34988515  0.        ]",[-0.67783588 -0.28116414],"[[ -0.5175448    0.50063912   0.1124696    0.16839564]
 [-11.91804678   3.46088808   0.           0.        ]]",-0.983292,-0.235385018281,[-1.09502652 -1.2153372 ]
6,[-0.07236005  0.01855586],"[ 0.73029281  0.97044467 -0.9666345   0.79502482  0.97160532  1.43535957
  0.13899959 -0.16371475  0.18065136 -1.66905571  0.        ]",[-0.68206674 -0.26722917],"[[ -0.79321965   0.52945129   0.1124696    0.16839564]
 [-15.63703465  -0.56629663   0.           0.        ]]",-1.2296,-0.275831691925,[-1.07691682  0.54867882]
7,[-0.07236005  0.01855586],"[ 0.3352874   0.9635966  -1.26378051  0.81004676  0.97160069  1.43534881
 -0.04840069  0.11557716 -0.08853912 -2.01950787  0.        ]",[-0.69235528 -0.2340844 ],"[[ -1.14255781   0.54004256   0.1124696    0.16839564]
 [-19.28466293   1.61808952   0.           0.        ]]",-1.4658,-0.322305129178,[-0.74016498 -0.83912557]
8,[-0.07236005  0.01855586],"[-0.21422215  0.9644362  -1.39970506  0.80820959  0.97159606  1.43533804
 -0.17917891 -0.31334585 -0.529665   -2.28294401  0.        ]",[-0.70682168 -0.17913075],"[[ -1.55379148   0.53874627   0.1124696    0.16839564]
 [-21.8301796   -1.73658016   0.           0.        ]]",-1.23954,-0.365647557233,[-1.97795978  0.58843634]
9,[-0.07236005  0.01855586],"[-0.84399273  0.97152648 -1.24653983  0.79257564  0.97159143  1.43532727
 -0.36028365 -0.0110375  -1.11246737 -2.3230133   0.        ]",[-0.72887552 -0.0895661 ],"[[ -2.02576298   0.52773796   0.1124696    0.16839564]
 [-25.35526946   0.62780763   0.           0.        ]]",-1.51543,-0.396737879001,[-0.28816989  0.17800151]
10,[-0.07236005  0.01855586],"[-1.37463214  0.95886997 -0.74637837  0.82017777  0.9715868   1.43531651
 -0.39310418  0.07733248 -1.66941523 -2.04391894  0.        ]",[-0.74805975 -0.0068219 ],"[[ -2.53927799   0.54722887   0.1124696    0.16839564]
 [-25.99411728   1.31895909   0.           0.        ]]",-0.856632,-0.404272661975,[-1.68318889  0.12713527]
11,[-0.07236005  0.01855586],"[-1.6158371   0.93778431  0.03565651  0.86363013  0.97158217  1.43530574
 -0.56995657  0.13828687 -2.04475717 -1.46754068  0.        ]",[-0.75987029  0.05326734],"[[ -3.093698     0.57839221   0.1124696    0.16839564]
 [-29.43644031   1.79569067   0.           0.        ]]",-0.442309,-0.383889724439,[-0.15458154  0.64282538]
12,[-0.07236005  0.01855586],"[-1.42027185  0.89349476  0.88450599  0.94621426  0.97157754  1.43529498
 -0.57152529  0.45891302 -2.08233295 -0.74535349  0.        ]",[-0.76258385  0.08071758],"[[ -3.68273297   0.63946638   0.1124696    0.16839564]
 [-29.46701034   4.30333665   0.           0.        ]]",0.0556871,-0.333093787463,[-1.71273783 -0.70539454]
13,[-0.07236005  0.01855586],"[-0.78317086  0.84859167  1.49273442  1.02020504  0.97157291  1.43528422
 -0.74480677  0.09070758 -1.73236777 -0.08394103  0.        ]",[-0.75833964  0.08300188],"[[ -4.30591419   0.69664101   0.1124696    0.16839564]
 [-32.83983663   1.42358829   0.           0.        ]]",0.297774,-0.251645381125,[-1.05191116 -0.64321761]
14,[-0.07236005  0.01855586],"[ 0.14827668  0.84645805  1.55539052  1.02350233  0.97156828  1.43527345
 -0.91464443 -0.23882448 -0.99372755  0.27851768  0.        ]",[-0.74585503  0.04158388],"[[ -4.99587997   0.69925519   0.1124696    0.16839564]
 [-36.14565328  -1.15369422   0.           0.        ]]",0.259842,-0.131987052437,[ 0.0872508   0.15480687]
15,[-0.07236005  0.01855586],"[ 0.92020147  0.85997399  0.92782237  1.00223365  0.97156366  1.43526269
 -0.86017377 -0.15802171 -0.17585689  0.0315879   0.        ]",[-0.72256428 -0.07403485],"[[ -5.708156     0.68252144   0.1124696    0.16839564]
 [-35.08550297  -0.52173847   0.           0.        ]]",-0.402439,-0.0107814376421,[ 0.83218146 -0.44296951]
16,[-0.07236005  0.01855586],"[ 1.13691301  0.88195399 -0.02270468  0.96603486  0.97155903  1.43525192
 -0.65532231 -0.38151688  0.27819799 -0.6810781   0.        ]",[-0.70034027 -0.1889393 ],"[[ -6.36986171   0.65454742   0.1124696    0.16839564]
 [-31.09830328  -2.26969945   0.           0.        ]]",-0.662714,-0.142412108784,[-0.63393662 -0.2800577 ]
17,[-0.07236005  0.01855586],"[ 0.79267408  0.92364015 -0.89498257  0.89112339  0.9715544   1.43524116
 -0.75252328 -0.51780737  0.22581266 -1.54246851  0.        ]",[-0.69948894 -0.20712787],"[[ -7.01081093   0.59845872   0.1124696    0.16839564]
 [-32.99028392  -3.33563578   0.           0.        ]]",-1.48096,-0.259074084707,[ 0.61055318 -0.4642308 ]
