timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.61045122 -0.17446125],"[ 1.28295624  0.97168459 -0.02284456  0.56949193 -0.35910563  1.47265273
  1.80062173 -0.22576391  1.39440183 -1.07758731  0.        ]",[-2.80867386 -4.28884411],"[[-0.07562932 -0.00554    -0.04076074  0.1700126 ]
 [ 0.00291922 -0.00370093  0.          0.        ]]",-1.37191,-0.311983697105,[-2.47829622 -3.98990726]
1,[-0.61045122 -0.17446125],"[ 1.27771083  0.97034115 -0.08018583  0.49294625 -0.35910557  1.47265208
  1.69594985 -0.5893736   1.38592641 -1.15581135  0.        ]",[-2.78153181 -4.15586281],"[[-0.11524658 -0.04532568 -0.04076074  0.1700126 ]
 [-3.95148546 -3.96168083  0.          0.        ]]",-1.12473,-0.318561734309,[-3.11135441 -3.36555942]
2,[-0.61045122 -0.17446125],"[ 1.24932916  0.95400145 -0.24896123  0.26689519 -0.35910551  1.47265143
  1.59334599 -0.94578612  1.331582   -1.38240028  0.        ]",[-2.77815437 -3.94800949],"[[-0.23316787 -0.16348497 -0.04076074  0.1700126 ]
 [-7.82776755 -7.8413189   0.          0.        ]]",-0.843811,-0.335976459101,[-3.34806437 -4.05136677]
3,[-0.61045122 -0.17446125],"[ 1.16168792  0.8873126  -0.51630124 -0.09510316 -0.35910545  1.47265077
  1.4927617  -1.29513852  1.15340904 -1.71587649  0.        ]",[-2.76791835 -3.66540003],"[[ -0.42784858  -0.35846614  -0.04076074   0.1700126 ]
 [-11.62775685 -11.64410842   0.           0.        ]]",-0.598363,-0.357209836007,[-2.94706285 -4.69354938]
4,[-0.61045122 -0.17446125],"[ 0.96218201  0.71780868 -0.84726281 -0.55182045 -0.3591054   1.47265012
  1.39413934 -1.63755815  0.7653221  -2.03633131  0.        ]",[-2.77429819 -2.89261484],"[[ -0.69778396  -0.62874626  -0.04076074   0.1700126 ]
 [-15.35363019 -15.37143735   0.           0.        ]]",-0.480413,-0.370153596515,[-2.59318614 -1.73511106]
5,[-0.61045122 -0.17446125],"[ 0.59905728  0.39146582 -1.16810776 -1.01057307 -0.35910534  1.47264946
  1.29741237 -1.97316374  0.17283967 -2.12747433  0.        ]",[-2.86978197 -1.3842423 ],"[[ -1.04151642  -0.97282919  -0.04076074   0.1700126 ]
 [-19.00790004 -19.02460016   0.           0.        ]]",-0.0760393,-0.358403426716,[-2.61762198 -1.14957735]
6,[-0.61045122 -0.17446125],"[ 0.05442268 -0.11624321 -1.35777005 -1.31290985 -0.35910528  1.47264881
  1.2025148  -2.30207441 -0.40368449 -1.79016957  0.        ]",[-3.10250473  0.41462439],"[[ -1.45763941  -1.38924444  -0.04076074   0.1700126 ]
 [-22.59306002 -22.60489607   0.           0.        ]]",0.0505266,-0.305987487456,[-3.18519202  0.97342688]
7,[-0.61045122 -0.17446125],"[-0.61005729 -0.65521623 -1.26655453 -1.29501313 -0.35910523  1.47264816
  1.10941223 -1.90658076 -0.60092215 -1.16681161  0.        ]",[-3.16733313  0.9875294 ],"[[ -1.94479273  -1.79814918  -0.04076074   0.1700126 ]
 [-26.11040842 -18.29986098   0.           0.        ]]",-1.06617,-0.218690415417,[-2.98720677  0.50781036]
8,[-0.61045122 -0.17446125],"[-1.21687427 -1.07186097 -0.78136416 -1.04076092 -0.35910517  1.4726475
  1.0181812  -1.6882673  -0.36807917 -0.66507073  0.        ]",[-3.25109148  1.61206901],"[[ -2.50158351  -2.14030344  -0.04076074   0.1700126 ]
 [-29.55705291 -15.92347273   0.           0.        ]]",-2.77707,-0.12895463041,[-3.12899769  1.31322525]
9,[-0.61045122 -0.17446125],"[-1.49169092 -1.34906232  0.06524244 -0.69725065 -0.35910511  1.47264685
  0.92878732 -1.29524764  0.04182986 -0.52405731  0.        ]",[-3.28294086  1.97819245],"[[ -3.12661229  -2.41584877  -0.04076074   0.1700126 ]
 [-32.93429334 -11.64535689   0.           0.        ]]",-3.66231,-0.0997274238099,[-2.53483372  2.08134668]
10,[-0.61045122 -0.17446125],"[-1.18550563 -1.498171    0.99784689 -0.40098209 -0.35910506  1.4726462
  0.84120132 -0.91003493  0.33676025 -0.68328641  0.        ]",[-3.37152195  2.68671608],"[[ -3.81849989  -2.60668427  -0.04076074   0.1700126 ]
 [-36.24323444  -7.45221851   0.           0.        ]]",-2.77858,-0.142323773792,[-2.54110313  2.65386277]
