timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.58472502 -0.16371214],"[ 1.28616271  0.966667    0.11704855  0.52414711 -0.32628218 -0.19797565
  1.79579735 -0.22518218  1.37450022  0.2297806   0.        ]",[-3.00111413 -0.3540006 ],"[[ 0.02047633 -0.0250662  -0.03704956 -0.02267192]
 [-0.00012226  0.00247901  0.          0.        ]]",-2.67884,-0.248211398357,[-3.2813551  -0.75787125]
1,[-0.58472502 -0.16371214],"[ 1.28619726  0.96506947  0.05934198  0.46636421 -0.32628212 -0.19797563
  1.69115295 -0.5023418   1.37272443  0.15769968  0.        ]",[-3.00626016 -0.04101625],"[[-0.0192049  -0.05511025 -0.03704956 -0.02267192]
 [-3.95483917 -2.99689323  0.          0.        ]]",-2.76837,-0.24704875061,[-2.43376199 -1.03875132]
2,[-0.58472502 -0.16371214],"[ 1.2733995   0.95135004 -0.11162952  0.27681438 -0.32628207 -0.1979756
  1.58858637 -0.86260814  1.34160714 -0.06046864  0.        ]",[-3.01157761  0.28960872],"[[-0.13719247 -0.15416544 -0.03704956 -0.02267192]
 [-7.83103663 -6.89563227  0.          0.        ]]",-2.74741,-0.242530223106,[-2.51521779  0.98366465]
3,[-0.58472502 -0.16371214],"[ 1.21060469  0.92531151 -0.38670557  0.09315681 -0.32628202 -0.19797557
  1.48796556 -0.48993764  1.23443723 -0.35766114  0.        ]",[-2.89649868 -1.74034154],"[[ -0.33196656  -0.25161406  -0.03704956  -0.02267192]
 [-11.63370432  -2.86266111   0.           0.        ]]",-2.56024,-0.234254263583,[-2.72077748 -2.2184446 ]
4,[-0.58472502 -0.16371214],"[ 1.04222313  0.88755866 -0.73632686 -0.08404941 -0.32628197 -0.19797554
  1.38941143 -0.85043785  0.99789797 -0.68567928  0.        ]",[-2.85349321 -2.06507826],"[[ -0.60200968  -0.34801025  -0.03704956  -0.02267192]
 [-15.35827184  -6.76393042   0.           0.        ]]",-2.20884,-0.221114693566,[-3.24589921 -2.17120406]
5,[-0.58472502 -0.16371214],"[ 0.71003768  0.79064232 -1.09216425 -0.38681037 -0.32628192 -0.19797551
  1.29278991 -1.20377836  0.54442208 -0.96100923  0.        ]",[-2.80944633 -2.05709839],"[[ -0.94581047  -0.52165478  -0.03704956  -0.02267192]
 [-19.00980539 -10.5877209    0.           0.        ]]",-2.05965,-0.198994658409,[-1.99468583 -3.46914602]
6,[-0.58472502 -0.16371214],"[ 0.18527504  0.59193518 -1.33546925 -0.76898803 -0.32628186 -0.19797548
  1.19804355 -1.55007866 -0.09390117 -0.96343647  0.        ]",[-2.84583879 -0.71064818],"[[ -1.36192941  -0.77101121  -0.03704956  -0.02267192]
 [-22.59047552 -14.33532749   0.           0.        ]]",-1.74073,-0.168230872921,[-3.32182577  0.18383194]
7,[-0.58472502 -0.16371214],"[-0.48428792  0.30340412 -1.31116426 -1.09493759 -0.32628181 -0.19797545
  1.10509049 -1.45630315 -0.66428565 -0.54147209  0.        ]",[-2.88108301  1.1242305 ],"[[ -1.84898326e+00  -1.04753719e+00  -3.70495600e-02  -2.26719153e-02]
 [ -2.61033753e+01  -1.33205130e+01   0.00000000e+00   0.00000000e+00]]",-2.07383,-0.139526870666,[-3.32970096  0.72641589]
8,[-0.58472502 -0.16371214],"[-1.13244863  0.01779931 -0.889055   -1.27300331 -0.32628176 -0.19797542
  1.01394948 -1.16577849 -0.86526851  0.15837987  0.        ]",[-2.96700525  3.76220751],"[[ -2.40561001e+00  -1.28240416e+00  -3.70495600e-02  -2.26719153e-02]
 [ -2.95477960e+01  -1.01765116e+01   0.00000000e+00   0.00000000e+00]]",-2.26967,-0.131663364187,[-4.02376613  3.44037031]
9,[-0.58472502 -0.16371214],"[-1.48344913 -0.1919204  -0.07405067 -1.33707679 -0.32628171 -0.19797539
  0.92462126 -0.78082158 -0.6116975   0.8142755   0.        ]",[-3.24505138  6.98156404],"[[ -3.03043919e+00  -1.44413774e+00  -3.70495600e-02  -2.26719153e-02]
 [ -3.29237085e+01  -6.01057868e+00   0.00000000e+00   0.00000000e+00]]",-0.825954,-0.147734380267,[-3.86022204  6.24233205]
