timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.55915523 -0.02245041],"[ 1.27041662  0.91038058  0.14031349  0.36182917 -1.46582467  0.66955552
  1.66018624 -0.21627634  2.13277358 -0.37960039  0.        ]",[-2.34297514 -1.18045735],"[[ 0.03124572 -0.03332474 -0.16940498  0.07710473]
 [-0.00340101 -0.00037022  0.          0.        ]]",-0.793627,-0.386546179333,[-2.54027607 -0.57971779]
1,[-0.55915523 -0.02245041],"[ 1.27104151  0.90902378  0.08218772  0.31812884 -1.46582339  0.66955525
  1.5557913  -0.45857665  2.13167835 -0.4465562   0.        ]",[-2.33943892 -0.98282969],"[[-0.0085032  -0.05634756 -0.16940498  0.07710473]
 [-3.95832635 -2.29427186  0.          0.        ]]",-0.97854,-0.388598243743,[-1.52711586 -1.98381021]
2,[-0.55915523 -0.02245041],"[ 1.26001606  0.89797438 -0.08997797  0.15719117 -1.46582212  0.66955498
  1.45347694 -0.87186209  2.10524485 -0.65461354  0.        ]",[-2.3376646  -0.62228489],"[[-0.1265597  -0.14148989 -0.16940498  0.07710473]
 [-7.83443889 -6.20692194  0.          0.        ]]",-0.819479,-0.393078046438,[-1.28300321 -1.1954012 ]
3,[-0.55915523 -0.02245041],"[ 1.20019893  0.85079587 -0.36733775 -0.14382649 -1.46582084  0.66955471
  1.35317936 -1.27696148  1.98041972 -0.98869322  0.        ]",[-2.33550429 -0.25863767],"[[ -0.32137137  -0.30410784  -0.16940498   0.07710473]
 [-11.63415458 -10.04207764   0.           0.        ]]",-0.470809,-0.393568814262,[-2.36692601  1.13757993]
4,[-0.55915523 -0.02245041],"[ 1.0358734   0.77259791 -0.72083227 -0.42386048 -1.46581957  0.66955444
  1.2547782  -0.83753841  1.70531443 -1.3302006   0.        ]",[-2.31546354 -1.2367841 ],"[[ -0.59145738  -0.46321017  -0.16940498   0.07710473]
 [-15.36203215  -5.8819854    0.           0.        ]]",-0.111348,-0.382485216729,[-2.40689948 -1.52674189]
5,[-0.55915523 -0.02245041],"[ 0.70828784  0.66693063 -1.08240349 -0.67793214 -1.46581829  0.66955418
  1.15838995 -1.24327304  1.25714047 -1.57066523  0.        ]",[-2.3150425  -0.89103258],"[[ -0.93533423  -0.6193902   -0.16940498   0.07710473]
 [-19.0136567   -9.72315488   0.           0.        ]]",0.151518,-0.353183427146,[-2.49211994  0.03801915]
6,[-0.55915523 -0.02245041],"[ 0.18758411  0.5026069  -1.33287643 -0.95157334 -1.46581702  0.66955391
  1.06384794 -1.20678008  0.66478973 -1.56127567  0.        ]",[-2.30231285 -0.6249904 ],"[[ -1.35154244  -0.81038797  -0.16940498   0.07710473]
 [-22.59534174  -9.37767733   0.           0.        ]]",0.39879,-0.296044352251,[-2.33064321 -0.59596499]
7,[-0.55915523 -0.02245041],"[-0.48008708  0.28491467 -1.3157272  -1.19366094 -1.46581574  0.66955364
  0.97117127 -1.43609846  0.12035256 -1.18079614  0.        ]",[-2.30292892  0.8157351 ],"[[ -1.83867396  -1.01972526  -0.16940498   0.07710473]
 [-26.10636286 -11.54868693   0.           0.        ]]",0.295636,-0.207658729634,[-1.91496123 -0.25740668]
8,[-0.55915523 -0.02245041],"[ -1.13027053e+00   4.14590467e-04  -8.98254923e-01  -1.38308815e+00
  -1.46581447e+00   6.69553373e-01   8.80281043e-01  -1.51918725e+00
  -9.86060413e-02  -4.83463315e-01   0.00000000e+00]",[-2.35695553  3.0916121 ],"[[ -2.39534719  -1.25859304  -0.16940498   0.07710473]
 [-29.54970807 -12.33531673   0.           0.        ]]",-0.353939,-0.0910714806759,[-2.91713115  3.97996708]
9,[-0.55915523 -0.02245041],"[-1.48806979 -0.26200057 -0.08244466 -1.46392467 -1.46581319  0.66955311
  0.79115241 -1.07463301  0.16648386  0.18786112  0.        ]",[-2.48783541  4.76393414],"[[ -3.02022153  -1.46307393  -0.16940498   0.07710473]
 [-32.92631845  -8.12664557   0.           0.        ]]",-0.379309,-0.0485834199056,[-3.04884909  2.70360317]
10,[-0.55915523 -0.02245041],"[-1.27907468 -0.42094883  0.88428277 -1.47476619 -1.46581192  0.66955284
  0.7038165  -0.6387846   0.75897376  0.50051967  0.        ]",[-2.65906048  5.47432041],"[[ -3.71194711  -1.58420831  -0.16940498   0.07710473]
 [-36.23501353  -4.0003902    0.           0.        ]]",1.63213,-0.161218460443,[-3.71018571  6.49589161]
11,[-0.55915523 -0.02245041],"[-0.44704051 -0.47273098  1.51409744 -1.4722847  -1.46581065  0.66955257
  0.61824258 -0.21146367  1.39129655  0.32864147  0.        ]",[-2.62581182  5.24363232],"[[ -4.46917706  -1.62362775  -0.16940498   0.07710473]
 [-39.4769581    0.0451351    0.           0.        ]]",0.86715,-0.256593329135,[-1.85285214  5.63985255]
12,[-0.55915523 -0.02245041],"[ 0.64316569 -0.41926789  1.31940432 -1.47479464 -1.46580937  0.6695523
  0.53439851  0.20751199  1.75669315 -0.2587415   0.        ]",[-2.44779539  3.64919543],"[[ -5.29058855  -1.58292961  -0.16940498   0.07710473]
 [-42.65336857   4.01165428   0.           0.        ]]",-0.896272,-0.320127243191,[-1.93554891  1.93161853]
13,[-0.55915523 -0.02245041],"[ 1.26297792 -0.26278815  0.25270904 -1.4640424  -1.4658081   0.66955203
  0.45225248  0.61831933  1.62074286 -0.992763    0.        ]",[-2.32150364  0.54291999],"[[ -6.17488294  -1.46367706  -0.16940498   0.07710473]
 [-45.76544998   7.90084312   0.           0.        ]]",-0.193971,-0.340070314495,[-2.19019044  1.28753052]
14,[-0.55915523 -0.02245041],"[ 0.8131061  -0.01061852 -0.99208088 -1.38815142 -1.46580682  0.66955177
  0.37177116  1.02111101  0.96172373 -1.43830266  0.        ]",[-2.26490879 -2.04335546],"[[ -7.12078605  -1.26740166  -0.16940498   0.07710473]
 [-48.8144645   11.71414889   0.           0.        ]]",0.199265,-0.305078051384,[-3.15066167 -2.49963032]
15,[-0.55915523 -0.02245041],"[-0.48699748  0.22192133 -1.31370339 -1.24620266 -1.46580555  0.6695515
  0.29293729  0.57951327  0.10761058 -1.14025019  0.        ]",[-2.25467491 -1.89173841],"[[ -8.12703907  -1.07506562  -0.16940498   0.07710473]
 [-51.80106629   7.53346671   0.           0.        ]]",-0.72958,-0.200796876412,[-1.87960028 -0.6966765 ]
16,[-0.55915523 -0.02245041],"[-1.4610519   0.35756032 -0.24211608 -1.12421861 -1.46580427  0.66955123
  0.21562874  0.27356544 -0.16116316 -0.09191794  0.        ]",[-2.3417573   0.12868384],"[[ -9.19244464  -0.9534581   -0.16940498   0.07710473]
 [-54.72988198   4.63700563   0.           0.        ]]",-0.407219,-0.0294529069849,[-2.84913438  0.30126128]
17,[-0.55915523 -0.02245041],"[-0.98394543  0.46462188  1.23210071 -1.00178521 -1.465803    0.66955096
  0.13981257  0.39109481  0.63704278  0.74948485  0.        ]",[-2.53461647  1.74191248],"[[-10.31586141  -0.8495546   -0.16940498   0.07710473]
 [-57.60215922   5.74967771   0.           0.        ]]",0.949032,-0.166011539093,[-3.93440022  0.11602639]
18,[-0.55915523 -0.02245041],"[ 0.55096335  0.57530344  1.3776988  -0.84333895 -1.46580172  0.6695507
  0.06550888  0.42882608  1.79015975  0.36847165  0.        ]",[-2.44938564  1.06462371],"[[-11.49614824  -0.7309767   -0.16940498   0.07710473]
 [-60.41713651   6.10688736   0.           0.        ]]",-0.0490978,-0.324582178188,[-2.4554548   0.72328608]
19,[-0.55915523 -0.02245041],"[ 1.25209992  0.69528346 -0.14676621 -0.61805435 -1.46580045  0.66955043
 -0.00733735  0.71973497  1.95263749 -0.95947779  0.        ]",[-2.29809427 -2.61161709],"[[-12.73218137  -0.58120459  -0.16940498   0.07710473]
 [-63.17689825   8.86097387   0.           0.        ]]",-0.708091,-0.387250302277,[-2.6722398  -2.60442086]
20,[-0.55915523 -0.02245041],"[ 0.04437944  0.78288738 -1.35834086 -0.39339636 -1.46579917  0.66955016
 -0.07869025  0.28398555  0.7542658  -1.65019025  0.        ]",[-2.34602475 -3.27366567],"[[-14.02283913  -0.44537339  -0.16940498   0.07710473]
 [-65.88008553   4.73566187   0.           0.        ]]",-0.672661,-0.315772806151,[-2.28152625 -2.93069867]
