timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.55593872 -0.01269814],"[ 1.26838342  0.90851895  0.15932611  0.28660704 -0.00203542  0.56374402
  1.64935833 -0.2146869   1.13601494 -0.31230682  0.        ]",[-2.1621511  -1.92735898],"[[  4.37957686e-02  -6.92123394e-02  -9.11627297e-05   6.49718817e-02]
 [  4.86387123e-03   4.52953052e-03   0.00000000e+00   0.00000000e+00]]",-0.846595,-0.219320060969,[-2.76022062 -1.61867411]
1,[-0.55593872 -0.01269814],"[ 1.26969754  0.90388852  0.10143368  0.21185358 -0.00203542  0.56374381
  1.54491552 -0.63596429  1.133245   -0.39021403  0.        ]",[-2.15070462 -1.57408333],"[[  4.21692281e-03  -1.08835060e-01  -9.11627297e-05   6.49718817e-02]
 [ -3.94959179e+00  -3.95361461e+00   0.00000000e+00   0.00000000e+00]]",-0.990615,-0.222860021514,[-2.12489933 -0.82355962]
2,[-0.55593872 -0.01269814],"[ 1.26077534  0.88003467 -0.07070373  0.00454913 -0.00203542  0.56374359
  1.44252847 -0.97454499  1.09732768 -0.61381692  0.        ]",[-2.14636278 -1.26949513],"[[ -1.13669947e-01  -2.19825018e-01  -9.11627297e-05   6.49718817e-02]
 [ -7.82622036e+00  -7.13477835e+00   0.00000000e+00   0.00000000e+00]]",-0.658917,-0.23233896476,[-2.86387521 -1.01818985]
3,[-0.55593872 -0.01269814],"[ 1.20443066  0.80748896 -0.34876602 -0.3214722  -0.00203542  0.56374338
  1.34216363 -1.38077459  0.95298062 -0.9504304   0.        ]",[-2.15342832 -0.87287498],"[[ -3.08320511e-01  -4.00815641e-01  -9.11627297e-05   6.49718817e-02]
 [ -1.16262906e+01  -1.09515476e+01   0.00000000e+00   0.00000000e+00]]",-0.957212,-0.244665023314,[-1.56691746  0.23791217]
4,[-0.55593872 -0.01269814],"[ 1.04465326  0.67596069 -0.70446907 -0.664756   -0.00203542  0.56374316
  1.24371953 -1.25724878  0.63647057 -1.2872383   0.        ]",[-2.1484437  -1.14945889],"[[ -5.78243159e-01  -6.08202463e-01  -9.11627297e-05   6.49718817e-02]
 [ -1.53536433e+01  -9.79096082e+00   0.00000000e+00   0.00000000e+00]]",-0.650237,-0.254463804662,[-2.04048596 -0.4491804 ]
5,[-0.55593872 -0.01269814],"[ 0.72187177  0.49406877 -1.0706268  -0.96724088 -0.00203542  0.56374295
  1.14722862 -1.42569483  0.14629412 -1.48100759  0.        ]",[-2.15211439 -0.98124349],"[[ -9.21969923e-01  -8.19901734e-01  -9.11627297e-05   6.49718817e-02]
 [ -1.90070483e+01  -1.13736198e+01   0.00000000e+00   0.00000000e+00]]",-0.134487,-0.256473075304,[-2.01623805 -1.88057287]
6,[-0.55593872 -0.01269814],"[ 0.20469903  0.2111836  -1.32850878 -1.25732539 -0.00203542  0.56374273
  1.05262254 -1.82288131 -0.45062133 -1.36798939  0.        ]",[-2.19281101 -0.1940219 ],"[[ -1.33804686e+00  -1.08481773e+00  -9.11627297e-05   6.49718817e-02]
 [ -2.25890936e+01  -1.51054370e+01   0.00000000e+00   0.00000000e+00]]",-0.241174,-0.242161350016,[-1.92971279  0.14803122]
7,[-0.55593872 -0.01269814],"[-0.46282688 -0.15091228 -1.32090849 -1.44155287 -0.00203542  0.56374252
  0.95981122 -1.72831579 -0.89334391 -0.87680712  0.        ]",[-2.27796316  0.61812127],"[[ -1.82508522e+00  -1.37801327e+00  -9.11627297e-05   6.49718817e-02]
 [ -2.61031878e+01  -1.42169575e+01   0.00000000e+00   0.00000000e+00]]",-0.533008,-0.205450215979,[-2.14318262  0.87941005]
8,[-0.55593872 -0.01269814],"[-1.11810676 -0.47336391 -0.91265027 -1.47390664 -0.00203542  0.56374231
  0.86881769 -1.32732309 -0.94585332 -0.2307717   0.        ]",[-2.3457756   1.74380088],"[[ -2.38171766e+00  -1.62455248e+00  -9.11627297e-05   6.49718817e-02]
 [ -2.95484586e+01  -1.04494053e+01   0.00000000e+00   0.00000000e+00]]",-1.48389,-0.152275423506,[-3.19856077  1.90621838]
9,[-0.55593872 -0.01269814],"[-1.4862958  -0.69073065 -0.10171211 -1.43061451 -0.00203542  0.56374209
  0.77964813 -0.88337807 -0.62679066  0.27032868  0.        ]",[-2.4247272   3.14350319],"[[ -3.00656336e+00  -1.79169150e+00  -9.11627297e-05   6.49718817e-02]
 [ -3.29246709e+01  -6.27828412e+00   0.00000000e+00   0.00000000e+00]]",-1.73937,-0.094829830946,[-1.79986463  2.8571258 ]
