timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.64695978 -0.38187402],"[ 1.28792046  1.0160828   0.17943394  0.65658601 -1.53165315 -0.26090422
  1.84049753 -0.22603862  2.21154928  0.35217774  0.        ]",[-3.96349573  1.91650105],"[[ 0.06504051  0.00113593 -0.1762226  -0.0299012 ]
 [ 0.00315403 -0.00439815  0.          0.        ]]",-3.104,-0.388234819906,[-4.10216634  3.07819392]
1,[-0.64695978 -0.38187402],"[ 1.29041198  1.01496462  0.12193455  0.73271038 -1.5316526  -0.26090419
  1.73538608  0.12180773  2.21261425  0.32752597  0.        ]",[-3.89553738  0.23505962],"[[ 0.02539702  0.04079213 -0.1762226  -0.0299012 ]
 [-3.95432191  3.95681044  0.          0.        ]]",-3.53602,-0.387987722576,[-3.8674767   0.71200354]
2,[-0.64695978 -0.38187402],"[ 1.28490138  1.00149057 -0.04920865  0.9364953  -1.53165205 -0.26090416
  1.6323658   0.36262558  2.21070377  0.24633341  0.        ]",[-3.81929827 -1.657763  ],"[[-0.092606    0.14744374 -0.1762226  -0.0299012 ]
 [-7.83306883  6.69919876  0.          0.        ]]",-2.75204,-0.386551067354,[-4.08964499 -3.47435894]
3,[-0.64695978 -0.38187402],"[ 1.23382617  0.9774121  -0.32650256  1.11154576 -1.53165151 -0.26090413
  1.53145131  0.00339523  2.18909347  0.05761485  0.        ]",[-3.73216677 -2.24958086],"[[ -0.28738839   0.24038316  -0.1762226   -0.0299012 ]
 [-11.63253592   2.60835236   0.           0.        ]]",-2.65675,-0.382017491466,[-4.38406056 -2.24219944]
4,[-0.64695978 -0.38187402],"[ 1.08035881  0.97349793 -0.68302198  1.1337679  -1.53165096 -0.2609041
  1.43253253 -0.34873644  2.09384779 -0.26900282  0.        ]",[-3.65481949 -2.85126019],"[[ -0.55740654   0.25231673  -0.1762226   -0.0299012 ]
 [-15.35686696  -1.40165577   0.           0.        ]]",-2.24064,-0.370272173289,[-4.48711401 -3.92861541]
5,[-0.64695978 -0.38187402],"[ 0.76338043  0.99317133 -1.05337712  1.0073187  -1.53165042 -0.26090407
  1.33557359 -0.69390602  1.82735305 -0.67204218  0.        ]",[-3.55463266 -3.44828916],"[[ -0.90117112   0.18484545  -0.1762226   -0.0299012 ]
 [-19.00741179  -5.33238132   0.           0.        ]]",-2.36055,-0.343195739256,[-3.67869078 -3.61702225]
6,[-0.64695978 -0.38187402],"[ 0.24908753  1.01503116 -1.3204957   0.73030815 -1.53164987 -0.26090404
  1.24053409 -1.03223697  1.30230171 -0.99275398  0.        ]",[-3.41165257 -3.78154492],"[[ -1.31722116   0.03954061  -0.1762226   -0.0299012 ]
 [-22.58569125  -9.18523096   0.           0.        ]]",-2.03352,-0.28980988621,[-3.90030768 -4.45508051]
7,[-0.64695978 -0.38187402],"[-0.42132128  0.99385605 -1.32758012  0.30676098 -1.53164932 -0.26090401
  1.1473637  -1.36383688  0.56155032 -0.96676471  0.        ]",[-3.24836588 -3.47012091],"[[ -1.80412951  -0.18205284  -0.1762226   -0.0299012 ]
 [-26.09359991 -12.96143099   0.           0.        ]]",-2.21781,-0.200137885232,[-3.07303717 -3.98135093]
8,[-0.64695978 -0.38187402],"[-1.08734018  0.86508276 -0.93720673 -0.22958128 -1.53164878 -0.26090398
  1.05599862 -1.68879765 -0.0846521  -0.3765348   0.        ]",[-3.27400827  0.047506  ],"[[ -2.36051192  -0.47841264  -0.1762226   -0.0299012 ]
 [-29.53353916 -16.66202937   0.           0.        ]]",-2.79147,-0.0732954291055,[-3.38082846  1.41129946]
9,[-0.64695978 -0.38187402],"[-1.4734084   0.63801974 -0.14129713 -0.68032963 -1.53164823 -0.26090395
  0.96632374 -1.31180346 -0.160857    0.56297064  0.        ]",[-3.68310785  6.18912935],"[[ -2.98505741e+00  -7.68581132e-01  -1.76222600e-01  -2.99011951e-02]
 [ -3.29098430e+01  -1.23688959e+01   0.00000000e+00   0.00000000e+00]]",-0.945699,-0.0785254816925,[-3.27601549  6.32716352]
