timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.50618345 -0.00740785],"[ 1.24977911  0.93331238  0.17622119  0.1638193   0.15551228  1.31638959
  1.51772708 -0.20270963  1.02109871 -0.8606485   0.        ]",[-1.99844337 -2.59794474],"[[ 0.05051029 -0.09284864  0.01850597  0.15304534]
 [ 0.00458837 -0.00392149  0.          0.        ]]",0.333515,-0.244716437153,[-1.86194871 -3.66562261]
1,[-0.50618345 -0.00740785],"[ 1.25145608  0.92742924  0.11800481  0.09232928  0.1555122   1.31638794
  1.41120234 -0.65374106  1.01759625 -0.93907348  0.        ]",[-1.98021364 -2.30434036],"[[ 0.01092593 -0.13263872  0.01850597  0.15304534]
 [-3.94986929 -3.96189969  0.          0.        ]]",0.368315,-0.252352706352,[-2.57862152 -2.2222993 ]
2,[-0.50618345 -0.00740785],"[ 1.24364639  0.89785729 -0.05516757 -0.11730641  0.15551213  1.3163863
  1.30678103 -1.09584382  0.97795326 -1.16803772  0.        ]",[-1.97161555 -1.90879226],"[[-0.10696396 -0.25080233  0.01850597  0.15304534]
 [-7.82625484 -7.84153026  0.          0.        ]]",0.651232,-0.273387044792,[-2.19013117 -2.98702088]
3,[-0.50618345 -0.00740785],"[ 1.18921018  0.81054396 -0.33519579 -0.44819837  0.15551206  1.31638466
  1.20441263 -1.52918686  0.82273264 -1.51075053  0.        ]",[-1.97204876 -1.55518246],"[[ -0.30161619  -0.44578756   0.01850597   0.15304534]
 [-11.626441   -11.6443021    0.           0.        ]]",0.409496,-0.30194940628,[-1.81949818 -1.16826282]
4,[-0.50618345 -0.00740785],"[ 1.0321164   0.61621105 -0.69402232 -0.85552605  0.15551199  1.31638302
  1.10403791 -1.95392744  0.46077252 -1.85316639  0.        ]",[-1.99233794 -1.24177551],"[[ -0.57152817  -0.7160713    0.01850597   0.15304534]
 [-15.35262477 -15.37160353   0.           0.        ]]",0.738948,-0.327256024706,[-2.24550591 -0.79775769]
5,[-0.50618345 -0.00740785],"[ 0.71252451  0.2762996  -1.06453282 -1.23897304  0.15551191  1.31638138
  1.00558628 -2.27895931 -0.10810009 -1.98351286  0.        ]",[-2.03979754 -0.90887946],"[[ -9.15246282e-01  -1.05212262e+00   1.85059712e-02   1.53045335e-01]
 [ -1.90074248e+01  -1.82239448e+01   0.00000000e+00   0.00000000e+00]]",1.28021,-0.333779781127,[-2.13458513 -1.37039299]
6,[-0.50618345 -0.00740785],"[ 0.19831631 -0.22029232 -1.32757209 -1.46420192  0.15551184  1.31637974
  0.90900992 -2.68874771 -0.68539369 -1.70400012  0.        ]",[-2.09758544 -0.24812406],"[[ -1.33136045e+00  -1.45268379e+00   1.85059712e-02   1.53045335e-01]
 [ -2.25926153e+01  -2.18200974e+01   0.00000000e+00   0.00000000e+00]]",1.01097,-0.304818881368,[-1.21248817  0.75223494]
7,[-0.50618345 -0.00740785],"[-0.46761662 -0.74340761 -1.32463567 -1.4043429   0.15551177  1.3163781
  0.81426765 -2.29974479 -0.92152109 -1.11832373  0.        ]",[-2.08908296  0.12061724],"[[ -1.81850200e+00  -1.85483638e+00   1.85059712e-02   1.53045335e-01]
 [ -2.61097235e+01  -1.84064828e+01   0.00000000e+00   0.00000000e+00]]",1.28413,-0.238158282958,[-3.33651398 -0.35182705]
8,[-0.50618345 -0.00740785],"[-1.12382558 -1.18340009 -0.91851468 -1.09431527  0.1555117   1.31637646
  0.7214158  -2.41659275 -0.70974972 -0.61473995  0.        ]",[-2.09833384  0.89825076],"[[ -2.37527999e+00  -2.23325465e+00   1.85059712e-02   1.53045335e-01]
 [ -2.95566571e+01  -1.94319434e+01   0.00000000e+00   0.00000000e+00]]",-0.121006,-0.152189279233,[-1.32846192  1.28481306]
9,[-0.50618345 -0.00740785],"[-1.49599448 -1.48621215 -0.10527395 -0.63412704  0.15551162  1.31637482
  0.63042562 -1.92121728 -0.3068586  -0.50867324  0.        ]",[-2.08194757  0.95087713],"[[ -3.00030778e+00  -2.57827634e+00   1.85059712e-02   1.53045335e-01]
 [ -3.29344827e+01  -1.50848227e+01   0.00000000e+00   0.00000000e+00]]",-0.585365,-0.101629581048,[-2.41284597  0.6137687 ]
