timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.65749192 -0.47992417],"[ 1.29064156  1.06248739 -0.01634774  0.60463541 -0.97590636  1.05505885
  1.87321285 -0.2270118   1.83546594 -0.81670266  0.        ]",[-3.68256044 -3.5294013 ],"[[-0.06891752 -0.06158044 -0.11216665  0.12203005]
 [-0.00354457 -0.00073474  0.          0.        ]]",-2.71477,-0.351499749071,[-3.93708263 -3.46844032]
1,[-0.65749192 -0.47992417],"[ 1.28573703  1.05807863 -0.07376177  0.52877061 -0.97590621  1.05505868
  1.76782    -0.56214901  1.8244988  -0.89539696  0.        ]",[-3.6386857  -2.86993265],"[[-0.10866285 -0.1013074  -0.11216665  0.12203005]
 [-3.95783194 -3.95877438  0.          0.        ]]",-2.66254,-0.355157785425,[-3.66416248 -3.43135539]
2,[-0.65749192 -0.47992417],"[ 1.25833453  1.03236888 -0.24247295  0.30550535 -0.97590605  1.0550585
  1.66450848 -0.89065234  1.76273613 -1.12187826  0.        ]",[-3.58178329 -2.45632172],"[[-0.22671017 -0.21940912 -0.11216665  0.12203005]
 [-7.83403219 -7.8384672   0.          0.        ]]",-2.84706,-0.363640855127,[-3.74186635 -2.05301814]
3,[-0.65749192 -0.47992417],"[ 1.17213539  0.94964453 -0.50987655 -0.04883945 -0.9759059   1.05505832
  1.56322877 -1.21264794  1.57318519 -1.45115259  0.        ]",[-3.48919868 -1.85053968],"[[ -0.42151586  -0.41433374  -0.11216665   0.12203005]
 [-11.63400272 -11.64130361   0.           0.        ]]",-2.3467,-0.369634806787,[-3.65292406 -3.05375493]
4,[-0.65749192 -0.47992417],"[ 0.97420727  0.75772699 -0.84143989 -0.48907191 -0.97590575  1.05505814
  1.46392248 -1.52825325  1.17390682 -1.75912259  0.        ]",[-3.43873119 -0.62300438],"[[ -0.69157661  -0.68455817  -0.11216665   0.12203005]
 [-15.35993368 -15.36867158   0.           0.        ]]",-2.40383,-0.36134989861,[-4.20814791 -0.56314089]
5,[-0.65749192 -0.47992417],"[ 0.61225431  0.42503699 -1.1639044  -0.90133706 -0.9759056   1.05505796
  1.36651485 -1.69111361  0.58920884 -1.83483985  0.        ]",[-3.41436744  0.94999015],"[[ -1.03544046  -1.01123069  -0.11216665   0.12203005]
 [-19.01463016 -17.29209201   0.           0.        ]]",-2.89108,-0.325954430496,[-2.95354732  1.60948771]
6,[-0.65749192 -0.47992417],"[ 0.06766101  0.04754482 -1.35655476 -1.13068527 -0.97590544  1.05505778
  1.27095889 -1.3266333   0.04415102 -1.5586588   0.        ]",[-3.37299132  0.93025112],"[[ -1.45170505  -1.31388421  -0.11216665   0.12203005]
 [-22.59985422 -12.98750758   0.           0.        ]]",-3.02422,-0.262614813518,[-2.47019961  1.01003245]
7,[-0.65749192 -0.47992417],"[-0.59852378 -0.24520807 -1.2696396  -1.19207928 -0.97590529  1.0550576
  1.17730696 -0.96931763 -0.25315155 -1.04585417  0.        ]",[-3.38921928  0.79173386],"[[ -1.93895829  -1.53129508  -0.11216665   0.12203005]
 [-26.11364133  -8.76753702   0.           0.        ]]",-3.01995,-0.18198077609,[-3.62147328 -0.77903933]
8,[-0.65749192 -0.47992417],"[-1.20903914 -0.52317107 -0.78936788 -1.16754346 -0.97590514  1.05505742
  1.08553106 -1.21547706 -0.19709498 -0.45010445  0.        ]",[-3.66540432  4.05334902],"[[ -2.49577703  -1.73581572  -0.11216665   0.12203005]
 [-29.55704185 -11.67473387   0.           0.        ]]",-5.17763,-0.0867004711164,[-3.61090352  4.83962178]
9,[-0.65749192 -0.47992417],"[-1.48899775 -0.77506598  0.05337013 -1.07314628 -0.97590498  1.05505724
  0.9955394  -0.86026018  0.2038808  -0.0465738   0.        ]",[-4.02780247  7.42990971],"[[ -3.12079697  -1.92721963  -0.11216665   0.12203005]
 [-32.93349915  -7.47955      0.           0.        ]]",-3.79147,-0.0524819002384,[-3.88409828  7.51482222]
