timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.62665868 -0.44749573],"[ 1.29165144  1.0336805   0.12751043  0.58354372 -0.69990943 -1.41441081
  1.85508643 -0.2258791   1.64475423  1.10036691  0.        ]",[-4.09808445  3.00281549],"[[  2.97248357e-02  -5.31254521e-02  -8.02212338e-02  -1.63082321e-01]
 [  4.55519222e-05  -4.58342387e-04   0.00000000e+00   0.00000000e+00]]",-4.11526,-0.333033231415,[-3.89743828  1.89179741]
1,[-0.62665868 -0.44749573],"[ 1.29219634  1.03547013  0.06989523  0.65969607 -0.69990934 -1.4144104
  1.74982055  0.11662274  1.64498801  1.07561613  0.        ]",[-4.05057049  0.9442755 ],"[[-0.00998021 -0.01339125 -0.08022123 -0.16308232]
 [-3.95736824  3.96067286  0.          0.        ]]",-4.31317,-0.331139233379,[-3.45547139  0.80544761]
2,[-0.62665868 -0.44749573],"[ 1.28087711  1.02921657 -0.10093853  0.87119853 -0.69990924 -1.41441
  1.64664539  0.3857318   1.63999881  0.99690756  0.        ]",[-3.98557925 -1.35537291],"[[-0.1280449   0.09704927 -0.08022123 -0.16308232]
 [-7.83618655  7.07299566  0.          0.        ]]",-4.0265,-0.324506866781,[-3.91673834 -1.80349104]
3,[-0.62665868 -0.44749573],"[ 1.22037762  1.00928447 -0.37611215  1.06146481 -0.69990914 -1.4144096
  1.54558358  0.0313763   1.60921354  0.81390784  0.        ]",[-3.88311553 -1.79998374],"[[ -0.32288869   0.1973906   -0.08022123  -0.16308232]
 [-11.63555817   2.97477443   0.           0.        ]]",-3.72262,-0.307555786803,[-4.00976398 -1.98005237]
4,[-0.62665868 -0.44749573],"[ 1.05478804  1.00394174 -0.72661154  1.09747902 -0.69990904 -1.4144092
  1.44651998 -0.31597582  1.49743797  0.49672035  0.        ]",[-3.77882099 -2.20429921],"[[ -0.59296645   0.21658019  -0.08022123  -0.16308232]
 [-15.35981044  -1.04245069   0.           0.        ]]",-3.52467,-0.273721287692,[-3.95271929 -3.17387838]
5,[-0.62665868 -0.44749573],"[ 0.72522769  1.01909301 -1.08483234  0.98375049 -0.69990894 -1.4144088
  1.34941831 -0.65645964  1.2120993   0.11185271  0.        ]",[-3.6663506  -2.69335985],"[[ -0.93678937   0.1562221   -0.08022123  -0.16308232]
 [-19.01030736  -4.98024241   0.           0.        ]]",-3.61027,-0.217679386753,[-3.33053999 -2.24434403]
6,[-0.62665868 -0.44749573],"[ 0.20190343  1.03537381 -1.33255012  0.71968278 -0.69990884 -1.41440839
  1.2542382  -0.99019741  0.67475196 -0.17916509  0.        ]",[-3.53887939 -2.84959579],"[[ -1.35289707e+00   1.78905792e-02  -8.02212338e-02  -1.63082321e-01]
 [ -2.25885661e+01  -8.84001505e+00   0.00000000e+00   0.00000000e+00]]",-3.37405,-0.134125601015,[-3.92302965 -2.8047153 ]
7,[-0.62665868 -0.44749573],"[-0.46861415  1.0094227  -1.31464973  0.31027151 -0.69990874 -1.41440799
  1.1609298  -1.3172959  -0.06087597 -0.11729212  0.        ]",[-3.45307016 -2.69398284],"[[ -1.8398628   -0.19686666  -0.08022123  -0.16308232]
 [-26.09646049 -12.62300429   0.           0.        ]]",-3.54454,-0.031876949513,[-3.03167821 -2.09655951]
8,[-0.62665868 -0.44749573],"[-1.1211151   0.8783909  -0.899834   -0.21127379 -0.69990864 -1.41440759
  1.06943017 -1.63784659 -0.68024591  0.49883784  0.        ]",[-3.525316    0.83564126],"[[ -2.39630206  -0.48652479  -0.08022123  -0.16308232]
 [-29.53635605 -16.33026935   0.           0.        ]]",-3.67604,-0.120103828267,[-2.31235454  0.55731016]
9,[-0.62665868 -0.44749573],"[-1.47978416  0.63657939 -0.09035255 -0.67379918 -0.69990855 -1.41440719
  0.97963463 -1.41876567 -0.71527067  1.44748691  0.        ]",[-4.05693865  8.35931396],"[[ -3.0208982   -0.78771082  -0.08022123  -0.16308232]
 [-32.91218848 -13.7965415    0.           0.        ]]",-0.31967,-0.243158468406,[-3.86313272  9.40919271]
10,[-0.62665868 -0.44749573],"[-1.26940394  0.38857868  0.86844654 -0.94986774 -0.69990845 -1.41440679
  0.89159189 -1.052338   -0.09567144  2.12157039  0.        ]",[ -5.03835869  13.46322918],"[[ -3.71235227  -1.02112435  -0.08022123  -0.16308232]
 [-36.22212597  -9.5587043    0.           0.        ]]",2.25813,-0.327087779738,[ -4.88789491  13.96081178]
11,[-0.62665868 -0.44749573],"[-0.43359964  0.20864644  1.49297199 -1.08083399 -0.69990835 -1.41440638
  0.80531104 -0.69305155  0.77395862  2.1155476   0.        ]",[ -5.4544239   15.59711838],"[[ -4.46934157  -1.17060958  -0.08022123  -0.16308232]
 [-39.46582632  -5.40345584   0.           0.        ]]",1.71736,-0.356565724918,[ -4.52214461  14.55645558]
