timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.64493364 -0.46429008],"[ 1.29265815  1.04192334  0.09889489  0.77376757 -0.48846485 -0.63765241
  1.86010253 -0.22605541  1.49975759  0.57968681  0.        ]",[-3.87287951  0.45512378],"[[  1.01638356e-02   4.04856039e-02  -5.58230228e-02  -7.34508845e-02]
 [  2.15192652e-03   9.40833810e-06   0.00000000e+00   0.00000000e+00]]",-4.0772,-0.277470662604,[-3.83150205 -0.47142223]
1,[-0.64493364 -0.46429008],"[ 1.29212533  1.04271423  0.0413828   0.73791713 -0.48846479 -0.63765232
  1.75484013 -0.38645648  1.50035165  0.51487728  0.        ]",[-3.82551432  0.28720856],"[[-0.02947678  0.02177264 -0.05582302 -0.07345088]
 [-3.95304637 -1.86509542  0.          0.        ]]",-3.98433,-0.274753845006,[-3.85888576  1.48109287]
2,[-0.64493364 -0.46429008],"[ 1.27763112  1.04262552 -0.12904146  0.74330461 -0.48846474 -0.63765224
  1.65159939 -0.04262275  1.4892021   0.36257622  0.        ]",[-3.75540829 -1.5971067 ],"[[-0.1474593   0.02458417 -0.05582302 -0.07345088]
 [-7.83228502  2.13291874  0.          0.        ]]",-3.98545,-0.267764516893,[-4.18727024 -1.18216777]
3,[-0.64493364 -0.46429008],"[ 1.2120517   1.04253682 -0.4027856   0.74813613 -0.48846468 -0.63765216
  1.55048323 -0.38665779  1.43369037  0.11602162  0.        ]",[-3.64676404 -2.26460648],"[[ -0.34222558   0.02710574  -0.05582302  -0.07345088]
 [-11.63169617  -1.86743642   0.           0.        ]]",-3.80667,-0.254675365048,[-4.06647057 -2.8866894 ]
4,[-0.64493364 -0.46429008],"[ 1.04004009  1.0413661  -0.74972898  0.60118299 -0.48846463 -0.63765208
  1.45136617 -0.72388236  1.25360042 -0.24263225  0.        ]",[-3.51828384 -2.89081097],"[[ -0.61222636  -0.04958538  -0.05582302  -0.07345088]
 [-15.35599466  -5.78860148   0.           0.        ]]",-3.60665,-0.230298352244,[-4.17023741 -3.2534472 ]
5,[-0.64493364 -0.46429008],"[ 0.70397577  1.01489212 -1.10114081  0.30802505 -0.48846457 -0.637652
  1.35420361 -1.05442017  0.8536954  -0.60156495  0.        ]",[-3.37930727 -3.22623396],"[[ -0.95597571  -0.20392001  -0.05582302  -0.07345088]
 [-19.00685576  -9.63201549   0.           0.        ]]",-3.53414,-0.191539747762,[-3.66178344 -3.40709968]
6,[-0.64493364 -0.46429008],"[ 0.17621659  0.9169066  -1.33828163 -0.1104358  -0.48846452 -0.63765192
  1.25894188 -1.37838218  0.21171128 -0.74187915  0.        ]",[-3.30310678 -2.98711634],"[[ -1.37202435  -0.4343563   -0.05582302  -0.07345088]
 [-22.5862956  -13.39896975   0.           0.        ]]",-3.6561,-0.140688532651,[-2.54048911 -2.83395189]
7,[-0.64493364 -0.46429008],"[-0.49389153  0.68837202 -1.30702011 -0.59537774 -0.48846446 -0.63765184
  1.16551634 -1.69586832 -0.4846488  -0.4155002   0.        ]",[-3.38364363 -0.08727401],"[[ -1.85896752  -0.73937683  -0.05582302  -0.07345088]
 [-26.09674244 -17.09062719   0.           0.        ]]",-3.64045,-0.103650752343,[-3.20058639 -1.28461206]
8,[-0.64493364 -0.46429008],"[-1.13878781  0.27960271 -0.87929955 -1.0269841  -0.48846441 -0.63765175
  1.07385668 -2.00697744 -0.80626053  0.38586295  0.        ]",[-3.7548604   6.42616272],"[[ -2.4154518   -1.11748703  -0.05582302  -0.07345088]
 [-29.5408383  -20.70813853   0.           0.        ]]",-2.70373,-0.130209030233,[-3.32240296  6.44843535]
9,[-0.64493364 -0.46429008],"[-1.48258866 -0.20259274 -0.06274811 -1.21396725 -0.48846435 -0.63765167
  0.98390614 -1.63077309 -0.46721415  1.15073913  0.        ]",[ -4.51597261  11.38459873],"[[ -3.04018074  -1.48776163  -0.05582302  -0.07345088]
 [-32.92071526 -16.33373147   0.           0.        ]]",0.0137711,-0.182958047352,[ -4.5945227   11.85207455]
10,[-0.64493364 -0.46429008],"[-1.2543533  -0.58591126  0.89171182 -1.18213011 -0.4884643  -0.63765159
  0.89576177 -1.26194519  0.21796068  1.36936876  0.        ]",[ -5.18447685  14.25689602],"[[ -3.73182777  -1.77140809  -0.05582302  -0.07345088]
 [-36.23272685 -12.04509265   0.           0.        ]]",1.32158,-0.212654602987,[ -4.59623384  14.20274465]
11,[-0.64493364 -0.46429008],"[-0.4066527  -0.84335121  1.49910795 -1.0697625  -0.48846424 -0.63765151
  0.80940091 -0.90036991  0.76133103  1.02736239  0.        ]",[ -5.26683569  14.73959637],"[[ -4.48904295  -1.97012757  -0.05582302  -0.07345088]
 [-39.47772421  -7.84078344   0.           0.        ]]",1.40339,-0.207777859144,[ -5.23595182  14.52993961]
12,[-0.64493364 -0.46429008],"[ 0.68487402 -0.98400643  1.2832564  -0.97214687 -0.48846419 -0.63765143
  0.72478862 -0.54590882  0.87345175  0.43843953  0.        ]",[ -4.61207962  12.03945637],"[[ -5.31049871  -2.08559095  -0.05582302  -0.07345088]
 [-42.65701958  -3.71919558   0.           0.        ]]",-0.425887,-0.170704233302,[ -4.27476881  12.17834971]
13,[-0.64493364 -0.46429008],"[ 1.28731045 -1.02362725  0.21209054 -0.93925804 -0.48846413 -0.63765135
  0.64188761 -0.19840564  0.54996473 -0.02191931  0.        ]",[-3.58800769  7.3624649 ],"[[ -6.1948951   -2.1194348   -0.05582302  -0.07345088]
 [-45.7720143    0.32148772   0.           0.        ]]",-2.77983,-0.107800655858,[-4.06541936  7.00297832]
14,[-0.64493364 -0.46429008],"[ 0.81153367 -0.96937451 -1.01337149 -0.98365874 -0.48846408 -0.63765127
  0.56066402  0.14231101 -0.00457703 -0.07750369  0.        ]",[-3.08373451  0.71748078],"[[ -7.14095914  -2.07325754  -0.05582302  -0.07345088]
 [-48.82398077   4.2832589    0.           0.        ]]",-3.70367,-0.0286473161682,[-2.32950203  0.57857781]
15,[-0.64493364 -0.46429008],"[-0.50094079 -0.83737721 -1.30481959 -1.07329537 -0.48846402 -0.63765118
  0.48108451  0.33290965 -0.43283774  0.37693586  0.        ]",[-3.07689738 -1.60405397],"[[ -8.14744211  -1.96535908  -0.05582302  -0.07345088]
 [-51.81417114   6.49949415   0.           0.        ]]",-4.14869,-0.0750771790893,[-2.93781535 -2.64162613]
16,[-0.64493364 -0.46429008],"[-1.45869127 -0.72374592 -0.22067119 -1.1318317  -0.48846397 -0.6376511
  0.40309394 -0.01766405 -0.27503917  1.0913919   0.        ]",[-3.62029791  5.6300087 ],"[[ -9.21312587  -1.87627176  -0.05582302  -0.07345088]
 [-54.74465793   2.42310842   0.           0.        ]]",-2.05972,-0.165020889573,[-3.79427203  5.81754864]
17,[-0.64493364 -0.46429008],"[-0.95009008 -0.60852725  1.23155985 -1.17535525 -0.48846391 -0.63765102
  0.3266308   0.31990202  0.47545777  1.32581442  0.        ]",[ -4.46145344  10.89985943],"[[ -1.03368489e+01  -1.78843030e+00  -5.58230228e-02  -7.34508845e-02]
 [ -5.76177512e+01   6.34824457e+00   0.00000000e+00   0.00000000e+00]]",1.28797,-0.220561616478,[ -4.59196574  11.59363645]
18,[-0.64493364 -0.46429008],"[ 0.59502856 -0.38591543  1.34200344 -1.21797329 -0.48846386 -0.63765094
  0.25173331  0.65094097  1.09605644  0.70699378  0.        ]",[-3.99639463  8.45040989],"[[ -1.15174437e+01  -1.62284784e+00  -5.58230228e-02  -7.34508845e-02]
 [ -6.04320158e+01   1.01974854e+01   0.00000000e+00   0.00000000e+00]]",-0.849833,-0.222050860658,[-4.15078229  7.76104265]
19,[-0.64493364 -0.46429008],"[ 1.26837834 -0.05903125 -0.18614398 -1.18615918 -0.4884638  -0.63765086
  0.17837129  0.97556879  0.83512769 -0.26487784  0.        ]",[-3.29441118 -2.32290077],"[[ -1.27537448e+01  -1.38102764e+00  -5.58230228e-02  -7.34508845e-02]
 [ -6.31885854e+01   1.39721798e+01   0.00000000e+00   0.00000000e+00]]",-4.02301,-0.163902176966,[-2.84301289 -2.84958705]
20,[-0.64493364 -0.46429008],"[ 0.03008743  0.2471357  -1.36064058 -1.04855728 -0.48846375 -0.63765078
  0.10651079  0.61277719 -0.26774856 -0.42448276  0.        ]",[-3.32669735 -2.96719408],"[[ -1.40446053e+01  -1.14390954e+00  -5.58230228e-02  -7.34508845e-02]
 [ -6.58887354e+01   9.75372916e+00   0.00000000e+00   0.00000000e+00]]",-3.95443,-0.0862696695349,[-3.82442893 -3.22816158]
21,[-0.64493364 -0.46429008],"[-1.41954184  0.42966442 -0.37092958 -0.90660829 -0.48846369 -0.6376507
  0.03602721  0.25717095 -0.833893    0.77000408  0.        ]",[-3.34949064 -1.77054524],"[[ -1.53889494e+01  -9.90321690e-01  -5.58230228e-02  -7.34508845e-02]
 [ -6.85371476e+01   5.61882776e+00   0.00000000e+00   0.00000000e+00]]",-4.03016,-0.167040607642,[-2.7683512  -2.92134277]
22,[-0.64493364 -0.46429008],"[-0.75694014  0.50913029  1.36235457 -0.8271705  -0.48846364 -0.63765061
 -0.03310965 -0.09138295  0.23563933  1.71458472  0.        ]",[-4.22047806  8.65255737],"[[ -1.67857539e+01  -9.18609894e-01  -5.58230228e-02  -7.34508845e-02]
 [ -7.11349574e+01   1.56592921e+00   0.00000000e+00   0.00000000e+00]]",0.979066,-0.26722382375,[-3.91318757  9.32711488]
23,[-0.64493364 -0.46429008],"[ 1.0373958   0.58355233  0.92193883 -0.74090697 -0.48846358 -0.63765053
 -0.10094256  0.24806476  1.37345309  0.74111693  0.        ]",[-3.58949924  0.79847872],"[[ -1.82340291e+01  -8.47690022e-01  -5.58230228e-02  -7.34508845e-02]
 [ -7.36837712e+01   5.51294309e+00   0.00000000e+00   0.00000000e+00]]",-3.31549,-0.266457914691,[-2.86311145  1.50184558]
