timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.63700712 -0.4141784 ],"[ 1.29162165  1.020138    0.0793766   0.48585942  1.07776078 -0.85214834
  1.84850159 -0.22571625  0.41517191  0.62098205  0.        ]",[-3.35417032 -2.22477531],"[[-0.00365512 -0.0968837   0.1253513  -0.09817275]
 [ 0.00157625 -0.00061714  0.          0.        ]]",-4.02901,-0.120830456732,[-3.60062019 -1.47568675]
1,[-0.63700712 -0.4141784 ],"[ 1.29032697  1.01388972  0.0218497   0.41016119  1.07776055 -0.8521482
  1.74338784 -0.57034611  0.40734972  0.54238724  0.        ]",[-3.34305906 -1.87770319],"[[-0.04329914 -0.13660835  0.1253513  -0.09817275]
 [-3.95282318 -3.95866106  0.          0.        ]]",-4.00106,-0.111144969333,[-3.57191439 -1.55365008]
2,[-0.63700712 -0.4141784 ],"[ 1.27358741  0.98290262 -0.14836867  0.18800955  1.07776031 -0.85214805
  1.64034938 -0.90815398  0.35485298  0.31477806  0.        ]",[-3.33369136 -1.26293385],"[[-0.16124755 -0.25470783  0.1253513  -0.09817275]
 [-7.8291539  -7.83835574  0.          0.        ]]",-3.83809,-0.0830152795521,[-4.55734043 -0.96606897]
3,[-0.63700712 -0.4141784 ],"[ 1.20444     0.89304208 -0.42117675 -0.16015962  1.07776008 -0.8521479
  1.53933518 -1.2275712   0.18026848 -0.01943348  0.        ]",[-3.35749722 -0.4772293 ],"[[ -0.35595773  -0.44828219   0.1253513   -0.09817275]
 [-11.62933508 -11.5068371    0.           0.        ]]",-4.02671,-0.0474318821684,[-3.28499805 -0.61272332]
4,[-0.63700712 -0.4141784 ],"[ 1.02794316  0.70851639 -0.76573044 -0.56530556  1.07775985 -0.85214776
  1.44027886 -1.41882764 -0.19153781 -0.33901629  0.        ]",[-3.40152621  0.32013083],"[[ -0.6259317   -0.70045827   0.1253513   -0.09817275]
 [-15.3558628  -13.70340492   0.           0.        ]]",-3.87497,-0.0694323980062,[ -3.55402239e+00  -1.10978976e-03]
5,[-0.63700712 -0.4141784 ],"[ 0.68733713  0.43741709 -1.11247435 -0.91327152  1.07775961 -0.85214761
  1.34312794 -1.39540347 -0.73375557 -0.46179595  0.        ]",[-3.42378831  0.68987036],"[[ -0.96971734  -0.97182797   0.1253513   -0.09817275]
 [-19.01071193 -13.43438511   0.           0.        ]]",-3.68877,-0.139080905928,[-3.91089958  0.66447189]
6,[-0.63700712 -0.4141784 ],"[ 0.15646767  0.1509944  -1.34215433 -1.12471833  1.07775938 -0.85214746
  1.24786186 -1.14292836 -1.28466304 -0.27626227  0.        ]",[-3.43105292  0.38530707],"[[ -1.38589022  -1.21142352   0.1253513   -0.09817275]
 [-22.59465459 -10.53473376   0.           0.        ]]",-3.96659,-0.209014567623,[-3.21639498  0.93216654]
7,[-0.63700712 -0.4141784 ],"[-0.51325444 -0.07175831 -1.30110328 -1.21354339  1.07775915 -0.85214731
  1.15448105 -0.80310432 -1.66215144  0.17497184  0.        ]",[-3.44152474 -0.06211829],"[[ -1.87303158  -1.3829608    0.1253513   -0.09817275]
 [-26.10767467  -6.63188595   0.           0.        ]]",-4.27797,-0.264836444959,[-3.29128785 -0.20261656]
8,[-0.63700712 -0.4141784 ],"[-1.15234713 -0.2584462  -0.86356183 -1.24503599  1.07775891 -0.85214717
  1.06297366 -0.86117731 -1.73654795  0.78179995  0.        ]",[-3.74555397  3.171067  ],"[[ -2.42972405  -1.52229168   0.1253513   -0.09817275]
 [-29.55021766  -7.29885079   0.           0.        ]]",-4.18038,-0.298878279287,[-4.55030873  2.87531461]
9,[-0.63700712 -0.4141784 ],"[-1.48487229 -0.39983733 -0.0414435  -1.24425785  1.07775868 -0.85214702
  0.97325925 -0.50341284 -1.44730848  1.32372003  0.        ]",[-4.00178766  6.44156551],"[[ -3.05459359  -1.62704422   0.1253513   -0.09817275]
 [-32.92530929  -3.18995818   0.           0.        ]]",-2.86941,-0.303180447194,[-3.90304682  7.00224438]
10,[-0.63700712 -0.4141784 ],"[-1.24349834 -0.43133887  0.90991884 -1.24121187  1.07775845 -0.85214687
  0.88535091 -0.15265449 -0.9092062   1.57836538  0.        ]",[-4.26378155  9.05729103],"[[ -3.74628345  -1.65042644   0.1253513   -0.09817275]
 [-36.23245647   0.83847006   0.           0.        ]]",-0.993224,-0.277109673578,[-4.66401276  8.91251527]
11,[-0.63700712 -0.4141784 ],"[-0.38775428 -0.35529263  1.50469418 -1.24677386  1.07775822 -0.85214673
  0.79921583  0.19124948 -0.31253308  1.42899252  0.        ]",[-4.30755186  9.73042297],"[[ -4.50344713  -1.59403021   0.1253513   -0.09817275]
 [-39.47289432   4.78817636   0.           0.        ]]",-1.15196,-0.219618081518,[-3.5193205   9.57698465]
12,[-0.63700712 -0.4141784 ],"[ 0.70024357 -0.17382026  1.27249156 -1.23540141  1.07775798 -0.85214658
  0.71482162  0.52844515  0.08444727  0.87299342  0.        ]",[-3.67800856  6.80343723],"[[ -5.3247626   -1.45941297   0.1253513   -0.09817275]
 [-42.64784029   8.66083855   0.           0.        ]]",-2.24353,-0.130348156829,[-3.21430647  6.90145866]
13,[-0.63700712 -0.4141784 ],"[ 1.28779773  0.10432141  0.19236752 -1.14825246  1.07775775 -0.85214643
  0.63213408  0.859058    0.01463886  0.10563367  0.        ]",[-2.94700241 -2.01516199],"[[ -6.20893265  -1.24810058   0.1253513   -0.09817275]
 [-45.75858088  12.45789841   0.           0.        ]]",-4.04679,-0.0174004678963,[-1.91697302 -2.64919177]
14,[-0.63700712 -0.4141784 ],"[ 0.79604146  0.35845211 -1.02619596 -0.9842966   1.07775752 -0.85214628
  0.55113933  0.49365169 -0.66933326 -0.43166758  0.        ]",[-3.17732215 -2.93444395],"[[ -7.15467482  -1.04104972   0.1253513   -0.09817275]
 [-48.80563879   8.26124142   0.           0.        ]]",-4.05292,-0.127657500653,[-2.40576283 -3.28466893]
15,[-0.63700712 -0.4141784 ],"[-0.51928656  0.49729166 -1.29912472 -0.85171615  1.07775728 -0.85214614
  0.47171953  0.13551045 -1.62995236 -0.13580338  0.        ]",[-3.32453823 -3.31934643],"[[ -8.16076325  -0.91709477   0.1253513   -0.09817275]
 [-51.79344634   4.1480229    0.           0.        ]]",-4.13555,-0.261290841728,[-3.51663633 -4.27998698]
16,[-0.63700712 -0.4141784 ],"[-1.4627515   0.54210872 -0.20192466 -0.80074921  1.07775705 -0.85214599
  0.39383823 -0.21549483 -1.92925129  0.99814936  0.        ]",[-3.42998886 -0.94706297],"[[ -9.2260268   -0.87458252   0.1253513   -0.09817275]
 [-54.7233752    0.11676017   0.           0.        ]]",-3.52661,-0.342470140268,[-3.3350127  -0.72225744]
17,[-0.63700712 -0.4141784 ],"[-0.93683596  0.51459513  1.24354927 -0.83256223  1.07775682 -0.85214584
  0.31745508 -0.46370746 -1.02715131  1.85409793  0.        ]",[-4.06830072  7.80895948],"[[-10.34932368  -0.90085147   0.1253513   -0.09817275]
 [-57.59694308  -2.73393887   0.           0.        ]]",-0.507668,-0.325332547327,[-3.7255733   7.88854951]
18,[-0.63700712 -0.4141784 ],"[ 0.60864615  0.49939304  1.33419356 -0.84942352  1.07775658 -0.85214569
  0.24253235 -0.11311414  0.12092556  1.31233422  0.        ]",[-3.58008194  4.98160696],"[[-11.52954544  -0.91513285   0.1253513   -0.09817275]
 [-60.41556957   1.29259141   0.           0.        ]]",-2.0558,-0.200634027717,[-3.85652918  5.79672102]
