timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.66139513 -0.47384423],"[ 1.29128668  1.05529456  0.16778204  0.57075491  1.20380161  0.31701033
  1.86971109 -0.22677981  0.33301646 -0.12609203  0.        ]",[-3.39277649 -5.75936651],"[[ 0.05800615 -0.07571622  0.13975223  0.03681954]
 [-0.00391001 -0.00121088  0.          0.        ]]",-3.99641,-0.0774323138047,[-3.79675728 -5.17601753]
1,[-0.66139513 -0.47384423],"[ 1.29339495  1.05012693  0.11016562  0.49496588  1.20380136  0.3170103
  1.76435996 -0.56327082  0.3309222  -0.20552962  0.        ]",[-3.36027884 -5.55364943],"[[ 0.01825355 -0.11545261  0.13975223  0.03681954]
 [-3.9581941  -3.95924175  0.          0.        ]]",-3.98596,-0.083336678158,[-3.43841886 -5.14118167]
2,[-0.66139513 -0.47384423],"[ 1.28670229  1.02219894 -0.06083381  0.27221246  1.20380112  0.31701027
  1.66108911 -0.89310107  0.29493321 -0.43775352  0.        ]",[-3.34231567 -5.1253562 ],"[[-0.09980105 -0.23356359  0.13975223  0.03681954]
 [-7.83439945 -7.83892504  0.          0.        ]]",-3.90414,-0.104443604994,[-2.97875375 -5.45720715]
3,[-0.66139513 -0.47384423],"[ 1.23367151  0.93600102 -0.33750002 -0.08047437  1.20380087  0.31701024
  1.55984887 -1.21639715  0.14371091 -0.78737815  0.        ]",[-3.34875822 -4.54084778],"[[ -0.29461425  -0.42849725   0.13975223   0.03681954]
 [-11.63439037 -11.64175042   0.           0.        ]]",-3.57371,-0.14386526662,[-3.45588009 -4.64843459]
4,[-0.66139513 -0.47384423],"[ 1.07760403  0.73986971 -0.69255564 -0.51686555  1.20380063  0.31701021
  1.46058078 -1.533277   -0.2176074  -1.14116689  0.        ]",[-3.40169525 -3.23318958],"[[ -0.56468311  -0.6987305    0.13975223   0.03681954]
 [-15.36036014 -15.36910597   0.           0.        ]]",-3.19134,-0.196411090095,[-3.63337916 -3.74888434]
5,[-0.66139513 -0.47384423],"[ 0.75773565  0.38308583 -1.06021408 -0.93948642  1.20380038  0.31701018
  1.36321853 -1.84385133 -0.79856429 -1.28282663  0.        ]",[-3.59977674 -1.83747292],"[[ -0.90855178  -1.04276705   0.13975223   0.03681954]
 [-19.01479775 -19.02229519   0.           0.        ]]",-2.78523,-0.24825513796,[-4.3523654  -1.91979979]
6,[-0.66139513 -0.47384423],"[ 0.24095353 -0.15163087 -1.3231716  -1.18853202  1.20380014  0.31701015
  1.26769807 -2.14823254 -1.39268794 -0.99812974  0.        ]",[-3.97920847 -0.66965175],"[[ -1.32481436  -1.45913663   0.13975223   0.03681954]
 [-22.60010645 -22.60264141   0.           0.        ]]",-3.19415,-0.2782253991,[-3.60236669  0.49123631]
7,[-0.66139513 -0.47384423],"[-0.43043303 -0.72740523 -1.32480591 -1.10537487  1.20379989  0.31701013
  1.17398936 -1.94456698 -1.62324394 -0.39355378  0.        ]",[-4.15308523 -0.96344489],"[[ -1.81210701  -1.88715368   0.13975223   0.03681954]
 [-26.11741363 -20.20699987   0.           0.        ]]",-3.62492,-0.26790314468,[-4.11109596 -0.44921744]
8,[-0.66139513 -0.47384423],"[-1.09440807 -1.21654804 -0.92872178 -0.70667057  1.20379965  0.3170101
  1.08214378 -2.06150889 -1.37554856  0.10090153  0.        ]",[-4.41646767 -1.25369525],"[[ -2.36904352  -2.30509467   0.13975223   0.03681954]
 [-29.56479046 -21.58255985   0.           0.        ]]",-4.38247,-0.21559866968,[-4.58426172 -1.54310201]
9,[-0.66139513 -0.47384423],"[-1.47433369 -1.57420188 -0.12927444  0.02380159  1.2037994   0.31701007
  0.99213    -2.36160453 -0.94164823  0.09806548  0.        ]",[-4.71740055 -1.39389992],"[[ -2.99424052  -2.77216075   0.13975223   0.03681954]
 [-32.94341302 -25.11250248   0.           0.        ]]",-4.46908,-0.143062910088,[-4.91672938 -1.13851781]
