timestep,logstd_action_dist,obs,avg_action_dist,human_obs,rewards,original_rewards,actions
0,[-0.57141674 -0.04575383],"[ 1.27224743  0.91743896 -0.04920088  0.30168811 -1.12136841 -0.20032181
  1.72350705 -0.22166327  1.89150181  0.03518431  0.        ]",[-2.70338011 -0.07841934],"[[-0.09633694 -0.09197242 -0.12913926 -0.02304693]
 [-0.0016975   0.00475757  0.          0.        ]]",-1.93662,-0.336807202238,[-1.1302789   1.96331193]
1,[-0.57141674 -0.04575383],"[ 1.26585705  0.92120939 -0.1067667   0.37803129 -1.12136787 -0.20032177
  1.61913401  0.1745866   1.88879749  0.01093873  0.        ]",[-2.67259741 -1.00938916],"[[-0.13607652 -0.05213494 -0.12913926 -0.02304693]
 [-3.95907785  3.96578442  0.          0.        ]]",-1.90374,-0.336455613536,[-3.13431564 -1.47506237]
2,[-0.57141674 -0.04575383],"[ 1.23412821  0.92287896 -0.27560815  0.45256935 -1.12136734 -0.20032172
  1.51690739 -0.22922299  1.86371366 -0.1126925   0.        ]",[-2.64432335 -1.05911732],"[[-0.25414712 -0.01331969 -0.12913926 -0.02304693]
 [-7.83508267 -0.07081086  0.          0.        ]]",-1.95295,-0.333476372329,[-2.18414492 -1.39294921]
3,[-0.57141674 -0.04575383],"[ 1.14123193  0.92104761 -0.54195653  0.37361828 -1.12136681 -0.20032168
  1.41670184 -0.62503999  1.76685667 -0.37307164  0.        ]",[-2.61614275 -1.27415788],"[[ -0.44896899  -0.05443476  -0.12913926  -0.02304693]
 [-11.63446279  -4.02751056   0.           0.        ]]",-1.84873,-0.324012521367,[-1.79605794 -1.27122636]
4,[-0.57141674 -0.04575383],"[ 0.93535687  0.90316358 -0.86955913  0.14570243 -1.12136627 -0.20032163
  1.31847476 -1.01301607  1.51804366 -0.71246028  0.        ]",[-2.57840371 -1.48304927],"[[ -0.71902551  -0.17389762  -0.12913926  -0.02304693]
 [-15.35883309  -7.90583219   0.           0.        ]]",-1.55211,-0.302065700061,[-2.34873626 -0.51146218]
5,[-0.57141674 -0.04575383],"[ 0.56637468  0.84293963 -1.18326851 -0.18205688 -1.12136574 -0.20032159
  1.2221599  -1.19977831  1.05611249 -0.98651435  0.        ]",[-2.54208493 -1.62428629],"[[ -1.06284152  -0.35074632  -0.12913926  -0.02304693]
 [-19.01070395  -9.77276589   0.           0.        ]]",-1.02612,-0.260662664357,[-4.12012742 -0.85867756]
6,[-0.57141674 -0.04575383],"[ 0.01898721  0.70914619 -1.36127312 -0.57220782 -1.1213652  -0.20032155
  1.12773973 -1.52033426  0.41880329 -0.99143888  0.        ]",[-2.53968906 -0.68765432],"[[ -1.47897291  -0.57835316  -0.12913926  -0.02304693]
 [-22.59073978 -12.97714367   0.           0.        ]]",-1.22014,-0.1942779726,[-2.81928651  1.68369521]
7,[-0.57141674 -0.04575383],"[-0.64215306  0.52837326 -1.254975   -0.89427156 -1.12136467 -0.2003215
  1.03509835 -1.09824204 -0.16117478 -0.59877184  0.        ]",[-2.54216957  0.29637253],"[[ -1.96603076e+00  -7.95563233e-01  -1.29139258e-01  -2.30469317e-02]
 [ -2.61033344e+01  -8.75779540e+00   0.00000000e+00   0.00000000e+00]]",-1.25734,-0.110645929834,[-2.37822628  0.0844947 ]
8,[-0.57141674 -0.04575383],"[-1.23774796  0.35619017 -0.75511806 -1.10203211 -1.12136414 -0.20032146
  0.94431648 -1.04706131 -0.42200431  0.09409056  0.        ]",[-2.6294651   2.89761209],"[[ -2.52263214e+00  -9.65587454e-01  -1.29139258e-01  -2.30469317e-02]
 [ -2.95454260e+01  -8.24618297e+00   0.00000000e+00   0.00000000e+00]]",-0.570946,-0.0558176437006,[-2.97278484  3.88424285]
9,[-0.57141674 -0.04575383],"[-1.49501023  0.21727023  0.09956838 -1.22467473 -1.1213636  -0.20032141
  0.85530599 -0.63416388 -0.21856984  0.82742562  0.        ]",[-2.84742761  5.37166214],"[[ -3.14740377e+00  -1.08910078e+00  -1.29139258e-01  -2.30469317e-02]
 [ -3.29203559e+01  -4.11874496e+00   0.00000000e+00   0.00000000e+00]]",-0.27545,-0.12325056591,[-2.96206384  3.14336102]
