timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.238319645719,[-0.19896691 -0.10123952],[-0.99148536 -1.77379918],-0.63511,"[ 0.98532229  2.33687288  0.202663    0.7304903  -0.1883998  -0.37859019
 -0.34924177  0.39435614  1.5323157   0.51110711  0.        ]","[[ 0.05457671 -0.04037974 -0.02303281 -0.04364405]
 [-0.00263475  0.0038222   0.          0.        ]]",[-1.49990398 -0.7755328 ]
1,-0.236083006943,[-0.19896691 -0.10123952],[-0.5005461  -1.55193591],-0.552307,"[ 0.98732918  2.33438963  0.14132989  0.6211976  -0.18839966 -0.37858989
 -0.54833949 -0.04112118  1.53212687  0.40911828  0.        ]","[[ 0.01484598 -0.07109885 -0.02303281 -0.04364405]
 [-3.95727728 -3.06550933  0.          0.        ]]",[ 0.37574902 -1.16709033]
2,-0.230734056849,[-0.19896691 -0.10123952],[-0.15287033 -1.29393458],-0.587174,"[ 0.98576949  2.31682431  0.0433743   0.26608022 -0.18839953 -0.37858958
 -0.46948956 -0.59438237  1.51286124  0.19855927  0.        ]","[[-0.04858559 -0.171534   -0.02303281 -0.04364405]
 [-2.39110792 -6.96500623  0.          0.        ]]",[-0.9359515  -1.44214691]
3,-0.220573424247,[-0.19896691 -0.10123952],[ 0.40568709 -0.99286836],-0.441873,"[ 0.97460988  2.25083252 -0.08655436 -0.34476364 -0.18839939 -0.37858928
 -0.6534512  -1.13640339  1.43353026 -0.10973209  0.        ]","[[ -0.13306865  -0.34916423  -0.02303281  -0.04364405]
 [ -6.04510499 -10.7852874    0.           0.        ]]",[ 0.5359193  -0.94438013]
4,-0.203684226627,[-0.19896691 -0.10123952],[ 0.63191956 -0.7128095 ],-0.438608,"[ 0.94863164  2.08543067 -0.23601336 -1.13848565 -0.18839925 -0.37858898
 -0.54065486 -1.6367541   1.24630339 -0.45779039  0.        ]","[[ -0.23149112  -0.60025358  -0.02303281  -0.04364405]
 [ -3.80466996 -14.31188571   0.           0.        ]]",[-0.67688608 -1.43714084]
5,-0.178126781357,[-0.19896691 -0.10123952],[ 0.88710904 -0.45949611],-0.224861,"[ 0.90713592  1.76457758 -0.38756714 -1.96800074 -0.18839912 -0.37858868
 -0.67169453 -2.15819854  0.92619802 -0.74635864  0.        ]","[[ -0.3336967   -0.92336678  -0.02303281  -0.04364405]
 [ -6.40748958 -17.98719166   0.           0.        ]]",[ 0.31302595  0.81876874]
6,-0.147469764563,[-0.19896691 -0.10123952],[ 0.75844598 -0.43957725],-0.210302,"[ 0.84362889  1.35280295 -0.55097735 -2.5039378  -0.18839898 -0.37858837
 -0.60308961 -1.64773178  0.53932773 -0.87785148  0.        ]","[[ -0.44817591  -1.24701228  -0.02303281  -0.04364405]
 [ -5.04482038 -14.38933986   0.           0.        ]]",[ 2.04664584 -1.92162864]
7,-0.115920595446,[-0.19896691 -0.10123952],[ 0.56679583 -0.32605678],-0.127661,"[ 0.80327759  0.89182386 -0.63352092 -2.68908371 -0.18839884 -0.37858807
 -0.39886965 -2.16920236  0.22104359 -0.81024412  0.        ]","[[ -0.50837392  -1.57167695  -0.02303281  -0.04364405]
 [ -0.98846362 -18.06484464   0.           0.        ]]",[ 3.03572232 -2.37976406]
8,-0.0773335078886,[-0.19896691 -0.10123952],[ 0.2654863  -0.27148265],0.0789915,"[ 0.81728802  0.33265648 -0.60621077 -2.41010281 -0.18839871 -0.37858777
 -0.1986725  -2.68029953 -0.00715952 -0.56395842  0.        ]","[[ -0.48824714  -1.96911901  -0.02303281  -0.04364405]
 [  2.98799044 -21.66729182   0.           0.        ]]",[ 0.01114292  0.40028762]
9,-0.0350747887906,[-0.19896691 -0.10123952],[ 0.21481195 -0.32919341],0.196228,"[ 0.85569856 -0.15488552 -0.52366744 -1.57884647 -0.18839857 -0.37858746
 -0.19948825 -2.3945484  -0.12749832 -0.22296015  0.        ]","[[ -0.42865111  -2.38225797  -0.02303281  -0.04364405]
 [  2.9717846  -19.65331824   0.           0.        ]]",[ 1.52005682 -1.67543005]
10,-0.0135464183245,[-0.19896691 -0.10123952],[ 0.0142867  -0.39635876],0.43204,"[ 0.9088424  -0.47363717 -0.38229772 -0.28185188 -0.18839843 -0.37858716
 -0.0031598  -2.9010901  -0.14470761  0.16739892  0.        ]","[[ -3.30090569e-01  -2.81114765e+00  -2.30328088e-02  -4.36440474e-02]
 [  6.87139353e+00  -2.32237112e+01   0.00000000e+00   0.00000000e+00]]",[-0.17811958 -0.678641  ]
11,-0.0520627866616,[-0.19896691 -0.10123952],[-0.3240644  -0.81108958],0.250389,"[ 0.95812426 -0.55141292 -0.19015833  0.95777712 -0.1883983  -0.37858686
 -0.04547832 -0.36705852 -0.09555759  0.50604808  0.        ]","[[-0.20109997 -3.16500757 -0.02303281 -0.04364405]
 [ 6.03083431 -5.36300444  0.          0.        ]]",[ 0.74562619 -0.25751679]
12,-0.048600664172,[-0.19896691 -0.10123952],[-0.99825597 -1.06386387],0.439759,"[ 0.98550389 -0.55154111  0.03802521  0.94289705 -0.18839816 -0.37858655
  0.09715873  0.81895482 -0.10316478  0.47723267  0.        ]","[[-0.05205611 -3.16083118 -0.02303281 -0.04364405]
 [ 8.86398549  2.99641912  0.          0.        ]]",[-1.80076822 -1.33398715]
