timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.351784677596,"[[-0.09622436  0.09311728 -0.08659294  0.17994427]
 [-0.00338319 -0.00215452  0.          0.        ]]",[ 1.99656212  1.39358771],-1.60804,"[ 1.12277489  1.8462742  -0.08361799 -0.5210047  -0.72872143  1.5772365
  0.03345024 -0.3561278   1.80788419 -1.59466963  0.        ]",[-0.22237624 -0.1860144 ],[ 1.54425032  1.30493299]
1,-0.345103716969,"[[-0.05661614  0.13278704 -0.08659294  0.17994427]
 [ 3.95105063  3.95594399  0.          0.        ]]",[ 2.00127625  1.37819076],-1.54296,"[ 1.12694401  1.84051596 -0.02411079 -0.40857719 -0.72871935  1.57722621
  0.15669392  0.20804239  1.80775915 -1.48987462  0.        ]",[-0.22237624 -0.1860144 ],[ 2.10635036  0.96957334]
2,-0.323118520082,"[[ 0.0612976   0.24962394 -0.08659294  0.17994427]
 [ 7.82745709  7.71521545  0.          0.        ]]",[ 1.93452108  1.3285706 ],-1.21173,"[ 1.12655846  1.81199589  0.15346889 -0.08156759 -0.72871726  1.57721593
  0.27750576  0.74387181  1.77301843 -1.18297576  0.        ]",[-0.22237624 -0.1860144 ],[ 3.92443197  1.41246524]
3,-0.280457893367,"[[  0.25597353   0.44210797  -0.08659294   0.17994427]
 [ 11.62760633  11.52048836   0.           0.        ]]",[ 1.80204237  1.23805404],-1.13331,"[ 1.08416992  1.72829131  0.44268355  0.43416926 -0.72871518  1.57720565
  0.39594087  1.28625432  1.60901573 -0.71731555  0.        ]",[-0.22237624 -0.1860144 ],[ 1.90322329  0.98027414]
4,-0.210919067192,"[[  0.52590855   0.70915636  -0.08659294   0.17994427]
 [ 15.35375537  15.17213591   0.           0.        ]]",[ 1.68089473  1.14259386],-0.7682,"[ 0.94260969  1.54210226  0.81761475  1.07125182 -0.72871309  1.57719537
  0.51206951  1.80673102  1.20275569 -0.23678524  0.        ]",[-0.22237624 -0.1860144 ],[ 1.434027   0.3821395]
5,-0.116129634871,"[[  0.86965225   1.02474637  -0.08659294   0.17994427]
 [ 19.0087451   16.38275225   0.           0.        ]]",[ 1.62725747  1.09962487],-0.478483,"[ 0.63923316  1.23433051  1.21257588  1.65139429 -0.72871101  1.57718509
  0.62598012  1.97926846  0.55311857 -0.01618298  0.        ]",[-0.22237624 -0.1860144 ],[ 1.54182111  1.60899738]
6,-0.0381990857684,"[[  1.28578528   1.38884941  -0.08659294   0.17994427]
 [ 22.59313832  20.01535003   0.           0.        ]]",[ 1.70999253  1.11421919],-0.463447,"[ 0.13687763  0.79968387  1.50724634  2.01908403 -0.72870892  1.57717481
  0.73769014  2.49700549 -0.14141564 -0.30773013  0.        ]",[-0.22237624 -0.1860144 ],[ 1.77813008  1.03208833]
7,-0.134361034386,"[[  1.77292614   1.82487757  -0.08659294   0.17994427]
 [ 26.10973336  23.57554161   0.           0.        ]]",[ 1.87457418  1.16529083],-0.824547,"[-0.52836299  0.24438389  1.53734845  1.9745722  -0.72870683  1.57716452
  0.84728663  3.00439464 -0.48103364 -1.10239111  0.        ]",[-0.22237624 -0.1860144 ],[ 2.07038609  2.17469068]
8,-0.217580192692,"[[  2.32972504   2.33140102  -0.08659294   0.17994427]
 [ 29.55881006  27.06524665   0.           0.        ]]",[ 2.06927395  1.21389008],-1.1627,"[-1.20114274 -0.31824082  1.15449146  1.28007734 -0.72870475  1.57715424
  0.9547782   3.50169915 -0.17172938 -1.8210636   0.        ]",[-0.22237624 -0.1860144 ],[ 1.88399713  0.18165849]
9,-0.227015625178,"[[  2.95481292   2.87452301  -0.08659294   0.17994427]
 [ 32.93804018  27.24663536   0.           0.        ]]",[ 2.11358666  1.20868254],-1.13426,"[-1.60760467 -0.67172585  0.34095442 -0.03348786 -0.72870266  1.57714396
  1.06009213  3.52746349  0.35145606 -1.75780067  0.        ]",[-0.22237624 -0.1860144 ],[ 1.43599854  1.90566787]
10,-0.198071227438,"[[  3.64675493   3.14184472  -0.08659294   0.17994427]
 [ 36.24485379   2.2947748    0.           0.        ]]",[ 1.78995526  1.18155682],-0.993768,"[-1.45918924 -0.71726233 -0.66812633 -0.78697017 -0.72870058  1.57713368
  1.16314817 -0.02880036  0.40379033 -1.46273008  0.        ]",[-0.22237624 -0.1860144 ],[ 0.69695762  0.57802608]
11,-0.194002208663,"[[  4.3921365    3.12166264  -0.08659294   0.17994427]
 [ 38.2865781   -2.55319264   0.           0.        ]]",[ 1.79139447  1.2293129 ],-0.938857,"[-0.68577438 -0.71700524 -1.36913551 -0.72940446 -0.72869849  1.5771234
  1.22677539 -0.71975617  0.38158439 -1.43867398  0.        ]",[-0.22237624 -0.1860144 ],[ 1.25793021  0.95395079]
12,-0.189884605812,"[[  5.18998812   3.07169888  -0.08659294   0.17994427]
 [ 41.48792077  -2.16324729   0.           0.        ]]",[ 1.75990701  1.23928082],-0.799612,"[ 0.38326768 -0.71412205 -1.27712611 -0.58704465 -0.72869641  1.57711312
  1.32654241 -0.66417726  0.36328003 -1.41161895  0.        ]",[-0.22237624 -0.1860144 ],[ 2.38004288  0.57967393]
