timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.0867735282917,"[[ 0.0441902  -0.05694298  0.19038859  0.08756779]
 [ 0.00109224 -0.00019099  0.          0.        ]]",[ 1.86515939 -0.07476638],-2.06595,"[ 1.0226234   1.38771987  0.15823874 -0.42475865  1.64362597  0.76456711
 -0.37167294 -0.30343956 -0.35795472 -0.72338322  0.        ]",[-0.76379514 -0.44931895],[ 2.08524251 -0.09516896]
1,-0.0790187776511,"[[ 0.08390382 -0.06074305  0.19038859  0.08756779]
 [ 3.95709818 -0.37854854  0.          0.        ]]",[ 1.31008863 -0.24367879],-2.11991,"[ 1.019078    1.38744215  0.21998093 -0.43166336  1.64362451  0.76456682
 -0.27115318 -0.36864969 -0.36029619 -0.63788762  0.        ]",[-0.76379514 -0.44931895],[ 1.60484321 -1.15541932]
2,-0.0596866968699,"[[ 0.20196648 -0.10798169  0.19038859  0.08756779]
 [ 7.83625041 -4.3321303   0.          0.        ]]",[ 0.70314318  0.2720834 ],-2.03073,"[ 0.99563464  1.38251242  0.40193897 -0.51733238  1.64362305  0.76456653
 -0.17258624 -1.05005232 -0.37851933 -0.42758892  0.        ]",[-0.76379514 -0.44931895],[ 0.69506377  0.60436723]
3,-0.0283179137752,"[[  0.38471454  -0.1697632    0.19038859   0.08756779]
 [ 10.42992633  -1.85426535   0.           0.        ]]",[-0.57139468 -0.6488713 ],-1.90457,"[ 0.92203634  1.37192246  0.67411589 -0.62868543  1.64362159  0.76456624
 -0.10668248 -0.62299    -0.44097038 -0.09675738  0.        ]",[-0.76379514 -0.44931895],[-0.45712363 -0.55190195]
4,-0.0047681162055,"[[ 0.57310825 -0.2283975   0.19038859  0.08756779]
 [ 8.4161487  -4.00201187  0.          0.        ]]",[-1.07247508 -0.29869223],-1.83395,"[ 0.80113208  1.35756358  0.93422357 -0.73328736  1.64362013  0.76456595
 -0.15785133 -0.9931555  -0.54852127  0.23193067  0.        ]",[-0.76379514 -0.44931895],[-0.89553351 -0.69875223]
5,-0.0204351290031,"[[ 0.70422708 -0.33538792  0.19038859  0.08756779]
 [ 4.70806262 -6.68809319  0.          0.        ]]",[-0.9935196   0.47822297],-1.77303,"[ 0.69219277  1.32072426  1.09812087 -0.92025352  1.64361866  0.76456566
 -0.25207154 -1.45610286 -0.62305261  0.37253207  0.        ]",[-0.76379514 -0.44931895],[-0.44197603  0.03795948]
6,-0.0222110894356,"[[ 0.77991029 -0.46630605  0.19038859  0.08756779]
 [ 2.86637842 -6.40467246  0.          0.        ]]",[-0.96851999  0.65453172],-1.70446,"[ 0.62087201  1.25750824  1.18500998 -1.13950172  1.6436172   0.76456537
 -0.29886758 -1.40725405 -0.64931567  0.37090581  0.        ]",[-0.76379514 -0.44931895],[-0.65511462  0.92386962]
7,-0.0195890668061,"[[ 0.8106519  -0.55641422  0.19038859  0.08756779]
 [ 0.21660688 -2.61877236  0.          0.        ]]",[-0.93490583  0.03010343],-1.71976,"[ 0.59025669  1.2029197   1.21853841 -1.28248522  1.64361574  0.76456508
 -0.36619664 -0.75475093 -0.65243657  0.32640811  0.        ]",[-0.76379514 -0.44931895],[-1.43284356 -0.10859205]
8,-0.0104204997917,"[[ 0.77524879 -0.61256947  0.19038859  0.08756779]
 [-3.74375083 -2.9955011   0.          0.        ]]",[-0.30944362  0.39087343],-1.70678,"[ 0.62543282  1.16455339  1.1798332  -1.3677178   1.64361428  0.76456479
 -0.46682692 -0.8196801  -0.6131618   0.19312275  0.        ]",[-0.76379514 -0.44931895],[-0.79675732 -0.22006137]
9,-0.0268031957349,"[[ 0.66949216 -0.68061572  0.19038859  0.08756779]
 [-6.82169146 -3.80641325  0.          0.        ]]",[ 0.59376526  0.94806719],-1.57382,"[ 0.72291059  1.113795    1.05627532 -1.46655265  1.64361282  0.7645645
 -0.54503547 -0.95944103 -0.54121771 -0.09839189  0.        ]",[-0.76379514 -0.44931895],[ 0.52854084  1.59171198]
