timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.359799748837,"[[-0.01188983  0.00017998 -0.1321923  -0.11369879]
 [-0.0002311  -0.00308107  0.          0.        ]]",[-2.41104698 -6.52819681],-4.18877,"[ 1.16296065  2.45311769 -0.07561504  0.84729555 -1.14581623 -0.98409783
 -0.59534821  0.37843902  2.44387595  1.12106996  0.        ]",[-0.49469742 -0.25016102],[-2.67196743 -7.241654  ]
1,-0.355530358002,"[[-0.05156947 -0.03959343 -0.1321923  -0.11369879]
 [-3.95457284 -3.96107331  0.          0.        ]]",[-2.03359318 -6.22710419],-4.32667,"[ 1.16133799  2.45195842 -0.13935238  0.6830588  -1.14581572 -0.98409746
 -0.75131535 -0.14449206  2.43934875  1.00051981  0.        ]",[-0.49469742 -0.25016102],[-2.04719541 -4.89720837]
2,-0.340514243931,"[[-0.16955187 -0.15774069 -0.1321923  -0.11369879]
 [-7.83078982 -7.84072385  0.          0.        ]]",[-1.38834381 -5.70889044],-3.95996,"[ 1.1445712   2.43479859 -0.32770822  0.19772141 -1.14581521 -0.98409708
 -0.90420102 -0.65707255  2.38674127  0.64828423  0.        ]",[-0.49469742 -0.25016102],[-2.12839672 -5.8756696 ]
3,-0.308602771223,"[[ -0.36429233  -0.35271008  -0.1321923   -0.11369879]
 [-11.63070891 -11.64352624   0.           0.        ]]",[-0.15549612 -4.96011829],-3.46887,"[ 1.07848001  2.36230712 -0.62913704 -0.58025628 -1.1458147  -0.98409671
 -1.05407723 -1.15949956  2.17913736  0.11922729  0.        ]",[-0.49469742 -0.25016102],[ 0.71793733 -4.53721261]
4,-0.260971506131,"[[ -0.56609613  -0.6230049   -0.1321923   -0.11369879]
 [ -8.56000006 -15.37350934   0.           0.        ]]",[ 0.76122808 -4.00278378],-2.52844,"[ 0.96201243  2.17599591 -0.91852069 -1.56343411 -1.14581419 -0.98409634
 -0.93296181 -1.65230495  1.77780473 -0.33507753  0.        ]",[-0.49469742 -0.25016102],[ 1.32685735 -4.61005796]
5,-0.20764337978,"[[ -0.6959049   -0.96716144  -0.1321923   -0.11369879]
 [ -4.434684   -19.0299374    0.           0.        ]]",[ 1.32626176 -2.76037598],-2.03883,"[ 0.8633905   1.81537205 -1.08685812 -2.55389404 -1.14581369 -0.98409597
 -0.77025061 -2.13539098  1.31521908 -0.50538201  0.        ]",[-0.49469742 -0.25016102],[ 0.84495792 -2.45577671]
6,-0.154128690948,"[[ -0.75018469  -1.38371679  -0.1321923   -0.11369879]
 [ -1.00475747 -22.61361481   0.           0.        ]]",[ 1.47767115 -1.79306746],-1.73901,"[ 0.81711139  1.2524409  -1.15226111 -3.21174796 -1.14581318 -0.98409559
 -0.63496705 -2.60886321  0.90449731 -0.38710943  0.        ]",[-0.49469742 -0.25016102],[ 1.67601141 -2.4294843 ]
7,-0.112739799661,"[[ -0.73039058  -1.87123205  -0.1321923   -0.11369879]
 [  2.97103271 -26.12612681   0.           0.        ]]",[ 1.14081335 -1.36720371],-1.72283,"[ 0.8343166   0.54160044 -1.12877399 -3.09880096 -1.14581267 -0.98409522
 -0.47815355 -3.07293029  0.63452495 -0.02673158  0.        ]",[-0.49469742 -0.25016102],[ 1.00519127 -2.46758482]
8,-0.112904489976,"[[ -0.6318613   -2.42829487  -0.1321923   -0.11369879]
 [  6.86912557 -29.56859828   0.           0.        ]]",[ 1.50324607 -1.39599824],-1.94471,"[ 0.91423659 -0.13729902 -1.00580095 -1.85607052 -1.14581216 -0.98409485
 -0.32440461 -3.52773991  0.56301556  0.49831943  0.        ]",[-0.49469742 -0.25016102],[ 1.51568577 -2.12462878]
9,-0.161776444327,"[[ -0.45613037  -3.05351925  -0.1321923   -0.11369879]
 [ 10.6917385  -26.96476238   0.           0.        ]]",[ 1.44591594 -2.53546047],-2.41504,"[ 1.03129526 -0.49117424 -0.76444485  0.48324782 -1.14581165 -0.98409448
 -0.17363277 -3.18371549  0.68964514  1.10212635  0.        ]",[-0.49469742 -0.25016102],[ 2.06656634 -2.32199885]
10,-0.178715066121,"[[ -0.20467853  -3.23802017  -0.1321923   -0.11369879]
 [ 14.44060662   0.86622179   0.           0.        ]]",[ 0.18279546 -4.22755241],-2.27442,"[ 1.13614782 -0.490039   -0.38317336  1.24421551 -1.14581114 -0.9840941
 -0.02576957  0.49329474  0.7378584   1.27361325  0.        ]",[-0.49469742 -0.25016102],[ 0.20266951 -5.4304901 ]
11,-0.168459564344,"[[  0.08931897  -3.16961406  -0.1321923   -0.11369879]
 [ 14.95734566   4.28933873   0.           0.        ]]",[-0.62213576 -4.37062597],-2.30741,"[ 1.15791021 -0.49631199  0.08686081  0.96227506 -1.14581063 -0.98409373
 -0.0053883   0.9455543   0.71048222  1.16823385  0.        ]",[-0.49469742 -0.25016102],[-1.40657075 -5.34902062]
12,-0.163297664435,"[[  0.34576952  -3.09425881  -0.1321923   -0.11369879]
 [ 10.70187644   3.04113855   0.           0.        ]]",[-1.04267991 -4.26933336],-2.21978,"[ 1.08677442 -0.49523886  0.48821521  0.65111869 -1.14581012 -0.98409336
 -0.17323293  0.78064269  0.73146584  1.06664702  0.        ]",[-0.49469742 -0.25016102],[-1.00890158 -5.50453379]
