timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.226563528292,"[[-0.06993315 -0.02057496  0.0794342   0.16871631]
 [-0.00430664 -0.00038252  0.          0.        ]]",[ 2.72286344 -2.16211271],-0.300221,"[ 1.13936093  2.33609382 -0.19674779  0.67937905  0.69262247  1.45500926
 -1.00050438  0.37038998  0.70896166 -1.55175334  0.        ]",[-0.08441324 -0.17650372],[ 2.17089766 -3.84630265]
1,-0.223460457372,"[[-0.03031247 -0.06032581  0.0794342   0.16871631]
 [ 3.95319291 -3.96149562  0.          0.        ]]",[ 2.44740057 -2.08498168],-0.6188,"[ 1.14209064  2.33376844 -0.1370842   0.53681269  0.69262128  1.45500403
 -0.78679507 -0.15751469  0.71039687 -1.51811218  0.        ]",[-0.08441324 -0.17650372],[ 1.81224331 -1.64699716]
2,-0.213797073456,"[[ 0.08767267 -0.17851163  0.0794342   0.16871631]
 [ 7.832409   -7.84413259  0.          0.        ]]",[ 2.04209995 -2.00091052],-0.530577,"[ 1.13743233  2.31354603  0.04064452  0.11583298  0.6926201   1.45499879
 -0.57731362 -0.67496035  0.70791875 -1.41769527  0.        ]",[-0.08441324 -0.17650372],[ 3.08974471 -1.51967619]
3,-0.196645579377,"[[  0.28247295  -0.37357769   0.0794342    0.16871631]
 [ 11.63498821 -11.64975002   0.           0.        ]]",[ 1.50561893 -1.89321303],-0.339194,"[ 1.08815599  2.23731267  0.32890359 -0.55680924  0.69261892  1.45499356
 -0.37197086 -1.18213963  0.6818234  -1.25477695  0.        ]",[-0.08441324 -0.17650372],[-0.44083998 -2.44936445]
4,-0.180727939732,"[[  0.49538153  -0.64397689   0.0794342    0.16871631]
 [  9.66238782 -15.37775231   0.           0.        ]]",[ 1.11093402 -1.77490354],-0.302986,"[ 0.97721403  2.048753    0.62540263 -1.40192489  0.69261774  1.45498833
 -0.47849226 -1.67897063  0.61759814 -1.14048623  0.        ]",[-0.08441324 -0.17650372],[ 1.35103456 -0.90169498]
5,-0.165322434443,"[[  0.72642022  -0.98430857   0.0794342    0.16871631]
 [ 13.42903923 -18.64442216   0.           0.        ]]",[ 0.50701666 -1.61856532],-0.168309,"[ 0.79516588  1.69512983  0.9101314  -2.23653706  0.69261655  1.4549831
 -0.27508939 -2.11431207  0.50358808 -1.07980521  0.        ]",[-0.08441324 -0.17650372],[ 1.01961039 -0.9553556 ]
6,-0.142762054077,"[[  1.03205205  -1.39144918   0.0794342    0.16871631]
 [ 17.12199642 -22.05810662   0.           0.        ]]",[-0.22135809 -1.49925649],0.00794496,"[ 0.4723226   1.15660778  1.20288866 -2.77879864  0.69261537  1.45497786
 -0.07566612 -2.56923539  0.3080289  -1.004847    0.        ]",[-0.08441324 -0.17650372],[-0.71508588 -1.91269807]
7,-0.132145510374,"[[  1.34271362  -1.86794073   0.0794342    0.16871631]
 [ 13.95438737 -25.5794448    0.           0.        ]]",[-0.48667696 -1.50202537],0.0119388,"[ 0.07726979  0.48006534  1.3774164  -2.67904     0.69261419  1.45497263
 -0.2467199  -3.03848947  0.04212376 -1.04656619  0.        ]",[-0.08441324 -0.17650372],[ 0.00152468 -0.9673769 ]
8,-0.147435307109,"[[  1.61909444  -2.41287276   0.0794342    0.16871631]
 [ 13.68446457 -28.90273154   0.           0.        ]]",[-0.58606291 -1.54518056],-0.102676,"[-0.30049308 -0.17071521  1.4147042  -1.63711507  0.69261301  1.4549674
 -0.2612957  -3.48132815 -0.28927883 -1.2241249   0.        ]",[-0.08441324 -0.17650372],[ 0.31038774 -0.20429735]
9,-0.182319006451,"[[  1.90239448  -2.99329806   0.0794342    0.16871631]
 [ 14.64238454 -29.13907041   0.           0.        ]]",[-0.59922516 -1.55449462],-0.2196,"[-0.68222824 -0.51962273  1.33431497  0.22287378  0.69261182  1.45496217
 -0.20956669 -3.51277035 -0.68324263 -1.43302165  0.        ]",[-0.08441324 -0.17650372],[ 0.95971573 -1.97799483]
10,-0.202591151362,"[[  2.23047325  -3.24925593   0.0794342    0.16871631]
 [ 18.15361026  -0.09889088   0.           0.        ]]",[-0.07211405 -1.66875601],-0.636985,"[-1.07777338 -0.52706746  1.1000919   1.13895781  0.69261064  1.45495694
 -0.01995631  0.35728693 -0.85216551 -1.53918593  0.        ]",[-0.08441324 -0.17650372],[ 0.13883747  0.11314418]
11,-0.192734939472,"[[  2.59545839  -3.18376343   0.0794342    0.16871631]
 [ 18.34418433   4.63110736   0.           0.        ]]",[ 0.07010463 -1.71045566],0.0897322,"[-1.41049563 -0.53410385  0.69175869  0.9045665   0.69260946  1.4549517
 -0.00966506  0.98763149 -0.77347693 -1.48758369  0.        ]",[-0.08441324 -0.17650372],[-0.98719348 -3.53215723]
12,-0.180361290296,"[[  2.91948181  -3.10215115   0.0794342    0.16871631]
 [ 14.07237429   3.30092208   0.           0.        ]]",[ 0.12911516 -1.70850062],0.165497,"[-1.5769316  -0.53426293  0.2407597   0.61169305  0.69260828  1.45494647
 -0.24034811  0.81036178 -0.73870238 -1.39014232  0.        ]",[-0.08441324 -0.17650372],[-0.82340786 -2.60488279]
13,-0.173436088923,"[[  3.16542341  -3.05192999   0.0794342    0.16871631]
 [ 10.53358401   1.80349319   0.           0.        ]]",[ 0.23562436 -1.70726645],-0.0714619,"[-1.61035411 -0.52961099 -0.12733563  0.4318137   0.69260709  1.45494124
 -0.43144704  0.61080473 -0.7481595  -1.32113334  0.        ]",[-0.08441324 -0.17650372],[-0.03644568 -0.46520504]
14,-0.17073274353,"[[  3.3725545   -3.0254343    0.0794342    0.16871631]
 [ 10.18070475   0.92018727   0.           0.        ]]",[ 0.29046422 -1.70808506],0.26192,"[-1.57418178 -0.52570209 -0.43657576  0.33721057  0.69260591  1.45493601
 -0.45050239  0.49308945 -0.77168197 -1.28310651  0.        ]",[-0.08441324 -0.17650372],[ 0.00591436 -1.8517013 ]
15,-0.170515942249,"[[  3.57438106  -3.01300586   0.0794342    0.16871631]
 [ 10.00254962   0.39416315   0.           0.        ]]",[ 0.38909534 -1.71401238],0.210542,"[-1.48379808 -0.52352299 -0.72380729  0.2929311   0.69260473  1.45493078
 -0.46012239  0.42298773 -0.79907191 -1.26527964  0.        ]",[-0.08441324 -0.17650372],[ 1.47018293 -1.16451076]
16,-0.172124210267,"[[  3.81217001  -3.00772852   0.0794342    0.16871631]
 [ 13.76381209   0.16563536   0.           0.        ]]",[ 0.41387525 -1.71845102],0.278015,"[-1.31261555 -0.5225307  -1.02844592  0.27415011  0.69260355  1.45492555
 -0.25700819  0.39253219 -0.83109118 -1.26117418  0.        ]",[-0.08441324 -0.17650372],[ 1.3881742  -1.64550819]
17,-0.175909849765,"[[  4.1244372   -3.00552554   0.0794342    0.16871631]
 [ 17.45062142   0.06858977   0.           0.        ]]",[ 0.51677465 -1.72675157],0.215426,"[-0.99761033 -0.52210431 -1.34605835  0.2663139   0.69260236  1.45492032
 -0.05791461  0.37959878 -0.8702272  -1.27274767  0.        ]",[-0.08441324 -0.17650372],[-0.74967783 -2.06370372]
18,-0.180883266027,"[[  4.44020265  -3.0046181    0.0794342    0.16871631]
 [ 14.13696669   0.02807001   0.           0.        ]]",[ 0.85992551 -1.75201964],0.111911,"[-0.60411232 -0.52192622 -1.54374373  0.26308652  0.69260118  1.45491508
 -0.2368571   0.37419837 -0.90390283 -1.29898522  0.        ]",[-0.08441324 -0.17650372],[-2.1683319  -2.29974151]
19,-0.185047274039,"[[ 4.68040918 -3.0042483   0.0794342   0.16871631]
 [ 9.8978143   0.01137906  0.          0.        ]]",[ 1.1608814  -1.77515244],-0.033886,"[-0.27801445 -0.52185285 -1.59847745  0.26177123  0.6926      1.45490985
 -0.46577787  0.37197353 -0.92364466 -1.32660493  0.        ]",[-0.08441324 -0.17650372],[ 3.32581822 -0.69665733]
20,-0.18919269827,"[[  4.91612437  -3.0037771    0.0794342    0.16871631]
 [ 13.66116265   0.02681351   0.           0.        ]]",[ 1.14972138 -1.77792358],0.17814,"[ 0.04455843 -0.52175929 -1.5680561   0.26009548  0.69259882  1.45490462
 -0.26255017  0.37402994 -0.93707243 -1.35839899  0.        ]",[-0.08441324 -0.17650372],[ 1.23018544 -3.02613918]
21,-0.194305805433,"[[  5.22635901e+00  -3.00363943e+00   7.94342034e-02   1.68716310e-01]
 [  1.73500082e+01  -4.02468393e-03   0.00000000e+00   0.00000000e+00]]",[ 1.12720084 -1.7781266 ],-0.178843,"[ 0.44285995 -0.52173136 -1.40442164  0.25960564  0.69259763  1.45489939
 -0.06334578  0.36991974 -0.94411153 -1.40409497  0.        ]",[-0.08441324 -0.17650372],[ 1.15855839 -1.89082824]
22,-0.199485109008,"[[  5.60963788e+00  -3.00376426e+00   7.94342034e-02   1.68716310e-01]
 [  2.09658292e+01  -6.59308151e-03   0.00000000e+00   0.00000000e+00]]",[ 1.03730619 -1.77250576],-0.322221,"[ 0.84207809 -0.52175523 -1.03192347  0.26004917  0.69259645  1.45489416
  0.13191515  0.36957698 -0.93574389 -1.46030082  0.        ]",[-0.08441324 -0.17650372],[ 0.00521926 -2.42475185]
23,-0.20304381274,"[[  6.02499748e+00  -3.00387485e+00   7.94342034e-02   1.68716310e-01]
 [  2.05714451e+01  -4.31255302e-03   0.00000000e+00   0.00000000e+00]]",[ 0.96809685 -1.76483071],-0.562727,"[ 1.0971025  -0.52177627 -0.47637839  0.26044205  0.69259527  1.45488893
  0.11061752  0.36988041 -0.90724736 -1.5122504   0.        ]",[-0.08441324 -0.17650372],[ 0.04385983 -1.80578559]
24,-0.204008916936,"[[  6.43408272e+00  -3.00393940e+00   7.94342034e-02   1.68716310e-01]
 [  2.03378575e+01  -2.28273339e-03   0.00000000e+00   0.00000000e+00]]",[ 0.80952311 -1.74775052],-0.657903,"[ 1.12708803 -0.52178823  0.13528952  0.26067125  0.69259409  1.4548837
  0.09800321  0.37015043 -0.86404829 -1.54600876  0.        ]",[-0.08441324 -0.17650372],[ 0.67777815 -1.55061552]
25,-0.20217416412,"[[  6.86372491e+00  -3.00397192e+00   7.94342034e-02   1.68716310e-01]
 [  2.26187602e+01  -1.09414515e-03   0.00000000e+00   0.00000000e+00]]",[ 0.46778917 -1.71071184],-0.845418,"[ 0.91717557 -0.52179387  0.7356413   0.26078656  0.69259291  1.45487847
  0.22117636  0.37030835 -0.8103242  -1.55678312  0.        ]",[-0.08441324 -0.17650372],[-0.27656195  0.02584685]
26,-0.19759121549,"[[  7.30062114  -3.00269817   0.0794342    0.16871631]
 [ 21.07600371   0.11629087   0.           0.        ]]",[ 0.23499742 -1.67838335],-0.714926,"[ 0.48953648 -0.52154104  1.19144541  0.25625758  0.69259172  1.45487323
  0.1378641   0.38595144 -0.75587127 -1.54036952  0.        ]",[-0.08441324 -0.17650372],[-0.00591144 -0.71367294]
27,-0.191199343659,"[[  7.71772010e+00  -3.00188715e+00   7.94342034e-02   1.68716310e-01]
 [  2.06353625e+01  -2.67708497e-03   0.00000000e+00   0.00000000e+00]]",[-0.02141583 -1.6453079 ],-0.454037,"[-0.0469901  -0.52137858  1.40249168  0.25337421  0.69259054  1.454868
  0.11406838  0.37009638 -0.71426053 -1.50038875  0.        ]",[-0.08441324 -0.17650372],[-0.06889024 -2.08269877]
28,-0.184142328378,"[[  8.123592    -3.00246681   0.0794342    0.16871631]
 [ 19.95409844  -0.0387017    0.           0.        ]]",[-0.18309024 -1.62662172],-0.354082,"[-0.60070808 -0.52149348  1.36199222  0.25543448  0.69258936  1.45486277
  0.07727851  0.36529498 -0.69154035 -1.44596375  0.        ]",[-0.08441324 -0.17650372],[ 0.06880855 -1.63229101]
29,-0.177516764215,"[[  8.52144402  -3.00315679   0.0794342    0.16871631]
 [ 19.83151243  -0.0281351    0.           0.        ]]",[-0.2463387  -1.62283778],-0.186873,"[-1.08619746 -0.52162977  1.09286795  0.25788713  0.69258818  1.45485754
  0.0706585   0.36670269 -0.68881439 -1.3869098   0.        ]",[-0.08441324 -0.17650372],[-1.11843189 -1.80617137]
30,-0.172749293985,"[[  8.87441043  -3.00358642   0.0794342    0.16871631]
 [ 15.47963051  -0.01548099   0.           0.        ]]",[-0.17120221 -1.6375227 ],-0.0159608,"[-1.40743737 -0.521714    0.69721429  0.25941431  0.69258699  1.45485231
 -0.16435318  0.3683886  -0.70276318 -1.33700931  0.        ]",[-0.08441324 -0.17650372],[-0.14513269 -1.49362073]
31,-0.170053719547,"[[  9.17516304e+00  -3.00380935e+00   7.94342034e-02   1.68716310e-01]
 [  1.45985670e+01  -7.58742442e-03   0.00000000e+00   0.00000000e+00]]",[-0.10257468 -1.65268517],0.0356552,"[-1.56806234 -0.52175723  0.28109173  0.26020663  0.69258581  1.45484708
 -0.21193248  0.36944008 -0.72559693 -1.3010572   0.        ]",[-0.08441324 -0.17650372],[-1.14201695 -1.30414355]
