timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[ 0.03195099  0.06009228 -0.06941413  0.18377673]
 [ 0.00107574 -0.00094553  0.          0.        ]]",[ 1.95788085  3.39767551],-0.326870607899,[-0.69499421 -0.61780113],-4.11071,"[ 0.80398255  1.44849457  0.53622355  0.41224106 -0.59679955  1.59765953
 -0.04833005 -0.01486807  2.50384271 -1.88492028  0.        ]",[ 1.32187152  3.11973484]
1,"[[ 0.07164743  0.09978596 -0.06941413  0.18377673]
 [ 3.95541154  3.95712729  0.          0.        ]]",[ 1.83390856  4.19874144],-0.319297379018,[-0.69499421 -0.61780113],-3.9656,"[ 0.79988404  1.44437981  0.60636146  0.4783863  -0.59679939  1.59765846
  0.53124933  0.54612231  2.48966203 -1.70950043  0.        ]",[ 1.84903654  4.50758223]
2,"[[ 0.18964681  0.21785507 -0.06941413  0.18377673]
 [ 7.83165829  7.83685277  0.          0.        ]]",[ 1.4954915  4.8887043],-0.294748303963,[-0.69499421 -0.61780113],-3.65291,"[ 0.7692473   1.4201559   0.81324403  0.6731817  -0.59679924  1.59765738
  1.0993831   1.09600801  2.39598664 -1.20158729  0.        ]",[ 1.77089409  4.27018851]
3,"[[  0.38440546   0.41274772  -0.06941413   0.18377673]
 [ 11.63167258  11.63972141   0.           0.        ]]",[ 0.56409913  5.15249538],-0.248355425614,[-0.69499421 -0.61780113],-2.99052,"[ 0.65947301  1.34183383  1.1432202   0.9824589  -0.59679909  1.5976563
  1.65634289  1.63499984  2.08514925 -0.45414292  0.        ]",[ 0.09442846  5.43019507]
4,"[[  0.61847479   0.68295453  -0.06941413   0.18377673]
 [ 11.77496449  15.36850966   0.           0.        ]]",[-1.01234436  4.70608234],-0.181246427631,[-0.69499421 -0.61780113],-2.39599,"[ 0.43561901  1.15971376  1.50555573  1.36691503 -0.59679893  1.59765523
  1.67734369  2.16349065  1.46822084  0.21094775  0.        ]",[-1.28620747  5.35746731]
5,"[[  0.81194857   1.0270101   -0.06941413   0.18377673]
 [  7.58645206  19.02484533   0.           0.        ]]",[-2.09290099  3.68634987],-0.109196828371,[-0.69499421 -0.61780113],-2.11007,"[ 0.18300992  0.82440544  1.7635895   1.74252384 -0.59679878  1.59765415
  1.06344128  2.68171033  0.72254865  0.41427255  0.        ]",[-2.41296759  3.5649022 ]
6,"[[  0.92248766   1.44346485  -0.06941413   0.18377673]
 [  3.48114564  22.60865162   0.           0.        ]]",[-2.39694524  2.62596989],-0.0579571352137,[-0.69499421 -0.61780113],-2.05666,"[ 0.01501311  0.31768631  1.89005542  1.97014072 -0.59679863  1.59765308
  0.46173454  3.18964702  0.11610772  0.10968304  0.        ]",[-2.77005375  2.78963532]
7,"[[  0.95173411   1.9308812   -0.06941413   0.18377673]
 [ -0.54320913  26.12121311   0.           0.        ]]",[-1.81769681  1.39780378],-0.0771088942115,[-0.69499421 -0.61780113],-2.26291,"[-0.03198285 -0.30448666  1.92069307  1.87645349 -0.59679847  1.597652
 -0.12810723  3.68748165 -0.20015387 -0.54557257  0.        ]",[-1.94307407  1.14645714]
8,"[[  0.90128289   2.48784687  -0.06941413   0.18377673]
 [ -4.48901433  29.56380669   0.           0.        ]]",[-1.05131495  0.71283638],-0.134624315682,[-0.69499421 -0.61780113],-2.61307,"[ 0.04844516 -0.87748743  1.86708158  1.32858579 -0.59679832  1.59765093
 -0.70643608  4.17539399 -0.16115348 -1.35428335  0.        ]",[-1.01103625  0.6258621 ]
9,"[[  0.77268229   3.0981132   -0.06941413   0.18377673]
 [ -8.3587187   25.65663043   0.           0.        ]]",[ 0.63166261  0.23498145],-0.19633235751,[-0.69499421 -0.61780113],-3.034,"[ 0.23875531 -1.14388802  1.71480092  0.38449999 -0.59679817  1.59764985
 -1.2736106   3.6216127   0.19719492 -2.11839938  0.        ]",[ 0.50187887 -0.12087355]
10,"[[ 0.62708962  3.26001242 -0.06941413  0.18377673]
 [-6.20736916 -1.76745681  0.          0.        ]]",[ 0.38243198 -0.75268757],-0.212721906393,[-0.69499421 -0.61780113],-3.19594,"[ 0.42559878 -1.13602394  1.51792885  0.1143155  -0.59679801  1.59764878
 -0.95829111 -0.26524695  0.31781256 -2.3053429   0.        ]",[ 0.68590623 -0.49412081]
