timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[ 0.01463104  0.06522186 -0.04472167  0.00227341]
 [ 0.00178464 -0.0037544   0.          0.        ]]","[ 0.79017942  1.53817308  0.40140138  0.45122666 -0.37893364  0.02976875
 -0.10141192 -0.01001847  2.09469794  0.47907537  0.        ]",-0.254485099771,[-0.56754786 -0.43234411],-2.70096,[-1.15751767 -1.44494164],[-0.89471263 -1.91727736]
1,"[[ -2.08297945e-02   2.54334758e-02  -4.47216738e-02   2.27340796e-03]
 [ -3.53609165e+00  -3.96189708e+00   0.00000000e+00   0.00000000e+00]]","[ 0.78996242  1.54049583  0.34024945  0.38135257 -0.37893352  0.02976875
 -0.56677297 -0.54526682  2.09800592  0.32888388  0.        ]",-0.254727849208,[-0.56754786 -0.43234411],-2.7428,[-0.94689196 -1.64924014],[-0.12573579 -1.77042273]
2,"[[ -9.58253044e-02  -9.27436460e-02  -4.47216738e-02   2.27340796e-03]
 [ -3.96205553e+00  -7.84288010e+00   0.00000000e+00   0.00000000e+00]]","[ 0.78134591  1.5353709   0.21116321  0.17382826 -0.37893341  0.02976874
 -0.62280271 -1.07008075  2.07466148 -0.03504055  0.        ]",-0.254392663368,[-0.56754786 -0.43234411],-2.62,[-1.07578623 -1.63143718],[-1.11507796 -0.74993073]
3,"[[ -2.13961110e-01  -2.77821233e-01  -4.47216738e-02   2.27340796e-03]
 [ -7.83868106e+00  -1.06555036e+01   0.00000000e+00   0.00000000e+00]]","[ 0.74543876  1.4914759   0.00998367 -0.14552434 -0.37893329  0.02976873
 -1.13272146 -1.45042279  1.94837535 -0.58173972  0.        ]",-0.251013388089,[-0.56754786 -0.43234411],-2.63916,[-0.92846096 -1.4692595 ],[-1.19712129 -0.86273345]
4,"[[ -4.08864057e-01  -5.23073624e-01  -4.47216738e-02   2.27340796e-03]
 [ -1.16391313e+01  -1.38590400e+01   0.00000000e+00   0.00000000e+00]]","[ 0.6279005   1.36852679 -0.30947041 -0.54158772 -0.37893317  0.02976872
 -1.63261939 -1.88362567  1.58305983 -1.27982545  0.        ]",-0.240457812562,[-0.56754786 -0.43234411],-2.68857,[-0.17869526 -1.32920372],[ 0.29657551 -2.2134658 ]
5,"[[ -6.27565978e-01  -8.37231077e-01  -4.47216738e-02   2.27340796e-03]
 [ -1.02359181e+01  -1.75444038e+01   0.00000000e+00   0.00000000e+00]]","[ 0.41477483  1.11485497 -0.63646787 -0.96923081 -0.37893306  0.02976871
 -1.44804393 -2.38198242  0.94932538 -1.78908894  0.        ]",-0.21881577016,[-0.56754786 -0.43234411],-2.44379,[ 0.80041414 -0.76486015],[ 1.46633789 -1.4176472 ]
6,"[[ -7.90568232e-01  -1.22437156e+00  -4.47216738e-02   2.27340796e-03]
 [ -6.07822372e+00  -2.11575803e+01   0.00000000e+00   0.00000000e+00]]","[ 0.20578179  0.68943683 -0.84958687 -1.31697571 -0.37893294  0.02976871
 -0.90115355 -2.870574    0.26920392 -1.81838362  0.        ]",-0.185510758074,[-0.56754786 -0.43234411],-2.02557,[ 1.15722537  0.28855148],[ 1.38597388 -0.1187803 ]
7,"[[ -8.71249093e-01  -1.64804718e+00  -4.47216738e-02   2.27340796e-03]
 [ -2.00321668e+00  -2.12097658e+01   0.00000000e+00   0.00000000e+00]]","[ 0.08835061  0.15221109 -0.94337078 -1.41617326 -0.37893282  0.0297687
 -0.36513991 -2.8776237  -0.20117751 -1.43973399  0.        ]",-0.14426081021,[-0.56754786 -0.43234411],-1.77577,[ 0.71118855  0.79030526],[ 1.18501071 -0.10300532]
8,"[[ -8.71224437e-01  -2.07212654e+00  -4.47216738e-02   2.27340796e-03]
 [  1.99264478e+00  -2.11981483e+01   0.00000000e+00   0.00000000e+00]]","[ 0.08838777 -0.36787757 -0.94334292 -1.20507559 -0.37893271  0.02976869
  0.16046314 -2.87604555 -0.38183927 -0.89974933  0.        ]",-0.100456470119,[-0.56754786 -0.43234411],-1.64527,[-0.40807083  1.33966327],[ 0.14165745  1.30896161]
9,"[[ -8.26153548e-01  -2.45215095e+00  -4.47216738e-02   2.27340796e-03]
 [  2.51291014e+00  -1.68188818e+01   0.00000000e+00   0.00000000e+00]]","[ 0.15505534 -0.74304712 -0.89197062 -0.78166783 -0.37893259  0.02976868
  0.22889716 -2.28385049 -0.35976828 -0.39564928  0.        ]",-0.0609145703022,[-0.56754786 -0.43234411],-1.43277,[-0.91631335  1.27188611],[-0.79889884  0.69201912]
10,"[[ -8.08132942e-01  -2.75769550e+00  -4.47216738e-02   2.27340796e-03]
 [ -7.00126463e-01  -1.37458359e+01   0.00000000e+00   0.00000000e+00]]","[ 0.18095894 -0.9436608  -0.87070349 -0.32181183 -0.37893247  0.02976867
 -0.19373576 -1.86829264 -0.26153199  0.00522158  0.        ]",-0.0322793901587,[-0.56754786 -0.43234411],-1.3715,[-0.45436203  1.89334786],[-1.4839526   2.29492689]
11,"[[ -8.61721693e-01  -2.99015528e+00  -4.47216738e-02   2.27340796e-03]
 [ -4.64557180e+00  -9.51425019e+00   0.00000000e+00   0.00000000e+00]]","[ 0.10266292 -1.02274419 -0.93272991  0.07142741 -0.37893236  0.02976867
 -0.71270739 -1.2960718  -0.13552109  0.29584102  0.        ]",-0.0272106342382,[-0.56754786 -0.43234411],-1.41671,[ 0.31507981  2.42282891],[-0.08991259  3.50804863]
