timestep,human_obs,obs,original_rewards,logstd_action_dist,rewards,avg_action_dist,actions
0,"[[ 0.0015708   0.06908617 -0.01743787 -0.00128609]
 [-0.00168711 -0.00084399  0.          0.        ]]","[ 0.78012942  1.66984363  0.26233061  0.43650708 -0.15020019  0.00268865
 -0.1771854  -0.00308116  1.66193284  0.35877472  0.        ]",-0.227349862503,[-0.38085854 -0.2729423 ],-1.89938,[-0.38451976 -0.60906184],[-0.22436044 -1.78867436]
1,"[[ -7.35215316e-03   2.93450800e-02  -1.74378695e-02  -1.28608837e-03]
 [ -8.87662648e-01  -3.96007135e+00   0.00000000e+00   0.00000000e+00]]","[ 0.78008154  1.67236496  0.24722708  0.36224572 -0.15020013  0.00268865
 -0.27616807 -0.5179448   1.66409898  0.28877256  0.        ]",-0.227427944997,[-0.38085854 -0.2729423 ],-1.85249,[-0.55446869 -1.19368291],[-1.41840023 -2.03563242]
2,"[[ -6.46046526e-02  -8.87821837e-02  -1.74378695e-02  -1.28608837e-03]
 [ -4.82449433e+00  -7.83972934e+00   0.00000000e+00   0.00000000e+00]]","[ 0.77630198  1.66783303  0.1503939   0.14145394 -0.15020006  0.00268865
 -0.71599775 -1.02246065  1.65109529  0.00878897  0.        ]",-0.227004198903,[-0.38085854 -0.2729423 ],-1.91666,[-0.39701137 -1.48723495],[-0.66741197 -2.86460157]
3,"[[ -1.86613684e-01  -2.83737243e-01  -1.74378695e-02  -1.28608837e-03]
 [ -7.36800933e+00  -1.16430980e+01   0.00000000e+00   0.00000000e+00]]","[ 0.7482666   1.62129193 -0.05437192 -0.21643327 -0.15019999  0.00268865
 -1.00016316 -1.51705446  1.54337476 -0.49793906  0.        ]",-0.224047000188,[-0.38085854 -0.2729423 ],-1.90738,[-0.04126006 -1.58995485],[ 0.69427988 -1.80363458]
4,"[[ -3.04945699e-01  -5.54024503e-01  -1.74378695e-02  -1.28608837e-03]
 [ -4.47490275e+00  -1.53731850e+01   0.00000000e+00   0.00000000e+00]]","[ 0.6954568   1.47978249 -0.24853528 -0.67701801 -0.15019993  0.00268865
 -0.67693943 -2.00211616  1.28619667 -1.00206253  0.        ]",-0.216000429068,[-0.38085854 -0.2729423 ],-1.86867,[ 0.01232184 -1.34672463],[ 1.18569057 -1.57212046]
5,"[[ -3.53858954e-01  -8.98175958e-01  -1.74378695e-02  -1.28608837e-03]
 [ -4.29932815e-01  -1.90297441e+01   0.00000000e+00   0.00000000e+00]]","[ 0.66642118  1.18621491 -0.32686963 -1.15614243 -0.15019986  0.00268865
 -0.22502758 -2.47761228  0.94161224 -1.29164074  0.        ]",-0.200571041824,[-0.38085854 -0.2729423 ],-1.69436,[-0.12092312 -0.87986183],[-0.20359971 -0.57561286]
6,"[[ -3.70464954e-01  -1.29785635e+00  -1.74378695e-02  -1.28608837e-03]
 [ -1.22818411e+00  -2.09319655e+01   0.00000000e+00   0.00000000e+00]]","[  6.55623237e-01   7.29842992e-01  -3.53154223e-01  -1.49440270e+00
  -1.50199796e-01   2.68864687e-03  -3.14209621e-01  -2.72496921e+00
   5.36835720e-01  -1.36538130e+00   0.00000000e+00]",-0.175610531936,[-0.38085854 -0.2729423 ],-1.47269,[ 0.31611225 -0.03727823],[ 0.17776219  0.11806655]
7,"[[ -3.87748450e-01  -1.70764864e+00  -1.74378695e-02  -1.28608837e-03]
 [ -5.02508199e-01  -2.00501922e+01   0.00000000e+00   0.00000000e+00]]","[ 0.64388382  0.20566871 -0.38033161 -1.54616726 -0.15019973  0.00268865
 -0.23313555 -2.61029404  0.13863545 -1.22323142  0.        ]",-0.142721027759,[-0.38085854 -0.2729423 ],-1.2184,[ 0.2001444   0.27402639],[ 1.48934467  1.25204189]
8,"[[ -3.58005025e-01  -2.06494643e+00  -1.74378695e-02  -1.28608837e-03]
 [  3.46400648e+00  -1.56940464e+01   0.00000000e+00   0.00000000e+00]]","[ 0.66376848 -0.23054108 -0.33344712 -1.33983364 -0.15019966  0.00268864
  0.21001147 -2.04381481 -0.09678852 -0.93634187  0.        ]",-0.109879367829,[-0.38085854 -0.2729423 ],-1.1743,[-0.77929294 -0.22117659],[-0.86023945 -0.8755996 ]
9,"[[ -3.23585052e-01  -2.41049367e+00  -1.74378695e-02  -1.28608837e-03]
 [ -1.06187147e-02  -1.88502008e+01   0.00000000e+00   0.00000000e+00]]","[ 0.6848806  -0.57934229 -0.27853887 -0.9418985  -0.1501996   0.00268864
 -0.17818083 -2.4542342  -0.24748346 -0.57642438  0.        ]",-0.0749583730816,[-0.38085854 -0.2729423 ],-0.926399,[-0.57433707  0.74682367],[-1.40308764 -0.82513015]
10,"[[ -3.63528145e-01  -2.81653414e+00  -1.74378695e-02  -1.28608837e-03]
 [ -3.97055441e+00  -2.17442269e+01   0.00000000e+00   0.00000000e+00]]","[  6.60189581e-01  -8.41682535e-01  -3.42193820e-01  -2.90179815e-01
  -1.50199532e-01   2.68864223e-03  -6.20592926e-01  -2.83056201e+00
  -3.38336272e-01  -8.18007068e-02   0.00000000e+00]",-0.0300584260731,[-0.38085854 -0.2729423 ],-0.749792,[-0.03206059  1.65245378],[ 0.90452012  1.21703331]
