timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[-0.05918739  0.03308646  0.18361776  0.12886474]
 [-0.00114709 -0.00459918  0.          0.        ]]",[ 0.73025429  0.67896509],-0.140116358293,[-0.04507438 -0.11573137],-0.939506,"[ 1.06405041  1.59025799 -0.07205267  0.20657407  1.59191765  1.12305422
 -0.0818887   0.08588801 -0.06349086 -1.04898727  0.        ]",[-0.60802642  1.33121191]
1,"[[-0.08335842  0.07273262  0.18361776  0.12886474]
 [-2.40793786  3.9560116   0.          0.        ]]",[ 0.74145049  0.71946138],-0.140786514301,[-0.04507438 -0.11573137],-0.924108,"[ 1.06164088  1.58764757 -0.10876774  0.28403648  1.59190294  1.12304758
 -0.27089912  0.59153752 -0.06443717 -1.05449555  0.        ]",[-0.92118147 -1.65419425]
2,"[[-0.16758587  0.11135314  0.18361776  0.12886474]
 [-6.00284341 -0.08051465  0.          0.        ]]",[ 0.77775151  0.74910283],-0.153737111461,[-0.04507438 -0.11573137],-1.02458,"[ 1.04692021  1.58323832 -0.23599013  0.35928099  1.59188823  1.12304094
 -0.55321467  0.07619271 -0.07264548 -1.1584653   0.        ]",[ 2.48070693  0.40752785]
3,"[[-0.24676714  0.12593308  0.18361776  0.12886474]
 [-1.92884594  1.53313896  0.          0.        ]]",[ 0.7781148   0.78510457],-0.168075058692,[-0.04507438 -0.11573137],-1.06984,"[ 1.02417612  1.58108717 -0.35396419  0.38760817  1.59187352  1.1230343
 -0.23327165  0.28220812 -0.0878229  -1.27387306  0.        ]",[ 1.39382597  1.59773816]
4,"[[-0.24528578  0.19600365  0.18361776  0.12886474]
 [ 2.06370532  5.46083435  0.          0.        ]]",[ 0.75315672  0.86540627],-0.1602683069,[-0.04507438 -0.11573137],-1.0374,"[ 1.02467445  1.56717118 -0.35177514  0.52291642  1.59185882  1.12302766
  0.08027508  0.78365746 -0.08308493 -1.21174757  0.        ]",[ 0.86222897 -0.6323706 ]
5,"[[-0.17018801  0.2789998   0.18361776  0.12886474]
 [ 5.43484677  2.84749205  0.          0.        ]]",[ 0.7061891   0.93521261],-0.136042972455,[-0.04507438 -0.11573137],-0.936311,"[ 1.04629272  1.54298792 -0.23989328  0.68071222  1.59184411  1.12302102
  0.34502055  0.45000779 -0.07614777 -1.01943778  0.        ]",[ 0.9557287  -0.46866524]
6,"[[-0.02462789  0.31675039  0.18361776  0.12886474]
 [ 9.10892775  0.93393717  0.          0.        ]]",[ 0.62634987  0.93990171],-0.101984804778,[-0.04507438 -0.11573137],-0.786913,"[ 1.06603788  1.52925789 -0.0194648   0.75132043  1.5918294   1.12301439
  0.63355617  0.20570108 -0.09359181 -0.75327548  0.        ]",[ 2.11520839  1.29200515]
7,"[[  0.19542023   0.37495562   0.18361776   0.12886474]
 [ 12.88336514   4.87343913   0.           0.        ]]",[ 0.50086528  0.95496881],-0.0505535760769,[-0.04507438 -0.11573137],-0.564018,"[ 1.0398759   1.5048188   0.31375276  0.85845066  1.5918147   1.12300775
  0.92997137  0.70866112 -0.19190459 -0.36738262  0.        ]",[ 0.13417948 -0.49426003]
8,"[[  0.45586634   0.45181656   0.18361776   0.12886474]
 [ 13.16030554   2.81948938   0.           0.        ]]",[ 0.38915083  0.9193784 ],-0.0261826038743,[-0.04507438 -0.11573137],-0.471417,"[ 0.92384578  1.46658855  0.6884799   0.99614087  1.59179999  1.12300111
  0.95171573  0.44642817 -0.41499775  0.03649468  0.        ]",[ 1.71327185 -0.51644095]
9,"[[  0.75616195   0.48711155   0.18361776   0.12886474]
 [ 16.85692911   0.71698159   0.           0.        ]]",[ 0.26672247  0.86362529],-0.0873194828017,[-0.04507438 -0.11573137],-0.662101,"[ 0.68588087  1.44680826  1.06294922  1.0577235   1.59178528  1.12299447
  1.24201639  0.17799608 -0.74685857  0.36369806  0.        ]",[-1.35225034  1.33631504]
10,"[[  1.05024949   0.54104726   0.18361776   0.12886474]
 [ 12.56615693   4.66346507   0.           0.        ]]",[ 0.26146513  0.91710019],-0.15211784846,[-0.04507438 -0.11573137],-0.842245,"[ 0.3645281   1.41396446  1.33921542  1.14960293  1.59177058  1.12298783
  0.90504306  0.68185062 -1.15463458  0.55019087  0.        ]",[-0.8604911   2.23702878]
