timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[ 0.06942084 -0.08516132 -0.16412745  0.19669928]
 [-0.00308194  0.00088755  0.          0.        ]]",[ 1.08822644  1.86875677],-0.420060707393,[-0.15768822 -0.13183962],-2.31947,"[ 0.94506556  1.87597076  0.13245074 -0.01944093 -1.41644948  1.70508381
 -0.28698479  0.05387978  2.47478478 -1.59057591  0.        ]",[ 1.06397116  1.97267855]
1,"[[ 0.10903493 -0.04543132 -0.16412745  0.19669928]
 [ 3.95132591  3.95892727  0.          0.        ]]",[ 0.97888535  1.93054509],-0.413934856422,[-0.15768822 -0.13183962],-2.33784,"[ 0.93991604  1.87934373  0.19426739  0.0665423  -1.41644442  1.7050759
  0.03178125  0.54746737  2.47067796 -1.48074834  0.        ]",[ 1.35831084  0.50766886]
2,"[[ 0.22696024  0.05311429 -0.16412745  0.19669928]
 [ 7.82830507  5.88920278  0.          0.        ]]",[ 0.7222898   2.12082505],-0.394423588136,[-0.15768822 -0.13183962],-2.13863,"[ 0.911176    1.87883976  0.37632717  0.28019514 -1.41643936  1.70506798
  0.34430569  0.78818159  2.42674088 -1.17689222  0.        ]",[ 1.08723918  1.56643015]
3,"[[  0.42164929   0.20944118  -0.16412745   0.19669928]
 [ 11.62800536   9.73067353   0.           0.        ]]",[ 0.40682468  2.34512663],-0.355978556579,[-0.15768822 -0.13183962],-1.78474,"[ 0.8208483   1.85215069  0.66501043  0.61600122 -1.4164343   1.70506007
  0.65060032  1.26722995  2.25863368 -0.71793567  0.        ]",[-0.86547871  0.95045131]
4,"[[  0.61754045   0.43989381  -0.16412745   0.19669928]
 [  7.9733456   13.30267132   0.           0.        ]]",[ 0.33836883  2.57815242],-0.302744550261,[-0.15768822 -0.13183962],-1.54248,"[ 0.67923237  1.75641365  0.93100025  1.08868035 -1.41642924  1.70505215
  0.3559957   1.71266917  1.93469087 -0.3025198   0.        ]",[ 0.79426626  1.73246009]
5,"[[  0.80694906   0.74302009  -0.16412745   0.19669928]
 [ 10.9578462   16.99762419   0.           0.        ]]",[ 0.20102605  2.80296826],-0.236038850422,[-0.15768822 -0.13183962],-1.08855,"[ 0.49898665  1.53667325  1.15528467  1.6323704  -1.41642418  1.70504423
  0.59657723  2.17343371  1.46823151 -0.05562972  0.        ]",[-1.07110498  2.59053698]
6,"[[  0.98424546   1.11933411  -0.16412745   0.19669928]
 [  6.78577749  20.62167955   0.           0.        ]]",[ 0.31934744  2.94398093],-0.164662964886,[-0.15768822 -0.13183962],-0.912167,"[ 0.29743081  1.14495405  1.32868696  2.11667397 -1.41641912  1.70503632
  0.26026353  2.62534513  0.94424634 -0.09164942  0.        ]",[ 1.35465216  3.88681164]
7,"[[  1.15834233   1.56738742  -0.16412745   0.19669928]
 [ 10.61168644  24.17183031   0.           0.        ]]",[ 0.39562932  2.92869902],-0.120037695843,[-0.15768822 -0.13183962],-0.815404,"[ 0.07484694  0.58001951  1.45917401  2.33395011 -1.41641406  1.7050284
  0.56867217  3.06802388  0.50745634 -0.45577322  0.        ]",[-0.21655741  2.55260592]
8,"[[  1.35991411   2.08574736  -0.16412745   0.19669928]
 [  9.54908133  27.65256805   0.           0.        ]]",[ 0.55994004  2.54348421],-0.154274807179,[-0.15768822 -0.13183962],-1.01373,"[-0.20446915 -0.06717153  1.55585063  2.05267546 -1.416409    1.70502049
  0.48301396  3.50202499  0.33650869 -1.0732824   0.        ]",[ 1.6965377   2.87766929]
9,"[[  1.58876428   2.67302867  -0.16412745   0.19669928]
 [ 13.32329538  31.06424635   0.           0.        ]]",[ 0.55059636  1.74009943],-0.226726511108,[-0.15768822 -0.13183962],-1.29768,"[-0.53592432 -0.58884532  1.59030118  1.14451751 -1.41640394  1.70501257
  0.78725534  3.92738709  0.58630009 -1.62733628  0.        ]",[ 0.70938928  0.79700502]
10,"[[  1.88078093   3.22476573  -0.16412745   0.19669928]
 [ 15.8686081   11.43272337   0.           0.        ]]",[ 0.5616976   1.06361437],-0.265004212292,[-0.15768822 -0.13183962],-1.5991,"[-0.95456625 -0.72499735  1.51587139 -0.0151705  -1.41639888  1.70500466
  0.99243311  1.4793584   0.96136456 -1.72161641  0.        ]",[ 2.13174453  0.93836129]
11,"[[  2.23471645   3.24995166  -0.16412745   0.19669928]
 [ 19.51306101  -4.03221876   0.           0.        ]]",[ 0.52677894  1.19722056],-0.26612688517,[-0.15768822 -0.13183962],-1.59755,"[-1.40833296 -0.72185314  1.25772762 -0.0695452  -1.41639382  1.70499674
  1.28621191 -0.4490946   1.06270399 -1.63076006  0.        ]",[ 0.6364032   0.31161494]
12,"[[  2.64638287   3.15444706  -0.16412745   0.19669928]
 [ 21.64650372  -4.59194874   0.           0.        ]]",[ 0.57255739  1.29021096],-0.264915460133,[-0.15768822 -0.13183962],-1.55196,"[-1.79281876 -0.72939843  0.76830919  0.13713879 -1.41638876  1.70498883
  1.45818524 -0.51889132  1.01753555 -1.66469596  0.        ]",[ 0.24423617  1.50668992]
13,"[[  3.08471643   3.0808958   -0.16412745   0.19669928]
 [ 22.18505085  -2.76369632   0.           0.        ]]",[ 0.61311066  1.27065611],-0.267754866283,[-0.15768822 -0.13183962],-1.61683,"[-1.96563554 -0.72710163  0.11280387  0.29658472 -1.4163837   1.70498091
  1.50159214 -0.29091037  1.01649837 -1.69821881  0.        ]",[-0.11372218  1.10861368]
14,"[[  3.51949369   3.0402485   -0.16412745   0.19669928]
 [ 21.29563513  -1.41321309   0.           0.        ]]",[ 0.61318201  1.17873955],-0.269769045795,[-0.15768822 -0.13183962],-1.63257,"[-1.8650885  -0.72280733 -0.55436657  0.38445039 -1.41637865  1.704973
  1.42989057 -0.12250662  1.04180616 -1.69531033  0.        ]",[ 0.54599388  1.76189587]
15,"[[  3.96286626   3.0202781   -0.16412745   0.19669928]
 [ 23.0358196   -0.66636201   0.           0.        ]]",[ 0.56235522  1.08432317],-0.268462626465,[-0.15768822 -0.13183962],-1.62166,"[-1.50320696 -0.71991048 -1.12318328  0.42749552 -1.41637359  1.70496508
  1.57016137 -0.02937507  1.06461705 -1.65604483  0.        ]",[ 0.69296415  2.34345887]
16,"[[  4.44653513   3.0110773   -0.16412745   0.19669928]
 [ 25.32344349  -0.29930125   0.           0.        ]]",[ 0.46307853  1.00315714],-0.263199649736,[-0.15768822 -0.13183962],-1.73663,"[-0.89283191 -0.71840121 -1.4880156   0.44729283 -1.41636853  1.70495717
  1.75455923  0.01639704  1.06597147 -1.5924467   0.        ]",[ 1.81449693 -0.96789065]
17,"[[  4.98769681   2.96669579  -0.16412745   0.19669928]
 [ 28.781175    -4.12614074   0.           0.        ]]",[ 0.3261573   1.14102364],-0.257235250395,[-0.15768822 -0.13183962],-1.58887,"[-0.11326833 -0.70958999 -1.48405071  0.542425   -1.41636347  1.70494925
  2.03327537 -0.46080616  1.06563996 -1.52107012  0.        ]",[-0.69546252  1.64601329]
18,"[[  5.52997714   2.92471259  -0.16412745   0.19669928]
 [ 25.4579614   -0.08563965   0.           0.        ]]",[ 0.26435676  1.220577  ],-0.246962289714,[-0.15768822 -0.13183962],-1.5122,"[ 0.55412208 -0.69892496 -1.0479145   0.63173517 -1.41635841  1.70494134
  1.7653827   0.04304156  1.02647899 -1.44184684  0.        ]",[ 0.21075272  2.30301367]
19,"[[  6.04245411   2.96273883  -0.16412745   0.19669928]
 [ 25.78866322   3.87507945   0.           0.        ]]",[ 0.21809039  1.21735525],-0.238185141972,[-0.15768822 -0.13183962],-1.35378,"[ 0.90653757 -0.70867884 -0.34979401  0.55087156 -1.41635335  1.70493342
  1.79203152  0.53694033  0.92372346 -1.453753    0.        ]",[-1.14760224  1.25623262]
20,"[[  6.5133817    3.03778405  -0.16412745   0.19669928]
 [ 21.31885215   1.2609647    0.           0.        ]]",[ 0.24501821  1.27402425],-0.242166684078,[-0.15768822 -0.13183962],-1.53176,"[ 0.91011961 -0.72247035  0.38124748  0.38976251 -1.41634829  1.70492551
  1.43171701  0.21096106  0.86284733 -1.56175184  0.        ]",[ 0.77124284 -0.5730665 ]
21,"[[  6.96616057   3.03323907  -0.16412745   0.19669928]
 [ 23.95026964  -1.4187253    0.           0.        ]]",[ 0.25158498  1.49698949],-0.244344272074,[-0.15768822 -0.13183962],-1.35443,"[ 0.62149001 -0.721841    1.01256597  0.39956437 -1.41634323  1.7049176
  1.64382682 -0.12319539  0.84058385 -1.6068039   0.        ]",[-0.27522892  1.13125623]
22,"[[  7.42947563   3.01508697  -0.16412745   0.19669928]
 [ 22.38644444  -0.53793797   0.           0.        ]]",[ 0.36489564  1.619941  ],-0.248052360048,[-0.15768822 -0.13183962],-1.43515,"[ 0.09092454 -0.7190642   1.4514834   0.43866313 -1.41633817  1.70490968
  1.51776207 -0.01336131  0.82849987 -1.65801408  0.        ]",[ 0.96946657  0.84460307]
