timestep,human_obs,avg_action_dist,original_rewards,logstd_action_dist,rewards,obs,actions
0,"[[-0.05803291  0.03679122 -0.0150077  -0.07039367]
 [ 0.0002419  -0.0021591   0.          0.        ]]",[-3.10950398 -2.75756192],-0.233275671322,[-0.57579738 -0.41008106],-2.76345,"[ 0.78210728  1.54281109  0.26784917  0.40087645 -0.13438784 -0.60926234
 -0.10803046 -0.01003185  1.79470608  1.16129163  0.        ]",[-2.35389244 -3.52244517]
1,"[[ -9.77031786e-02  -2.96393617e-03  -1.50076965e-02  -7.03936741e-02]
 [ -3.95410716e+00  -3.96017059e+00   0.00000000e+00   0.00000000e+00]]",[-2.1718483  -2.10821557],-0.229398462216,[-0.57579738 -0.41008106],-2.68894,"[ 0.77605179  1.54367421  0.19954159  0.33052171 -0.1343878  -0.6092621
 -0.61377366 -0.54235708  1.7865601   1.00247324  0.        ]",[-2.00827564 -2.17818036]
2,"[[-0.21567617 -0.12109336 -0.0150077  -0.07039367]
 [-7.83030938 -7.83984245  0.          0.        ]]",[-1.35213673 -1.14056826],-0.216882586419,[-0.57579738 -0.41008106],-2.46962,"[  7.39947133e-01   1.53426136e+00  -1.61181073e-03   1.21947951e-01
  -1.34387760e-01  -6.09261866e-01  -1.10952185e+00  -1.06414582e+00
   1.71423355e+00   5.39349681e-01   0.00000000e+00]",[-1.62412962 -0.39218449]
3,"[[ -0.4104155   -0.29189818  -0.0150077   -0.07039367]
 [-11.63102847  -9.23597351   0.           0.        ]]",[-0.17838225 -0.39137354],-0.194940163645,[-0.57579738 -0.41008106],-2.25005,"[ 0.62245026  1.48927925 -0.32111875 -0.17360573 -0.13438772 -0.60926163
 -1.59561516 -1.251915    1.46375265 -0.12775247  0.        ]",[-0.15565594 -0.22495993]
4,"[[ -0.6469081   -0.48371665  -0.0150077   -0.07039367]
 [-12.01700231  -9.94349645   0.           0.        ]]",[ 0.98487043 -0.20117316],-0.16751877066,[-0.57579738 -0.41008106],-1.98908,"[ 0.38892784  1.39613866 -0.67301006 -0.48744243 -0.13438768 -0.60926139
 -1.64497772 -1.34707091  0.98876268 -0.73997173  0.        ]",[ 1.79405712 -0.19107197]
5,"[[ -0.8451753   -0.68821475  -0.0150077   -0.07039367]
 [ -7.82366256 -10.50444294   0.           0.        ]]",[ 1.20179224 -0.52428603],-0.142758727638,[-0.57579738 -0.41008106],-1.81915,"[ 0.1252898   1.2509618  -0.92408901 -0.78850738 -0.13438764 -0.60926115
 -1.10866818 -1.42251313  0.44402495 -1.05272982  0.        ]",[ 0.92551751 -0.85591702]
6,"[[ -0.96335511  -0.93023204  -0.0150077   -0.07039367]
 [ -4.00704955 -13.68667104   0.           0.        ]]",[ 1.40745187  0.43644756],-0.121851037073,[-0.57579738 -0.41008106],-1.60779,"[-0.05687491  1.02625797 -1.05021717 -1.08339922 -0.1343876  -0.60926092
 -0.62054075 -1.85049846 -0.02407294 -1.07401524  0.        ]",[ 0.77923181  1.12108059]
7,"[[-1.01178667 -1.16152766 -0.0150077  -0.07039367]
 [-0.8464469  -9.45697074  0.          0.        ]]",[ 1.07621419 -0.20530698],-0.105167962659,[-0.57579738 -0.41008106],-1.54274,"[-0.13619416  0.76943545 -1.09628098 -1.28811296 -0.13438757 -0.60926068
 -0.21631412 -1.28163247 -0.32932516 -0.93580779  0.        ]",[ 1.25695658  0.15594103]
8,"[[-0.98885077 -1.3426031  -0.0150077  -0.07039367]
 [ 3.12691399 -8.65321756  0.          0.        ]]",[ 0.29492402 -0.24422976],-0.0930123631723,[-0.57579738 -0.41008106],-1.58287,"[-0.09831487  0.54860621 -1.07488704 -1.38841213 -0.13438753 -0.60926044
  0.29186054 -1.17353253 -0.4414169  -0.78302837  0.        ]",[-0.67485555 -0.81913063]
9,"[[ -0.9537242   -1.54648496  -0.0150077   -0.07039367]
 [  0.39470065 -11.72476007   0.           0.        ]]",[ 0.76464534  1.25029612],-0.0784777364019,[-0.57579738 -0.41008106],-1.39427,"[-0.04140893  0.28895534 -1.04065497 -1.43377383 -0.13438749 -0.6092602
 -0.05757717 -1.58663175 -0.53254088 -0.58433377  0.        ]",[ 0.42765303  2.91745412]
